filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	lmna_nwt	lmna_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_F09	200809	1	NB333	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2																																			3_LMNA	1	4			4	1	7																														
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_H05	200809	1	NB307	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.9910514	1	2		.4083552	.28540829	.340296	2.1823648	1	9	107																											3_LMNA	1	4	3		4	1	7								1.10959	.8608639	1.222883	-.4766831																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_D04	200809	1	NB299	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.3062664	.20612821	.2041776	.8573576	1	1	99																											3_LMNA	1	4	3		4	1	7								-.9472499	-.1730713	-.1246971	-1.687002																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_B09	200809	1	NB329	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.2382072	.31712032	.170148	1.0911824	1	17	115																											3_LMNA	1	4	3		4	1	7								-2.073047	.0287058	-.5531617	.0574353																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_H02	200809	1	NB291	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.340296	.3012643	.1020888	.5455912	1	43	92																											3_LMNA	1	4	2		4	1	7								-.1536793	-.6330246	-1.330948	-.1633676																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_F06	200809	1	NB312	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.0592937	0	1		.340296	.36468837	.1361184	.4676496	1	14	112																											3_LMNA	1	4	3		4	1	7								-.1536793	-.8334692	-.9032142	.8470871																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_B03	200809	1	NB293	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.0491214	0	1		.4083552	.34883235	.3062664	1.7147152	1	45	94																											3_LMNA	1	4	2		4	1	7								1.10959	.4874292	.8748062	.5869282																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_H01	200809	1	NB284	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.3743256	.28540829	.2722368	1.8705984	1	36	85																											3_LMNA	1	4	2		4	1	7								.5420468	.6330246	.5756001	-.4766831																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_F02	200809	1	NB289	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.340296	.33297634	.2382072	1.7926568	1	41	90																											3_LMNA	1	4	2		4	1	7								-.1536793	.5531617	.2811101	.3110992																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_D01	200809	1	NB280	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.7081545	1	2		.2722368	.26955227	.170148	.4676496	1	32	81																											3_LMNA	1	4	2		4	1	7								-1.648566	-.8334692	-.5531617	-.8334692																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_A09	200810	1	NB384	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.9901346	1	2		.3062664	.52324853	.4083552	3.117664	1	20	167															44	668938	5087	45862.305	39362.646	2.33e+08	2140.131	-2.47e+08	14	4027.344	1083359	1457499	3_LMNA	3	5	5	7.533333	5	2	7	.6063177	1.112734	1.23942	.3228149	.5686108	.6346741	.6449072	-.9472499	1.378857	2.073047	1.457283		-.0189907	-.2800857	-.0922863	-.0223825	-.7613826													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_LMNA_200810_A02	200810	2	NB398	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.5785032	.28540829	.340296	2.6500144	1	33	180	338704	6048	5419	9955	3281	56	3.308e+09	1	3261958	151066	127	219	158	125	86	703056	8208	32988.93	29036.249	2.71e+08	139.253	-6.70e+07	33	3821.313	992949.8	1355470	3_LMNA	3	5	5	8.533334	5	2	7	-.3564294	.6063177	.6063177	-.0635016	.2566249	-.9934046	1.055626	2.425978	1.074848	1.222883	-.4766831		.1333212	.2800857	.3186394	.1573107	.0671924	.2703575	-.3348942	-.5149938	-.2917317	-.0208901	.0208901	.4079188	-.2917317	.3786901	-.102912	-.4686158	-.5867419	.0205476
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_D08	200810	1	NB379	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	0	0	1		.3062664	.22198422	.3743256	1.558832	1	15	162	714138	8709	6142	12389	3387	82	8.955e+09	1	7766090	272114	151	395	223	145	118	845774	10396	33282.753	30023.538	3.46e+08	-606.4243	-5457144	0	4767.229	1272074	1724391	3_LMNA	3	5	5	7.2	5	2	7	2.493243	2.493243	2.493243	1.702789	1.857141	.7154047	2.493243	-.9472499	.3719586	1.612422	-1.485526		.9375322	.4784177	.4784177	.295179	.295179	1.448272	1.739384	.8833463	.0822773	2.39398	.9345893	.5485223	1.739384	1.739384	.7677715	2.400036	1.739384	.8833463
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_A04	200810	1	NB347	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.3743256	.41225642	.2382072	2.8838392	1	34	132	512370	6742	6203	10329	3497	76	5.183e+09	1	4911173	211805	144	264	215	118	271	653325	20160	32699.804	28018.985	6.59e+08	921.1891	3.35e+08	0	4162.359	1041773	1451069	3_LMNA	3	5	4	4.933333	5	2	7	1.112734	1.001768	1.173722	1.23942	.6844819	.8931164	.8103805	.5420468	1.222883	.2811101	1.145726		-.0950912	2.012971	1.630759	.9555776	1.534121	1.245046	.8833463	-.1651163	.1235907	1.072861	.146745	.6484922	1.08327	1.160362	.5625072	.6362858	1.160362	-.3786901
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_A08	200810	1	NB376	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.0161914	0	1		.340296	.45982446	.2722368	3.8191384	1	13	160	406881	5897	4286	7605	2395	69	3.190e+09	1	4712934	186008	153	231	175	152	208	733754	16624	43859.22	33726.1	7.29e+08	6071.674	3.26e+08	3	4045.643	1028091	1426081	3_LMNA	3	5	5	7	5	2	7	.7251591	.8103805	.9019402	0	.7251591	.9420758	1.310954	-.1536793	1.772354	.5756001	1.308099		.4516583	1.081642	1.081642	1.194857	1.402673	.7677715	.2917317	-.6616482	-1.339746	-.2318344	-.8122178	-.6484922	.8833463	1.012131	.8833463	-.1651163	.0411038	1.245046
InsH2Bfabp_CD15_10dpf_VAST02_plate02_LMNA_200810_A01	200810	2	NB392	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.4083552	.26955227	.170148	3.4294304	1	27	174															55	757570	7608	25343.861	23099.645	1.93e+08	-1255.262	-6.29e+07	0	4286.026	1151952	1501403	3_LMNA	3	5	5	8.1	5	2	7	1.580799	1.702789	1.478625	1.580799	1.702789	-.1127151	1.23942	1.10959	1.578269	-.5531617	-.8334692		.5819415	-.0922863	.241944	-.295179	.1121376													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_A07	200810	1	NB368	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.4423848	.26955227	.4083552	1.8705984	1	6	153	251711	5721	4706	8690	3034	44	2.141e+09	1	2447941	104578	123	180	154	107	144	369006	10631	25196.017	22342.421	2.68e+08	-605.8356	2.26e+07	294	3872.287	861328.1	1140796	3_LMNA	3	5	5	6.483333	5	2	7	-.0953326	-.2239646	-.4599256	-.7670732	-.0635016	-1.696752	-.1272606	1.578269	.6330246	2.073047	-.8334692		-1.382994	.697813	.5628612	.1121376	.390146	-.4458055	-.8833463	-.7677715	-.8833463	-1.23544	-.4537622	-.1046335	-1.012131	-1.08327	-.1651163	-1.160362	-.7404675	-.8833463
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_D07	200810	1	NB371	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	0	0	1		.4764144	.25369626	.340296	.4676496	1	9	156															84	361358	8256	26286.772	22718.657	2.17e+08	88.78596	-3.34e+07	26	3974.781	928753.9	1225942	3_LMNA	3	5	5	6.666667	5	2	7	.4599256	.3228149	.1915416	.5686108	-.1272606	.1127151	.3904518	1.872998	-.8334692	1.222883	-1.041357		-1.48947	.2041513	.3576728	-.2487277	.2487277													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_D04	200810	1	NB349	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	0	0	1		.3743256	.72937674	.3062664	4.286788	1	36	134	345058	8216	6982	11652	3739	42	4.025e+09	1	4598945	148545	113	351	220	102	211	794095	16633	34026.958	30475.978	5.66e+08	-338.5868	2.08e+08	0	4271.485	1123136	1563969	3_LMNA	3	5	4	5.05	5	2	7	1.478625	1.389907	1.702789	.9506695	1.310954	-.4842547	.6844819	.5420468	2.073047	.8748062	2.275086		.773217	1.150349	1.150349	.8226373	.8871465	-.7677715	-.1651163	.5149938	.7137046	.5005801	.5005801	1.23544	.6616482	.2491061	-.7404675	1.739384	1.448272	-1.047038
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_B08	200810	1	NB377	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	0	0	1		.4083552	.33297634	.3062664	2.0264816	1	14	161	663739	6843	5414	10294	2454	97	6.733e+09	1	6716902	252556	159	276	190	171	173	764764	15579	34070.555	31530.151	5.31e+08	-1404.911	1.58e+08	0	4418.463	1143234	1508027	3_LMNA	3	6	5	7.066667	6	2	7	1.857141	1.580799	1.580799	1.055626	1.580799	-.7154047	1.001768	1.10959	.7547789	.8748062	.3110992		.6744897	.8468857	.9008895	.7028602	.7028602	1.739384	1.57718	-.1235907	-.3348942	1.56892	.1046335	-.5485223	1.448272	1.57718	1.290949	.8241822	.6113263	1.967025
InsH2Bfabp_CD15_10dpf_VAST02_plate02_LMNA_200810_B02	200810	2	NB399	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	0	0	1		.4083552	.28540829	.170148	2.2603064	1	34	181	384844	5498	4193	4070	1104	70	1.623e+09	1	4868224	153387	171	249	183	132	159	578678	11408	40509.403	32866.906	4.62e+08	3626.489	7.13e+07	55	3744.699	954115.3	1257509	3_LMNA	3	6	5	8.6	6	2	7	-.6844819	.4599256	.3564294	-.4954916	.1915416	-2.488717	1.702789	1.10959	.9032142	-.5531617	-.4766831		-.3286447	.7702081	.6515277	.5924169	.5398714	.8833463	.2069287	-1.160362	-1.57718	-1.56892	-2.39398	-2.39398	1.012131	.4686158	1.967025	.3348942	.3348942	.423225
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_B09	200810	1	NB385	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.4083552	.28540829	.1361184	1.2470656	1	21	168															52	418038	3455	43099.009	36884.819	1.49e+08	1985.699	-2.97e+08	2	3796.423	890652.2	1157006	3_LMNA	3	6	5	7.6	6	2	7	-.3904518	.0317348	-.2566249	-.5316958	-.5316958		.2566249	1.10959	.2316706	-.9032142	-.4766831		-.9375322	-.2041513	-.2800857	-.5924169	-1.028805													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_B06	200810	1	NB361	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.0074589	0	1		.4083552	.6976647	.340296	.2338248	1	48	146	635161	8583	7878	10799	3152	74	6.702e+09	1	6294724	229495	156	273	213	156	324	890237	26553	54376.811	47048.548	1.44e+09	2562.276	8.57e+08	48	4230.125	1153731	1580761	3_LMNA	3	6	4	5.866667	6	2	7	1.310954	1.857141	1.857141	.9019402	1.112734	.2434042	1.173722	1.10959	-1.515006	1.222883	1.997218		1.062786	2.439542	2.439542	2.368567	2.368567	1.120983	1.448272	.7137046	1.339746	1.439531	.3186394	.1891184	1.339746	1.339746	1.120983	.7677715	1.047038	1.57718
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_B07	200810	1	NB369	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	0	0	1		.4423848	.45982446	.4083552	3.8191384	1	7	154															193	742190	17321	28040.337	23725.007	4.86e+08	782.7807	2.21e+08	32	4106.719	1142725	1470658	3_LMNA	3	6	5	6.55	6	2	7	.8552639	1.478625	1.310954	.5316958	2.493243	1.382994	1.112734	1.578269	1.772354	2.073047	1.308099		.4941332	.9576579	1.399161	.6466521	.9555776													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_H04	200810	1	NB353	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.3743256	.34883235	.340296	2.8838392	1	40	138	362576	7252	5800	8076	2411	50	2.946e+09	1	4051835	147229	141	222	189	118	85	533970	7456	32446.899	30077.931	2.42e+08	-1499.549	-1.10e+08	0	4044.742	961876.3	1311043	3_LMNA	3	6	4	5.316667	6	2	7	.6844819	.5316958	.4599256	.1593188	.4599256	.3441025	.5686108	.5420468	1.222883	1.222883	.5869282		-.4099833	.241944	.2041513	.0223825	-.0223825	-.0205476	0	.1235907	-.1235907	-.5977601	-.6484922	-.5977601	.2069287	.1651163	.2703575	-.3786901	.5625072	-.3786901
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_E08	200810	1	NB380	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.4083552	.44396845	.4764144	3.7411968	1	16	163	374834	7497	6508	9770	3374	50	3.746e+09	1	4077984	138414	142	386	119	92	264	752200	22604	53099.383	43447.93	1.20e+09	5075.88	6.63e+08	30	4134.65	1101648	1439420	3_LMNA	3	6	5	7.266667	6	2	7	1.001768	1.23942	1.055626	.8103805	.5316958	-.0482231	0	1.10959	1.648566	2.667861	1.222883		.5375191	1.789531	2.012971	1.930286	1.930286	-.0205476	.1651163	.1651163	.2491061	.1891184	-.1046335	.5005801	.2917317	-.0411038	.3786901	1.967025	-1.967025	-1.57718
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_B05	200810	1	NB355	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	0	0	1		.340296	.36468837	.3743256	3.117664	1	42	140															112	699028	8827	30297.237	28374.011	2.67e+08	-1855.18	-6.12e+07	0	4215.588	1066671	1440616	3_LMNA	3	6	4	5.45	6	2	7	1.23942	1.055626	1.112734	1.310954	1.389907	-.2766469	.7251591	-.1536793	1.378857	1.612422	.8470871		.0569997	.397259	.397259	.0671924	.1573107													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_C04	200810	1	NB348	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	0	0	1		.4423848	.36468837	.3743256	1.94854	1	35	133	610726	8482	6585	12869	3633	72	7.301e+09	1	4915603	193261	140	247	188	151	215	903080	17111	38551.684	29757.506	6.60e+08	4942.608	3.12e+08	31	4011.657	1105117	1499803	3_LMNA	3	7	4	4.983333	7	2	7	.5316958	1.310954	1.389907	.2239646	1.173722	1.471982	1.478625	1.578269	.70483	1.612422	.8470871		1.13214	1.307107	1.307107	1.028805	1.291794	1.012131	1.339746	.6616482	.423225	1.731664	1.150349	1.001331	1.160362	1.08327	.2069287	.2491061	.5149938	1.160362
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_C06	200810	1	NB362	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.0078392	0	1		.4083552	.45982446	.340296	3.2735472	1	49	147	445431	7184	4492	6603	1983	62	2.872e+09	1	4859828	168961	144	242	194	127	213	640898	16565	50221.975	50410.226	8.32e+08	-5132.019	1.99e+08	32				3_LMNA	3	7	4	5.933333	7	2	7								1.10959	1.515006	1.222883	1.308099		-.1333212	1.224965	1.017694	1.699178	.8226373	.6362858	.5149938	.0411038	-1.012131	-.6484922	-1.439531	-1.23544	.9457771	.7137046	.5625072	.1235907	.7137046	.2491061
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_F09	200810	1	NB389	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.3743256	.31712032	.3743256	1.8705984	1	25	172															92	342318	6578	53511.063	48656.53	3.52e+08	3.50919	-2.57e+08	5	3524.585	758821.1	1015246	3_LMNA	3	7	5	7.866667	7	2	7	-1.310954	-1.389907	-1.389907	-2.493243	-.6844819	-1.851466	.1272606	.5420468	.6330246	1.612422	.0574353		-1.77585	.3186394	.1293777	.390146	-.8226373													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_C05	200810	1	NB356	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.9196705	1	2		.3743256	.41225642	.3743256	3.1956056	1	43	141	452925	9059	6828	6948	2224	50	3.092e+09	1	4111723	161178	116	266	211	148	190	712834	15201	50631.629	42396.083	7.70e+08	3715.597	2.47e+08	25	4119.925	1009145	1358626	3_LMNA	3	7	4	5.5	7	2	7	.9019402	.7251591	.6449072	.8552639	1.23942	.3784071	.8552639	.5420468	1.457283	1.612422	1.145726		.2494273	.9008895	.8468857	1.291794	1.108011	-.0205476	.6113263	1.160362	.6113263	-.3629173	-1.150349	-.9345893	.3786901	.6113263	-.5625072	.7137046	.9457771	1.08327
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_C07	200810	1	NB370	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	0	0	1		.4083552	.17441618	.2722368	2.338248	1	8	155	854617	7631	6885	9457	2644	112	8.109e+09	1	8219871	292990	172	308	205	155	12	703582	1312	31777.118	29254.423	4.17e+07	-1302.27	-2.99e+08	58				3_LMNA	3	7	5	6.608334	7	2	7								1.10959	.962342	.5756001	-2.275086		.1717471	-.5628612	-.4991879	-1.028805	-1.108011	2.400036	2.400036	.3348942	.6616482	1.959964	-.1891184	-.3186394	1.967025	1.967025	2.400036	1.339746	.8833463	1.448272
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_C09	200810	1	NB386	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.3062664	.31712032	.2722368	.779416	1	22	169	527705	6596	5090	7481	1968	80	3.853e+09	1	4611688	214219	144	230	218	134	226	498535	17040	46959.726	41156.592	8.00e+08	1348.736	2.95e+08	11	3839.088	895033.6	1162883	3_LMNA	3	7	5	7.666667	7	2	7	-.2239646	.1272606	-.1593188	.0317348	.0635016	-1.471982	-.6844819	-.9472499	-.3312469	.5756001	.0574353		-.5819415	1.504888	1.224965	1.534121	1.194857	1.339746	1.160362	-.2917317	-.6113263	.3629173	-.871771	-1.330562	.7137046	1.245046	.5625072	-.2069287	1.339746	.6113263
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_F07	200810	1	NB373	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.6897526	1	2		.340296	.3012643	.1361184	.3117664	1	11	158	539717	5997	5111	9195	2498	90	5.137e+09	1	6813085	245467	142	317	253	122	247	790230	20255	35019.33	30921.545	7.09e+08	184.6557	3.45e+08	42	4315.949	1094590	1406432	3_LMNA	3	7	5	6.8	7	2	7	1.702789	1.173722	.7670732	.4249322	.8552639	.2104284	2.075128	-.1536793	-1.330948	-.9032142	-.1633676		.7229722	1.630759	1.789531	1.108011	1.699178	1.57718	1.245046	-.5625072	-.5149938	1.001331	-.2318344	-.5005801	1.57718	1.448272	.3786901	1.57718	1.967025	-.2279667
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200810_H06	200810	1	NB367	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.4423848	.22198422	.3062664	2.6500144	1	5	152	484245	7018	5870	4515	1223	69	2.268e+09	2	5656786	175862	154	260	174	134	197	690186	16096	49096.05	47738.217	7.90e+08	-3444.627	1.94e+08	138	3615.829	934137.3	1238443	3_LMNA	3	7	5	6.25	7	2	7	-1.055626	.3904518	.2566249	-.1593188	-.4954916	-1.574445	.1915416	1.578269	1.074848	.8748062	-1.485526		.0189907	1.017694	.9576579	1.402673	.7613826	.7677715	.7677715	-.0822773	-.0411038	-.9345893	-1.959964	-1.959964	1.245046	.7677715	.9784155	.4916726	0	.6113263
