filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	slc2a10_nwt	slc2a10_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210223_A08	210223	1	NJ397	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	0	0	1	14.350375	.7486512	.33297634	.340296	2.2603064	1	23	121	243903	6592	4292	6132	2246	37	1.561e+09	1	2787803	124800	122	221	131	126	74	384084	5905	22815.533	19211.466	1.35e+08	509.1481	7101501	1				52_SLC2A10	3	11	6	3.227778	4	3	5								0	1.495318	.0563585	-1.639431	.1285329	-.7801644	.4253408	.5244005	1.026029	.3919137	-.6289042	-.1978822	.7537816	-.5131547	-.098458	-.1978822	.2482751	-.3511308	0	-.0245773	-.2230078	-.689997	.6289042
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC2A10_210222_E03	210222	1	NJ324	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	10	.0389964	0	1	3.1558375	.4083552	.47568048	.3062664	.4676496	1	48	48															71	346280	5632	7266.0602	5359.8019	4.09e+07	1202.784	1.52e+07					52_SLC2A10	3	12	4	4.005556	5	3	5								-.7563519	-1.029232	-.227256	-.3001733	-2.531313	-1.049131	.3616052	.4578519	.1071952	.5995885													
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210223_H08	210223	1	NJ404	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	0	0	1	8.0264018	.6465624	.7928008	.340296	.9352992	1	30	128	339956	7233	6384	9330	2669	47	2.918e+09	1	3324197	132066	112	304	140	121	60	637488	5287	8236.2156	8355.0587	4.35e+07	-1339.439	-4241769	5	3515.407	940088.8	1169403	52_SLC2A10	3	12	6	4.066667	5	3	5	-1.554774	-.2920214	-.8656782	-1.671644	-.6850168	-1.35419	.4491363	-.1841031	-.2562565	.0563585	2.00518	-1.268707	.7801644	.3302958	.3932733	.200022	.1071952	-.0491694	.8207921	1.351702	1.486092	1.049131	.8917089	.689997	0	.2482751	-.3511308	1.23808	-.6289042	.4578519
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC2A10_210222_H01	210222	1	NJ313	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	10	.9751768	1	3	3.7015463	.3062664	.44396845	.2722368	.2338248	1	37	37	64540	4610	6064	9613	3806	14	6.123e+08	1	518239	30631	59	178	99	63	108	395922	8691	13177.654	10553.43	1.15e+08	1024.087	5.06e+07	18				52_SLC2A10	3	12	4	3.077778	5	3	5								-1.130117	-2.123549	-.5147302	-.5471588	-2.118995	-.6289042	.9518433	1.049131	.8814972	1.079224	-1.486092	-1.486092	-.5131547	.9674216	-1.23808	.9674216	1.88951	-1.351702	-1.351702	-1.351702	-.9674216	-1.23808	-1.23808
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210223_D07	210223	1	NJ392	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	1	1	3	11.132915	.510444	.3964004	.340296	2.2603064	1	18	116	378319	6756	5490	5912	2065	56	2.165e+09	2	4118132	164353	138	253	210	99	1	360465	16	10649.75	10781.425	170396	-1771.175	-6.55e+07	0	4130.083	1130463	1472796	52_SLC2A10	3	12	6	2.5	5	3	5	.3054808	.5916962	.4124631	.0508319	.2018935	.2920214	.6433454	-.5308747	1.495318	.0563585	-1.185158	-.4255243	-.9518433	-1.737194	-1.737194	-2.506447	-1.873672	.4307273	.9674216	.8917089	.5131547	.4578519	-.3511308	-.098458	.6289042	1.049131	.659143	.3773919	1.138523	-.5700741
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC2A10_210222_E02	210222	1	NJ317	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	10	.9109995	1	3	12.323745	.9187992	.60252861	.4083552	1.4029488	1	41	41															20	344326	1584	19364.307	14512.897	3.07e+07	2567.684	-6.24e+07	43	3670.809	912125.6	1230862	52_SLC2A10	3	12	4	3.416667	5	3	5	-.7721932	-.5518063	-.4491363	-1.013522	-.5244005	.8561915	-.7279133	.2128286	.4514221	.3747248	.8950011	-.2152846	-1.101709	-.5585475	-.5933586	-.1071952	-1.59929													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC2A10_210222_B02	210222	1	NJ314	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	10	1	1	3	13.960871	.5785032	.58667259	.2722368	1.4808904	1	38	38	299302	6235	5544	5870	1513	48	1.792e+09	1	3038108	116116	124	213	165	113	72	586250	5135	28341.185	28280.613	1.46e+08	-4600.105	-4.88e+07	56	3963.741	965091.3	1302998	52_SLC2A10	3	12	4	3.183333	5	3	5	.0668933	-.1530252	-.1340876	2.469942	-.7721932	-.2219866	1.281552	-.3596604	.5635893	-.5147302	.6833558	.0712713	.4578519	.3932733	.3302958	1.260977	-1.079224	.0491694	.4578519	.6289042	.6289042	.1479871	-.403916	-.6289042	-.098458	-.1978822	.0491694	-.403916	.2737019	.0245773
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC2A10_210222_B03	210222	1	NJ321	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	10	.8681585	1	3	11.341469	.6125328	.26955227	.3062664	.8573576	1	45	45	229060	3818	3791	3350	1096	60	8.883e+08	1	3508185	133683	151	181	170	148	0	538192	0		12514.868				0	3431.752	924537.1	1163720	52_SLC2A10	3	12	4	3.75	5	3	5	-1.678071	-.3999556	-1.080319	-.5518063	0	-2.048199	-.2706416	-.3001733	-.3898747	-.227256	-2.123549	-.3639316	.2381501	-2.104968	-2.104968			.7537816	-.2482751	-1.049131	-.8207921	-.7537816	-.9674216	-.8917089	.2482751	.3511308	1.486092	-.8207921	.5131547	1.88951
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC2A10_210222_G03	210222	1	NJ326	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	10	1	1	3	9.9226264	.510444	.38054438	.2382072	.5455912	1	1	50	257686	5602	4605	6506	1881	46	1.815e+09	2	3750345	106843	140	226	162	102	18	469928	1248	10954.53	11027.499	1.37e+07	-1754.953	-5.38e+07	154	3572.243	853118.6	1099360	52_SLC2A10	3	12	5	4.183333	5	3	5	-1.281552	-1.071858	-1.361571	-.8082982	-.7279133	-1.13409	.1340876	-.5308747	-.8537231	-.7752326	-1.341447	-.7668313	-.029494	-.6289042	-.7025232	-.6365926	-1.331797	-.098458	0	.1479871	-.2993069	.1978822	0	-.2482751	.4578519	-.5131547	.8207921	-.0245773	.098458	-.4307273
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC2A10_210222_B01	210222	1	NJ308	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	10	0	0	1	14.615722	1.2250656	.3964004	.340296	1.2470656	1	32	32	489659	5971	4846	3275	934	82	1.598e+09	1	5952832	203574	163	262	205	146	10	428748	496	17040.077	10124.809	8451878	5389.131	-5.23e+07	0	4312.356	1134695	1549060	52_SLC2A10	3	12	4	2.533333	5	3	5	1.022241	.6325508	.7279133	.2920214	.6640369	.4745116	2.47474	.5308747	.227256	.0563585	-1.185158	.1862194	-.4578519	-1.075049	-1.186831	-.9755887	-1.195972	1.88951	1.486092	.3511308	0	0	-1.049131	-1.049131	1.654435	1.654435	2.333769	.5700741	.9674216	1.654435
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210223_A09	210223	1	NJ405	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	1	1	3	7.9154549	.3743256	.58667259	.2722368	1.3250072	1	31	129	132338	4010	3699	4818	1532	33	6.368e+08	1	1275205	64504	105	148	115	95	86	352586	6864	15345.931	13383.966	1.05e+08	-126.855	2.06e+07	173				52_SLC2A10	3	12	6	4.15	5	3	5								-.8741759	.3596604	-.5147302	.6833558	-1.370745	-.9993048	.7025232	.7801644	.7946292	.7133814	-.9288995	-1.138523	-.9674216	-1.138523	-1.138523	-.689997	-.5700741	-.9674216	-.9674216	-.5131547	-1.351702	-.9674216	-.7868451
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210223_H07	210223	1	NJ396	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	1	1	3	10.57818	.3743256	.33297634	.2382072	2.0264816	1	22	120															120	339619	8500	17350.702	13603.81	1.47e+08	1620.117	6.11e+07					52_SLC2A10	3	12	6	3.005556	5	3	5								-.8741759	1.376912	-.7752326	-1.639431	-.5875741	-1.351702	1.157523	.9993048	1.331797	1.260977													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC2A10_210222_E01	210222	1	NJ310	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	10	.9598678	1	3	8.5037836	.340296	.52324853	.2722368	.3117664	1	34	34	188664	5241	4113	12162	3219	36	2.155e+09	1	2436	851	16	18	16	14	29	264358	2451	7982.7405	6430.0655	1.96e+07	664.4233	-1.41e+07	167				52_SLC2A10	3	12	4	2.766667	5	3	5								-1.029232	-1.639431	-.5147302	.0845939	-1.123174	-2.104968	-.3616052	-.3616052	-.3919137	-.0764961	-.689997	-.5700741	-.1479871	-.6289042	.403916	1.88951	1.049131	-1.88951	-1.88951	-1.88951	-2.333769	-1.88951	-1.654435
