filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	znf598_nwt	znf598_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_G09	201127	2	NE624	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9569635	1	2	8.7680937	.4423848	.80865682	.340296	.779416	1	26	124	236121	4630	3979	11627	3039	51	2.756e+09	1	2232769	98403	125	214	141	93	127	453376	9767	10533.66	8906.9361	1.03e+08	-261.3958	-3.95e+07	67	3269.247	793752.8	962923	34_ZNF598	1	3	3	10.88333	3	1	4	-2.561682	-.6827943	-1.34979	.5771623	.1705427	-1.768825	-1.5674	-.426148	-.0125335	.227545	-1.247754	-.1269375	-.3661064	-.4868373	-.4868373	-.1104053	-.9971714	.7174147	-.1898044	-.8846525	-.807541	.272879	.5682099	-.1080217	-.4455616	-.2450062	.4307273	-.2173225	-.4455616	-.6327733
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_G07	201127	1	NE550	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9167955	1	2	10.866417	.9868584	1.030641	.4423848	.389708	1	1	50	328429	5053	4410	12932	4427	65	4.134e+09	1	4040682	154671	128	283	210	112	2	573976	80	20835.112	8038.0694	1666809		-1.19e+08	20	4032.134	998557.4	1286220	34_ZNF598	1	3	2	4.016667	3	1	4	1.125407	1.118958	.7245144	1.5674	1.67594	.2505037	1.064209	1.103063	-1.226528	1.310579	.6508373	.7478586	.4868373	-2.543048	-2.543048	-2.543048	-2.132484	1.778823	1.10579	-.6001788	-.5059336	1.211232	.9252446	1.011394	1.211232	1.476592	.5841197	.9674216	2.141198	.5213104
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_G03	201127	2	NE586	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9597131	1	2	5.4990521	.5444736	.99892901	.3062664	.4676496	1	37	86	322038	7319	7319	4393	1456	44	1.463e+09	1	4647310	137000	140	352	161	96	185	467026	12688	8300.4639	6893.4024	1.05e+08	6.400181	1.32e+07		3817.028	802605.3	1066208	34_ZNF598	1	3	2	7.166667	3	1	4	.2237952	-.6175954	-.5035419	-1.275513	-.3601299	.5821887	-1.482159	-.0878448	-.8596174	-.0627068	.4727891	-1.4342	-.2505037	.3957253	.0551186	-.0827304	.2505037	.2035442	.8846525	.8846525	1.778823	-.6001788	-1.332196	-1.476592	1.660698	.8846525	1.332196	2.550635	.1898044	-.5059336
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_C06	201127	1	NE538	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9489102	1	2	10.048924	.85074	1.0782091	.1020888	.389708	1	38	38	453906	7826	6624	11137	3562	58	4.884e+09	1	4285576	180992	124	297	172	132	187	578702	14433	10648.111	9055.0582	1.54e+08	-330.9266	7609221	0	3945.485	891429.8	1241883	34_ZNF598	1	3	1	3.166667	3	1	4	.5637612	.1323128	.3601299	.3116334	.0915151	.5180898	-.3681439	.8416212	-1.226528	-1.644854	.9084579	.3353332	.5180898	.4713895	.5498568	.6831604	.1104053	1.332196	2.550635	1.400745	1.211232	1.476592	.4755309	.4455616	1.332196	2.141198	.3867724	1.332196	.5841197	1.609409
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_D04	201127	2	NE588	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9253018	1	2	9.0745663	.5444736	.85622486	.340296	1.0911824	1	39	88	184131	6138	4423	10710	2774	30	1.999e+09	1	1556947	73402	85	190	139	111	144	444149	10952	11965.055	10599.161	1.31e+08	-931.8989	-5.36e+07	26	3717.504	842845.4	1197366	34_ZNF598	1	3	2	7.6	3	1	4	-.1705427	-.2669941	.0391761	.3681439	-.4164465	-.9103512	.3681439	-.0878448	.8238936	.227545	-.57446	.0253222	-.5180898	-.2933812	-.2790326	.3368052	-1.320065	-.9047621	-.5368115	.272879	-.4755309	-.2450062	.3292913	-.2450062	-1.011394	-1.057414	-1.211232	-.9891686	-.5524426	.401337
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_G09	201127	1	NE564	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9076715	1	2	9.435804	.4423848	1.1099211	.2722368	.5455912	1	15	64	250672	6427	5107	15972	5696	39	3.751e+09	1	2486085	92960	108	200	149	106	175	435344	14304	7950.6731	6774.7796	1.14e+08	-196.0503	2.46e+07	27	3852.106	862808.6	1214069	34_ZNF598	1	3	2	4.9	3	1	4	.3601299	-.105739	.1970991	-.2013492	-.5035419	.1660319	-.2561017	-.426148	-.5680515	-.3988551	1.168949	.1014517	-.6151411	.2221774	.4868373	.1104053	.5821887	-.272879	.0539321	.4755309	.0539321	.9252446	1.476592	1.928738	-.2450062	-.4455616	-.272879	-.5682099	-.2035442	.0674336
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_C01	201127	2	NE568	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9041753	1	2	10.300457	.680592	.84036885	.3743256	.7014744	1	19	68	156169	5206	4757	10071	3129	30	1.522e+09	1	3423257	110890	123	321	176	67	116	414874	8799	9124.7613	7808.6375	8.03e+07	-306.1078	-3.47e+07	0	3894.614	918824.8	1264418	34_ZNF598	1	3	2	5.433333	3	1	4	.4450965	.3782254	.5035419	.339753	1.031976	-.5180898	.1202876	.4817269	-.1636585	.628006	-.7817808	.4586791	-.7544993	-.7183728	-.6831604	-.5498568	-.8694237	-.9047621	-.9674216	-.4455616	-.1898044	-.5059336	.0539321	.0269563	.6001788	.0269563	.357884	1.476592	.7707414	-1.562036
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_F03	201127	2	NE585	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.0359715	0	1	5.1925795	.4764144	1.2050572	.1361184	.8573576	1	36	85	163813	4200	3377	8600	3167	39	1.293e+09	1	1989060	83224	110	172	140	96	117	504423	7984	3957.5919	3144.3878	3.16e+07	320.1459	3.30e+07		3448.882	688374.6	938832.7	34_ZNF598	1	3	2	7.083333	3	1	4	-1.176029	-2.1497	-1.793352	-.4552406	-1.793352	.5498568	.2561017	-.2923749	.1891184	-1.253565	1.746017	-1.746017	.0551186	-.6487755	-.8299034	-1.19838	.9103512	-.272879	-.7707414	-1.011394	-1.10579	-.7000902	-.2450062	.0809473	-.6327733	-.7000902	-.1487886	-1.400745	-.4906756	-.5059336
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_H02	201127	1	NE513	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9426984	1	2	7.8008181	.3743256	.96721698	.0680592	.2338248	1	13	13	14249	838	566	2283	597	17	32439620	1	419065	22417	51	191	62	30	171	322176	12326	9689.0484	8198.8917	1.19e+08	-226.552	-5281808	172				34_ZNF598	1	4	1	1.583333	4	1	4								-.8416212	-2.17009	-2.17009	.2298841	-.4307273	-1.551094	.1381652	-.0275488	.1940281	-.1104053	-2.023606	-2.550635	-2.550635	-2.550635	-2.550635	-1.928738	-2.141198	-2.141198	-2.141198	-2.141198	-.8846525	-2.141198	-2.141198
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_D04	201127	1	NE526	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.0191877	0	1	15.771375	1.361184	.99892901	.5444736	1.7926568	1	26	26	304029	8001	7477	4851	1919	38	1.405e+09	3	1795229	78605	96	187	137	118	324	773790	23110	16047.97	13494.975	3.71e+08	-445.8488	1.14e+08	31	4206.902	1194674	1543243	34_ZNF598	1	4	1	2.4	4	1	4	1.942444	2.1497	2.561682	1.406504	1.577923	.7183728	1.163366	1.475791	1.695398	1.959964	.4727891	1.955661	2.543048	2.543048	2.132484	2.543048	2.132484	-.3722894	.6001788	1.778823	1.928738	-.6660544	-1.057414	-.7707414	-.7349572	-.8454682	-.8454682	-1.10579	-.6327733	.9674216
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_H02	201127	2	NE581	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9432755	1	2	4.6817917	.2041776	1.030641	.170148	1.4808904	1	32	81	172011	6880	5194	10021	3555	25	1.791e+09	1	1714291	89712	108	188	135	99	10	275128	640	6779.3594	4607.8017	4338790	1324.22	-3.08e+07		3525.516	688284.9	946503.9	34_ZNF598	1	4	2	6.466667	4	1	4	-.7941926	-2.558043	-1.577923	-1.064209	-1.942444	1.650205	-.1202876	-1.695398	1.310579	-1.015222	.6508373	-2.166107	-1.768825	-2.01451	-1.91931	-1.91931	-.7916386	-1.517929	-.7349572	.807541	.1351755	-.3292913	.0269563	.4159872	-.8454682	-.5059336	-.272879	-1.057414	-.7527288	-.3150968
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_H08	201127	2	NE619	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.8589052	1	2	7.2357304	.3743256	.82451283	.2722368	.9352992	1	21	119	181823	5051	3448	8735	2806	36	1.716e+09	1	1514875	73935	81	192	146	106	122	387175	9716	9483.934	7958.5672	9.21e+07	-133.1614	-2.66e+07		3272.465	794455.6	936948.6	34_ZNF598	1	4	3	10.46667	4	1	4	-2.153875	-.6498495	-1.942444	.6413788	-1.125407	-.0275488	.0934678	-.8416212	.3988551	-.3988551	-1.029957	-.5302197	-1.043529	-.5659488	-.5180898	-.2790326	-.7183728	-.5682099	-.6660544	-.6327733	-1.011394	-.3867724	-.2173225	-.1898044	-1.057414	-.9252446	-1.517929	-.807541	-.3292913	.0674336
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_H07	201127	2	NE613	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9796975	1	2	12.343608	.9187992	1.0623531	.1020888	.5455912	1	15	113	237971	5173	4429	10158	3707	46	2.372e+09	2	2819337	115642	115	211	165	104	171	485104	14072	13456.005	11459.021	1.89e+08	-508.9726	-1.67e+07	8	3732.117	851952.2	1217837	34_ZNF598	1	4	3	9.966666	4	1	4	-.0915151	-.1857618	.2237952	-.2561017	-.2776904	-.2505037	.9533248	.9541653	-.5680515	-1.644854	.852495	1.366707	-.0275488	.1381652	.4256956	1.256896	-.4868373	.3867724	-.1351755	-.4755309	-.4455616	.0809473	.1080217	.6001788	0	.1624294	0	-.2868939	.357884	-.0539321
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_D03	201127	1	NE517	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.7542214	1	2	6.9833251	.7486512	.8879369	.4083552	.3117664	1	17	17	357444	6744	5525	17663	5226	53	6.174e+09	1	3180314	124231	108	252	204	112	192	548424	14748	10750.732	8624.7067	1.59e+08	306.2302	2.32e+07	38	3834.538	940328.1	1165156	34_ZNF598	1	4	1	1.816667	4	1	4	.2506518	.6175954	-.1441061	.9745425	1.34979	.1940281	-.9745425	.5977601	-1.644854	1.036433	-.2690661	-.6352697	.3368052	.6658695	.6151411	.7916386	.5498568	.8648943	1.400745	.7000902	.5059336	2.141198	1.928738	1.562036	.357884	.4755309	-.272879	.5841197	1.778823	.5213104
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_D05	201127	1	NE532	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9399602	1	2	11.479536	1.0889472	.7928008	.340296	1.0132408	1	32	32	381775	5159	4552	15687	5604	74	5.774e+09	2	4562311	189319	121	291	199	142	167	631828	13412	8581.8522	6967.0315	1.15e+08	196.3345	2.11e+07	73				34_ZNF598	1	4	1	2.791667	4	1	4								1.200359	.5977601	.227545	-1.470545	1.096804	1.043529	0	.2221774	.1381652	.5180898	2.141198	1.778823	-.5059336	-.272879	1.928738	1.400745	1.660698	1.562036	2.550635	.2450062	1.239788	1.562036	2.550635
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_H01	201127	1	NE522	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	1	1	2	13.523269	.2382072	1.2843373	.3062664	2.4941312	1	22	22	292419	6498	5332	10812	3819	45	3.246e+09	1	3136756	112133	129	194	147	132	198	580188	16512	9011.4711	7417.0833	1.49e+08	66.94799	4.36e+07	19	4091.652	1139899	1383344	34_ZNF598	1	4	1	2.1	4	1	4	1.34979	1.937932	1.28751	1.018352	2.153875	-.3661064	-1.665843	-1.405072	2.17009	-.0627068	2.166107	1.690622	.5821887	.8106226	1.043529	.6151411	1.092245	.2868939	.4755309	.5682099	.3292913	.6001788	.357884	.6660544	.272879	.1080217	.6660544	-.7174147	-.272879	1.609409
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_G06	201127	2	NE605	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.0181958	0	1	5.6012097	.4083552	.74523275	.340296	1.0132408	1	7	105	196094	7003	5297	3212	829	28	6.515e+08	1	1628578	73930	103	205	112	87	51	384872	4761	5887.8292	4644.3395	2.80e+07	387.3065	-7971947		3315.986	730140.1	1012210	34_ZNF598	1	4	3	9.166667	4	1	4	-1.793352	-1.412188	-.8679592	-1.783727	-1.577923	-1.91931	1.482159	-.612813	.5977601	.227545	-1.807354	-1.247754	-1.092245	-1.465234	-1.256896	-1.551094	-.1940281	-1.156903	-.4455616	.8454682	.3009654	-1.400745	-1.660698	-1.778823	-.9252446	-.9674216	-.6163942	-.4906756	-1.476592	-.9252446
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_C04	201127	2	NE587	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.960407	1	2	7.9508333	.5785032	.91964893	.3743256	.9352992	1	38	87	277832	7718	5227	3177	1033	36	9.297e+08	1	2901315	120603	109	223	177	115	164	401540	11719	12247.275	10266.179	1.44e+08	-236.0838	-3.28e+07	97	3566.049	914563	1083210	34_ZNF598	1	4	2	7.5	4	1	4	-.5946412	.3221112	-.4164465	1.933363	1.229859	-.5821887	1.018352	.0501536	.3988551	.628006	-.0887345	-.3622413	-.8694237	-.0275488	-.1660319	.4868373	-.8299034	-.5682099	.3292913	1.269393	.1898044	-.9674216	-1.778823	-1.660698	.0809473	.3292913	-.1898044	-.0674336	.8846525	.7527288
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_D03	201127	2	NE584	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.0393897	0	1	9.8918267	.0680592	1.2050572	.1361184	1.169124	1	35	84	246537	7953	6902	10422	2591	31	2.734e+09	1	555122	32897	63	134	117	85	156	469748	12081	8011.421	7261.5579	9.68e+07	-739.9254	-4531542	0	3792.835	993069.4	1189500	34_ZNF598	1	4	2	6.866667	4	1	4	.0130557	1.070909	-.0391761	1.783727	1.176029	1.465234	-1.275513	-2.575829	1.015222	-1.253565	1.746017	.2822162	-.1381652	-.1800124	-.1104053	-.1940281	-.0551186	-.807541	0	1.562036	1.562036	.2450062	.1624294	-.3009654	-1.928738	-1.778823	-1.778823	-2.141198	-1.183631	-1.03413
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_D06	201127	1	NE539	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9581201	1	2	7.0855117	.4764144	.87208088	.3062664	.5455912	1	39	39	134875	5395	3703	9971	3660	25	1.428e+09	1	1141336	61021	98	162	114	86									52	3559.757	821955.3	1060286	34_ZNF598	1	4	1	3.216667	4	1	4	-.626099	-.4647573	-.5334097	-.5771623	-.8679592		-1.406504	-.2923749	-.5680515	-.0627068	-.4031081	-.5894558						-1.517929	-1.269393	-.1898044	-.9252446	-.6327733	0	.5368115	-1.400745	-1.332196	-.7707414	-1.562036	-1.365669	-.9674216
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_D08	201127	2	NE615	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9597857	1	2	8.9724087	.680592	.87208088	.340296	.5455912	1	17	115	204668	3469	3288	4817	1537	59	9.475e+08	1	3800253	125088	157	256	143	128	188	555902	14800	11844.481	8994.1433	1.75e+08	941.1061	3.07e+07		3808.052	866606.8	1265300	34_ZNF598	1	4	3	10.16667	4	1	4	.0915151	-.0527956	.5334097	.3968347	.7245144	0	.6089566	.4817269	-.5680515	.227545	-.4031081	-.0379883	.3957253	.5180898	.6487755	1.043529	.7183728	1.476592	-.4159872	-1.332196	-1.332196	-.9252446	-1.156903	-1.156903	.9674216	.5368115	2.550635	.7000902	-.4159872	1.365669
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_H03	201127	1	NE521	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9536334	1	2	6.2680187	.3743256	.84036885	.2722368	.6235328	1	21	21	136474	3688	4223	4988	1218	37	7.529e+08	2	2648841	94861	129	223	150	100									799	3283.313	715769.6	961936.1	34_ZNF598	1	4	1	2.016667	4	1	4	-1.942444	-1.788569	-1.417797	-.8530763	-1.176029	-.2790326	-.425856	-.8416212	-.3318534	-.3988551	-.7817808	-1.073987						-.4307273	-1.156903	-1.211232	-.6001788	-1.269393	-.9674216	-1.562036	-.1624294	-.357884	.6660544	-.0674336	-.1487886	-.2450062
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_H07	201127	1	NE551	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.0107012	0	1	8.3117512	.4764144	.55496056	.3743256	.8573576	1	2	51	192455	3376	3257	15541	4230	57	2.962e+09	1	3342224	121711	133	285	163	80	88	236922	6188	8401.7956	6872.915	5.20e+07	133.1791	-3.96e+07	22	3702.966	973510.1	1159010	34_ZNF598	1	4	2	4.05	4	1	4	-.2237952	.9397059	-.1970991	.6089566	.626099		-1.338139	-.2923749	.1891184	.628006	-2.166107	-.2559625	-2.543048	-.9971714	-1.092245	-.9103512	-1.043529	1.156903	-.5059336	-1.400745	-1.400745	.4159872	1.332196	.8648943	.5368115	.4159872	.8846525	1.03413	.2868939	-1.269393
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_H08	201127	1	NE558	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.7374594	1	2	7.9030047	.4083552	1.0464971	.3743256	.8573576	1	9	58	162925	4937	4017	4895	1898	33	8.512e+08	2	2238950	85709	100	228	149	80	142	506802	9600	8485.8997	7368.2306	8.15e+07	-397.9439	-2.25e+07	6	3816.222	915011.6	1185418	34_ZNF598	1	4	2	4.55	4	1	4	.1970991	.3500305	-.0653232	1.11242	1.28751	.0551186	2.145475	-.612813	.1891184	.628006	.7817808	-.3894143	.1104053	-.3368052	-.5821887	-.5180898	-.6151411	-.7527288	-.807541	-.6660544	-.7349572	-1.10579	-1.011394	-.8846525	-.3867724	-.6001788	-.7000902	.0539321	-.2035442	-1.269393
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_H09	201127	1	NE565	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9648203	1	2	20.165399	.4083552	.80865682	.2382072	.6235328	1	16	65															161	391780	13220	6863.1407	5132.3776	9.07e+07	756.4302	4.25e+07		3642.826	930548.4	1068211	34_ZNF598	1	4	2	4.95	4	1	4	-.3601299	.5244005	-.4741167	-.2286397	1.942444	.9528633	-2.145475	-.612813	-.3318534	-.7388468	-1.247754	2.572352	-.9971714	-.1242733	.1940281	-.3368052	.9971714													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_D07	201127	2	NE610	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.0254688	0	1	9.6875116	1.020888	.91964893	.3743256	1.0911824	1	12	110	266934	7415	5903	5582	2326	36	1.522e+09	1	3538192	112020	139	229	154	104	73	469369	5483	8585.7709	7441.8122	4.71e+07	-389.4677	-5.87e+07	50	3759.982	913546.1	1313765	34_ZNF598	1	4	3	9.666667	4	1	4	-.0391761	.2944409	.8679592	.5459412	.4741167	.3661064	.6744897	1.150349	.8238936	.628006	-.0887345	.1781746	-.1660319	-1.19838	-1.19838	-1.043529	-1.465234	-.5682099	.1624294	.9252446	.7349572	-.5368115	-.807541	-.4755309	.7000902	.0809473	1.269393	.1215874	-.0539321	-.0539321
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_D09	201127	1	NE561	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.0353531	0	1	6.7789518	.4083552	.8879369	.340296	.8573576	1	12	61	260254	4566	4433	16044	4394	57	4.028e+09	1	2294835	107731	93	237	176	111	168	453602	13794	7764.7596	6186.6754	1.07e+08	348.5152	3.26e+07	20	3962.023	857589.8	1146269	34_ZNF598	1	4	2	4.75	4	1	4	.7245144	-.1323128	-.2776904	1.482159	-1.34979	.9103512	-.7786766	-.612813	.1891184	.227545	-.2690661	-.7817808	-.3368052	.0275488	.3661064	-.0551186	.8299034	1.156903	.1080217	-.9252446	-.4159872	1.10579	1.562036	.9674216	-.357884	-.0269563	-.9891686	.2450062	.7707414	.401337
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_D01	201127	2	NE569	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	1	1	2	5.1925795	.510444	.84036885	.3743256	.5455912	1	20	69	305933	6374	7526	8347	3365	48	2.431e+09	1	3715100	124848	154	253	168	109	230	467632	16940	9225.3237	8387.1341	1.56e+08	-924.0908	2.69e+07		3601.26	810201.8	1116362	34_ZNF598	1	4	2	5.533333	4	1	4	-.5035419	-.5244005	-.3049337	-.9745425	-.1705427	-.8694237	.6413788	-.1891184	-.5680515	.628006	-.7817808	-1.746017	-.2221774	1.143702	1.143702	.7183728	.6151411	.6001788	.7000902	.4159872	2.141198	.1351755	-.272879	.2173225	.807541	.5059336	2.023606	.6327733	.401337	.2868939
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_H05	201127	1	NE536	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9358623	1	2	12.603589	.1020888	.84036885	.2722368	.9352992	1	36	36	270210	6590	6280	15473	4576	41	4.216e+09	1	3155278	100721	133	184	140	127	228	467746	16397	10565.047	9366.6974	1.73e+08	-801.0747	1.94e+07	85	3691.97	837372.4	1151503	34_ZNF598	1	4	1	3.05	4	1	4	-.2776904	-.3221112	-.2506518	-.8920979	-.1177699	-.4868373	-.1471942	-2.17009	.3988551	-.3988551	-.7817808	1.508944	-.1940281	1.092245	.9971714	.9528633	.3957253	-.1080217	.272879	.6660544	.9674216	1.332196	1.269393	1.211232	.3009654	-.1624294	.8846525	-1.211232	-.4906756	1.239788
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_H06	201127	1	NE543	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9223101	1	2	11.07079	.680592	.65009666	.4083552	.8573576	1	43	43	184116	6137	4008	9937	3480	30	1.815e+09	1	1742332	78719	88	208	157	111	261	633276	19984	10790.371	9419.8675	2.16e+08	-641.793	6.05e+07	0	3808.242	878270.6	1200013	34_ZNF598	1	4	1	3.45	4	1	4	.1177699	.0263886	.0915151	-.6089566	-.3049337	.3077905	-.3968347	.4817269	.1891184	1.036433	-1.955661	.852495	1.092245	1.650205	1.388992	1.320065	1.256896	-.9047621	-.5682099	.2450062	-.7707414	-.3009654	-.0269563	.357884	-.807541	-.807541	-1.081286	-.3722894	.0674336	.401337
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_H09	201127	2	NE625	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9134517	1	2	3.7623738	.340296	.99892901	.2722368	.6235328	1	27	125	310750	7968	5766	7615	2038	39	2.384e+09	1	2659888	106569	122	215	136	109	11	596718	736	7448.1264	6982.9364	5481821	-957.1468	-8.89e+07	646				34_ZNF598	1	4	3	10.95833	4	1	4								-1.015222	-.3318534	-.3988551	.4727891	-2.572352	.8299034	-1.768825	-1.768825	-1.768825	-1.91931	-.272879	.7349572	1.660698	.6327733	.1080217	-.3867724	-.7000902	-.1351755	-.0539321	.3150968	-.1898044	-.6829734	.2868939
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_D08	201127	1	NE554	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.6983023	1	2	7.5964448	.2382072	.7928008	.2041776	.4676496	1	5	54	291109	7661	9329	10628	2701	38	3.218e+09	1	2723105	98557	133	193	155	108	176	342502	11602	8665.8161	7480.7591	1.01e+08	-357.7982	-6246962	162	3731.052	769453.1	989256.3	34_ZNF598	1	4	2	4.266667	4	1	4	-.1177699	-.9815618	-1.077516	.7083573	-2.153875	-.6151411	-1.933363	-1.405072	-.8596174	-.8964733	-1.470545	-.5012977	-1.388992	.2505037	-.1940281	-.1660319	-.1660319	-.3722894	.4159872	1.211232	2.550635	.5059336	.272879	-.272879	-.0539321	-.2173225	.8846525	-.7707414	-.0269563	.2035442
