filename	date	plate	index	control_1_mutant_0	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	tp53inp1_nwt	tp53inp1_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_G01	201028	1	NE291		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1	16.710087	.4764144	.41225642	.9187992	1.3250072	1	5	5	466906	8646	6384	17422	5840	54	8.013e+09	1	4596342	183938	143	237	189	141	83	532893	5792	12548.789	11996.234	7.27e+07	-643.3809	-3.41e+07	7	3996.306	953920.9	1316008	23_TP53INP1	1	3	1	1.8	3	1	11	-.3074846	-.4567843	-.1438825	-.4055049	-.4443637	-.6816591	-.2499428	-.7082911	-.3379398	.1456852	-.402578	1.510035	-.1995143	-.0349833	-.2114218	.0233196	-.5513477	-.1526925	.8538215	1.635512	.7857075	1.087765	1.13284	1.180342	.4329535	.7857075	.4802242	-.214577	.5426386	1.257044
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_G05	201028	1	NE319		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.8208059	1	2	9.0234315	.6125328	.47568048	.2041776	.5455912	1	33	33	303880	5844	5234	14802	5053	52	4.714e+09	1	3365121	134316	116	247	180	112	97	520272	7455	13926.605	12298.657	1.04e+08	400.8011	-6473488	48	3930.716	942944.9	1260410	23_TP53INP1	1	3	1	3.55	3	1	11	-.4679358	-.5945057	-.5037931	-.6381066	-.0478141	-.0969989	-.8431889	-.4395933	-1.380882	-1.958315	-.1115289	-.4087017	-.3324693	.2654048	.2473322	.3696707	-.0700096	-.264672	-.177363	-.2021419	-.0182532	.2899629	.5426386	.7210581	-.3540506	-.2270455	-.6821476	.0547838	.3218414	-.4129931
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_C07	201028	1	NE330		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1	9.9842634	.3062664	.52324853	.4083552	.9352992	1	44	44	264088	4633	5001	22067	6189	57	5.464e+09	1	3181615	118615	141	261	158	87	81	473924	6525	12486.278	12301.439	8.15e+07	-1042.595	-2.89e+07	0	4021.173	951079.7	1270339	23_TP53INP1	1	3	1	4.35	3	1	11	-.165381	-.5057339	-.421036	.3939513	1.05293	.2357375	-1.21679	-1.279355	-.7992861	-.9024924	-.0145177	-.017288	-.6929004	-.081702	.0233196	.0934055	-.4846749	.0121684	-.705366	-.8538215	-.2395494	.4329535	1.736224	1.437819	-.5146521	-.6145757	.3800834	.3475804	-.3866314	-1.420921
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_C01	201028	2	NE352		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.0200771	0	1	10.41879	.4423848	.3012643	.3062664	.5455912	1	17	66	304313	6210	5186	15448	5333	49	4.492e+09	1	2640920	116278	105	247	152	118	60	492348	4308	16680.779	14457.673	7.19e+07	773.1422	-6.33e+07	9	3953.904	913351.8	1259229	23_TP53INP1	1	3	2	5.95	3	1	11	-.4326704	-.7590442	-.5341752	-.5000764	-.5403103	-.6961041	-.8276041	-.7982758	-1.380882	-1.268461	-1.11137	.0692036	-.592541	-.4650991	-.5649717	0	-1.11438	-.393196	-.1650152	-.0060841	-.0426012	.2021419	.6442436	.8538215	-.7857075	-.6442436	-1.024021	.0547838	-.651749	.0304249
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_G01	201028	2	NE356		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.9383345	1	2	9.7218505	.1020888	.50739251	.2722368	.779416	1	21	70	223860	6218	5313	23638	6894	36	4.736e+09	1	2065028	83929	115	184	135	93	156	512562	12212	18664.638	15441.689	2.28e+08	1671.431	8.14e+07	1	3719.9	855959.8	1055875	23_TP53INP1	1	3	2	6.183333	3	1	11	-1.445544	-1.221917	-1.542792	-.599355	.9313067	.639147	-2.291581	-1.926403	-.9570909	-1.424022	-.0532547	-.1126036	-.4328603	1.11438	1.136341	1.181991	1.205768	-1.192642	-.8364307	.0060841	.0669746	.3026771	1.931688	1.793985	-1.11002	-1.180342	-.7210581	-1.230669	-1.11002	-1.156265
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_C09	201028	1	NE344		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1	14.788423	.680592	.55496056	.5785032	1.2470656	1	9	58	362498	6591	5264	16487	4359	55	5.939e+09	1	3623832	147735	137	197	178	144	42	578510	2870	11926.898	12699.855	3.42e+07	-2041.508	-8.07e+07	32	4042.387	1009429	1367269	23_TP53INP1	1	3	2	5.216667	3	1	11	-.0690934	.147663	.1761584	.5740153	.2249298	.5573728	-.1824072	-.2743915	-.4378726	-.1652771	.0435652	1.243203	.1995143	-.8753282	-1.011812	-.592541	-1.365509	-.1036139	.177363	.2395494	.0182532	.6442436	.8538215	.2772953	-.1158556	.1036139	.2332929	-1.013797	.2083554	1.357075
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_G04	201028	2	NE375		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.6849884	1	2	8.5602847	.4083552	.38054438	.2382072	1.3250072	1	40	89	404649	6323	6027	10005	3014	64	4.114e+09	1	4414357	185725	130	242	197	134	250	548439	19006	16679.912	14725.79	3.17e+08	476.4867	1.79e+08	88	4005.74	962504.3	1261502	23_TP53INP1	1	3	2	7.933333	3	1	11	-.2632306	-.3736084	-.4798192	.6778412	.329834	.5048896	-1.171923	-.9245263	-.3379398	-1.642985	-.6295981	-.5244005	-.0233196	2.034905	2.034905	1.704048	2.034905	.4396451	.4196279	.0791753	.6145757	-.0060841	-.3154405	-.3605357	.3800834	.8538215	-.1281146	-.0608781	.7529894	.8984756
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_C01	201028	1	NE288		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	10.464679	.0680592	.22198422	.9528288	1.6367736	1	2	2	532746	8072	7410	17506	5829	66	8.661e+09	1	4201035	163745	152	293	169	106	146	638212	12344	21270.184	19094.92	2.63e+08	246.7192	7.40e+07	19	3985.726	999364.9	1362558	23_TP53INP1	1	3	1	1.6	3	1	11	-.329834	.0054492	.165381	.8340455	.3130571	.0056969	-.2841234	-2.158512	-.1418993	.1554737	-1.767049	.0952227	.6347654	1.011812	1.158864	1.395747	1.136341	.5216102	1.13284	1.372516	1.509904	1.372516	1.156265	1.156265	.2395494	.4196279	.8278297	.9355313	-.1342513	-.6442436
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_C05	201028	2	NE379		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.0147435	0	1	11.11573	.9187992	.68180869	.5785032	1.7147152	1	44	93	296567	5703	4884	13841	5011	52	3.953e+09	1	3259804	130188	129	206	150	130	56	681016	3760	14479.717	12754.981	5.44e+07	450.4951	-6.11e+07	215	4141.503	1049175	1447375	23_TP53INP1	1	3	2	8.383333	3	1	11	.3410701	.493387	.7219276	.6381066	.0584504	.0170915	.261302	.0484094	-.1074942	-.1652771	.1652771	.2089558	.9368471	-.544574	-.6781535	-.2353289	-1.071998	-.264672	-.2899629	-.2520908	-.2899629	-.0426012	.3540506	.6744897	-.4329535	-.3411247	-.1650152	-.8278297	-.705366	.6592913
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_C02	201028	2	NE359		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.0228609	0	1	12.625765	.9868584	.41225642	.6125328	.3117664	1	24	73	686114	7378	6008	11698	3959	93	8.161e+09	1	7120633	273886	151	388	200	132	322	852984	24509	21712.883	18689.642	5.32e+08	1136.521	3.48e+08	75	4407.366	1162090	1525179	23_TP53INP1	1	3	2	6.383333	3	1	11	1.578692	1.402153	1.308576	1.853367	1.798904	-.770659	-.2726949	.0920719	-2.66138	-.0532547	-.402578	.669074	1.950112	2.83025	2.83025	2.83025	2.83025	1.736224	1.793985	.7857075	.5782331	1.180342	.0547838	.140393	1.590818	2.017059	.7774502	2.443065	.8364307	.7369298
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_G05	201028	2	NE382		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.7299933	1	2	6.5856228	.5785032	.3012643	.4423848	1.169124	1	47	96	259717	4810	3875	14581	4987	54	3.634e+09	1	2976754	121061	129	212	150	115	72	544255	5632	9152.839	9409.9339	5.15e+07	-1186.115	-2.55e+07	63	4269.879	1025609	1346708	23_TP53INP1	1	3	2	8.95	3	1	11	1.016646	.3043391	.1010742	-.0213346	-.2413007	-.0741273	-.3888753	-.5433736	-.5367509	-.7207839	-1.11137	-1.121514	-.0583267	-.2654048	-.2593712	-.2957227	-.3821831	-.1526925	-.7369298	-.7692455	-.9261483	-.1281146	.4463564	.6442436	-.6293404	-.5426386	-.1650152	-.7210581	-.705366	-.2021419
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_G07	201028	1	NE333		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	9.5999307	.9528288	.3964004	.6465624	1.558832	1	47	47	455285	6795	5381	20691	6288	67	8.914e+09	1	5398926	167471	173	257	181	145	281	784546	20586	18628.017	16721.316	3.83e+08	223.1198	2.22e+08	0	4137.952	1066567	1482292	23_TP53INP1	1	3	1	4.533333	3	1	11	.2852877	.6608701	1.034618	.8960749	.2086189	-.142907	-.6136091	.0677986	-.1863885	.0387221	-.5266227	-.2001295	1.460379	2.458459	2.13749	2.458459	2.458459	.6072435	.7210581	.4463564	.0913878	1.437819	1.590818	1.472905	.9261483	.5146521	1.569614	.2520908	.3540506	1.437819
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_C04	201028	1	NE309		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	8.9273484	.340296	.36468837	.4764144	1.0132408	1	23	23	417380	7729	5780	18961	4518	54	7.661e+09	1	3569843	159384	125	254	180	108	112	446290	7945	12018.699	11974.475	9.55e+07	-1149.465	-1.11e+07	0	3891.44	852714.9	1161462	23_TP53INP1	1	3	1	2.95	3	1	11	-.6546209	-1.24524	-1.130004	-.5740153	-.7782177	-.4791693	-.7236213	-1.11137	-.7148396	-.5773448	-.7145236	-.4465882	-.8839111	.5378253	.4073909	.2233594	-.1757821	-.1526925	.4734077	1.044798	.3800834	1.066035	1.404419	.3800834	-.177363	.3670359	-.3218414	.1835469	.3218414	-.5146521
InsH2Bfabp_CD15_09dpf_VAST02_plate03_TP53INP1_201028_G01	201028	3	NE414		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	12.131107	.4764144	.44396845	.4423848	.8573576	1	30	128	672785	8516	7061	13445	4288	79	8.977e+09	1	6696450	193828	191	258	217	148	7	451412	416	17535.435	19200.074	7294741	-3604.037	-1.83e+08	6				23_TP53INP1	1	3	3	11.40833	3	1	11								-.7082911	-.8683295	-.7207839	-.2294324	.5244005	-.8169562	-2.034905	-2.034905	-1.570585	-2.83025	1.243748	1.683734	1.509904	1.257044	1.509904	.2772953	.2520908	1.341952	1.044798	2.017059	.2772953	1.388291	1.590818
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_G06	201028	2	NE390		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2		.2382072	.22198422	.2041776	.4676496	1	6	104	132014	4552	3583	8336	2607	29	1.128e+09	2	1251914	60128	96	162	114	80	112	279258	8549	8540.575	7455.4788	7.30e+07	357.7833	1.85e+07	63				23_TP53INP1	1	3	3	9.425	3	1	11								-1.524383	-1.763471	-1.958315	-1.767049		-2.034905	.5378253	.5513477	.0349833	.592541	-1.569614	-1.590818	-.9641885	-1.11002	-1.11002	-.5854392	-.5854392	-1.549094	-1.590818	-1.327129	-1.793985	-1.590818	-1.590818
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_G03	201028	2	NE368		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	5.0755872	.5444736	.44396845	.4083552	.5455912	1	33	82	391008	6307	5078	13661	4660	62	5.707e+09	1	3923356	176740	137	234	194	118	80	621033	6481	18375.179	15282.73	1.19e+08	1557.335	-2.56e+07	128	3930.534	970818.5	1321346	23_TP53INP1	1	3	2	7.25	3	1	11	-.4798192	-.3043391	-.1010742	-.0640428	-.2908233	-.5977601	-.6953402	-.6003657	-1.380882	-.9024924	-.2294324	-1.734899	.5513477	-.1051219	0	.5649717	-.3947556	.3026771	.3540506	.0547838	-.1650152	.5426386	.2899629	.4329535	.1036139	.6293404	.2332929	-.2836234	.6668712	.0304249
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_G02	201028	2	NE362		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1	11.464199	.8167104	.44396845	.6125328	1.558832	1	27	76	299746	4996	3626	13357	3864	60	3.808e+09	1	2657181	120172	128	242	124	116	61	538675	5568	13222.564	12425.655	7.36e+07	-443.3441	-3.81e+07	154	4144.56	984650.6	1332756	23_TP53INP1	1	3	2	6.783333	3	1	11	.3864647	-.147663	-.0053107	.3482405	-.3186394	-.1544274	-2.059215	-.0338798	-.1863885	-.0532547	-.2294324	.2712394	-.1403644	-.4457	-.2896382	.0466519	-.6205683	.220807	-.2395494	-.6592913	-1.087765	-.0913878	.2520908	.0913878	-.7692455	-.5710568	-.2270455	-.0608781	-1.372516	-.1158556
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_G09	201028	1	NE348		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1	18.055251	.8847696	.34883235	.680592	.5455912	1	13	62	265050	5890	4482	13787	4917	45	3.312e+09	1	2731587	108692	102	228	179	102	226	718918	17623	17330.666	15505.549	3.05e+08	267.0077	1.58e+08	43	3879.376	959737.9	1261382	23_TP53INP1	1	3	2	5.516667	3	1	11	-.7219276	-.4089059	-.4917708	.1715011	-.4917708	1.667301	-2.479467	.0096783	-1.380882	.0872133	-.8251853	1.734899	1.11438	1.877387	1.813418	1.611932	1.950112	-.6293404	-.6744897	-.1526925	-.5426386	-.2270455	.3411247	.5854392	-.7369298	-.7529894	-1.168219	-.4063765	.2709782	-.8108084
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_C04	201028	2	NE371		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.9313672	1	2	9.4895374	.7486512	.28540829	.6465624	1.8705984	1	36	85	546696	7923	6540	18145	4501	69	9.949e+09	1	4394065	198447	137	225	203	143	212	785143	17120	15122.16	13085.44	2.59e+08	728.3751	1.40e+08	0	4335.05	1057176	1469492	23_TP53INP1	1	3	2	7.55	3	1	11	1.334001	.5622979	.8676367	.325661	.5219647	-.5048896	-.0494931	-.1359107	-.068327	.0387221	-1.236652	-.2533471	1.495118	1.756109	1.756109	1.365509	1.756109	.8023853	1.257044	1.257044	.8538215	2.017059	1.257044	.3540506	.3670359	1.180342	.2332929	-.4802242	.9739183	1.298328
InsH2Bfabp_CD15_09dpf_VAST02_plate03_TP53INP1_201028_B04	201028	3	NE425		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	6.0781924	.3062664	.26955227	.510444	.8573576	1	41	139	163319	5444	4275	8509	3540	30	1.363e+09	1	1920525	86888	110	171	135	112	73	321064	5644	10593.986	9380.1931	5.98e+07	287.8423	-1.69e+07	59	3684.618	802964.2	1061168	23_TP53INP1	1	3	3	12.31667	3	1	11	-1.61675	-1.644854	-1.508776	1.19001	-1.140118		-.6814069	-1.279355	-.8683295	-.4130954	-1.385096	-1.364489	-1.704048	-.2413262	-.2473322	-.1639539	-.2957227	-1.472905	-1.257044	-.3411247	-.6145757	-1.024021	-.5285937	-.0182532	-1.180342	-1.087765	-.8714744	-1.491149	-1.11002	-.4129931
InsH2Bfabp_CD15_09dpf_VAST02_plate03_TP53INP1_201028_C01	201028	3	NE410		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	8.93957	.340296	.34883235	.2722368	.779416	1	26	124															46	558968	3616	16148.896	13734.862	5.84e+07	1038.666	-6.84e+07	26	4031.667	962803.4	1292471	23_TP53INP1	1	3	3	11.18333	3	1	11	-.1010742	-.3619474	-.329834	-.4287776	-.6678376	-.8335308	-.3418601	-1.11137	-.9570909	-1.424022	-.8251853	-.4275682	.0583267	-.7228575	-.7380812	-.187635	-1.136341													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_C06	201028	1	NE322		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	8.0625997	.5444736	.33297634	.510444	1.0132408	1	36	36	389632	7215	5694	17156	5020	54	6.833e+09	1	1866463	79124	88	214	132	93	13	419920	672	11870.378	11745.068	7976894	-1044.705	-9.59e+07	10	3855.453	910824.6	1231296	23_TP53INP1	1	3	1	3.75	3	1	11	-.8522636	-.7884479	-.7357803	-.417113	-.6285236	.108453	-.2955891	-.6003657	-.7148396	-.4130954	-.9394683	-.5848915	-1.071998	-1.656234	-1.912485	-1.531761	-1.756109	-.1526925	.3282556	.7529894	.3154405	.8538215	.9837413	.6898456	-1.312592	-1.312592	-1.549094	-.6668712	-1.217797	-1.156265
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_G08	201028	1	NE340		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	5.180104	.6125328	.26955227	.6125328	6.1573864	1	5	54	207352	4508	3935	7370	1845	46	1.575e+09	2	2463890	109086	104	204	177	115	76	455604	6511	15618.133	15189.146	1.02e+08	-1096.469	-4.19e+07	35	3787.319	867175	1180319	23_TP53INP1	1	3	2	4.966667	3	1	11	-1.192537	-1.055265	-.998996	.032005	-.5650586	.8175112	-.0605038	-.4395933	.3586668	-.0532547	-1.385096	-1.596645	-.7848216	-.169865	.011659	.3079248	-.6635525	-.5426386	-.8894032	-1.003678	-.8364307	-.9076226	-.705366	-.9837413	-.8714744	-.7210581	-1.11002	-.8626144	.1650152	-.2021419
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_C03	201028	1	NE303		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1	18.055251	.4423848	.26955227	.5444736	1.3250072	1	17	17	263053	6416	4773	25009	8702	41	5.865e+09	1	2949858	104059	136	185	164	114	100	435002	8003	13294.912	11629.033	1.06e+08	507.8409	3817170	97	3807.573	860101.9	1182547	23_TP53INP1	1	3	1	2.5	3	1	11	-1.110116	-1.134651	-.9645989	-1.331639	-.9645989	-.755415	-1.049692	-.7982758	-.3379398	-.2693702	-1.385096	1.734899	-.9736456	.3079248	.4328603	.4200915	.187635	-.8984756	-.7210581	.1158556	-.3540506	.6145757	2.443065	2.252799	-.6442436	-.7857075	.14654	-1.205124	-.2520908	-.2772953
InsH2Bfabp_CD15_09dpf_VAST02_plate03_TP53INP1_201028_C02	201028	3	NE418		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	10.0401	.4423848	.45982446	.510444	1.8705984	1	34	132	430114	7416	6898	11507	4241	58	4.623e+09	1	4727271	157093	128	320	208	123	129	610484	8914	18279.69	16693.06	1.63e+08	-94.03484	2023743	17	4138.57	991394.6	1346124	23_TP53INP1	1	3	3	11.65	3	1	11	.2963679	-.0818291	.0904041	-.9284167	-.8522636	-.3186394	-.1046335	-.7982758	-.068327	-.4130954	-.1750964	0	.4328603	.7927783	.6064951	.9550847	.1168527	.097499	.5710568	.8023853	1.024021	.2395494	.0182532	.2395494	.5854392	.2899629	-.2270455	1.284323	1.076836	.3540506
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_C07	201028	2	NE394		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.924435	1	2	3.1009253	.340296	.41225642	.2382072	.4676496	1	10	108	248080	6891	4212	12365	5261	36	2.820e+09	1	1908073	87464	96	214	145	106	99	400740	7680	15695.31	12584.145	1.21e+08	1854.555	6954731	54	3637.726	761557.6	971326.9	23_TP53INP1	1	3	3	9.783334	3	1	11	-1.798904	-2.48258	-2.174588	-1.853367	-1.308576	-1.128542	-1.194056	-1.11137	-1.763471	-1.642985	-.402578	-2.701799	-1.308518	.2957227	.320173	.6205683	.2835644	-1.192642	-.7857075	.5285937	-.6744897	-.393196	.1650152	.8192893	-1.205124	-1.066035	-1.327129	-.6668712	-.9076226	-.6442436
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_G04	201028	1	NE312		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	14.115841	.680592	.53910454	.4083552	1.6367736	1	26	26	273251	9108	6868	16611	6490	30	4.270e+09	1	3307499	104826	136	200	161	113	71	530374	5674	16885.109	15817.096	9.58e+07	-522.249	-5.50e+07	43	4147.28	1119891	1452101	23_TP53INP1	1	3	1	3.15	3	1	11	.421036	1.177163	.7497756	1.147769	.9150422	-.7106959	-.941417	-.2743915	-.1418993	-.9024924	.0193574	1.105448	-.2353289	-.2896382	-.2353289	.2353289	-.9736456	-1.472905	-.5999438	1.858438	.9837413	.0669746	.8894032	1.549094	-.3800834	-.7692455	.14654	-.9449974	-.3154405	-.3411247
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_H01	201028	1	NE292		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.8385622	1	2	15.076672	.4083552	.34883235	.4083552	1.2470656	1	6	6	55687	3978	3758	8863	1198	14	4.826e+08	1	465753	31589	69	167	78	53	128	419836	9144	9774.6168	8946.1901	8.94e+07	-52.7331	1.77e+07	12	3696.931	777752.4	1030005	23_TP53INP1	1	4	1	1.85	4	1	11	-1.542792	-2.062813	-1.747743	-1.474208	-1.476423	-.8998843	-1.975199	-.9245263	-.4378726	-.9024924	-.8251853	1.321884	-1.092944	.7690553	.6490918	.1757821	.5378253	-2.586034	-2.120302	-1.312592	-1.024021	-1.858438	-.4463564	-1.590818	-2.120302	-2.120302	-1.931688	-1.683734	-2.120302	-2.120302
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_H08	201028	2	NE403		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.8575476	1	2	9.9541637	.9868584	.26955227	.6125328	1.4029488	1	19	117	450322	5361	4993	8181	2508	84	3.925e+09	2	5651386	194659	151	349	159	120	185	710035	15242	19836.18	17567.007	3.02e+08	498.3133	1.31e+08	50	4297.903	1074372	1464273	23_TP53INP1	1	4	3	10.58333	4	1	11	1.150349	.7302827	.8073037	.2699041	.8073037	.1544274	-.3770447	.0920719	-.2765819	-.0532547	-1.385096	-.0432312	1.051512	1.395747	1.495118	1.495118	1.495118	1.372516	.6898456	-.4129931	-.2520908	-.0669746	-.6293404	-.6442436	1.066035	1.066035	.7774502	1.736224	-.3605357	.1650152
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_H03	201028	2	NE369		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	9.7218505	.7146216	.34883235	.5444736	1.4808904	1	34	83	334251	7112	6282	16402	6027	47	5.581e+09	2	3527140	123625	150	259	153	110	20	381480	1279	12545.17	10576.687	1.60e+07	919.0496	-7.44e+07	35	4139.112	951468.5	1264238	23_TP53INP1	1	4	2	7.3	4	1	11	.3074846	-.493387	-.4679358	-.2368593	-.7497756	-.0627068	-.7820069	-.2046599	-.2362617	-.2693702	-.8251853	-.1126036	-1.427318	-1.427318	-1.531761	-1.071998	-1.255486	-.4870631	.0304249	.6898456	.7529894	.4734077	.8192893	1.312592	-.2270455	-.50081	.7369298	.3026771	-.6072435	-.4870631
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_H08	201028	1	NE341		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	9.5999307	.510444	.3964004	.510444	.4676496	1	6	55	341494	6098	5756	14541	4512	56	4.525e+09	1	3597362	140686	129	289	157	106	57	478706	4320	12164.529	12037.973	5.26e+07	-1073.687	-5.47e+07	50	3812.504	881859.4	1239759	23_TP53INP1	1	4	2	5.033333	4	1	11	-1.090657	-.9645253	-.6546209	-.8340455	-.8832178	-1.195688	.6136091	-.6414421	-1.763471	-.4130954	-.5266227	-.2001295	-.6635525	-.5110696	-.5378253	-.2835644	-.9368471	-.0608781	.0547838	-.0669746	.3540506	.214577	.4329535	.3670359	-.140393	-.0791753	-.1650152	.8450942	-.4129931	-.6442436
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_D03	201028	2	NE366		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	6.237153	.680592	.12684813	.4423848	.779416	1	31	80	587634	9328	6152	10142	3261	63	6.204e+09	1	6952554	232591	170	324	214	120	150	594958	12058	13626.031	12609.588	1.64e+08	-242.7922	5.04e+07	142	4351.483	1086560	1474307	23_TP53INP1	1	4	2	7.083333	4	1	11	1.415986	.8338814	.9478215	.8646443	.3636737	-.3548162	.5105744	-.2743915	-.9570909	-.7207839	-2.5246	-1.281552	.3079248	1.041433	1.11438	.9736456	1.051512	.3735517	1.404419	2.120302	.705366	.6898456	-.2772953	-.1897378	1.472905	1.549094	1.404419	1.437819	1.298328	.1650152
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_D01	201028	2	NE353		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	12.044982	.7826808	.50739251	.6465624	1.6367736	1	18	67	169230	5288	4591	10998	4207	32	2.025e+09	1	2353649	84744	117	192	153	85	52	481706	3985	17573.018	15398.165	7.00e+07	627.8263	-7.60e+07	11	4056.629	1000905	1380428	23_TP53INP1	1	4	2	6.016667	4	1	11	.0053107	.0490624	.2852877	-.2040712	.0265564	-1.086466	.8276041	-.0726496	-.1418993	.0387221	-.0532547	.5046665	-.6490918	-.5995035	-.6064951	-.0466519	-1.308518	-1.357075	-1.180342	-.4734077	-.4463564	-.6744897	-.0669746	.2270455	-1.003678	-1.156265	-.6442436	-1.121357	-.6072435	-1.509904
