filename	date	plate	index	anxa6_dich	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	qRNA	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ANXA6_220616_H01	220616	2	MD064	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	13.625169	15.31332	6.6753827	2.3480424	8.8853424	1	15	64	280944	5403	3690	8186	3380	52	2.264e+09	1	3709173	151287	139	254	162	114	27	542692	1951	1840.6238	2285.9344	3591057	-304.2378	2829452	20				44_ANXA6	1	4	2	5.3125	2	4	1	8								.1408354	-.2018935	.2308127	.8852904	-.3449144	-.1598289	.2206091	.2615728	-.0397983	.1598289	-.2733094	0	.313572	-.7112601	-.1159498	-.0385731	.7618428	-.1548709	.1548709	.2933812	.4806444	-.5466556	-.2733094
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_A07	220617	3	MD106	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	15.581635	14.768846	5.1849172	1.1229768	8.963284	1	8	106																											44_ANXA6	1	5	3		1	5	1	8								.0300841	-.1105162	-1.309172	-.243007	.2410404																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_A06	220617	3	MD098	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	13.193931	14.020195	5.4069015	1.871628	11.847123	1	49	98																											44_ANXA6	1	5	2		1	5	1	8								-.1509692	1.589268	-.3661064	-.1105162	-.6013318																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_E03	220617	3	MD092	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	13.370798	10.821413	5.5337496	.9868584	11.145649	1	43	92																											44_ANXA6	1	5	2		1	5	1	8								-.7721932	1.080319	-1.465234	.0100267	-.4748125																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_E06	220617	3	MD102	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	9.5681576	10.140821	5.7874458	1.6674504	6.7029776	1	4	102																											44_ANXA6	1	5	3		1	5	1	8								-.9153651	-1.554774	-.6497201	.2224032	-1.558784																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_A03	220617	3	MD089	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	10.364059	15.143172	7.7853039	1.6334208	7.6382768	1	40	89																											44_ANXA6	1	5	2		1	5	1	8								.0601954	-.900226	-.7514516	1.706043	-1.286087																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_E01	220617	3	MD077	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	14.432	16.13003	6.1679902	1.4632728	7.3265104	1	28	77																											44_ANXA6	1	5	2		1	5	1	8								.3584588	-1.098468	-.8908384	.5015274	-.149762																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_A02	220617	3	MD081	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	18.499941	14.054225	4.1542762	1.7695392	12.080948	1	32	81																											44_ANXA6	1	5	2		1	5	1	8								-.1206099	1.706043	-.4859761	-1.04505	1.160042																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_E04	220617	3	MD118	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	17.792473	9.2220216	4.8043728	2.6202792	9.5088752	1	20	118																											44_ANXA6	1	5	3		1	5	1	8								-1.135896	.2533471	.7124431	-.6433454	.8908384																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_E07	220617	3	MD110	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	16.289103	45509.656	4.3921164	1.6674504	2.4941312	1	12	110																											44_ANXA6	1	5	3		1	5	1	8								2.65207	-2.257129	-.6497201	-.8274183	.3767637																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_E02	220617	3	MD085	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	6.5614187						36	85																											44_ANXA6	1	5	2		1	5	1	8												-2.057038																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_A05	220617	3	MDX05	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	13.282365	12.624982	4.7726608	1.6334208	8.4956344	1	28	126																											44_ANXA6	1	5	3		1	5	1	8								-.4343973	-.4124631	-.7514516	-.6682093	-.5427505																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_E05	220617	3	MD094	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	10.098759	13.407662	5.0897811	3.2668416	10.755941	1	45	94																											44_ANXA6	1	5	2		1	5	1	8								-.2224032	.7995009	1.286087	-.3799265	-1.436734																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_A01	220617	3	MD073	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	13.459232	9.698436	6.3899744	1.2931248	8.2618096	1	24	73																											44_ANXA6	1	5	2		1	5	1	8								-.9781503	-.559237	-1.103428	.7995009	-.4307273																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_A04	220617	3	MD114	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	13.547665	18.648221	5.1056372	2.55222	10.366233	1	16	114																											44_ANXA6	1	5	3		1	5	1	8								.8274183	.6188731	.5543124	-.3371551	-.3767637																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_F05	220617	3	MD095	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	13.370798	12.931248	4.3921164	2.9605752	7.79416	1	46	95																											44_ANXA6	1	6	2		2	6	1	8								-.3371551	-.855996	.983428	-.8274183	-.4748125																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_B03	220617	3	MD090	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	17.615606	8.7456072	.12684813	1.871628	9.0412256	1	41	90																											44_ANXA6	1	6	2		2	6	1	8								-1.281552	-.0200544	-.3661064	-2.65207	.7514516																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_B06	220617	3	MD099	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	17.261872	14.156314	4.915365	3.8793744	9.8985832	1	1	99																											44_ANXA6	1	6	3		2	6	1	8								-.1004337	.3799265	1.754382	-.5709994	.6253429																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_F03	220617	3	MDX02	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	14.520433	11.978419	4.8519409	1.2931248	11.847123	1	25	123																											44_ANXA6	1	6	3		2	6	1	8								-.5709994	1.589268	-1.103428	-.5947658	-.1096356																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_F07	220617	3	MD111	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	16.908138	41.822378	5.7398778	3.5390784	6.3912112	1	13	111																											44_ANXA6	1	6	3		2	6	1	8								2.053749	-1.799118	1.465234	.2018935	.6013318																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_B04	220617	3	MD115	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	12.132729	20.247612	4.947077	2.55222	8.1059264	1	17	115																											44_ANXA6	1	6	3		2	6	1	8								1.155221	-.6433454	.5543124	-.5015274	-.8331469																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_F02	220617	3	MD086	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	11.690562	24.365194	6.6753827	1.361184	8.8853424	1	37	86																											44_ANXA6	1	6	2		2	6	1	8								1.706043	-.2018935	-1.016222	.8852904	-1.016222																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_B02	220617	3	MD082	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	13.459232	24.058927	4.011572	1.361184	8.3397512	1	33	82																											44_ANXA6	1	6	2		2	6	1	8								1.625763	-.5129304	-1.016222	-1.195223	-.4307273																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_F04	220617	3	MD119	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	24.248118	12.080508	6.7546628	2.1438648	9.8985832	1	21	119																											44_ANXA6	1	6	3		2	6	1	8								-.5475513	.3799265	-.0796597	.9462914	2.260189																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_F06	220617	3	MD103	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	10.187192	8.0990448	6.2948384	.7826808	8.4956344	1	5	103																											44_ANXA6	1	6	3		2	6	1	8								-1.378659	-.4124631	-1.709807	.6557267	-1.382994																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_B05	220617	3	MDX06	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	19.295842		3.5834596	1.4973024	9.0412256	1	29	127																											44_ANXA6	1	6	3		2	6	1	8									-.0200544	-.8331469	-1.432503	1.526103																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_B01	220617	3	MD074	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	12.66333	14.46258	5.6605977	1.6334208	7.5603352	1	25	74																											44_ANXA6	1	6	2		2	6	1	8								-.0802983	-.9620988	-.7514516	.0802983	-.7253229																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_B07	220617	3	MD107	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	19.649576	10.583206	6.3424064	4.1856408	8.8853424	1	9	107																											44_ANXA6	1	6	3		2	6	1	8								-.855996	-.2018935	2.147594	.7322762	1.709807																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_F01	220617	3	MD078	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	18.853675	15.449438	6.8180869	1.6674504	12.314773	1	29	78																											44_ANXA6	1	6	2		2	6	1	8								.1712846	1.799118	-.6497201	.9781503	1.332976																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_G04	220617	3	MD120	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	12.309596	10.651265	6.6119587	1.4973024	11.457415	1	22	120																											44_ANXA6	1	7	3		1	7	1	8								-.7995009	1.259084	-.8331469	.8274183	-.8053202																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_G03	220617	3	MDX03	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	15.051034	9.6303768	4.3445484	2.3480424	11.69124	1	26	124																											44_ANXA6	1	7	3		1	7	1	8								-1.04505	1.461056	.2308127	-.9462914	.0696849																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_C05	220617	3	MD093	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	14.343567	7.3844232	4.5823886	2.55222	10.755941	1	44	93																											44_ANXA6	1	7	2		1	7	1	8								-1.490853	.7995009	.5543124	-.7322762	-.1901312																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_C01	220617	3	MD075	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	18.057773	14.700787	5.0580691	2.1098352	7.5603352	1	26	75																											44_ANXA6	1	7	2		1	7	1	8								0	-.9620988	-.1397103	-.4454425	.983428																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_G05	220617	3	MD096	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	16.642837	18.239866	5.8350139	2.8244568	9.2750504	1	47	96																											44_ANXA6	1	7	2		1	7	1	8								.7192287	.1004337	.8761429	.243007	.5084881																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_G02	220617	3	MD087	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	6.9151527	17.355096	4.0432841	3.0966936	7.014744	1	38	87																											44_ANXA6	1	7	2		1	7	1	8								.559237	-1.21596	1.1219	-1.155221	-1.914506																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_C06	220617	3	MD100	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	19.561143	19.737168	6.0569981	1.6674504	8.7294592	1	2	100																											44_ANXA6	1	7	3		1	7	1	8								1.062519	-.3054808	-.6497201	.3799265	1.629654																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_G06	220617	3	MD104	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	12.486463	13.305574	7.5633196	.5785032	11.22359	1	6	104																											44_ANXA6	1	7	3		1	7	1	8								-.243007	1.135896	-1.914506	1.490853	-.7514516																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_G07	220617	3	MD112	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	18.411507	18.614191	4.1384202	2.0758056	11.69124	1	14	112																											44_ANXA6	1	7	3		1	7	1	8								.7857738	1.461056	-.169912	-1.080319	1.1219																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_C02	220617	3	MD083	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	13.282365	16.232119	2.6479547	2.7904272	10.054466	1	34	83																											44_ANXA6	1	7	2		1	7	1	8								.4015707	.4901892	.8331469	-1.911036	-.5427505																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_C07	220617	3	MD108	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	9.1259901	19.53299	2.7113787	3.1647528	13.016247	1	10	108																											44_ANXA6	1	7	3		1	7	1	8								1.011034	2.65207	1.19995	-1.799118	-1.709807																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_C04	220617	3	MD116	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	16.112236	15.891823	5.6923097	1.4973024	8.6515176	1	18	116																											44_ANXA6	1	7	3		1	7	1	8								.3054808	-.3265609	-.8331469	.1408354	.3554904																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_G01	220617	3	MD079	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	10.983094	11.604094	15.52304	1.4292432	8.4956344	1	30	79																											44_ANXA6	1	7	2		1	7	1	8								-.6433454	-.4124631	-.920823	2.65207	-1.1219																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_C03	220617	3	MD091	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	14.962601	5.5468248	3.2187712	2.2799832	9.352992	1	42	91																											44_ANXA6	1	7	2		1	7	1	8								-1.706043	.1509692	.099634	-1.625763	.0298452																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_D04	220617	3	MD117	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	16.731271	18.988517	6.0887101	1.7355096	10.989766	1	19	117																											44_ANXA6	1	8	3		2	8	1	8								.9153651	.9307169	-.5312607	.4124631	.5776624																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_H03	220617	3	MDX04	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	15.846936	15.449438	4.7250928	.4764144	10.833882	1	27	125																											44_ANXA6	1	8	3		2	8	1	8								.1712846	.855996	-2.057038	-.6934934	.2925825																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_H04	220617	3	MD121	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	21.064512	17.423155	6.2314143	1.9737168		1	23	121																											44_ANXA6	1	8	3		2	8	1	8								.5947658		-.2512934	.6188731	2.057038																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_D06	220617	3	MD101	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	13.989833	9.2220216	6.3582624	.680592	5.6117952	1	3	101																											44_ANXA6	1	8	3		2	8	1	8								-1.135896	-2.053749	-1.802743	.7721932	-.2308127																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_D03	220617	3	MDX01	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	20.180177	8.8817256	6.1997023	2.9265456	11.457415	1	24	122																											44_ANXA6	1	8	3		2	8	1	8								-1.195223	1.259084	.9516592	.5475513	1.914506																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_D01	220617	3	MD076	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	16.377537	10.617235	5.1214932	2.4841608	9.4309336	1	27	76																											44_ANXA6	1	8	2		2	8	1	8								-.8274183	.1916709	.4526599	-.3054808	.4198388																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_H01	220617	3	MD080	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	6.1192512	18.444043		4.1856408	9.1971088	1	31	80																											44_ANXA6	1	8	2		2	8	1	8								.7454495	.0601954	2.147594		-2.260189																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_D05	220617	3	MDX07	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	19.295842	12.318715	5.5337496	1.9737168	9.7427	1	30	128																											44_ANXA6	1	8	3		2	8	1	8								-.4789137	.3160033	-.2512934	.0100267	1.526103																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_D07	220617	3	MD109	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	8.7722562	17.967629	6.1362782	2.4841608	12.938306	1	11	109																											44_ANXA6	1	8	3		2	8	1	8								.6682093	2.257129	.4526599	.4343973	-1.802743																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_D02	220617	3	MD084	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	15.670069	16.13003	5.898438	2.3480424	6.235328	1	35	84																											44_ANXA6	1	8	2		2	8	1	8								.3584588	-1.911036	.2308127	.2637144	.27188																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_H02	220617	3	MD088	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	14.6973	1.7355096	5.1532052	1.1229768	8.963284	1	39	88																											44_ANXA6	1	8	2		2	8	1	8								-2.053749	-.1105162	-1.309172	-.2637144	-.0099471																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_H06	220617	3	MD105	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	19.73801	12.420804	5.0580691	.2382072	9.7427	1	7	105																											44_ANXA6	1	8	3		2	8	1	8								-.4565424	.3160033	-2.260189	-.4454425	1.802743																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_H05	220617	3	MD097	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	19.118975	14.632728	6.944935	1.9737168	11.067707	1	48	97																											44_ANXA6	1	8	2		2	8	1	8								-.0300841	1.011034	-.2512934	1.116987	1.382994																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ANXA6_220617_H07	220617	3	MD113	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	10	15.581635	20.587908	1.0464971	2.2799832	10.911824	1	15	113																											44_ANXA6	1	8	3		2	8	1	8								1.237235	.8852904	.099634	-2.257129	.2410404																		
