filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	wtKITAT1	inframeKITAT1	frameshiftKITAT1	wtKITAT5	inframeKITAT5	frameshiftKITAT5	slc5a2_dich	qRNA	WT_KITA	mutant_KITA	KITA_confirmed	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_C03	211015	2	NS600	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	.17003484	.22020906	.6097561	0	1	5		1	20.405331	.1020888	.0951361	.4764144	.5455912	1	13	111															187	658534	16202	19389.605	16184.287	3.14e+08	-59.18426	-3058152	167	4215.711	1063366	1470494	97_SLC5A2	2	4	4	3.433333	4	2	5	.1926639	.3370077	.3740954	.6185211	-.1573107	-.7344303	.1926639	-.6835603	-.8375226	.7392254	-1.129176	.8375226	.030951	-.3803256	-.030951	.0929718	-.2183448													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_G06	211015	2	NS625	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	.97736787	.02263213	0	0	.36136136	.63863864	0	1	5		1	18.724957	.1361184	.17441618	.3743256	.8573576	1	38	136															221	694668	17686	31094.619	25983.048	5.50e+08	-128.1484	-1.39e+07	289				97_SLC5A2	2	4	4	6.783333	4	2	5								-.0288158	-.2474013	.1883852	-.2839215	.5277092	.1553528	.0929718	.2501529	1.188674	-.3803256													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_E01	211015	2	NS586	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	.11995863	0	.88004137	0	1	5		1	18.724957	.1361184	.33297634	.3062664	1.0132408	1	48	97	194216	4517	4267	9835	3421	43	1.909e+09	1	2299355	100652	102	272	129	99	181	514902	15732	17576.262	14112.48	2.77e+08	616.9113	1.15e+07	1	3778.693	834680.8	1174143	97_SLC5A2	2	4	3	1.95	4	2	5	-.6527943	-.8871465	-.8366706	-.9109555	-.4887764	-.3833065	-.1221531	-.0288158	-.0720919	-.2474013	.6469766	.5277092	-.7039218	-.4477675	-.1867561	-.2183448	-.0619316	-1.072861	-1.23544	-1.23544	-1.110772	-.755415	.7009514	.871771	-1.072861	-1.001331	-1.330562	.3186394	-1.330562	-1.23544
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_G01	211015	2	NS588	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	.17695237	.44615274	.37689489	.92234073	0	.07765927	1	4		1	1	13.323753	.1020888	.07928008	.2041776	.389708	1	1	99	97135	2775	2669	2724	804	35	2.628e+08	1	2016115	79437	117	192	119	94	120	427530	9434	22799.403	17972.551	2.15e+08	1201.875	-1.47e+08	49	3755.525	833260.2	1081625	97_SLC5A2	2	4	4	2.133333	4	2	5	-.7882413	-.9956002	-1.117247	-1.233495	-.5283993	.6396686	1.658472	-.6835603	-1.818646	-.6654744	-1.389417	-.352934	-1.324958	-1.044409	-1.018076	-.4138112	-1.403413	-1.56892	-1.959964	-2.39398	-2.39398	-1.959964	-1.731664	-1.959964	-1.56892	-1.56892	-.5005801	-1.439531	-1.731664	-1.56892
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_C07	211015	2	NS628	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	.26072607	.25478548	.48448845	0	1	5		1	37.449129	.0680592	.28540829	.5444736	2.4161896	1	41	139	321762	5028	4903	8999	3341	64	2.875e+09	1	4067429	169701	151	236	175	146	320	915358	23353	24274.639	18668.737	5.67e+08	1840.589	1.87e+08	47				97_SLC5A2	2	4	4	7.25	4	2	5								-1.230818	1.528305	1.401986	.5244005	1.441564	1.403413	1.403413	1.071487	1.403413	1.868242	.2318344	-.3629173	-.8122178	-.5005801	-.1046335	.4537622	.6484922	.0208901	.146745	.6229257	-.2318344	-.2749777	1.072861
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_H07	211015	2	NS633	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	.16288481	0	.83711519	0	1	5		1	47.171295	.1361184	.07928008	.1020888	1.8705984	1	46	144	295726	6292	4291	5995	1718	47	1.780e+09	1	3234938	128306	129	205	173	116	285	745372	23520	23389.437	19734.027	5.50e+08	-324.6425	1.44e+08	98	4461.582	1092915	1527616	97_SLC5A2	2	5	4	7.733333	5	2	5	1.184763	.5688699	.8366706	-.1092005	.741594	1.391153	.741594	-.0288158	.9906857	-1.014499	-1.389417	2.114381	.4822482	.7647097	1.188674	1.253905	1.253905	-.5977601	-.5485223	.146745	-1.001331	-.871771	-.9345893	-1.23544	-.5005801	-.6484922	-.146745	-1.001331	-.3406948	-.6484922
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_D06	211015	2	NS622	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	.08865639	.18171806	.72962555	0	1	5		1	24.84632	.2041776	.22198422	.510444	1.7926568	1	35	133	407622	7151	5889	6050	1941	57	2.521e+09	1	4679647	170971	128	288	181	116	102	697238	7998	19559.995	16011.909	1.56e+08	318.332	-1.56e+08	333				97_SLC5A2	2	5	4	6.483333	5	2	5								1.230818	.9223964	1.116127	.1629114	1.116127	.1867561	-1.446104	-1.491606	-.9191355	-1.491606	-.0627068	.2318344	.5485223	.3406948	-.3186394	-.8122178	-.755415	.2318344	.2318344	-.1891184	.6229257	-.0417893	-.6484922
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_B07	211015	2	NS627	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	.33642214	0	.66357786	0	1	5		1	38.409343	.2041776	1.0464971	.5785032	2.2603064	1	40	138	576203	6402	5050	6162	1829	90	3.406e+09	1	7659117	273611	164	342	210	142	312	942060	24157	24936.117	20672.304	6.02e+08	94.62437	1.72e+08		4703.953	1230309	1690072	97_SLC5A2	2	5	4	7.166667	5	2	5	2.036834	1.339046	1.815517	1.51239	1.184763	-.5944087	.4117051	1.230818	1.364489	1.628361	2.519125	1.628361	1.714594	1.288618	1.403413	1.593219	1.491606	1.330562	1.330562	.1891184	-.3629173	.2749777	-.7009514	-1.001331	1.439531	1.56892	1.072861	1.731664	.755415	.7279133
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_H04	211015	2	NS611	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	0	.54098361	.45901639	0	1	5		1	20.165277	.2041776	.23784024	.2722368	.7014744	1	24	122	452854	6759	5853	7617	2797	67	3.271e+09	1	6147879	206520	148	301	210	128	253	767896	18712	24812.019	20361.211	4.64e+08	344.3288	4.19e+07	105	4510.075	1192715	1586399	97_SLC5A2	2	5	4	5.45	5	2	5	1.339046	1.117247	1.184763	-.3716615	.4887764	.5503351	1.339046	1.230818	-.4307273	-.3993231	.2686029	.7972819	.7039218	.4477675	.4477675	.7039218	.3472613	.3853205	.5485223	.4079188	.1891184	.1891184	-.1046335	.3629173	.755415	.5977601	.4307273	.871771	.755415	.1256613
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_H05	211015	2	NS618	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	.24701467	0	.75298533	0	1	5		1	35.648727	.2041776	.25369626	.1020888	1.558832	1	31	129	282634	6573	5991	3438	1191	43	9.593e+08	1	2559294	129891	106	239	167	118	111	766637	8624	23767.455	16393.593	2.05e+08	4067.167	-1.18e+08	62				97_SLC5A2	2	5	4	6.108334	5	2	5								1.230818	.6124654	-1.014499	.4092545	1.364489	.6266873	-1.324958	-1.324958	-.5173122	-1.188674	-1.072861	-.7009514	.3629173	.5005801	-1.439531	-1.56892	-1.56892	-.9345893	-.5485223	-1.072861	-.146745	-.5485223	-.5244005
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_F04	211015	2	NS609	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	.36525476	0	.63474524	0	1	5		1	21.605598	.0340296	.0951361	.0340296	.4676496	1	22	120	273276	4969	5269	8789	2387	55	2.528e+09	1	3195707	133993	110	204	185	135	193	728598	15801	30587.11	24922.318	4.83e+08	638.8926	-5.39e+07	39				97_SLC5A2	2	5	4	5.204166	5	2	5								-1.748025	-1.230818	-1.818646	-1.129176	.9674216	.3472613	-.3145723	-.1241019	.7856053	-.9191355	-.1046335	-.755415	-1.072861	-.2749777	-.2749777	.3186394	-.3186394	-.5485223	-.3629173	-.7835004	-1.072861	.167894	.4307273
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_F07	211015	2	NS631	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	0	0	1	0	1	5		1	37.689182	.1361184	.19027219	.4764144	2.1823648	1	44	142	574748	6050	5311	10683	3399	95	6.003e+09	1	6101450	248493	147	300	207	140	205	918596	17368	18079.466	13616.195	3.14e+08	1716.441	6.14e+07	100	4312.678	1046274	1465828	97_SLC5A2	2	5	4	7.533333	5	2	5	.4499066	.264147	.3003779	.4913366	.1573107	1.008045	.7882413	-.0288158	1.230818	.7392254	-.0590137	1.528305	1.593219	-.1085237	.2183448	.0619316	.4477675	1.439531	1.150349	-.146745	-.1891184	1.330562	1.150349	.8122178	.7009514	1.072861	.3186394	.8122178	.5729675	.5729675
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_D07	211015	2	NS629	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	0	1	0	0	1	5		1	34.568487	.1361184	.50739251	.4423848	2.2603064	1	42	140	575874	5999	5019	6008	1896	96	3.585e+09	1	7612286	250797	145	326	286	123	254	866589	20583	21375.661	17397.405	4.40e+08	469.2159	9.22e+07	13	4522.647	1205142	1641413	97_SLC5A2	2	5	4	7.333333	5	2	5	1.429788	1.184763	1.339046	.2571002	.9956002	0	1.258162	-.0288158	1.364489	.4465882	1.157523	1.294762	1.324958	.4997034	.7039218	.6266873	.7441428	1.56892	1.23544	-.2749777	-.4079188	.4079188	-.871771	-.871771	1.330562	1.150349	.167894	1.330562	2.39398	-.1891184
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_H01	211015	2	NS589	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	.15815324	.19720039	.64464637	.9535865	.00475643	.04165708	1	4		1	1	23.165946	.170148	.17441618	.0680592	.4676496	1	2	100	352143	7187	6480	10362	3446	49	3.758e+09	1	3491646	140923	125	235	171	124	204	515926	15275	21211.058	17025.215	3.24e+08	751.8278	-1.44e+07	15	4203.744	948313.3	1390312	97_SLC5A2	2	5	4	2.283333	5	2	5	.0871459	-.1573107	.0871459	-.4108815	.6527943		-.6965074	.5951785	-1.230818	-1.262145	-.2839215	1.063939	-.6648088	-.1710334	-.3145723	.1553528	-.4477675	-.4079188	.0627068	.6484922	.871771	.5977601	.9345893	1.001331	-.3186394	-.2318344	-.3406948	-.2749777	-.4537622	-.0836517
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_B06	211015	2	NS620	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	.15991528	.29600212	.54408261	1	0	0	1	4		1	1	18.24485	.1361184	.03171203	.170148	.5455912	1	33	131	164421	3574	3820	2575	891	46	4.023e+08	1	2055141	96677	116	170	161	107										3549.625	723306.3	964537.9	97_SLC5A2	2	5	4	6.283333	5	2	5	-1.534121	-2.460124	-2.460124	1.090797	-.6965074	1.623523	-.4117051	-.0288158	-.8375226	-.8172368	-2.104968	.4786552						-.7009514	-1.56892	-1.731664	-1.439531	-1.731664	-1.959964	-1.731664	-1.330562	-1.23544	-.5485223	-1.731664	-.6744897	-.9027348
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_A08	211015	2	NS634	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	.28751259	0	.71248741	0	1	5		1	60.494263	.2722368	.15856016	.5785032	2.5720728	1	47	145	421675	5698	5577	7408	2731	74	3.202e+09	2	6021509	222752	156	280	217	116									9	4431.696	1082522	1531071	97_SLC5A2	2	5	4	7.8	5	2	5	.9956002	.4887764	.8871465	.4108815	.2282596	2.434185	.4499066	1.899709	1.818646	1.628361	-.5413951	2.527302						.755415	.3186394	-.5005801	.0208901	.146745	-.146745	.2533471	.6484922	.9345893	.9027348	.5005801	.9674216	-.6484922
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_F03	211015	2	NS603	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	.0753759	0	.9246241	0	1	5		1	19.32509	.170148	.17441618	.0340296	.389708	1	16	114															304	767550	23578	26292.871	22673.058	6.20e+08	-952.6841	1.39e+08	27	4204.386	1042850	1480348	97_SLC5A2	2	5	4	3.65	5	2	5	.1221531	.1926639	.4117051	-.0727199	-.1221531	.7344303	-.5688699	.5951785	-1.818646	-1.818646	-.2839215	.6476036	.6648088	.9924303	1.253905	1.868242	1.128144													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_B08	211015	2	NS635	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	.36332425	.10643239	.53024336	1	0	0	1	4		1	1	45.370894	.170148	.23784024	.1020888	1.2470656	1	48	146	323887	5398	4325	8512	2892	60	2.742e+09	2	3027438	140306	125	208	194	126	131	494126	11296	15285.467	11605.755	1.73e+08	1338.142	-2.93e+07		4037.965	913949.9	1250810	97_SLC5A2	2	5	4	7.866667	5	2	5	-.1573107	-.3370077	-.3740954	-.8059185	-.9956002	.5944087	1.815517	.5951785	.2772226	-1.014499	.2686029	1.899709	-1.018076	-.8729028	-.7441428	-.6648088	-.5894558	.146745	-.3186394	-.6484922	-.871771	-.146745	.146745	.4537622	-.6484922	-.2749777	-.3406948	-.9027348	.2318344	.0208901
