filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	bcl11a_nwt	bcl11a_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate02_BCL11A_210117_F02	210117	2	NH525	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	.0628747	0	1	15.331815	.170148	.23784024	.0680592	1.3250072	1	31	80	83069	4372	3730	8144	2365	19	6.819e+08	1	1448646	56286	81	230	130	79	65	561232	4928	4847.0361	4421.5512	2.39e+07	-145.2519	-2.49e+07	76	3829.73	937113.1	1214966	48_BCL11A	1	3	2	9.133333	3	1	7	-1.167383	-.7301839	-1.202508	-1.621572	-1.559487	.6353812	-.6913244	-1.63566	.0559094	-1.524481	-.0160688	.4669679	-.5618862	-.3896786	-.4876378	-.4397327	-.8721677	-2.250926	-2.250926	-1.31953	-1.272341	-1.903997	.2260813	-.247039	-1.617868	-1.698407	-1.617868	-.5574269	-1.482485	-1.791764
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_C02	210117	1	NH456	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	1	1	2	17.850197	.4764144	.28540829	.340296	1.2470656	1	11	11															155	749398	13276	8164.8121	6889.0667	1.08e+08	229.4951	-1.98e+07	155	3997.883	1071815	1403830	48_BCL11A	1	3	1	3.016667	3	1	7	-.4789918	.1838047	-.095886	1.005439	.0877569	-.5704901	.6250856	.8856685	-.023951	.4899012	.3784071	1.311934	.6393725	.6196566	.7209054	1.138523	-.7586667													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_BCL11A_210117_H02	210117	2	NH527	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	1	1	2	12.164314	.2722368	.23784024	.2722368	1.6367736	1	33	82	186515	5329	4721	6459	2322	35	1.166e+09	2	2999447	94727	103	281	174	89	65	581958	4776	4336.661	4076.0807	2.07e+07	-243.581	-1.69e+07	37	3899.876	906622.6	1264373	48_BCL11A	1	3	2	9.266666	3	1	7	-.8743192	-.9814135	-.9265376	-1.065359	-1.129371	-.0721959	.1158122	-.828048	.3249447	-.1280756	-.0160688	-.2993069	-.3636371	-.3896786	-.543048	-.5319347	-.6950675	-1.423913	-1.272341	-.6056978	-.4873416	-1.369856	-.5104216	-.3106094	-.7068257	-1.227826	-1.165288	.4419345	-.1123207	-1.369856
InsH2Bfabp_CD15_09dpf_VAST02_plate02_BCL11A_210117_F01	210117	2	NH517	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	.987884	1	2	13.253143	.4083552	.19027219	.0680592	1.0911824	1	23	72	272237	6640	5262	7141	2458	41	2.141e+09	2	3393601	121888	128	261	141	112	77	839560	6864	4574.2542	3991.1424	3.14e+07	95.31888	-3509439	114	4091.33	1000875	1395621	48_BCL11A	1	3	2	8.566667	3	1	7	-.2193353	-.3462343	-.1309267	-.7022593	-.7248705	.1265702	.5203253	.4630729	-.1684338	-1.524481	-.7575541	-.0327722	1.146441	-.2283749	-.0971835	-.0491694	-.1717471	-1.08839	-.4873416	.6056978	.1020724	-.3320687	-.2260813	-.0816069	-.4645183	-.581393	-.1020724	-.0611754	-1.18562	-.1225808
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_H09	210117	1	NH511	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	.0197152	0	1	14.548471	.5444736	.22198422	.340296	1.7926568	1	17	66	257998	5375	4376	6054	2026	48	1.720e+09	1	3365502	133655	129	235	144	134	167	812269	14287	5056.6827	4489.4815	7.22e+07	-16.62646	2.13e+07		4096.11	1086560	1480198	48_BCL11A	1	3	2	8.033334	3	1	7	-.1838047	.3647771	.3462343	1.096804	-.1053679	-.6353812	.939415	1.270739	.4190778	.4899012	-.2268854	.2314136	.976065	.7209054	.7853335	.6489977	.7159439	-.3645503	-.581393	-.4419345	-.8445288	-.7068257	-.8445288	-.7876622	-.5104216	-.2681058	-.0407695	-.4531975	-1.034691	1.052254
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_C07	210117	1	NH491	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	1	1	2	31.230878	.3062664	.25369626	.2722368	2.1823648	1	46	46	363376	7125	6115	6089	1974	51	2.399e+09	1	3908053	139253	149	240	171	107	323	661898	24570	9206.3095	8134.7883	2.26e+08	-214.7915	5.79e+07	1	4200.487	1052301	1489634	48_BCL11A	1	3	1	6.366667	3	1	7	.2193353	.095886	.4402967	.6151411	1.080948	-1.956896	.4016478	-.4630729	.8168525	-.1280756	.1532449	2.719607	.0809473	1.895211	1.895211	2.719607	1.596444	-.2052224	.3320687	1.034691	1.034691	-.0407695	-.8157657	-.8740081	-.143141	-.143141	.5455638	-.3645503	-.2260813	-.4531975
InsH2Bfabp_CD15_10dpf_VAST02_plate04_BCL11A_210118_A02	210118	4	NH607	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	0	0	1	11.713975	.3743256	.33297634	.2722368	1.0911824	1	15	162	432690	8654	6978	14398	3995	50	5.936e+09	1	3990620	147820	128	295	157	130	23	736080	2000	4941.9965	4085.5106	9883993	350.5073	-2.81e+07	81	4195.68	1038588	1418081	48_BCL11A	1	4	4	8.616667	4	1	7	.1838047	-.0435316	-.0087037	.2660382	.0526109	-.0541263	.0711701	.1361284	-.1684338	-.1280756	.6644377	-.4487739	.5618862	-1.517929	-1.492822	-1.393731	-1.025357	-.2365471	.8740081	2.047078	1.791764	2.250926	2.646619	1.903997	-.0816069	.0407695	-.1020724	.7332358	-.6681074	.9197114
InsH2Bfabp_CD15_10dpf_VAST02_plate04_BCL11A_210118_E02	210118	4	NH611	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	.9884663	1	2	11.543922	.3743256	.26955227	.3743256	1.6367736	1	19	166	405534	7242	7492	8906	2818	56	3.766e+09	1	4281523	164354	122	269	211	119	131	765658	11242	3305.6545	2887.1463	3.72e+07	143.4657	3.78e+07	36	3855.891	1043508	1390716	48_BCL11A	1	4	4	8.883333	4	1	7	-1.00999	.0087037	-.2193353	-.1940281	-.6800015	-1.257333	.1427029	.1361284	.3249447	.7730539	.2766469	-.5413951	.7635067	.2700825	.4159872	.0655797	1.31559	.0509698	.6808997	1.107003	2.047078	.9042674	.4419345	.3106094	.0816069	.4419345	-.4531975	.1225808	1.017442	.3213206
InsH2Bfabp_CD15_10dpf_VAST02_plate03_BCL11A_210118_A03	210118	3	NH549	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	0	0	1	11.705542	.340296	.19027219	.0680592	.3117664	1	6	104	321321	6179	5364	10120	3384	52	3.247e+09	1	3729500	127726	150	209	174	121	67	495192	5287	4941.1296	4743.0086	2.61e+07	-434.5638	-3.30e+07	53	3822.211	972209.2	1264851	48_BCL11A	1	4	3	3.583333	4	1	7	-1.239183	-.4789918	-.9001216	-1.690622	.2479206	.823767	-.1427029	-.1765363	-1.270739	-1.524481	-.7575541	-.4761228	-.976065	-.3550119	-.3984173	-.3164856	-1.174338	-.1740978	.0203805	.2052224	.2052224	.6554235	1.107003	.8740081	-.2681058	-.4195739	.6179848	-1.000491	-.1123207	.4307273
InsH2Bfabp_CD15_10dpf_VAST02_plate04_BCL11A_210118_E01	210118	4	NH603	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	0	0	1	13.499539	.3743256	.33297634	.2722368	1.0132408	1	11	158	234419	5328	4355	8484	2654	44	2.013e+09	1	2607848	105714	116	198	142	104	6	753734	608	4319.0214	3747.1708	2625965	131.0733	-2.44e+07	14	4263.094	1035104	1460086	48_BCL11A	1	4	4	8.35	4	1	7	.4402967	-.0609627	.1838047	.3768384	.3209454	-1.755717	-.4209948	.1361284	-.2665588	-.1280756	.6644377	.0245773	.7000902	-2.141198	-2.141198	-2.135996	-.8486	-.7738417	-1.000491	-.6303658	-.8740081	-.5104216	.3106094	.1328539	-.9674216	-.8740081	-.8157657	-1.18562	-1.126007	-.5574269
InsH2Bfabp_CD15_10dpf_VAST02_plate03_BCL11A_210118_E09	210118	3	NH596	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	1	1	2	10.659969	.4083552	.31712032	.2382072	1.169124	1	4	151	136779	3257	3648	7937	2484	42	9.753e+08	1	2661584	96457	123	274	113	102	56	496584	3977	3554.0802	3133.4422	1.41e+07	98.13192	6848072	37	3635.125	874861.1	1183908	48_BCL11A	1	4	4	7.75	4	1	7	-1.772034	-1.277605	-1.406006	-1.273623	-1.768825	.9578677	-1.087999	.4630729	-.087925	-.3930704	.5958401	-.8917089	-.9252446	-.6393725	-.7420377	-.9163619	.2888094	-.9674216	-1.617868	-2.047078	-1.31953	-1.546635	.1225808	-.0611754	-.9042674	-1.18562	-.3754618	.2681058	-1.743188	-.7601675
InsH2Bfabp_CD15_10dpf_VAST02_plate03_BCL11A_210118_E08	210118	3	NH589	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	.9820146	1	2	17.769869	.6125328	.19027219	.0680592	.6235328	1	46	144															389	944668	28998	6632.2053	5773.8094	1.92e+08	27.06608	1.00e+08	8	4522.77	1220335	1640516	48_BCL11A	1	4	3	7.183333	4	1	7	1.506478	1.562987	1.624981	1.559487	1.129371	1.677088	1.495624	1.666864	-.601104	-1.524481	-.7575541	1.203564	1.805684	2.338625	2.338625	1.79978	2.336206													
InsH2Bfabp_CD15_10dpf_VAST02_plate04_BCL11A_210118_A01	210118	4	NH599	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	0	0	1	11.288841	.4083552	.60252861	.2382072	2.338248	1	7	154	257385	6128	5591	6875	2254	42	1.907e+09	1	3901688	139872	146	224	180	115	18	781628	1873	4083.0502	4034.8369	7647553	-448	-2.87e+07	26				48_BCL11A	1	4	4	8	4	1	7								.4630729	.9716792	-.3930704	1.851466	-.5894558	.8532	-1.728654	-1.660698	-1.654435	-1.053291	-.9674216	-.6056978	.143141	.5337768	-.6056978	-.3754618	-.4307273	-.1637617	-.1225808	.4084725	-.7332358	.1225808	.0918348
InsH2Bfabp_CD15_10dpf_VAST02_plate03_BCL11A_210118_A02	210118	3	NH541	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	0	0	1	13.901247	.2722368	.15856016	.340296	.2338248	1	47	96	467945	5999	4943	8986	3046	78	4.193e+09	1	5221479	215523	150	257	196	145	64	679189	5408	4560.6725	4062.6234	2.47e+07	-3.51896	-1.25e+07	59	4184.755	1039979	1393153	48_BCL11A	1	4	2	3.05	4	1	7	.1485047	-.0261137	-.1838047	.0877569	.15842	.9867994	-1.394653	-.828048	-1.666864	.4899012	-1.322813	.1149349	.2118064	-.442587	-.3464131	-.4217567	-.5948436	1.513781	1.18562	.0203805	-.2892923	1.107003	.5104216	.6303658	.6554235	1.482485	.6179848	-.1534432	.5220637	1.546635
InsH2Bfabp_CD15_10dpf_VAST02_plate03_BCL11A_210118_E06	210118	3	NH573	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	.9919327	1	2	4.5956423	.2041776	.22198422	.2041776	.5455912	1	30	128	108465	3874	3173	2814	896	28	3.382e+08	1	962	453	12	13	12	11	82	331922	5936	2999.7348	2793.0904	1.78e+07	-50.27259	2.15e+07	35	3321.195	828729.3	860864.6	48_BCL11A	1	4	3	5.716667	4	1	7	-2.699497	-1.862732	-2.699497	-2.697177	-2.697177	-2.687716	.2699041	-1.407647	-.6895999	-.6300492	-.2268854	-2.719607	-2.7239	-.1624294	-.2450062	-.689997	.7371371	-1.698407	-1.903997	-1.546635	-1.844979	-2.047078	-2.047078	-2.047078	-2.646619	-2.646619	-2.646619	-2.646619	-2.646619	-2.646619
InsH2Bfabp_CD15_10dpf_VAST02_plate03_BCL11A_210118_E02	210118	3	NH545	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	0	0	1	11.496428	.4423848	.26955227	.2722368	1.4029488	1	2	100	311507	4945	4010	5069	1891	63	1.431e+09	2	6769	1784	22	33	20	18	46	546998	3085	3116.2078	3172.9664	9613501	-386.8814	1054194	8	3886.799	956358.3	1359867	48_BCL11A	1	4	3	3.316667	4	1	7	-.9001216	-.5998427	-.4022501	1.690622	-.1230116	-.5079181	.9121265	.6795092	.1280756	-.1280756	.2766469	-.5700741	-.6196566	-.7853335	-.976065	-1.438378	-.0244176	.5455638	-.0816069	-.9353781	-1.107003	-1.070148	-1.18562	-.9353781	-2.250926	-2.250926	-2.250926	-2.250926	-2.250926	-2.250926
InsH2Bfabp_CD15_10dpf_VAST02_plate03_BCL11A_210118_A07	210118	3	NH577	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	1	1	2	7.9414777	.3062664	.23784024	.3062664	.8573576	1	34	132	291588	7290	5035	10896	3103	40	3.298e+09	1	2484958	122288	122	182	174	109	158	479826	11219	4226.3442	3877.8632	4.74e+07	-117.482	1.62e+07	117	3905.067	843787.6	1150920	48_BCL11A	1	4	3	6.166667	4	1	7	-.8243825	-1.624981	-1.693934	-.358085	-.2842435	-1.43573	-2.30304	-.4630729	-.4278095	.1603423	-.0160688	-1.687521	-1.057414	.6493239	.3984173	.1812018	.6143848	-1.145427	-.4195739	1.145427	-.2052224	.7068257	1.423913	.7068257	-1.107003	-.5574269	-.4531975	-1.546635	-.1123207	-.3645503
InsH2Bfabp_CD15_10dpf_VAST02_plate04_BCL11A_210118_E03	210118	4	NH619	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	1	1	2	7.7177139	.2382072	.25369626	.2041776	.5455912	1	27	174	254589	6700	5815	4779	1591	38	1.244e+09	1	3080740	116239	102	265	175	103	128	487976	10207	3844.2614	3646.2429	3.92e+07	-223.3091	1.54e+07	51	4004.425	908805.9	1259109	48_BCL11A	1	4	4	9.45	4	1	7	-.4595582	-.9265376	-.9536166	-1.859636	-1.356862	.2926572	1.443299	-1.169907	-.6895999	-.6300492	.1532449	-1.79978	-1.002444	.2283749	.3122656	.098458	.5948436	-1.249774	-.6303658	.6808997	.7876622	-1.272341	-1.272341	-1.31953	-.6554235	-.6808997	-1.249774	.0713874	-.0611754	-.6428442
InsH2Bfabp_CD15_10dpf_VAST02_plate03_BCL11A_210118_A01	210118	3	NH533	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	.9576491	1	2	16.096951	.5785032	.19027219	.3743256	1.558832	1	39	88															173	699129	13056	6288.2138	5437.5277	8.21e+07	84.16101	613692	0				48_BCL11A	1	4	2	2.433333	4	1	7								1.407647	.2748396	.7730539	-.7575541	.7757299	.3122656	.7853335	.6393725	.7757299	-.0733112													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_BCL11A_210118_E07	210118	3	NH581	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	.6783831	1	2	15.887837	.4764144	.26955227	.4423848	2.8838392	1	38	136	347011	6088	5340	6487	2224	57	2.317e+09	1	4430778	147826	152	306	176	96	225	763398	18474	5401.9868	4842.8774	9.98e+07	-92.82103	3.75e+07	15	4364.559	1123585	1522996	48_BCL11A	1	4	3	6.45	4	1	7	.9265376	.6854571	.6208137	.433935	.9489278	.1084118	.0533578	.8856685	1.407647	1.365887	.2766469	.689997	.7420377	1.086135	1.146441	1.107741	1.241867	.1328539	.2260813	.1020724	.1844524	-.1225808	-.475899	-.5104216	.247039	.0611754	.7738417	1.034691	-.0203805	-1.227826
InsH2Bfabp_CD15_10dpf_VAST02_plate03_BCL11A_210118_E05	210118	3	NH565	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	1	1	2	7.4186909	.3743256	.15856016	.0680592	.2338248	1	22	120	238326	5181	4691	11274	3920	46	2.682e+09	1	4867275	116627	140	211	166	125	71	469194	5128	3492.2059	3628.8388	1.79e+07	-554.6066	-5331785	22	3715.309	867100.3	1206846	48_BCL11A	1	4	3	5.05	4	1	7	-1.506478	-1.318011	-1.277605	-1.163183	-1.402255	.4472753	-1.443299	.1361284	-1.666864	-1.524481	-1.322813	-2.135996	-1.178218	-.2953298	-.4515226	-.6693567	-.2048845	-.5455638	-.9042674	-.7068257	-.5337768	.1844524	1.546635	1.617868	.5104216	-.6554235	.2786834	-.9353781	-.4195739	.6056978
InsH2Bfabp_CD15_10dpf_VAST02_plate03_BCL11A_210118_E04	210118	3	NH558	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	1	1	2	7.9414777	.2382072	.3012643	.2041776	.6235328	1	15	113	223423	5729	4308	7360	2935	39	1.607e+09	1	2291293	112042	111	183	143	131	109	466420	7987	3683.3382	3482.1506	2.94e+07	-188.5179	1.09e+07	0	3902.948	877507.9	1193433	48_BCL11A	1	4	3	4.483333	4	1	7	-.8490862	-1.239183	-1.318011	-.3957253	-.92178	-.7741385	1.3491	-1.169907	-.601104	-.6300492	.511538	-1.687521	-1.211232	.0971835	.0323492	-.098458	.4099833	-1.18562	-1.107003	-.2052224	-.9353781	-.8157657	-.1637617	.5104216	-1.272341	-.8157657	-1.017442	-1.482485	-1.070148	.9674216
InsH2Bfabp_CD15_10dpf_VAST02_plate03_BCL11A_210118_A08	210118	3	NH585	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	1	1	2	9.4052807	.2722368	.17441618	.340296	1.7147152	1	42	140	210407	4676	4242	7460	2441	45	1.583e+09	2	2810059	104366	135	269	113	108	85	577284	6853	3673.5719	3303.054	2.52e+07	15.32605	1.24e+07	43	3917.19	864961.9	1189336	48_BCL11A	1	4	3	6.866667	4	1	7	-.7076435	-1.406006	-1.360692	-.6151411	-2.108763	1.755717	-.3069713	-.828048	.3673261	.4899012	-1.033688	-1.415702	-.3984173	-.1215874	-.1134454	-.3511308	.4819097	-.6808997	-1.18562	-1.107003	-.9674216	-.8740081	-.1225808	-.1225808	-.8157657	-.9353781	.0918348	.1225808	-1.743188	-.4195739
InsH2Bfabp_CD15_10dpf_VAST02_plate04_BCL11A_210118_A03	210118	4	NH615	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	1	1	2	16.305425	.3743256	.4915365	.3743256	2.1823648	1	23	170	433647	8850	6576	8252	2376	49	3.735e+09	2	5056804	185593	151	292	206	106	153	869044	13251	5385.133	4844.4522	7.14e+07	-111.553	8972049	18	4317.785	1123689	1557643	48_BCL11A	1	4	4	9.166667	4	1	7	.6854571	.7076435	.9814135	.4147544	.9767936	-.7030663	.7372129	.1361284	.8168525	.7730539	1.182066	.8917089	1.281552	.6001788	.7000902	.6289042	.3401199	-.2999338	.9042674	2.646619	1.482485	.8740081	.2681058	-.2052224	.581393	.8157657	.7068257	.6056978	.7876622	-.4873416
InsH2Bfabp_CD15_10dpf_VAST02_plate03_BCL11A_210118_B09	210118	3	NH593	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	1	1	2	15.783279	.4083552	.44396845	.510444	3.6632552	1	1	148															11	705428	1226	6026.5701	5389.9521	7388575	-120.7388	-7.26e+07	0	4430.255	1132602	1544663	48_BCL11A	1	5	4	7.483333	5	1	7	1.202508	.8243825	.8243825	.6800015	.5123707	.5285433	1.614666	.4630729	2.072525	1.900826	1.061503	.6090615	.3464131	-1.805684	-1.805684	-1.722564	-1.892371													
InsH2Bfabp_CD15_10dpf_VAST02_plate04_BCL11A_210118_B02	210118	4	NH608	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	.0227933	0	1	12.39419	.3062664	.28540829	.3062664	2.0264816	1	16	163															55	715426	4592	5438.1359	4721.6881	2.50e+07	87.87171	-3.35e+07	9	4246.616	1091285	1489245	48_BCL11A	1	5	4	8.7	5	1	7	.3834463	.3834463	.4211972	.5123707	.8193489	-2.097253	-.325661	-.4630729	.6895999	.1603423	.3784071	-.2230078	.3984173	-.6593401	-.6196566	-.3686102	-1.241867													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_BCL11A_210118_F06	210118	3	NH574	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	1	1	2	15.155935	.4083552	.25369626	.4083552	3.4294304	1	31	129	336011	4870	4447	4637	1598	69	1.590e+09	1	4583877	161949	138	317	200	97	60	772820	5680	5025.1217	4165.857	2.85e+07	337.8026	-1.20e+07	0	4372.885	1139645	1483428	48_BCL11A	1	5	3	5.783333	5	1	7	.9536166	.8743192	.3647771	.4532765	.433935	.4077554	2.692484	.4630729	1.734652	1.065556	.1532449	.4217567	.807541	-.543048	-.3122656	-.1812018	-.5375191	.7876622	.1637617	-1.000491	-.7876622	-.8445288	-1.423913	-1.272341	.353682	.3754618	.1637617	1.206455	.6554235	-1.165288
InsH2Bfabp_CD15_10dpf_VAST02_plate04_BCL11A_210118_F02	210118	4	NH612	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	1	1	2	10.098465	.2041776	.22198422	.3062664	1.4808904	1	20	167	285097	7705	5485	9121	2757	37	2.658e+09	1	2493137	114175	113	206	162	115	105	550438	8524	4608.307	4383.8915	3.93e+07	-339.0639	-8273655	15	3986.487	978100.9	1291768	48_BCL11A	1	5	4	8.966666	5	1	7	-.5384336	-.4402967	-.7076435	-1.502891	-.4147544	-1.181485	-.1787219	-1.407647	.2009159	.1603423	-.2268854	-1.107741	-.6001788	.0323492	.0971835	.1149349	-.3574176	-1.31953	-.4419345	1.546635	.3754618	.1225808	.581393	.247039	-1.070148	-.7601675	-.9512777	-1.070148	-.5574269	.0918348
InsH2Bfabp_CD15_10dpf_VAST02_plate03_BCL11A_210118_B03	210118	3	NH550	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	.0163484	0	1	14.737706	.3743256	.23784024	.3743256	1.8705984	1	7	105	400159	5482	4219	6053	2168	73	2.420e+09	2	5365369	188517	158	265	224	135	48	628528	4666	4690.0844	4631.548	2.19e+07	-552.6688	-3.36e+07	35	4349.828	1097491	1509836	48_BCL11A	1	5	3	3.65	5	1	7	.9001216	.4789918	.5586672	-.4532765	.358085	.7741385	-.2515118	.1361284	.4899012	.7730539	-.0160688	.3164856	-.0971835	-.7635067	-.5618862	-.4945539	-1.27786	1.034691	.6303658	-.3754618	-1.000491	0	-.8740081	-.6554235	.8157657	.9353781	1.165288	.0713874	1.482485	1.126007
InsH2Bfabp_CD15_10dpf_VAST02_plate03_BCL11A_210118_F05	210118	3	NH566	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	1	1	2	13.273903	.340296	.28540829	.340296	.4676496	1	23	121	528628	7241	5306	10481	3389	73	5.528e+09	1	4121983	161464	127	225	218	102	37	652260	2880	4255.2712	3675.8618	1.23e+07	152.374	-1.25e+07	0	4239.32	1044345	1433857	48_BCL11A	1	5	3	5.116667	5	1	7	.3462343	.0261137	.0784124	.8952951	-.3674455	-.9297163	1.154667	-.1765363	-.8507568	.4899012	.3784071	-.0163839	.0323492	-.976065	-1.057414	-1.021137	-.5755268	1.034691	1.546635	1.070148	.143141	2.047078	1.227826	.9197114	.0203805	.3320687	-.1534432	-.6938044	1.206455	-.7601675
InsH2Bfabp_CD15_10dpf_VAST02_plate04_BCL11A_210118_B03	210118	4	NH616	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	1	1	2	11.713975	.4083552	.58667259	.4083552	2.8058976	1	24	171	305674	5363	5574	4694	1721	57	1.508e+09	1	3622891	133381	139	220	165	113	168	663106	12624	3428.2769	3092.7986	4.33e+07	20.8046	3.73e+07	24	4129.379	1180079	1354483	48_BCL11A	1	5	4	9.25	5	1	7	-.0261137	1.101146	-.4402967		-.4924834	-1.386915	1.087999	.4630729	1.288844	1.065556	1.663793	-.4487739	.0971835	.7420377	.6196566	.1479871	1.207414	.1328539	-.1637617	-.5104216	.5104216	-.9353781	-1.369856	-1.18562	-.353682	-.2892923	.2052224	-.7876622	-.4988484	-.0509698
InsH2Bfabp_CD15_10dpf_VAST02_plate03_BCL11A_210118_F08	210118	3	NH590	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	1	1	2		.1020888	.17441618	0	.4676496	1	47	145															133	893899	10883	6000.7467	5295.8562	6.53e+07	-34.33317	-1.16e+07		4476.476	1262264	1599663	48_BCL11A	1	5	3	7.266667	5	1	7	1.406006	1.772034	1.318011	1.356862	1.589764	.2181168	.4601758	-2.008539	-.8507568	-2.490988	-1.033688		1.492822	.3464131	.3636371	.5319347	-.4637077													
InsH2Bfabp_CD15_10dpf_VAST02_plate04_BCL11A_210118_B01	210118	4	NH600	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	0	0	1	25.913458	.2041776	.28540829	.2382072	4.3647296	1	8	155															31	571965	2467	3428.4625	3384.0587	8458017	-326.3983	-6899117	26	3856.301	908417.1	1302131	48_BCL11A	1	5	4	8.116667	5	1	7	-.9814135	-.9536166	-.6420614	-.8952951	-1.065359	-1.341198	-.5614833	-1.407647	2.728131	-.3930704	.3784071	2.135996	-.4876378	-1.245622	-1.245622	-1.593219	-.27188													
InsH2Bfabp_CD15_10dpf_VAST02_plate04_BCL11A_210118_F01	210118	4	NH604	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	1	1	2	14.0097	.0680592	.23784024	.340296	.9352992	1	12	159	391061	4655	3232	8517	2541	84	3.235e+09	1	5330110	198999	136	287	218	124	31	676794	2540	4561.8594	4567.023	1.16e+07	-603.9341	-4.19e+07	27	4238.052	1098612	1467338	48_BCL11A	1	5	4	8.416667	5	1	7	.3278097	.498608	.2193353	-.9767936	.2842435	1.111886	.363392	-2.343412	-.3587993	.4899012	-.0160688	.1314431	.1788385	-1.245622	-1.211232	-1.170425	-1.48947	1.698407	.5337768	-1.145427	-1.698407	.6056978	.353682	.0203805	.7601675	1.145427	.1225808	.4988484	1.206455	.5337768
InsH2Bfabp_CD15_10dpf_VAST02_plate04_BCL11A_210118_F03	210118	4	NH620	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	10	1	1	2	12.39419	.6125328	.34883235	.5444736	2.4161896	1	28	175	424275	5893	5169	4983	1406	72	2.138e+09	1	5450458	172872	157	290	169	118	34	697658	3759	4494.8055	3935.5076	1.69e+07	82.22636	-1.62e+07	43	4152.989	1025923	1413819	48_BCL11A	1	5	4	9.516666	5	1	7	.0087037	-.0784124	-.0609627	.8441217	-.4727891	1.145992	.8091311	1.666864	1.051577	2.146324	.7683021	-.2230078	.2953298	-1.086135	-.7853335	-.7321905	-.6744897	.9512777	.8445288	-.1225808	-.0203805	-.353682	-1.227826	-1.546635	.8445288	.581393	1.052254	.5693691	-.3106094	.2681058
