filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	atp2a3_nwt	atp2a3_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_B03	201211	2	NH369	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	6.435088	15.823764	8.911081	7.7587488	12.626539	1	12	61	391490	6991	5481	6766	2803	56	2.457e+09	2	12448	2660	27	34	27	24	231	576464	17692	10606.981	9039.9341	1.88e+08	-139.0343	6.29e+07	204	3837.605	954623.7	1287820	40_ATP2A3	1	4	2	3.55	4	1	5	-.5510015	-.0639882	-.2985202	-.3253741	-.0639882	-.435715	-.0653232	-.1921572	-1.179761	1.00627	-.7916386	-1.179761	.1174013	1.63141	1.727309	1.722905	1.408853	.2733094	.4377901	.5691847	.1940281	.0772036	-.2334853	.6624353	-1.993984	-1.993984	-1.993984	-1.993984	-1.993984	-1.993984
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_B02	201211	2	NH362	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	0	0	1	16.041235	18.375984	6.0094301	6.1593576	16.991269	1	5	54															94	583048	8416	7875.4955	6976.9924	6.63e+07	-345.0023	-1.53e+07		4167.177	1014588	1453760	40_ATP2A3	1	4	2	3	4	1	5	.4074555	.2985202	.5810237	.0127893	.4637077	.837745	.1970991	.3029805	.1921572	.3406948	-2.18935	.8587541	.1885222	-.2364492	-.1174013	-.0591531	-.3340819													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_E05	201211	2	NH384	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	5.080375	15.34735	13.88987	2.5181904	14.886846	1	27	76																								3646.659	844714.7	1076526	40_ATP2A3	1	4	2	4.933333	4	1	5	-1.188354	-.8824176	-1.428802	-.3524647	-1.188354	1.556601	-1.793352	-.3533721	-.3917566	-1.088917	.6084982	-1.622194																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_B02	201211	3	NH427	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.9355504	1	2	18.126541	12.250656	18.075858	4.7301144	11.925065	1	21	119	423198	5568	4203	5911	2336	76	2.406e+09	1	5301537	182651	166	355	177	99	97	588744	7864	9232.8936	7845.8644	7.26e+07	-51.30463	-2.72e+07	42	4269.988	1063845	1407838	40_ATP2A3	1	4	3	9.35	4	1	5	.7742626	.6585199	.2454314	1.36114	.2454314		.9467818	-.9674216	-1.254876	-.1437292	1.13317	1.367628	.2364492	-.1885222	-.164727	.0591531	-.4350152	1.326678	.7112601	-.6624353	-1.19838	.0385731	-.6624353	.1548709	.8144545	.7618428	1.481544	2.423196	-.019283	-.6624353
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_G09	201211	2	NH416	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	8.5287354	9.6644064	15.190063	3.3349008	15.276554	1	10	108															139	428371	12000	10010.335	7650.8849	1.20e+08	964.8369	2.44e+07		3788.39	821701.1	1093169	40_ATP2A3	1	4	3	8.15	4	1	5	-.8452716	-1.188354	-1.241867	-.1411454	-1.685788	-.7267301	-.8305109	-1.337828	-.2780781	-.6820014	1.00627	-.5381461	-1.191022	.3094104	.5405975	.8315547	.652593													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_E07	201211	2	NH399	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	8.5287354	18.71628	10.560107	8.6094888	17.692743	1	42	91															140	497066	10983	10186.714	8400.754	1.12e+08	223.2028	459639	8	3780.251	883743.6	1289286	40_ATP2A3	1	4	2	6.483333	4	1	5	-.8824176	-.4354094	-.27188	-.4923825	-.920823	-.4059455	-.3881343	.4438613	.3280721	1.622194	-.2656923	-.5381461	-.4350152	.3340819	.3340819	.7044829	-.0234286													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_B03	201211	3	NH435	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.0139965	0	1	10.700959	15.381379	10.021002	3.3349008	15.12067	1	29	127	216394	5278	4653	3411	987	41	7.857e+08	1	2547464	100278	102	213	189	95	63	511048	5409	6596.8698	6218.675	3.57e+07	-695.2721	-3.01e+07	685	3739.321	833080.8	1199340	40_ATP2A3	1	4	3	9.95	4	1	5	-.960637	-1.002035	-.6427163	-1.045226	-1.428802	-.6574843	.1177699	-.3155015	-.3406948	-.6820014	-.4438613	-.1196481	-.260611	-.652593	-.652593	-.6744897	-.5405975	-.6866431	-1.281552	-1.122762	-.3957253	-1.768825	-1.281552	-1.768825	-1.053073	-1.19838	-1.281552	-.9271548	.5244005	-.8144545
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_B04	201211	2	NH375	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.7240506	1	2	8.4055797	14.054225	23.64132	4.2196704	17.848626	1	18	67	267387	5813	4730	10873	2925	46	2.740e+09	1	2326388	116708	114	202	163	98	188	443918	12806	8521.0057	7153.5488	1.09e+08	84.36204	2.38e+07	34	3591.548	803308.1	1092212	40_ATP2A3	1	4	2	4.166667	4	1	5	-1.36114	-1.36114	-1.299194	-.521468	-.3798165	.799651	-1.34979	-.5519941	.3661064	-.3029805	2.18935	-.5800146	-.9068503	.9068503	.6238741	.6744897	.5956607	-.3957253	-.6151411	-.4377901	-.2733094	.1548709	1.608653	.8144545	-1.37468	-.5244005	-.7618428	-1.19838	-.5024022	-.7363159
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_C02	201211	3	NH428	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	12.497471	16.844652	19.915156	3.8113152	16.679502	1	22	120	354154	5712	4601	9357	3351	62	3.280e+09	1	4133249	161905	128	278	165	120	141	561302	11324	9111.1521	7849.3668	1.03e+08	-177.3339	3292762	31	3689.806	972672.8	1284545	40_ATP2A3	1	5	3	9.433333	5	1	5	-1.045226	.0383762	-.3253741	.5510015	.0127893	-.4964666	-.1705427	.0238749	.1196481	-.5244005	1.465234	.1437292	.0703373	.3589585	.4350152	.5055002	.1174013	.5691847	.1548709	-.5691847	-.5244005	.7618428	1.053073	1.19838	.3543496	.5244005	-.2334853	.6151411	-.4377901	.1744161
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_B04	201211	3	NH442	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.022943	0	1	16.330029	17.729422	21.53247	1.6674504	17.53686	1	36	134	281731	7224	7240	7757	2503	39	2.047e+09	2	3901076	120435	150	226	182	102	125	617868	9102	7693.7232	7080.7765	7.00e+07	-653.8304	-1.38e+07	41	4376.323	1077318	1429760	40_ATP2A3	1	5	3	10.43333	5	1	5	1.090461	.809257	.3798165	-.27188	.27188	-.0136234	.8679592	.2410404	.2780781	-1.538979	1.833915	.8938006	.3840592	.2124247	-.0234286	-.011824	-.3094104	-.8694237	-.4806444	.7112601	1.481544	-.1940281	.2733094	.3543496	0	-.4377901	.5691847	-.5691847	.1940281	-.4806444
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_F02	201211	2	NH366	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.9519004	1	2	12.100252	14.870935	12.240844	9.2220216	18.472159	1	9	58															24	621741	1906	6199.1249	6701.6863	1.18e+07	-1684.335	-6.40e+07	2	4139.555	952739.6	1374476	40_ATP2A3	1	5	2	3.316667	5	1	5	.3253741	-.0896424	.1670294	-.6744897	-.4923825	.9178534	-.0915151	-.4703636	.5381461	1.902217	.2165341	.0238749	.4094043	-1.292276	-1.292276	-1.343082	-1.058737													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_F02	201211	3	NH431	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	0	0	1	7.2277028	12.659011	18.281986	3.40296	11.457415	1	25	123															113	310582	9591	5528.1218	4407.3833	5.30e+07	453.4198	2.52e+07	12				40_ATP2A3	1	5	3	9.641666	5	1	5								-.8587541	-1.465234	-.6374841	1.179761	-.7916386	-1.988748	-.0234286	.0938433	-.3000344	.6818606													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_H05	201211	2	NH387	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	13.454965	19.056576	7.4047595	4.083552	17.06921	1	30	79															34	558672	2972	9496.3085	8268.9862	2.82e+07	-305.8886	-8.04e+07	75	3978.658	959064.9	1339141	40_ATP2A3	1	5	2	5.183333	5	1	5	-.1411454	-.0383762	-.0127893	-.809257	-1.045226	-.8770955	.4741167	.5800146	.2165341	-.3917566	-1.538979	.3155015	.04687	-1.144693	-1.100698	-.9364207	-1.548528													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_F09	201211	2	NH415	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	8.282424	15.109142	10.893083	2.7563976	13.016247	1	9	107															183	578898	15279	11316.252	8589.6179	1.73e+08	1121.528	5.75e+07	475	3387.171	756428.5	1029870	40_ATP2A3	1	5	3	8.05	5	1	5	-2.162077	-1.871871	-1.802743	-1.951308	-2.568836	-1.924054	.2372021	-.4176672	-.9674216	-.8587541	-.2165341	-.6084982	.164727	.8054488	1.058737	1.343082	1.348275													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_F05	201211	2	NH385	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	12.592874	26.849354	8.6573847	5.0363808	10.600058	1	28	77	312610	5898	4496	8298	3164	53	2.762e+09	1	3854451	151900	110	258	201	145	108	514006	8669	11762.265	9836.4549	1.02e+08	41.1235	-3.95e+07	41	3926.391	951109.6	1330692	40_ATP2A3	1	5	2	5.05	5	1	5	-.3253741	-.1153556	-.0639882	.521468	-.0896424		-.1177699	1.833915	-1.718451	-.0716793	-.9299809	.2043305	-.2364492	-.0938433	-.0703373	.452452	-.7422367	.0578776	-.1548709	-.3957253	-.8694237	.2334853	.7112601	.9881546	-.0772036	.2733094	-1.053073	.019283	.9881546	1.608653
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_H02	201211	2	NH367	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	12.839186	16.878682	9.2282013	5.8190616	18.316276	1	10	59															147	476640	10808	8432.3179	7655.8562	9.11e+07	-619.2662	-4695750	21	3476.774	829282.6	1133364	40_ATP2A3	1	5	2	3.4	5	1	5	-1.503722	-1.045226	-1.002035	-1.685788	-.8452716	-1.773856	-.4164465	.0477635	.4972006	.1196481	-.7124431	.2533471	-.5956607	.4871272	.260611	.3248653	-.1410246													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_F03	201211	3	NH439	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.89057	1	2	6.8684004	15.755705	11.416332	6.1593576	14.029488	1	33	131	198520	5365	4066	6894	2195	37	1.424e+09	1	2682043	95749	127	222	148	93	152	371270	10898	9538.8331	7893.1499	1.04e+08	196.7466	3156008	46	3468.132	746409.6	980568.3	40_ATP2A3	1	5	3	10.21667	5	1	5	-1.588183	-2.162077	-1.951308	-1.241867	-1.951308	-2.136868	-.3324052	-.2287701	-.7124431	.3406948	-.0956362	-.9299809	-1.548528	.5270904	.3094104	.532558	.0938433	-1.122762	-1.481544	-.9271548	-1.608653	-.7112601	-.1940281	-.0772036	-.9881546	-1.37468	-.2733094	-.7112601	-1.053073	-1.020076
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_H03	201211	3	NH440	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	0	0	1	14.533517	19.873286	13.334909	1.8035688	16.289794	1	34	132															27	917616	2000	16259.961	11935.282	3.25e+07	1969.37	-1.53e+08	9				40_ATP2A3	1	5	3	10.29167	5	1	5								.6820014	0	-1.398694	.5244005	.5800146	1.727309	-1.24006	-1.24006	-.7351237	-2.599139													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_C01	201211	3	NH420	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.0292419	0	1	22.677704	8.9838144	14.254558	.0340296	12.938306	1	14	112	439625	5941	4541	7881	2838	74	3.582e+09	1	6124608	192217	166	307	188	135	54	696421	4002	8817.5015	7894.4832	3.53e+07	-526.2172	-6.55e+07	0				40_ATP2A3	1	5	3	8.6	5	1	5								-1.465234	-1.00627	-2.592656	.667016	2.18935	.7734564	-.8054488	-.8382877	-.7044829	-1.100698	1.087257	.9881546	-.313572	-.7112601	.8694237	.313572	.7618428	1.608653	.9881546	1.481544	1.238894	.4377901	1.19838
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_C04	201211	2	NH376	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.0385655	0	1	14.44021	17.695392	19.756596	3.9474336	19.4854	1	19	68															75	674958	6078	8006.3486	6967.2316	4.87e+07	-202.1997	-3.28e+07	0	4291.988	1092885	1522442	40_ATP2A3	1	5	2	4.233333	5	1	5	.8824176	.920823	1.090461	-.2454314	.1930258	-.3186394	-.0391761	.2165341	.8761429	-.4307273	1.337828	.5519941	.6238741	-.5003588	-.5136787	-.426407	-.5956607													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_F01	201211	2	NH358	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	12.592874	17.0148	9.9734341	5.8530912	24.551604	1	1	50	501656	5902	4773	7672	2032	85	3.871e+09	1	5365513	183845	165	280	184	116	111	600233	9783	8453.4956	7276.6063	8.27e+07	-133.799	-5194978		4002.26	1019642	1466680	40_ATP2A3	1	5	2	2.7	5	1	5	-.0639882	.3253741	.611579	.2454314	.960637	-.205788	.2776904	.0836517	1.622194	.167894	-.4972006	.2043305	.2849259	-.0585996	.1174013	.250906	-.2124247	2.423196	1.608653	-.3543496	-.2334853	1.19838	.1940281	-.4377901	.8694237	.8144545	1.281552	.6624353	.2733094	-.0385731
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_H03	201211	2	NH373	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.9846289	1	2	10.622383	25.862496	16.569537	4.1516112	13.63978	1	16	65	253265	6494	5723	10847	4277	39	2.954e+09	1	1890662	104177	95	185	147	116	165	466998	13666	10655.031	8492.6142	1.46e+08	579.0613	3.23e+07	12	3642.678	804818.4	1127712	40_ATP2A3	1	5	2	4	5	1	5	-1.241867	-1.299194	-1.090461	-2.162077	-1.090461	-.0408803	1.176029	1.622194	-.8247319	-.3533721	1.088917	-.1437292	-.6818606	.6818606	.8054488	.9737339	.8382877	-.8694237	-.8144545	.2334853	.4806444	.4806444	1.481544	2.423196	-1.481544	-1.122762	-1.481544	-1.37468	-1.122762	-.0385731
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_C08	201211	2	NH405	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.9954914	1	2	15.425456	18.307925	9.6563137	5.1724992	31.332523	1	48	97	439601	7090	5460	7573	2191	62	3.341e+09	1	5138068	211913	151	262	231	125	124	600610	10240	7314.8692	6194.9859	7.49e+07	51.72819	9644272	60	4225.788	1011567	1430493	40_ATP2A3	1	5	2	6.95	5	1	5	.6744897	.2191533	.4074555	1.188354	.4074555	2.546865	1.125407	.2656923	1.980752	-.0238749	-.6229257	.7279133	.3094104	.1885222	.2364492	.1543186	.2124247	.5691847	.9271548	.6624353	.1159498	.8144545	.1159498	-.1159498	.7618428	1.281552	.7112601	.1940281	1.768825	.5920066
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_C02	201211	2	NH363	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	12.100252	18.410014	10.544251	6.3635352	19.797166	1	6	55															41	514600	3763	6212.5528	6211.9318	2.34e+07	-1071.334	-4.22e+07	16	3737.97	945337.5	1323828	40_ATP2A3	1	5	2	3.1	5	1	5	-1.002035	-.1670294	-.1153556	-.7401917	-1.36114	-.1780348	.4450965	.3406948	.948535	.4176672	-.2905068	.0238749	-.2124247	-1.03844	-.9799662	-1.138967	-.8054488													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_D04	201211	3	NH444	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	0	0	1	17.647471	25.794437	20.422549	3.8113152	16.679502	1	38	136	463850	6103	4233	5957	2006	76	2.777e+09	1	6001882	214111	137	296	243	143	55	635362	5967	8645.5589	6994.274	5.16e+07	403.9044	-3.04e+07	0				40_ATP2A3	1	5	3	10.55833	5	1	5								1.538979	.1196481	-.5244005	1.622194	1.229064	.5136787	-.7577542	-.5679139	-.3498982	-.5679139	1.326678	1.053073	-.1548709	-1.053073	.2733094	-.5691847	-.5244005	1.37468	1.481544	.1940281	.8144545	1.993984	1.426077
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_C05	201211	2	NH382	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	13.947587	26.40697	10.924795	8.167104	18.861867	1	25	74	389929	8124	6006	8071	1981	48	3.017e+09	1	3732964	144556	117	260	193	121	55	539122	3184	7983.604	7585.4606	2.54e+07	-981.7997	-6.89e+07	31	3807.156	938967.3	1357953	40_ATP2A3	1	5	2	4.783333	5	1	5	-.7401917	-.2454314	.0896424	-.3798165	.3661064	1.204851	-.1441061	1.718451	.7593904	1.281552	-.1921572	.3917566	-.04687	-.7577542	-1.058737	-1.012455	-1.292276	-.2933812	.3957253	1.19838	.7618428	.5244005	.5691847	-.6151411	-.2334853	.0772036	-.5920066	.1159498	.6624353	.2533471
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_F06	201211	2	NH393	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2							36	85															152	757221	11080	9447.3167	8323.152	1.05e+08	-421.1918	-5120757		4196.651	1072862	1502524	40_ATP2A3	1	5	2	5.516667	5	1	5	.521468	.7742626	.809257	.1670294	.6427163	.435715	.5334097						1.144693	.5270904	.3840592	.5600113	-.1885222													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_F01	201211	3	NH423	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.028801	0	1	16.928866	3.9474336	12.859229	2.722368	18.550101	1	17	115															50	708364	4809	12270.973	10523.614	5.90e+07	-291.4099	-9.68e+07	3	4089.389	1032173	1432945	40_ATP2A3	1	5	3	9.033334	5	1	5	.1411454	.4354094	.4354094	.3524647	.521468		-.1970991	-2.18935	.5800146	-.8938006	.4703636	1.026275	.8382877	-.9068503	-.7422367	-.2023762	-1.727309													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_F03	201211	2	NH371	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.9330896	1	2	10.006604	16.810622	14.936367	6.5336832	15.276554	1	14	63	493014	6662	5211	8059	2320	74	3.902e+09	1	5673020	171995	177	320	159	128	21	649794	1406	6595.276	6692.2288	9272958	-1276.605	-6.64e+07	11	4190.113	983873	1409931	40_ATP2A3	1	5	2	3.85	5	1	5	.4923825	.1153556	.27188	.4074555	-.4354094		.9066662	-.0238749	-.2780781	.5244005	.8761429	-.2165341	.5405975	-1.408853	-1.475095	-1.543781	-1.144693	1.087257	1.281552	.4377901	-.0385731	1.281552	.5244005	.0385731	1.053073	.6624353	1.768825	1.541986	-.5920066	.8416212
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_C01	201211	2	NH356	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	9.5139812	0	12.684813	6.1933872	16.601561	1	48	48	246475	6012	4236	8389	2335	41	2.019e+09	2	2527014	109135	117	214	187	87	181	432662	13544	7543.7836	6577.3701	1.02e+08	-187.4841	2.89e+07	34	3806.222	833424.7	1123495	40_ATP2A3	1	5	1	2.5	5	1	5	-.7742626	-.960637	-1.138044	.0639882	.6744897	1.773856	-1.176029	-2.592656	.0716793	.3917566	.3406948	-.3155015	-1.100698	.7422367	.7734564	.4788077	.8054488	-.6866431	-.8694237	-.2733094	-.9881546	-.2334853	.8144545	.1159498	-1.122762	-.9271548	-.5920066	-.8694237	.3543496	-1.37468
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_H09	201211	2	NH417	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.0211986	0	1	14.932833	9.9366432	8.3402644	2.9265456	16.133911	1	11	109															41	612057	2574	7222.7988	7467.8925	1.86e+07	-1598.674	-7.33e+07		4125.565	1116377	1446732	40_ATP2A3	1	5	3	8.2	5	1	5	.2454314	1.241867	.521468	1.802743	.809257	.2617966	.3601299	-1.281552	-.1076344	-.7916386	-1.13317	.652179	.3589585	-1.03844	-1.191022	-1.234595	-1.348275													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_C06	201211	2	NH390	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.0326877	0	1	8.0361125	22.731773	10.417403	2.0077464	11.301532	1	33	82	371397	7007	5810	7936	2660	53	2.921e+09	1	4068218	151257	138	269	163	115	5	886616	288	9301.3264	8465.3265	2678782	-741.2366	-1.10e+08		4307.107	1153223	1538622	40_ATP2A3	1	5	2	5.333333	5	1	5	.960637	1.503722	1.241867	1.138044	.8452716	-.1229156	.5637612	1.067571	-1.538979	-1.337828	-.3406948	-.667016	1.63141	-2.599139	-2.599139	-2.595914	-1.988748	.0578776	.313572	.6151411	.5244005	.4377901	.3543496	.5244005	.2733094	.2334853	.2733094	.3749572	-.5024022	-.1548709
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_F07	201211	2	NH400	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.0125317	0	1	6.5582438	21.472678	7.1986313	7.996956	18.082451	1	43	92	297380	7253	6683	9574	3941	41	2.829e+09	2	3956927	143532	120	307	182	125	60	652706	5152	9588.2083	8722.9433	4.94e+07	-769.7373	-6.88e+07	9	4272.721	1046888	1478075	40_ATP2A3	1	5	2	6.566667	5	1	5	.809257	.5510015	.6427163	.960637	.7742626	1.924054	-.626099	.8938006	.4176672	1.13317	-1.718451	-1.067571	.5679139	-.6967148	-.6818606	-.4006481	-1.24006	-.6866431	-.2733094	.7618428	1.053073	.3543496	1.122762	1.768825	.0772036	0	-.4806444	1.238894	.1940281	.5920066
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_C07	201211	2	NH397	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	7.0508667	30.218285	11.987148	7.2483048	18.472159	1	40	89	301635	7357	5936	7473	2768	41	2.398e+09	1	3113921	137885	122	269	175	93	184	509908	13154	9845.4758	9142.6749	1.30e+08	-1026.318	2559857	31	3767.966	853088.7	1218136	40_ATP2A3	1	5	2	6.233333	5	1	5	-.920823	-.7742626	-.4923825	.6744897	-.2191533	1.004335	-.3049337	1.980752	.5381461	.8587541	.0956362	-.8416212	-.2849259	.8382877	.6818606	.9364207	.0234286	-.6866431	-.1940281	.8694237	.5691847	0	.0385731	.5691847	-.6151411	-.1548709	-.3543496	.3749572	-.2137151	-1.020076
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_H06	201211	2	NH395	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2							38	87															202	527364	16016	5474.9043	4236.29	8.77e+07	609.6602	6.34e+07	37	3445.746	877178.9	939400.9	40_ATP2A3	1	5	2	5.933333	5	1	5	-1.685788	-.4923825	-2.568836	2.568836	.5810237	.2901008	-2.153875						-.1174013	1.215176	1.24006	.3000344	1.548528													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_E04	201211	3	NH445	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	16.928866	22.11924	25.639178	2.1438648	12.860364	1	39	137	236296	6218	6364	6683	2132	38	1.527e+09	1	2722144	110941	113	228	168	106	78	621996	6196	8934.7607	8195.2049	5.54e+07	-777.111	-5.18e+07	34	4366.045	1097864	1522831	40_ATP2A3	1	5	3	10.61667	5	1	5	1.045226	.960637	1.138044	.4923825	1.685788	1.263188	.7941926	.9674216	-1.0467	-1.229064	2.592656	1.026275	.4350152	-.4094043	-.4871272	-.2265744	-.9068503	-.9881546	-1.053073	0	.9271548	-.6151411	-.313572	-.313572	-.9271548	-.8144545	-.8979152	-.4806444	-.3543496	-.3543496
