filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	ctbp2_nwt	ctbp2_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_H05	201002	1	NC241	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	0	0	1	5.5881098	1.1570064	.47568048	.4423848	.4676496	1	30	79	371156	6399	6265	4451	1285	58	1.725e+09	2	3642368	154640	143	200	172	137	66	699434	6032	10223.216	8970.4804	6.17e+07	496.6142	1.84e+07	0	3834.897	972418.5	1274885	14_CTBP2	1	5	2	5.683333	5	1	5	-1.021921	-.4255243	-.6567159	-.7291514	-.3336597	.4471567	-.1573107	1.412188	-.8238936	-.1763742	-1.253565	-1.959964	.3186394	.8276041	.8276041	.7456442	.7456442	-.0439901	-.0880656	.0880656	.5549229	-1.543098	-1.707553	-1.707553	-.5043221	.0880656	.0660118	-.8994349	-.4067242	.3829533
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_C01	201002	1	NC206	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	0	0	1	16.221812	.7146216	.57081658	.510444	1.4808904	1	44	44	595467	6924	5693	9832	3412	86	5.744e+09	1	6240660	229500	157	266	230	145	2	817873	79	5080.1266	6815.1288	401330	-1517.927	-2.27e+07	0	4294.191	1080129	1559662	14_CTBP2	1	5	1	3.066667	5	1	5	1.021921	.8871465	1.633934	.93019	1.301224	-.1346898	1.021921	.0263886	.7063026	.4676988	-.5680515	.9345893	1.030806	-1.150349	-1.150349	-1.789531	-.4784177	1.412188	1.543098	.5549229	.0880656	1.543098	.3128614	.4549811	1.205345	1.412188	.6607511	.5043221	1.937932	.7164975
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_C05	201002	1	NC237	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	12.768131	.510444	.6976647	.4083552	.8573576	1	26	75	334510	5869	6485	7747	2838	57	2.717e+09	1	5589127	161953	169	246	191	139									3	3885.805	972553.1	1280373	14_CTBP2	1	5	2	5.383333	5	1	5	-.8056329	-.3945408	-.6217734	-.2739918	-.2445328	.014921	-.5875741	-.5244005	-.1763742	-.4817269	.3318534	-.1130385						-.1101623	-.3593968	-.3128614	.7745655	-.5549229	-.4549811	-.1768208	.6607511	.1768208	1.205345	-.0219897	.4067242	.4549811
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_H09	201002	1	NC272	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	0	0	1	9.8597678	.8167104	.57081658	.4423848	.6235328	1	12	110															58	754760	4504	9858.8783	9995.3202	4.44e+07	-1355.304	-8362987	17	3998.185	1032921	1429984	14_CTBP2	1	5	3	8.1	5	1	5	-.3945408	.4255243	.6217734	1.071175	-.0427396	-.6193067	2.531313	.3500305	-.6744897	-.1763742	-.5680515	-.5533847	.6539285	.6953402	.7820069	.5628612	-.1293777													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_F08	201002	1	NC262	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	.6206202	1	2	4.315701	.7146216	.44396845	.340296	.2338248	1	2	100															45	395016	3120	7458.674	6474.6521	2.33e+07	1354.831	3296557	16	3744.932	800078.1	1088219	14_CTBP2	1	5	3	7.4	5	1	5	-1.301224	-1.534121	-1.301224	-1.447606	-1.123174	-1.510357	.7668313	.0263886	-1.126391	-.9345893	-1.554774	-2.575829	-1.839855	.5168467	.4610861	.2800857	.5201756													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_H02	201002	1	NC218	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	9.8597678	.9187992	.7928008	.2041776	1.0132408	1	7	56	458155	6942	6368	7673	2571	66	3.499e+09	1	6694345	221546	152	286	227	135	12	752667	496	8223.1573	8903.956	4078686	-1406.882	-3.85e+07	54	4107.462	1037437	1499160	14_CTBP2	1	5	2	3.916667	5	1	5	.1285329	.4887764	1.23748	1.178402	-.0998612	.3186394	1.534121	.768643	.1509692	-1.310579	.8238936	-.5533847	.5742636	-.2160518	-.5357877	-.7456442	-1.017694	.4307273	.6069868	.6069868	.7164975	.2669941	-.5043221	-.4549811	1.412188	1.205345	.4795057	.7164975	1.543098	.2669941
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_C03	201002	1	NC221	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	7.769382	.6465624	.44396845	.4083552	.5455912	1	10	59	374624	4995	4275	10163	3417	75	3.593e+09	1	4539797	154241	162	278	180	111	28	611218	2240	4619.2473	4987.5228	1.03e+07	674.0098	4224305	0	3826.428	915759.3	1280837	14_CTBP2	1	5	2	4.133333	5	1	5	-1.071175	-.8056329	-.5875741	-.5540488	-.8871465	-.9915265	.0427396	-.1723557	-.755415	-.4817269	-1.554774	-1.103063	-.4247038	.2160518	.2160518	-.1293777	.5628612	1.040203	-.0439901	-1.205345	-.9674216	.3128614	.5549229	.5549229	.0439901	0	.8994349	.6607511	-.0439901	-.6883569
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_F06	201002	1	NC247	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	10.768631	.4083552	.44396845	.4083552	.7014744	1	36	85	150923	5031	4712	13810	5463	30	1.907e+09	1	783443	48414	79	156	90	84	28	653094	2112	10560.73	8791.4885	2.23e+07	1093.94	-1.93e+07	1	3605.57	912678.8	1085004	14_CTBP2	1	5	2	6.1	5	1	5	-1.75333	-.8871465	-1.370745	.2445328	1.23748	.1046335	-1.534121	-.8798375	-.5244005	-.4817269	-1.554774	-.426148	-.0164917	.2160518	.1156944	.241944	-.437478	-1.412188	-1.543098	-1.040203	-.7745655	-1.301807	1.301807	1.707553	-1.707553	-1.707553	-1.707553	-1.707553	-1.937932	-1.543098
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_F02	201002	1	NC217	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	.9469089	1	2	6.2243142						6	55	394536	7891	6569	9634	3416	50	3.607e+09	1	3493203	146136	126	216	161	142	0	423598	0		3713.0997				0	3628.45	806403.5	1074238	14_CTBP2	1	5	2	3.833333	5	1	5	-1.633934	-1.447606	-1.447606	-.8871465	-1.301224	-1.150349	.0712713					-1.598193	-1.684395	-1.619856	-1.619856			-.529453	.1768208	1.301807	.8353711	.3593968	.2669941	.5043221	-.6069868	-.3128614	-.5549229	-.63364	-.7164975	.5549229
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_C07	201002	1	NC252	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	12.949903	.7826808	.6976647	.6125328	.9352992	1	41	90	397920	6632	5702	7892	2702	60	3.240e+09	2	5358145	139198	165	248	179	115									3				14_CTBP2	1	5	2	6.575	5	1	5								.2126769	.0125335	1.405072	.3318534	-.0125335						0	.2216821	.2669941	.1323128	-.0439901	-.3128614	-.3593968	.3128614	-.4549811	.9674216	.0439901	-.1545286	-.4549811
InsH2Bfabp_CD15_10dpf_VAST02_plate02_CTBP2_201002_E02	201002	2	NC283	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	0	0	1	21.636045	1.1570064	1.1892012	.6465624	2.6500144	1	23	121																							37	4587.154	1268814	1701392	14_CTBP2	1	5	3	9.583333	5	1	5	2.531313	1.904707	2.531313	1.534121	1.534121	-.4144133	.4569218	1.412188	2.326348	1.811911	2.053749	2.575829																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_C04	201002	1	NC229	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	0	0	1	19.039288	.6125328	.65009666	.4083552	.0779416	1	18	67															10	850626	480	11291.608	11498.937	5419972	-2105.111	-6.14e+07	5				14_CTBP2	1	5	2	4.827778	5	1	5								-.2806911	-1.554774	-.4817269	-.0250689	1.695398	1.088633	-.3535393	-.6539285	-.5201756	-1.789531													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_H08	201002	1	NC264	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	8.9509044	.8847696	.55496056	.510444	.7014744	1	4	102	279132	4897	3933	8909	3074	57	2.525e+09	1	3594155	125466	148	203	158	137	16	1070946	1568	6261.0491	5722.014	9817325	1249.679	-3146819	6				14_CTBP2	1	5	3	7.541667	5	1	5								.6175954	-.5244005	.4676988	-.7063026	-.7388468	1.458376	-.1156944	.0164917	-.166648	.241944	-.1101623	-.7164975	-1.412188	-1.412188	-.6607511	-.0439901	-.0439901	-.5549229	-.7745655	.2898515	-.7745655	-.9674216	.3829533
InsH2Bfabp_CD15_10dpf_VAST02_plate02_CTBP2_201002_D01	201002	2	NC275	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	0	0	1	14.690907	.6125328	.95136096	.1361184	1.8705984	1	15	113	332179	5110	4032	9859	3663	65	3.269e+09	1	5596367	177857	151	290	197	133	4	648178	176	5403.358	7410.8431	950991	-2059.39	-2.77e+07	14	4031.614	1003148	1454688	14_CTBP2	1	5	3	9	5	1	5	-.1573107	-.0142427	.8871465	-.1573107	.3336597	-.5485223	.7291514	-.2806911	1.598193	-2.17009	1.372204	.3718561	-.0825485	-.9500138	-.9244287	-1.504888	-.7952457	.3360381	-.4067242	-.8353711	-1.301807	0	.4067242	.8994349	.7164975	.4067242	.4067242	.7745655	.6069868	.2216821
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_H03	201002	1	NC226	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	15.76738	.6125328	.52324853	.510444	1.4808904	1	15	64	502939	7738	7099	5646	1472	65	2.916e+09	1	4950884	182060	149	245	209	119									0	4156.182	1044076	1353467	14_CTBP2	1	5	2	4.466667	5	1	5	.3036906	.5540488	.0427396	.2152846	.5540488	.0447762	-.3639316	-.2806911	.7063026	.4676988	-.9741139	.722479						.3360381	.8353711	1.205345	1.205345	-.3593968	-1.412188	-1.543098	.2216821	.5043221	.3593968	-.1323128	.8353711	-.2669941
InsH2Bfabp_CD15_10dpf_VAST02_plate02_CTBP2_201002_E01	201002	2	NC276	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	0	0	1	14.790123	.510444	.85622486	.4423848	1.6367736	1	16	114	571558	7938	6923	7557	2284	72	4.329e+09	2	6048609	221334	161	307	168	153	33	752913	1865	8452.9265	8738.251	1.58e+07	-936.588	-2.53e+07	2	4210.479	1018565	1443682	14_CTBP2	1	5	3	9.066667	5	1	5	.6217734	.1285329	.7668313	1.370745	1.071175	1.274797	-.8871465	-.5244005	.9741139	-.1763742	1.080319	.426148	.6136091	.3186394	.0494931	.0184321	-.697813	.7745655	1.301807	1.543098	1.040203	.8353711	-.6069868	-.6607511	1.118958	1.118958	.8045964	.9674216	-.5549229	1.118958
InsH2Bfabp_CD15_10dpf_VAST02_plate02_CTBP2_201002_D02	201002	2	NC282	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	0	0	1	21.040747	.8167104	.98307299	.5785032	2.4161896	1	22	120	17021	2128	1028	243	45	8	4114655.3	1	3831	1189	18	24	18	14	4	483864	368	8841.3832	11198.686	3253629	-4119.515	-6.07e+07	0				14_CTBP2	1	5	3	9.508333	5	1	5								.3500305	1.959964	1.103063	1.514102	2.17009	-1.21679	-.9500138	-.7379805	-.9576579	-1.630759	-2.375107	-2.375107	-1.937932	-2.375107	-2.375107	-2.375107	-2.375107	-2.375107	-2.375107	-2.375107	-2.375107	-2.375107	-2.375107
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_C06	201002	1	NC244	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	.8022578	1	2	4.4974737	.7146216	.47568048	.4423848	0	1	33	82	256110	5022	4050	7830	2608	51	2.013e+09	1	3911160	135361	134	258	172	99	146	495454	10789	8017.2857	7161.0988	8.65e+07	917.0476	6.01e+07	0	3852.175	829297.5	1151488	14_CTBP2	1	5	2	5.883333	5	1	5	-.93019	-1.301224	-1.021921	-1.534121	-1.447606	-1.274797	-1.021921	.0263886	-2.17009	-.1763742	-1.253565	-2.17009	-1.150349	1.684395	1.684395	1.017694	1.504888	-.3829533	-.8353711	-1.118958	-1.205345	-1.118958	-.4067242	-.4067242	-.2216821	-.6069868	-.1992013	.3360381	-.4067242	-1.25212
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_C02	201002	1	NC214	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	.5463202	1	2	14.858517	.510444	.74523275	.4083552	1.169124	1	3	52	355566	5735	5229	12678	3612	62	4.322e+09	1	3454919	154288	116	277	192	122	38	693006	2641	5270.7808	6057.9366	1.39e+07	-228.1895	-2172926	0	4090.462	954220	1341833	14_CTBP2	1	5	2	3.616667	5	1	5	.0712713	-.5875741	-.0712713	-.3336597	.1862194	.7713894	.3945408	-.5244005	.3718561	-.4817269	.6588377	.4537622	.2499428	.3888753	.3535393	-.0184321	.3576728	.1768208	-.1768208	-.4067242	-.4067242	.7745655	.9674216	.7164975	-.6607511	.0439901	-1.040203	.6069868	.4795057	-.1323128
InsH2Bfabp_CD15_10dpf_VAST02_plate02_CTBP2_201002_F02	201002	2	NC284	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	11.615203	.4764144	1.1892012	.3743256	1.2470656	1	24	122	288337	6007	5242	9086	3632	48	2.784e+09	1	4378828	146403	117	259	180	146									0	4024.336	902899.2	1259349	14_CTBP2	1	5	3	9.65	5	1	5	-.1862194	-.93019	-.6924793	.6217734	1.021921	.2564297	-.4255243	-.63364	.4676988	-.755415	2.053749	-.2147016						-.63364	-.6607511	-.2216821	-.3593968	-.4549811	0	.7745655	0	-.2669941	-.9674216	.4067242	-.0439901	.8669582
