filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	sirt1_nwt	sirt1_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_D09	201029	1	ND839	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.0708998	0	1	14.290467	1.191036	.3012643	.340296	1.0911824	1	10	59	455288	6598	5638	7013	2171	69	3.101e+09	1	5285679	209219	132	314	229	105	69	559824	5327	17617.555	14575.483	9.38e+07	1696.457	-1.07e+08	28	4058.221	1026730	1349190	24_SIRT1	1	3	2	7.2	3	1	5	-.1596785	-.1407598	-.1786546	.028063	-.028063	-1.06512	.9574387	.5564225	-.0407033	.6643075	-.0573726	-.0733112	-.2967378	-1.583387	-1.644854	-1.226528	-1.340755	.4077554	.4875067	.0541263	.0541263	-.4274319	-.8493556	-.9297163	.4077554	.8755128	-.172163	1.016582	1.047294	-.8364928
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SIRT1_201029_F04	201029	2	ND870	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	25.156504	1.8375984	.50739251	.5444736	2.5720728	1	41	90	343932	5291	4757	10063	4056	65	3.222e+09	1	5156522	167047	133	275	263	101	264	775306	21197	24273.668	22069.624	5.15e+08	-497.2269	1.18e+08	87				24_SIRT1	1	3	2	11.225	3	1	5								1.725621	1.514614	2.484125	1.035033	2.721761	1.008252	1.226528	1.583387	1.880794	1.427856	.2088922	-.3115327	-.9578677	-.8493556	-.3496269	.2926572	.8755128	.3688625	.0541263	-.0993463	.457263	1.755717	-.9578677
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_F01	201029	1	ND783	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	18.354007	1.4632728	.36468837	.4423848	1.7147152	1	3	3	570822	7135	6725	11978	4115	80	7.267e+09	2	8766700	251090	204	303	257	129	275	759438	20882	13170.432	11970.83	2.75e+08	325.1575	1.42e+08	0	4350.663	1146703	1513695	24_SIRT1	1	3	1	2.433333	3	1	5	.6744897	.698164	.7716892	1.589532	1.236109		.1895981	1.127005	.5281394	1.540754	.2652074	.8369914	.9027348	1.501086	1.52738	.5729675	1.713249	1.031816	1.257333	.5285433	1.145992	1.545182	.7263473	.9578677	1.846993	1.386915	2.687716	.823767	1.607642	.3305199
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SIRT1_201029_C02	201029	2	ND853	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.9884709	1	2	12.52561	.680592	.3964004	.2382072	1.2470656	1	24	73	292661	6806	6103	7517	2373	43	2.202e+09	1	3664272	117644	111	231	199	115	178	509692	13292	27602.964	22708.601	3.67e+08	2077.504	-4.66e+07	0	3962.253	910779.8	1219063	24_SIRT1	1	3	2	9.383333	3	1	5	-.539485	-.9046108	-.7971342	-1.469154	-1.738689	-.1560812	-.9574387	-.4277527	.1552511	-.2803347	.4578519	-.4637077	-.8778963	.2619846	.1763742	1.191816	-.5729675	-1.047294	-.7500287	.2738854	.6801605	-.8493556	-.5704901	-.6801605	-.4077554	-.7987068	-1.063027	-.8111733	.3210118	-.3400579
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_D07	201029	1	ND827	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	17.541299	.9868584	.3964004	.2382072	1.8705984	1	47	47	351158	6054	5696	5333	1808	58	1.886e+09	2	4464217	147373	152	243	175	117	153	805844	11592	17962.207	15982.477	2.08e+08	379.5959	-2.96e+07	4	4239.394	1069453	1424885	24_SIRT1	1	3	1	5.633333	3	1	5	.2168077	.1596785	.2168077	.9926193	.2456281	-.5971794	.0188479	.1800124	.7264997	-.2803347	.4578519	.5755268	1.191816	-.0417893	-.1425233	-.0250689	-.3142472	-.1084118	-.2366225	-.4274319	.1356647	-1.047294	-1.488228	-1.341198	-.0360744	-.2181168	.6026184	-.3979765	-.1630188	-.1813217
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SIRT1_201029_C01	201029	2	ND846	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.961826	1	2	18.152099	.8167104	.25369626	.2382072	1.0911824	1	17	66	336902	5105	4197	6688	2195	66	2.175e+09	1	4259299	156287	123	333	199	81	81	517545	5801	17696.301	16404.024	1.03e+08	-384.112	-1.46e+08	167	3951.372	1041893	1301607	24_SIRT1	1	3	2	8.766666	3	1	5	-.6511877	-.028063	-.3933922	-.2552792	.0655185	-.2957227	-1.522757	-.0978166	-.0407033	-.2803347	-.3337581	.7586667	-.717066	-1.427856	-1.52738	-1.095418	-1.790751	.2552097	-.3688625	-1.145992	-1.298124	-.8755128	-1.111886	-.8755128	-.1447705	-.1084118	-.5493959	1.257333	.3210118	-1.677088
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SIRT1_201029_H02	201029	2	ND858	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.6785714	1	2	11.032868	.3743256	.20612821	.170148	.6235328	1	29	78	294658	7366	6023	15941	4446	40	4.871e+09	1	2521985	113899	113	255	140	100									501	3847.332	862315.1	1150352	24_SIRT1	1	3	2	9.783334	3	1	5	-.9926193	-1.526579	-1.196906	-2.283719	-1.442172	-2.269206	-.8176907	-1.224459	-.7054673	-.9459858	-.659143	-.8369914						-1.257333	-.7263473	.7987068	.6353812	.7987068	1.755717	1.181485	-1.145992	-.8755128	-.9022831	-.090289	-1.095309	-1.016582
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SIRT1_201029_C05	201029	2	ND874	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.8510485	1	2	14.822136	.5444736	.20612821	.2041776	.779416	1	45	94	280297	5840	5842	15305	5896	48	4.249e+09	2	3152032	126744	112	294	140	104	143	519440	11760	36238.413	28287.546	4.26e+08	4124.802	-1.33e+08	12	3884.414	893328.9	1237561	24_SIRT1	1	3	2	11.51667	3	1	5	-.9331427	-1.055832	-.698164	-1.055832	-1.023715	-.0583267	-.3460258	-.7478586	-.4727891	-.6341637	-.659143	.0569997	-.6956203	-.1763742	-.0585214	1.583387	-1.583387	-.7030663	-.8493556	-.5079181	.3688625	.4672965	1.488228	2.297632	-.7263473	-.6134658	-.9578677	.6464536	-1.095309	-.8888183
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_H03	201029	1	ND800	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.9588508	1	2	13.013355	1.2250656	.34883235	.3062664	.3117664	1	20	20	423757	7434	5716	13472	4055	57	5.633e+09	1	4471013	158967	126	307	206	112	49	569288	3415	13653.888	11679.857	4.66e+07	1152.221	-7.88e+07	50				24_SIRT1	1	3	1	3.55	3	1	5								.6242437	-1.296494	.3748229	.1895354	-.2973049	-.1933732	-1.790751	-1.790751	-1.790751	-.9808501	-.1630188	.1813217	.8755128	.2088922	1.079027	1.181485	.8493556	-.0180343	-.0541263	-.4875067	.9022831	.4274319	-.5493959
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_A09	201029	1	ND824	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	9.1820172	.510444	.19027219	.2382072	1.0132408	1	44	44	330507	7345	4407	10265	2466	45	3.551e+09	1	3187437	127089	130	238	174	92	155	566145	11707	12736.314	11772.494	1.49e+08	125.2536	2.12e+07	134	3843.51	899489.8	1164647	24_SIRT1	1	3	1	5.133333	3	1	5	-1.023715	-.9926193	-1.089078	-1.416202	-.8496452	-.7431938	.1704431	-.8721677	-.1470192	-.2803347	-.8557124	-1.207414	-.2447285	-.0167116	-.1256613	-.5533847	.4399132	-.8888183	-.4274319	.7500287	-1.111886	-.090289	.3496269	-.5493959	-.6801605	-.5918413	-.3115327	-.5704901	-.1996854	-1.516091
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_H09	201029	1	ND843	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.070069	0	1	14.290467	1.0549176	.25369626	.2382072	.5455912	1	14	63	285423	6205	5028	8312	3220	46	2.338e+09	2	2363281	95100	98	209	157	115	244	634916	17635	20690.133	17277.527	3.65e+08	1578.204	9.32e+07	18	4049.829	984321.6	1373534	24_SIRT1	1	3	2	8.366667	3	1	5	-.2168077	-.3933922	-.0842775	-.539485	-.3235633	-1.174212	.2088229	.3315094	-.8721677	-.2803347	-.3337581	-.0733112	.2104284	.9944579	.9027348	1.158484	1.008252	-.8111733	-.7987068	-.2738854	-.4875067	-.7263473	-.2926572	.2181168	-1.181485	-1.181485	-1.545182	-1.257333	-.6915681	-.3400579
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_C02	201029	1	ND788	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.0481036	0	1	10.45913	1.871628	.06342406	.2722368	.8573576	1	8	8	571174	7140	5630	16727	5480	80	9.277e+09	2	5699075	230988	148	379	176	120	212	480732	16516	11880.281	10945.722	1.96e+08	245.5515	8.99e+07	16	3940.568	916088.3	1215220	24_SIRT1	1	3	1	2.75	3	1	5	-.6744897	-.8496452	-.8231059	-.583285	-.7467344	.5971794	-1.27303	1.845705	-.3748229	.0978166	-2.135996	-.920823	-.9808501	.717066	.7609839	-.0920395	.9808501	1.031816	1.298124	.5493959	.0180343	2.097253	1.956896	1.956896	.6353812	1.111886	.4077554	1.956896	-.1356647	-.0180343
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_D04	201029	1	ND806	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.1431584	0	1	9.5303206	.7146216	.31712032	.2722368	.7014744	1	26	26	440605	6994	7896	11980	2915	63	5.043e+09	1	3209979	145814	130	257	177	107	179	540338	13978	22047.649	19235.009	3.08e+08	624.1376	-1.46e+07	63	3938.559	942511.3	1289914	24_SIRT1	1	3	1	3.933333	3	1	5	-.698164	-.6282339	-.4547992	-.1596785	-.6627937	1.136341	-.0565706	-.3229234	-.5755268	.0978166	.0327722	-1.174338	-.4583978	.279319	.2447285	.8064212	-.1594259	.0631585	.3882355	.4274319	1.607642	.9022831	.7500287	.0180343	-.6353812	-.2738854	-.3115327	-.0090168	-.0993463	-.7500287
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_G06	201029	1	ND821	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	12.54895	.2382072	.34883235	.1020888	.4676496	1	41	41	248541	6904	6155	7347	2627	36	1.872e+09	1	2538079	100950	108	233	132	97	137	569907	9640	22634.976	18790.181	2.18e+08	1736.76	-9.29e+07	15	4147.781	1067135	1388219	24_SIRT1	1	3	1	4.883333	3	1	5	.028063	.1407598	-.028063	-.1030662	-.1218913	-.0973095	-.4689607	-1.540754	-1.025357	-1.31559	.1895354	-.4366879	-.1763742	-.3318534	-.5340118	.108835	-1.126391	-1.488228	-1.111886	.3496269	.7500287	-1.079027	-.5918413	-.3305199	-1.111886	-1.111886	-1.218533	-.7030663	-1.3637	-1.298124
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SIRT1_201029_F03	201029	2	ND863	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.1007862	0	1	16.659357	.170148	.28540829	.1020888	.3117664	1	34	83	533061	6422	5152	9280	2738	83	4.706e+09	1	6634147	192622	188	254	212	146	283	728402	22968	23882.749	20335.117	5.49e+08	1160.126	1.97e+08	126	4440.342	1132976	1580956	24_SIRT1	1	3	2	10.33333	3	1	5	1.023715	.583285	1.023715	1.196906	.0374211	.6684036	2.079254	-1.690622	-1.296494	-1.31559	-.1728808	.4456582	.7835004	1.790751	1.989313	2.128045	2.326348	1.257333	.9022831	-.1084118	-.4077554	.5918413	.0180343	-.1630188	.9578677	.4875067	1.846993	-.1356647	.6576059	1.386915
InsH2Bfabp_CD15_10dpf_VAST02_plate04_SIRT1_201030_G02	201030	4	ND947	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	21.949688	1.531332	.34883235	.4083552	2.5720728	1	20	167	628165	6612	5726	10439	3386	95	6.522e+09	2	8705573	262078	142	359	286	145	169	809238	12426	15061.156	14131.678	1.87e+08	-335.8541	-2329010	0				24_SIRT1	1	4	4	9.577778	4	1	5								1.296494	1.514614	1.241867	.1895354	1.802743	1.262784	.108835	.0250689	-.2447285	.0083555	2.022105	1.488228	.090289	.2366225	1.386915	.4373321	.4274319	1.755717	1.607642	.1904955	1.607642	2.297632	1.298124
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_A05	201030	3	ND905	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	12.466226	.3743256	.20612821	.2722368	.6235328	1	27	125	95896	3552	2779	17397	3929	27	1.794e+09	1	1401561	64664	104	234	99	70	132	390310	9104	11400.775	10437.551	1.04e+08	366.1416	1.08e+07	0	3902.313	868580.6	1090776	24_SIRT1	1	4	3	4.7	4	1	5	-.8496452	-1.416202	-1.659501	-1.023715	-.0467825	1.813418	-1.465234	-1.224459	-.7054673	.0978166	-.659143	-.4819097	-1.989313	-.4864239	-.7388468	-1.065463	.2619846	-1.956896	-2.097253	-2.097253	-2.097253	-1.111886	2.097253	.7741385	-1.755717	-1.755717	-1.277463	-.6464536	-1.956896	-1.846993
InsH2Bfabp_CD15_10dpf_VAST02_plate04_SIRT1_201030_A03	201030	4	ND949	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.1333687	0	1	8.2772515	.3743256	.19027219	.2722368	.779416	1	22	169	105890	2302	2352	1064	315	46	1.123e+08	2	5361470	164137	165	465	142	98	184	365618	13035	15320.409	14315.183	2.00e+08	-293.3017	5430673	792	3693.467	828684.4	1005242	24_SIRT1	1	4	4	9.733334	4	1	5	-1.659501	-2.082318	-2.283719	-2.082318	-1.089078	-1.720887	-.9876823	-1.224459	-.4727891	.0978166	-.8557124	-1.441829	-2.713052	.3406948	.108835	-.0585214	.1256613	-.8111733	-1.956896	-2.297632	-2.297632	-2.687716	-2.687716	-2.687716	.4672965	.0180343	1.095309	2.687716	-.9867994	-1.199803
InsH2Bfabp_CD15_10dpf_VAST02_plate04_SIRT1_201030_G01	201030	4	ND941	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	15.847939	.8847696	.14270414	0	2.1044232	1	14	161															232	729458	17287	19930.963	17403.104	3.45e+08	670.7401	6.96e+07	70	4122.157	1075748	1431240	24_SIRT1	1	4	4	8.85	4	1	5	-.028063	.2168077	.2359998	.0842775	-.2359998	-.1757821	.8715413	.0244176	.920823	-2.336206	-1.292805	.3058219	.8064212	.853588	.8778963	1.095418	.8064212													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_A06	201030	3	ND908	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.6573625	1	2	9.1463241	.170148	.19027219	.170148	.6235328	1	30	128	177900	7116	5970	8801	2939	25	1.514e+09	1	1506933	74784	88	175	149	128										3795.575	794635	1027328	24_SIRT1	1	4	3	5.866667	4	1	5	-1.236109	-2.67546	-2.082318	.1218913	.539485	-2.662688	-1.154927	-1.690622	-.7054673	-.9459858	-.8557124	-1.241867						-2.097253	-1.677088	.5079181	.5704901	-1.341198	-.1084118	.0360744	-1.677088	-1.545182	-1.846993	-1.715078	-.8111733	.2832589
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_C04	201030	3	ND900	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	21.624575	2.211924	.44396845	.510444	3.3514888	1	22	120	567544	7184	6059	10921	3295	79	6.163e+09	2	7554739	239788	151	287	230	182	270	909076	20221	14647.271	13745.789	2.96e+08	-294.0456	1.17e+08	59	4523.595	1475144	1705744	24_SIRT1	1	4	3	4.366667	4	1	5	1.526579	2.67546	2.082318	2.283719	2.283719	1.720887	-1.655889	2.336206	2.2266	2.000424	.7109355	1.725621	1.880794	1.427856	1.340755	.717066	1.340755	.9867994	1.181485	.6134658	.6576059	1.181485	.4672965	.2738854	1.341198	1.218533	.5599118	.5704901	1.128775	2.687716
InsH2Bfabp_CD15_10dpf_VAST02_plate04_SIRT1_201030_C02	201030	4	ND943	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	16.751902	.8847696	.14270414	.0680592	.3117664	1	16	163	361729	6459	5267	10439	3307	56	3.864e+09	1	3672490	132704	158	242	157	126	141	575846	10113	14524.586	14466.304	1.47e+08	-1267.583	-5.13e+07	18	4317.186	1116571	1433812	24_SIRT1	1	4	4	9.25	4	1	5	.5179723	.4966967	.274654	.1786546	.4341506	-.316085	-.6221632	.0244176	-1.296494	-1.690622	-1.292805	.4637077	-.108835	-.2189787	-.3853205	-.5927726	-.612813	-.2181168	-.1630188	-.0541263	-.3115327	.1447705	.4373321	.2926572	-.3688625	-.4875067	.9022831	-.457263	-.6915681	.2366225
InsH2Bfabp_CD15_10dpf_VAST02_plate04_SIRT1_201030_C03	201030	4	ND951	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	15.508953	.9868584	.52324853	.2722368	1.6367736	1	24	171															136	526529	10150	12027.781	11155.586	1.22e+08	145.2238	1.03e+07	39	4052.832	1040786	1393617	24_SIRT1	1	4	4	9.916667	4	1	5	-.1786546	-.0655185	.028063	-.3532773	-1.29875	-1.136341	.2475129	.1800124	.4366879	.0978166	1.107741	.2132027	-.5927726	-.367383	-.367383	-.9027348	.2447285													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_F05	201030	3	ND907	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.1546717	0	1	15.099251	1.020888	.34883235	.0680592	.3117664	1	29	127	507479	6952	5696	13242	4605	73	6.225e+09	1	6402105	211114	163	265	229	123	42	406654	2982	9472.4973	10500.083	2.82e+07	-1635.979	-6.64e+07	9	4303.465	1076107	1455974	24_SIRT1	1	4	3	4.9	4	1	5	.4756435	.2359998	.3933922	-.7222362	.2168077	-.4846749	2.672948	.2634448	-1.296494	-1.690622	.1895354	.1552511	-1.713249	-1.932212	-2.128045	-2.128045	-.8297738	.6576059	.7263473	.3688625	.1356647	1.257333	1.079027	1.257333	.823767	.9022831	1.001579	.2459055	1.047294	.1356647
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_C03	201030	3	ND893	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.8722843	1	2	17.961235	1.1229768	.52324853	.3062664	1.7926568	1	15	113	437767	5837	4621	11455	3568	75	5.086e+09	1	4454874	193916	127	274	177	143	131	520807	9687	15417.108	13855.947	1.49e+08	345.7066	-3.29e+07	127	3958.198	958242.5	1259049	24_SIRT1	1	4	3	3.95	4	1	5	-.6056064	-.4966967	-.539485	-.0467825	-.4966967	1.255486	0	.4099833	.6341637	.3748229	1.107741	.7371371	-.6744897	-.5340118	-.4770404	-.5340118	-.367383	.7863633	.3115327	-.5285433	-.9578677	.9297163	.6801605	.5918413	-.0541263	.5285433	-.4274319	.3979765	-.0993463	1.111886
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_G08	201030	3	ND929	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.0658417	0	1	14.068937	1.4292432	.17441618	.3743256	1.7926568	1	2	149	398233	5771	5224	8443	3109	69	3.121e+09	1	4892377	181824	145	249	223	120	198	665616	13237	16190.088	15441.867	2.14e+08	-754.1187	-9384115	115	4619.106	1178420	1578803	24_SIRT1	1	4	4	7.616667	4	1	5	1.941161	.9926193	.9926193	.6511877	.3137231	-.9674216	1.827204	1.025357	.6341637	.9982012	-1.077973	-.1141853	.367383	.612813	.1594259	.0585214	-.108835	.4077554	.0360744	-.6134658	-.3496269	-.3882355	-.2366225	.1447705	.2552097	.3115327	.2552097	-.2366225	.9436985	-.0180343
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_A08	201030	3	ND923	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.0676518	0	1	12.237267	1.191036	.60252861	.340296	1.4029488	1	45	143	428536	5102	5911	8326	2193	84	3.561e+09	1	4789331	202408	146	245	182	139	36	629912	3045	12178.156	10787.365	3.71e+07	730.4294	-6.51e+07	94	4172.621	1044525	1419173	24_SIRT1	1	4	3	6.933333	4	1	5	.1030662	.0093532	.1976952	-.3137231	-.3235633	.6929004	.1228124	.5564225	.2803347	.6643075	1.351702	-.5095174	.1763742	-2.128045	-1.989313	-1.989313	-.7835004	1.3637	.1996854	-1.181485	.4672965	-.0360744	-.2738854	-.9022831	.1630188	.7500287	.3020815	-.3305199	-.0541263	.7741385
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_E04	201030	3	ND902	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.8201566	1	2	13.611019	.8167104	.38054438	.2722368	.6235328	1	24	122	309493	6316	5211	15657	5479	49	4.869e+09	1	3526282	146626	138	259	190	106	134	515928	9479	14798.962	15225.02	1.40e+08	-1889.172	-7.78e+07	367	4076.307	993936.8	1322767	24_SIRT1	1	4	3	4.5	4	1	5	-.0842775	-.3532773	-.2941324	-.7971342	-.3632503	.1757821	-.4901042	-.0978166	-.7054673	.0978166	.3424315	-.1717471	-.7609839	-.4215776	-.5927726	-.6744897	-.9541653	-.6134658	-.6134658	-.1996854	-.3688625	.7741385	1.545182	1.846993	-.5079181	-.2552097	.0541263	.0180343	.1174861	-.7987068
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_E07	201030	3	ND920	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.0626899	0	1	8.4594479	1.020888	.14270414	.340296	.9352992	1	42	140	555027	6530	6142	7010	2070	85	3.834e+09	1	6829259	251609	170	335	184	164	53	694146	4471	12953.366	12775.076	5.79e+07	-841.6397	-9.61e+07	4				24_SIRT1	1	4	3	6.7	4	1	5								.2634448	-.2550282	.6643075	-1.292805	-1.397252	.5729675	-1.713249	-1.713249	-1.713249	-1.191816	1.43573	1.079027	.0360744	.7263473	.1084118	-.9022831	-1.111886	.9867994	1.43573	1.199803	1.341198	-.0090168	2.297632
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_C02	201030	3	ND887	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	12.809664	.8167104	.3012643	.2382072	.9352992	1	9	107	289279	8766	5702	9844	3256	33	2.844e+09	1	2818038	111690	117	239	135	114	106	538932	8641	18050.134	15932.454	1.56e+08	526.5948	-8.05e+07	89	4191.23	1012808	1329586	24_SIRT1	1	4	3	3.25	4	1	5	.1786546	-.2168077	-.274654	.1030662	.3532773	.822394	-.8715413	-.0978166	-.2550282	-.2803347	-.0573726	-.3487557	-.4958504	-.8902469	-.853588	-.4583978	-1.036433	-1.545182	-.7741385	1.488228	.1630188	-.4875067	.1630188	.2366225	-.9578677	-.9578677	-.7620282	-.5389403	-1.257333	-.4274319
InsH2Bfabp_CD15_10dpf_VAST02_plate04_SIRT1_201030_E01	201030	4	ND939	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.0584884	0	1	19.011809	1.3271544	.77694478	.340296	2.1044232	1	12	159															275	871466	20042	16373.578	15105.946	3.28e+08	-173.9415	1.13e+08	11				24_SIRT1	1	4	4	8.694445	4	1	5								.7159439	.920823	.6643075	1.759861	1.025357	1.52738	1.501086	1.226528	.9281431	1.300781													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_E02	201030	3	ND889	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.0672011	0	1	17.846756	.9528288	.44396845	.2382072	.779416	1	11	109	433691	5941	6011	14090	4197	73	6.202e+09	1	4366734	183649	147	222	204	128	214	633304	15665	21588.848	20310.791	3.38e+08	-1105.049	-1.26e+07	51	4310.625	1175728	1539265	24_SIRT1	1	4	3	3.366667	4	1	5	.4966967	.9624554	.8496452	-.1407598	.9331427	1.213847	1.118958	.1223809	-.4727891	-.2803347	.7109355	.6847424	.1933732	.7388468	.612813	1.008252	-.1425233	.6576059	.2738854	-.4472753	.6134658	1.218533	1.386915	.9867994	-.0721959	.3496269	.3688625	-1.047294	.3979765	.2832589
InsH2Bfabp_CD15_10dpf_VAST02_plate04_SIRT1_201030_E03	201030	4	ND953	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.8112069	1	2	9.9721816	.3743256	.26955227	.2041776	.8573576	1	26	173																								3972.598	866875.9	1115794	24_SIRT1	1	4	4	10.03333	4	1	5	-.4756435	-1.469154	-1.526579	-1.236109	-2.082318	-.7954417	-.2475129	-1.224459	-.3748229	-.6341637	-.2737019	-1.082071																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_G03	201030	3	ND897	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.0854586	0	1	14.526854	.7146216	.44396845	.2041776	1.169124	1	19	117	509962	6710	5689	16365	4651	76	8.188e+09	1	4739575	198114	147	249	210	123	167	517260	12759	13463.233	12681.298	1.72e+08	-221.0301	2.02e+07	83				24_SIRT1	1	4	3	4.183333	4	1	5								-.3229234	.0569997	-.6341637	.7109355	.0407033	-.7388468	.0920395	.0585214	-.3853205	.4215776	.8623604	.7500287	.1356647	.1084118	1.677088	1.846993	1.386915	.1447705	.6576059	.3688625	-.2366225	.5285433	.1356647
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_A09	201030	3	ND931	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.0713902	0	1	17.846756	.4764144	.28540829	.170148	.9352992	1	4	151	489230	6611	6126	7602	2384	74	3.478e+09	1	5865812	201893	149	267	212	140	119	707464	9761	13843.255	13367.691	1.35e+08	-651.5672	-3.44e+07	38				24_SIRT1	1	4	4	7.825	4	1	5								-.9717622	-.2550282	-.9459858	-.1728808	.6847424	.612813	-.6956203	-.4583978	-.7388468	-.3853205	.7381362	.6353812	.0721959	.7030663	-.1447705	-.5493959	-.6576059	.7030663	.7030663	.4373321	.2926572	.6576059	.8755128
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_E03	201030	3	ND895	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.1200403	0	1	17.0454	1.361184	.53910454	.3062664	1.94854	1	17	115	605919	11432	8488	10929	2640	53	6.618e+09	1	5423427	196215	136	265	208	137	161	769044	12448	14544.917	14205.581	1.81e+08	-939.3654	-1.04e+07	18				24_SIRT1	1	4	3	4.072222	4	1	5								.8254945	.8028215	.3748229	1.203564	.5002726	.9281431	.0417893	.0417893	-.2967378	-.1256613	-.3688625	1.386915	2.687716	2.097253	1.43573	.4875067	-.3115327	.5079181	.6353812	.0090168	.2459055	.4976865	.7263473
