filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	plin1_nwt	plin1_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_B02	201023	2	ND454	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	0	0	1	12.02117	.5785032	.47568048	.3062664	1.0911824	1	10	59	372654	6425	5219	15571	5433	58	6.126e+09	1	3814146	164299	126	217	206	137	71	543294	5264	22727.294	20141.736	1.20e+08	-95.63282	-1.50e+08	9	3964.009	960874.3	1309488	22_PLIN1	1	5	2	2.383333	5	1	5	.0417893	.1537869	.1820346	1.313873	1.136959	1.178402	-.2389929	-.0681677	.3619474	.2759211	.8572543	.4059455	0	-.8581591	-.9674216	-.7972819	-1.528305	.3707237	.4032736	.1210967	-.3707237	.9836224	.8899477	1.26794	.0604375	.6463197	-.3545969	-.6463197	.9357584	.762464
InsH2Bfabp_CD15_10dpf_VAST02_plate03_PLIN1_201023_H01	201023	3	ND509	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	.9317617	1	2	8.5393837	.1361184	.41225642	.2722368	1.0132408	1	16	114	431129	5323	4707	14775	5775	81	5.933e+09	1	5297393	207568	127	281	207	151	91	521626	6331	20590.139	18246.428	1.30e+08	-203.5581	-9.25e+07	214	3876.061	865799.3	1189560	22_PLIN1	1	5	3	8.25	5	1	5	-.2967378	-.4770404	-.3554904	-.1256613	-.2967378		1.191816	-2.019086	.1504181	-.0681677	.2337006	-.7267301	-.2622828	-.6124654	-.6835603	-.6124654	-.9223964	1.605273	.9357584	-.8899477	-.6839988	.8899477	.7226751	1.338533	.9836224	1.203157	-.2595891	.8899477	.9836224	1.416509
InsH2Bfabp_CD15_10dpf_VAST02_plate03_PLIN1_201023_F01	201023	3	ND507	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	.7645764	1	2	13.337028	.4764144	.44396845	.3062664	1.4808904	1	14	112	417742	8525	6608	12162	4394	49	5.375e+09	2	5394087	198307	130	303	183	153	84	739070	5251	16826.818	17146.416	8.84e+07	-2789.14	-1.08e+08	169	4329.835	1104070	1540985	22_PLIN1	1	5	3	8.083333	5	1	5	1.545513	1.459439	1.914506	.3259735	1.191816	1.370745	2.128045	-.5912576	1.233495	.2759211	.5912576	.7267301	1.364489	-.6835603	-1.014499	-.9674216	-.9674216	-.3545969	.8459325	1.726056	.7226751	.6095368	.1210967	.4032736	1.086838	1.086838	-.1058988	1.376475	.2284748	1.504199
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_B06	201023	2	ND479	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	0	0	1	10.318968	.5785032	.31712032	.4083552	.7014744	1	35	84	167335	3415	2942	3309	1172	49	5.676e+08	1	2615662	111775	126	209	159	106	57	461290	5041	13096.877	10185.252	6.60e+07	933.9583	4.05e+07	9	3842.977	852355.9	1154569	22_PLIN1	1	5	2	4.216667	5	1	5	-.4460577	-.6061059	-.5404469	-.6061059	-.4460577	1.301224	.6744897	-.0681677	-.5432517	1.394908	-.5912576	-.0408803	-.6124654	-1.171546	-1.063939	-1.294762	.3224307	-.3545969	-1.504199	-1.879026	-1.879026	-1.879026	-2.095297	-2.095297	-.8899477	-.9357584	-.3545969	-.8459325	-.6278221	-.7828164
InsH2Bfabp_CD15_10dpf_VAST02_plate03_PLIN1_201023_F02	201023	3	ND515	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	0	0	1	9.9101391	.6465624	.34883235	.2041776	.8573576	1	22	120	391224	6019	5365	10204	3348	65	3.902e+09	1	4528279	174686	143	268	195	110	4	283408	400	12760.042	18475.668	5104017		-2.23e+08	128	4005.023	973928.8	1394140	22_PLIN1	1	5	3	8.683333	5	1	5	.1537869	.2677537	.8219399	.1256613	.0696849	.2445328	.1537869	.2337006	-.1918929	-.8572543	-.2477242	-.2337006	-2.114381	-2.527302	-2.527302	-2.527302	-2.114381	.9594156	.5735608	-.2440025	-.1515802	-.0604375	-.338562	-.2752391	.6839988	.8034983	.4697212	.5558502	.5558502	-.4529255
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_F04	201023	2	ND470	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	.8710728	1	2	8.3548881	.1361184	.20612821	.0680592	.1558832	1	26	75	586653	7333	6840	10896	3128	80	6.249e+09	1	5231954	197269	150	312	171	117	68	669096	4512	12873.723	13927.327	5.81e+07	-3295.685	-5.90e+07	16	3876.348	967065.1	1334132	22_PLIN1	1	5	2	3.616667	5	1	5	-.2677537	.2104284	.2967378	.2677537	-.1256613	.5540488	-.4614937	-2.019086	-2.019086	-2.546865	-1.711675	-.8770955	1.063939	-1.063939	-1.171546	-1.441564	-.5780677	1.458952	1.605273	.6463197	.8899477	1.033853	-.2440025	-.4362566	.9357584	1.033853	.8034983	1.504199	-.1668731	-.1058988
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_D08	201023	2	ND491	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	.9721698	1	2	8.8786427	.4423848	.41225642	.2382072	.779416	1	47	96	188979	5906	5080	14304	5160	32	2.860e+09	1	2066720	77324	86	229	151	123	181	449676	14625	13895.513	12188.984	2.03e+08	-412.7218	1.29e+08	28	3736.856	822598.3	1166337	22_PLIN1	1	5	2	6.633333	5	1	5	-.8219399	-.9899016	-.4770404	.0976349	-1.763728	.3945408	.0976349	-.7810338	-.3911963	-.4964666	.2337006	-.6240287	-.7972819	.8791677	1.063939	-.1155036	1.528305	-1.504199	-1.338533	-.3707237	-.4362566	-.5383123	.5383123	.9357584	-1.338533	-1.726056	-1.879026	-.2595891	-1.059974	.2284748
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_D04	201023	2	ND468	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	.7042346	1	2	10.05709	.3743256	.45982446	.2722368	.9352992	1	24	73	227141	7571	5541	19805	6671	30	4.112e+09	1	2077385	83845	105	208	138	108	71	464778	6352	20361.468	16651.45	1.29e+08	1275.45	-5.45e+07	27	3855.133	893209.3	1263326	22_PLIN1	1	5	2	3.5	5	1	5	-.4154975	-.2389929	-.0696849	-.9454201	.6399237	-.3639316	-.5084881	-1.004335	-.0136234	-.0681677	.7267301	-.1642108	-.5443409	-.8581591	-.6476036	-.6476036	-.5443409	-1.605273	-1.086838	.762464	0	.1515802	1.726056	1.726056	-1.26794	-1.338533	-1.172581	-.9126136	-1.504199	-.5914531
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_F05	201023	2	ND476	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	8.4858267	.4423848	.28540829	.2722368	.779416	1	32	81	784987	9235	8520	6747	1968	85	5.376e+09	2	8510335	228041	207	314	237	141									39	3676.591	924940.8	1045990	22_PLIN1	1	5	2	4.016667	5	1	5	-.9454201	-.0696849	-1.313873	2.539185	.9454201	-.2445328	-1.191816	-.7810338	-.3911963	-.0681677	-.9820262	-.7626835						1.726056	2.095297	2.095297	2.095297	.6463197	-1.086838	-1.203157	1.879026	1.416509	2.095297	1.726056	1.726056	.86773
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_D02	201023	2	ND456	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	.8089314	1	2	15.425575	1.1229768	.36468837	.1361184	1.558832	1	12	61	671656	11194	8384	11281	3334	60	8.079e+09	1	6311649	261942	153	313	189	157	92	698276	7372	25451.361	25409.635	1.88e+08	-3011.695	-2.11e+08	15	4393.081	1184954	1580089	22_PLIN1	1	5	2	2.516667	5	1	5	2.128045	2.128045	2.539185	1.644854	1.459439	.6924793	.5729675	1.51239	1.431895	-1.556601	-.1504181	1.470951	1.230818	-.5780677	-.5112223	-.2030698	-1.899709	.5037205	1.879026	2.51073	1.879026	1.726056	-.0302049	-.3067468	1.203157	2.095297	.9357584	1.605273	.4032736	1.605273
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_F06	201023	2	ND482	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	13.592434	.6465624	.4915365	.3062664	.8573576	1	38	87	352738	6916	5667	15901	4522	51	5.404e+09	1	2851834	129473	120	232	155	113	147	579988	12339	17869.394	15763.75	2.20e+08	-266.1988	5.84e+07	30	4139.813	1002565	1368495	22_PLIN1	1	5	2	4.416667	5	1	5	.6399237	.6061059	.5729675	.4770404	.0976349	.4255243	-.6744897	.2337006	-.1918929	.2759211	.9388143	.837745	.2622828	.144561	.3837693	.1737411	.5112223	-.0755727	.0907253	.4362566	.1210967	.6839988	1.033853	.5037205	-.762464	-.3707237	-.5383123	-.1515802	-.8459325	-.3545969
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_D05	201023	2	ND475	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	.9770008	1	2	7.7001948	.4764144	.45982446	.2722368	.3117664	1	31	80	407169	8483	10707	11270	3667	48	4.771e+09	1	3533986	156162	131	278	155	108	138	449764	10321	21535.704	18762.418	2.22e+08	189.5579	-1.33e+07	135	3631.343	828475.1	1136505	22_PLIN1	1	5	2	3.933333	5	1	5	-1.191816	-.9027348	-.7098812	-.8219399	-1.250516	.8456872	-.8616341	-.5912576	-1.51239	-.0681677	.7267301	-1.027154	-.7582926	-.0576556	-.0865434	.2030698	-.2622828	-.4697212	.6839988	1.605273	2.51073	.4697212	-.0604375	-.0604375	-.1210967	.4697212	-.0302049	.762464	-.8459325	-.5914531
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_B05	201023	2	ND473	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	0	0	1	10.973661	.4423848	.53910454	.3062664	1.169124	1	29	78	359384	6781	6475	12116	4690	53	3.674e+09	1	4693716	163930	141	294	157	124	49	508128	3840	15373.68	14206.02	5.90e+07	-1094.113	-6.49e+07	37	3934.513	903422.6	1283947	22_PLIN1	1	5	2	3.816667	5	1	5	-.0976349	-.1537869	-.0417893	.7461852	-.5729675	1.021921	.7098812	-.7810338	.5432517	.2759211	1.177163	.2617966	-.3837693	-1.328818	-1.364489	-1.364489	-.6835603	.045316	.2130021	.3707237	.5735608	-.2440025	.0907253	.7226751	.762464	.6095368	.419708	1.086838	-.7424226	.2909568
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_B04	201023	2	ND467	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	.7532915	1	2	12.152109	.340296	.41225642	.1361184	.5455912	1	23	72	494057	7374	7281	17269	5272	67	8.697e+09	1	4619838	190762	119	257	219	161	114	610848	8306	17917.428	16546.077	1.49e+08	-1055.771	-3.24e+07	56	4311.321	991334.8	1369407	22_PLIN1	1	5	2	3.4	5	1	5	1.382994	.4770404	.6061059	.3853205	.2104284	-1.370745	1.085325	-1.233495	-.9178534	-1.556601	.2337006	.4658759	.6124654	-.2622828	-.4465882	-.4465882	-.3837693	1.086838	1.203157	.6839988	1.26794	2.095297	1.203157	.9836224	.7226751	.9836224	-.6278221	.338562	1.376475	1.797293
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_F03	201023	2	ND461	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	11.235538	.7826808	.36468837	.4083552	.9352992	1	17	66	418372	8203	7818	10446	3289	51	4.095e+09	3	5140433	167697	145	283	189	124	144	638744	11087	20502.569	17586.75	2.27e+08	415.1629	2.06e+07	221	4182.155	1033758	1372532	22_PLIN1	1	5	2	2.933333	5	1	5	1.085325	.9027348	.6744897	.4460577	.7098812	1.447606	.9454201	.6916925	-.0136234	1.394908	-.1504181	.3186394	.7972819	.0288158	.0865434	.2622828	.1155036	-.0755727	.8899477	1.338533	1.605273	.1210967	-.3067468	-.338562	.8899477	.6839988	.5383123	.9836224	.4032736	.2909568
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_D03	201023	2	ND460	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	9.2714586	.4083552	.33297634	.340296	1.0911824	1	16	65	353590	6096	5981	12802	3833	58	4.416e+09	2	3494565	131959	148	242	147	121	153	517582	12003	22709.882	20167.191	2.73e+08	-140.2982	2648420	29	3839.982	875040.6	1195153	22_PLIN1	1	5	2	2.85	5	1	5	-.4770404	-.3853205	-.2967378	-1.382994	-1.036433	1.071175	.7835004	-.8770955	.3619474	.6406669	-.4207837	-.435715	-.3224307	.2922246	.2922246	.5780677	-.144561	.3707237	.1515802	-.1210967	.338562	.338562	.2752391	-.0302049	-.1515802	-.3067468	.6839988	.0907253	-1.172581	.1058988
InsH2Bfabp_CD15_10dpf_VAST02_plate03_PLIN1_201023_D01	201023	3	ND505	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	8.9963022	.3062664	.17441618	.170148	.9352992	1	12	110	221549	7912	5409	12276	4371	28	2.803e+09	1	2108405	95097	94	202	162	108	189	486518	15297	24620.346	21039.048	3.77e+08	836.7032	8.53e+07	36	3627.713	842950.1	1131899	22_PLIN1	1	5	3	7.933333	5	1	5	-1.250516	-.6744897	-.7461852	-1.036433	-.4154975	-1.301224	-.2104284	-1.431895	-.0136234	-1.150349	-1.924054	-.5591096	-.5112223	1.014499	1.171546	1.116127	1.014499	-1.726056	-1.143064	1.033853	-.1210967	-.6463197	.1515802	.338562	-1.203157	-1.203157	-1.552754	-1.086838	-.4866505	-.5914531
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_B07	201023	2	ND484	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	6.521747	.3743256	.3964004	.170148	.5455912	1	40	89	301369	6552	5510	22701	8180	46	6.445e+09	1	3319808	141468	117	232	201	105	105	414191	8357	13849.068	12131.966	1.16e+08	-398.1194	4.26e+07	55	3553.539	779472.1	1060989	22_PLIN1	1	5	2	6.133333	5	1	5	-1.644854	-1.763728	-1.191816	-1.545513	-.3259735	-1.447606	-.1256613	-1.004335	-.9178534	-1.150349	.0681677	-1.394908	-1.294762	-.4786552	-.414974	-.8375226	.3837693	-.6095368	-.3067468	.2440025	-.0302049	1.143064	2.51073	2.51073	-.3067468	.0604375	-.7226751	-.1515802	.7032055	-.8459325
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_B03	201023	2	ND459	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	11.890231	.510444	.61838462	.4083552	1.0911824	1	15	64	370557	7411	6639	14790	4359	50	5.479e+09	1	3614664	128952	148	197	173	120	174	624466	13364	19779.645	17000.167	2.64e+08	320.2703	7.20e+07	17	4081.73	965031.4	1307873	22_PLIN1	1	5	2	2.766667	5	1	5	.5084881	.1820346	.1537869	1.036433	-.3554904	.6217734	-.6061059	-.3765316	.3619474	1.394908	1.773856	.3765316	.6476036	.7204233	.6835603	.5112223	.7582926	-.1975802	.3707237	.7226751	.762464	.7226751	.762464	.3067468	-.0907253	-.4032736	.6839988	-1.416509	-.1210967	.045316
InsH2Bfabp_CD15_10dpf_VAST02_plate03_PLIN1_201023_D03	201023	3	ND520	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	0	0	1	10.367058	.6125328	.33297634	.2382072	1.0132408	1	27	125	352669	5598	5259	12308	4578	63	4.180e+09	1	4284704	151415	120	287	205	118	75	551906	5935	22099.959	18262.091	1.31e+08	1289.493	-9.21e+07	51	4169.323	1020255	1343807	22_PLIN1	1	5	3	9.05	5	1	5	.9899016	.7098812	.3853205	-.4154975	-.2389929	-2.531313	.8219399	.0681677	.1504181	-.4964666	-.4207837	.0272493	.0576556	-.7972819	-.8791677	-.5443409	-.8791677	.8245299	.0604375	-.7226751	-.2440025	.2130021	.1822052	.6095368	.4032736	.338562	-.5383123	1.033853	.86773	-.0604375
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_D07	201023	2	ND485	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	0	0	1	7.0455016	.2722368	.44396845	.170148	.6235328	1	41	90	316238	6201	3881	9586	2727	51	3.114e+09	1	3144292	120567	132	214	158	104	145	271012	10608	19534.335	17467.806	2.07e+08	-425.7231	3389136	195	3917.211	820355.3	1081012	22_PLIN1	1	5	2	6.2	5	1	5	-.1537869	-1.085325	-1.085325	-1.763728	-.9454201	-1.178402	-.8219399	-1.556601	-.7267301	-1.150349	.5912576	-1.263188	-2.527302	.0720919	-.0288158	0	-.0865434	-.0755727	-.1210967	-.0302049	-1.26794	-.4032736	-.4362566	-.7226751	-.4697212	-.762464	.045316	-.7226751	-.6839988	-.9357584
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_B08	201023	2	ND489	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	10.318968	.6465624	.50739251	.2382072	1.0132408	1	45	94	490608	8043	5245	18441	5317	61	8.815e+09	1	3958036	175399	130	221	182	162	158	575075	12206	14139.724	11716.985	1.73e+08	336.8401	1.10e+08	45	3898.549	943528.1	1290288	22_PLIN1	1	5	2	6.516667	5	1	5	-.1820346	.0139262	-.0139262	-.3554904	-.0139262	-.6567159	-.2677537	.2337006	.1504181	-.4964666	1.050522	-.0408803	.1737411	.3837693	.352934	-.2922246	1.294762	.6095368	1.143064	1.143064	-.338562	2.51073	1.504199	1.143064	.1515802	.8459325	-.1058988	-.5209385	.1515802	2.095297
InsH2Bfabp_CD15_10dpf_VAST02_plate03_PLIN1_201023_H02	201023	3	ND517	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	10.138598	.7146216	.26955227	.2382072	1.0911824	1	24	122															70	754854	5990	21145.003	19778.652	1.27e+08	-1289.185	-1.34e+08	234	4135.715	1027762	1431853	22_PLIN1	1	5	3	8.816667	5	1	5	.5729675	.8219399	1.313873	.7098812	.3554904	.2739918	.3853205	.4658759	.3619474	-.4964666	-1.204851	-.1092005	1.528305	-.9674216	-.7972819	-.6835603	-1.230818													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_PLIN1_201023_F03	201023	3	ND522	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	.6155185	1	2	12.194731	.510444	.20612821	.2382072	1.0132408	1	29	127	385580	5842	5410	20481	7509	66	7.711e+09	1	3004644	136726	109	276	175	106	194	599160	13878	17365.72	15915.863	2.41e+08	-932.7349	7.52e+07	64	4008.043	970295.1	1319926	22_PLIN1	1	5	3	9.166667	5	1	5	.2104284	.2389929	.2389929	.2389929	.1256613	.8056329	.7461852	-.3765316	.1504181	-.4964666	-1.711675	.5119362	.352934	1.063939	.9223964	.352934	.7972819	1.033853	.5383123	-.4362566	-.0907253	1.416509	2.095297	2.095297	-.5383123	-.0604375	-.9836224	.6839988	-.0755727	-.7828164
