filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	pdia3_nwt	pdia3_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_H04	201203	2	NI877	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.9392245	1	2	3.1694066	3.0966936	.68180869	.4764144	4.1309048	1	33	82	565369	7640	6155	4993	1542	74	2.855e+09	1	5884071	202661	139	306	236	112	242	577460	18496	17319.639	13204.619	3.20e+08	1089.261	6.76e+07	2	4211.011	1058312	1517867	36_PDIA3	1	4	2	4.833333	4	1	4	.7226751	.6463197	.9357584	-.2130021	.8899477	.3661064	1.873672	.8034983	-1.302425	-.045316	-1.338533	-2.502106	.0447762	.8544474	.7318081	.8034983	.9357584	1.128144	1.515564	1.00517	.9310033	-.2581433	-1.382994	-1.382994	1.173137	1.173137	.3308726	1.085325	1.382994	-.1397103
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_F03	201203	2	NI868	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.5847505	1	2	7.0431648	2.6543088	.50739251	.340296	4.286788	1	24	73															147	431005	10750	10875.723	8827.9231	1.17e+08	50.33167	-1.71e+07	0	3399.432	1007709	823988.9	36_PDIA3	1	4	2	4.283333	4	1	4	-1.879026	.3707237	-2.51073	1.879026	-2.51073	-2.484125	-2.506447	.1210967	-1.059974	-.7828164	-1.416509	-1.491606	-.5485223	-.6744897	-.7318081	-.6095368	-.4032736													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_D03	201203	2	NI866	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.8541121	1	2	11.024527	2.8244568	1.1257771	.1361184	4.7544376	1	22	71															180	400022	11008	15393.044	11990.019	1.69e+08	662.6324	-5.04e+07	40	3484.109	778171.1	1087741	36_PDIA3	1	4	2	4.083333	4	1	4	-1.416509	-1.416509	-.762464	-1.605273	-.7226751	-1.158272	.8814972	.4866505	-.2440025	-1.662635	.4866505	-.1241019	-.8544474	-.0746714	-.6193067	-.1210967	-.8034983													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_F02	201203	2	NI860	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.8257291	1	2	7.7963956	2.722368	1.0940651	.5444736	3.9750216	1	16	65	204835	4016	2925	10164	3912	51	1.992e+09	1	2309264	86299	90	202	158	107	40	372079	1968	7644.1179	5403.1121	1.50e+07	1048.186	-2.60e+07	0	3543.567	794306	1025668	36_PDIA3	1	4	2	3.383333	4	1	4	-1.143064	-1.203157	-1.338533	.0907253	-.5383123	-.4727891	-.1379956	.2130021	-1.504199	.419708	.3226135	-1.188674	-1.21023	-1.884304	-2.100166	-2.51073	-.4697212	-.0464357	-1.00517	-1.914506	-2.355084	-.8616341	-.1631881	.1631881	-.7961826	-1.00517	-1.173137	-.8957798	-.4053977	-.4053977
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_F01	201203	2	NI853	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.6609892	1	2	7.904	2.7563976	1.5063215	.4083552	5.455912	1	9	58															187	403848	13162	22303.901	17904.291	2.94e+08	269.6786	-8.67e+07	16	3417.446	773071.9	901673	36_PDIA3	1	4	2	2.666667	4	1	4	-1.726056	-1.605273	-2.095297	-1.203157	-1.605273	.8841349	.6365926	.2909568	.6463197	-.3869474	1.879026	-.9924303	-.7713894	.1951978	-.1046335	.5735608	-1.033853													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_H01	201203	2	NI855	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.0506556	0	1	19.955692	3.0966936	.93550494	.5444736	5.2220872	1	11	60															356	874434	27395	17387.678	15273.854	4.76e+08	-1398.095	1.67e+08	58	4358.18	1175279	1625652	36_PDIA3	1	4	2	2.916667	4	1	4	1.416509	1.338533	1.726056	.8899477	1.086838	.4366879	.231311	.8034983	.3869474	.419708	-.2284748	2.085356	1.731664	2.514955	2.514955	1.605273	2.095297													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_D04	201203	2	NI874	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.6365698	1	2	17.696	4.2537	1.1892012	.4083552	4.3647296	1	30	79															320	750508	24831	27863.619	24087.913	6.92e+08	-1807.047	1.44e+08	63	4077.223	984770.2	1381026	36_PDIA3	1	4	2	4.633333	4	1	4	.2752391	.2440025	.4362566	.4697212	-.0907253	1.465234	-.4588506	2.51073	-.9594156	-.3869474	.7424226	1.188674	1.041553	1.884304	1.731664	2.51073	1.726056													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_B01	201203	2	NI850	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	1	1	2	6.6127473	2.7904272	1.4428975	.510444	4.286788	1	6	55															179	537384	13428	12234.466	10098.477	1.64e+08	-159.9922	-4181491	11	3634.931	874771.4	1235019	36_PDIA3	1	4	2	2.383333	4	1	4	-.8899477	-.4697212	-.2130021	-.2752391	-.2440025	-.3661064	-.0152849	.3707237	-1.059974	.1822052	1.552754	-1.714594	-.1648683	-.1046335	-.014921	-.2130021	-.1515802													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_B08	201203	2	NI900	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.0281519	0	1	9.0876484	2.8584864	1.0940651	.680592	3.5853136	1	7	105	104870	3884	3095	16142	5293	27	1.630e+09	2	992123	49963	75	202	135	64	190	386226	14654	6350.5104	5304.6763	9.31e+07	-123.8587	5.47e+07	43	3567.945	770784	1025175	36_PDIA3	1	4	3	6.966667	4	1	4	-1.086838	-1.726056	-1.416509	-1.143064	-1.879026	-.7916386	.563388	.5735608	-1.879026	1.504199	.3226135	-.5894558	-1.041553	.2564297	.1648683	-1.086838	.6463197	-1.446104	-1.681877	-2.355084	-1.914506	-1.085325	.9310033	.9310033	-1.681877	-1.515564	-1.914506	-.8957798	-1.044409	-1.681877
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_D07	201203	2	NI896	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.9793954	1	2	10.809319	2.8244568	1.0782091	.7486512	5.3000288	1	3	101	338463	5549	4727	10332	3344	61	3.493e+09	1	4278441	158799	145	274	166	114	202	548506	15054	17720.282	13710.193	2.67e+08	865.5477	278715.3	16	3748.208	832557.4	1138523	36_PDIA3	1	4	3	6.633333	4	1	4	-.5735608	-.6463197	-.4697212	-.3707237	-1.203157	1.690622	-.563388	.4866505	.5037205	2.51073	.2284748	-.2183448	-.0746714	.3661064	.2564297	.4362566	.0302049	.5620615	.2581433	-.3064536	-.1163093	.2581433	-.1163093	-.2104284	.6172997	.5084881	.8616341	.6456308	-.2822162	.0696849
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_H03	201203	2	NI870	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	1	1	2	12.530989	3.0286344	1.3794734	.510444	4.8323792	1	26	75	407572	8151	6374	7367	2126	50	2.939e+09	1	4459457	150241	138	273	179	113	218	826070	19952	18392.129	14760.369	3.67e+08	240.4828	7.20e+07	1	4315.994	1201299	1587820	36_PDIA3	1	4	2	4.4	4	1	4	1.203157	1.504199	1.416509	1.26794	.762464		.7133814	.6839988	-.1210967	.1822052	1.376475	.1241019	1.345167	.5485223	1.041553	.9357584	.9836224	-.1397103	1.00517	1.173137	1.085325	-.1163093	-.9310033	-1.27107	.6744897	.3064536	.2581433	.5350828	.2104284	-.0232116
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_F09	201203	2	NI910	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.0309631	0	1	14.360264	3.6411672	1.0623531	.3743256	4.5985544	1	17	115	407169	5288	5092	7103	2429	77	2.865e+09	1	4525962	180475	140	247	240	100	241	633132	16890	22428.22	19430.012	3.79e+08	-1490.187	-4.29e+07		4000.66	1007051	1367358	36_PDIA3	1	4	3	7.833333	4	1	4	.0302049	.338562	.2752391	0	-.6095368	1.158272	.425144	1.416509	-.4866505	-.5914531	.1668731	.5530241	.3821084	.8122178	.4803868	.9836224	-.7226751	1.324958	.9310033	-.5084881	.2104284	-.2104284	-1.085325	-.8616341	.7339767	.7961826	.4307273	.1867561	1.515564	-.6456308
