filename	date	plate	index	gck_dich	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	qRNA	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_D03	220609	2	MCX11	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	20.165277	8.5414296	11.971292	3.40296	13.717722	1	20	69	203535	6785	5128	4342	1454	30	8.494e+08	1	2488636	98147	98	243	172	112	52	685480	3728	5916.253	5235.9082	2.21e+07	90.12215	-3.38e+07	3				150_GCK	1	5	2	2.916667	4	5	1	5								-.5244005	.4864239	.4124631	1.080319	.6027625	1.080319	-.5244005	-.5631492	-.1873945	-1.444321	-1.085325	-.017408	1.658472	.8366706	.017408	-.2282596	-.2282596	-.4117051	-.3370077	-.741594	.3003779	.5283993	-.1926639
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_H02	220609	2	MCX08	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	14.764074	1.871628	10.750379	3.232812	14.575079	1	17	66																								3687.845	824527.3	1066282	150_GCK	1	5	2	2.616667	4	5	1	5	-1.224965	-1.37468	-1.504888	-1.216274	.3576728	.1159498	-.397259	-2.053749	.8656782	.0167116	.2880175	-.4491363																		
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_B02	220609	2	MC656	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	19.805197	15.517498	10.433259	3.4710192	12.392714	1	1	50															68	375104	5152	3611.9831	3185.1529	1.86e+07	153.0911	2880890		3720.68	872812.5	1132647	150_GCK	1	5	2	2.033333	4	5	1	5	-1.081642	-.9881546	-.9576579	-.1502124	.0553215	-.6151411	.0184321	.9153651	-.3406948	.5244005	.167894	.4864239	-.7279133	-.0836517	-.167894	-.3275615	.2568465													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_B03	220609	2	MCX10	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	27.366882	2.3140128	10.163706	3.3689304	12.938306	1	19	68	106972	2891	2520	975	292	37	1.090e+08	1	2834794	89715	97	215	160	127	0	714913	0		4348.1786				19	4690.666	1313496	1758455	150_GCK	1	5	2	2.75	4	5	1	5	2.012971	1.608653	2.012971	.2263933	.9576579	1.122762	.3186394	-1.833915	.0836517	.3406948	-.1004337	1.281552	1.20899	-2.47474	-2.47474			-.4499066	-.8871465	-.8871465	-.9399909	-1.658472	-2.036834	-2.036834	-.2282596	-.4887764	-.7882413	-.2461637	.1926639	.4117051
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_D01	220609	2	MC650	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	18.724957	18.648221	10.290554	3.2668416	13.717722	1	44	44															76	607496	6107	5454.9319	4886.6662	3.33e+07	31.93999	-1.57e+07	0	4120.499	1010191	1303013	150_GCK	1	5	1	1.516667	4	5	1	5	.3186394	.1548709	-.1293777	1.391153	.6065981	.7112601	-2.012971	1.281552	.4864239	.1509692	-.0167116	.2706416	.8180418	.0334279	.1004337	.1530252	-.5916962													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_D02	220609	2	MC658	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	29.64739	11.536034	12.462829	3.573108	15.354495	1	3	52	180422	2472	2445	7926	2726	73	1.447e+09	1	3400317	113479	146	200	161	116	147	512392	10588	6194.5889	5584.6799	6.56e+07	-34.13796	2910726	12	4219.422	1017384	1458516	150_GCK	1	5	2	2.233333	4	5	1	5	.7952457	.2733094	.6515277	.3433392	-.241944	-.9881546	.9576579	.236128	1.244452	.7498695	1.554774	1.361571	.236128	.8656782	.8180418	.9061341	.2920214	1.150349	-.2282596	-1.054472	-1.054472	.3370077	.9399909	.8366706	.1926639	-.017408	.6744897	-.6102946	.264147	.017408
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_B01	220609	2	MC648	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	14.403994	19.907316	9.91001	5.3766768	9.5088752	1	42	42	549398	5783	4515	4423	1544	95	2.350e+09	2	9117102	264438	208	289	247	163	212	862930	17648	6111.0875	5408.84	1.08e+08	85.3372	4.86e+07	17	4632.904	1336719	1758351	150_GCK	1	5	1	1.3	4	5	1	5	1.789531	1.768825	1.789531	1.782751	2.439542		.5628612	1.451407	-2.053749	2.47474	-.3054808	-.5244005	1.833915	1.554774	1.678071	1.82788	1.82788	2.460124	2.460124	.9956002	.4887764	.8366706	-.1926639	-.1573107	2.460124	2.460124	2.460124	1.429788	2.460124	2.460124
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_F02	220609	2	MC659	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	45.370894	13.339603	11.559036	4.0495224	11.847123	1	4	53	108147	3090	2434	7309	2833	35	8.240e+08	1	2031066	83138	112	216	147	78	120	451802	10121	4559.021	3998.1527	4.61e+07	161.6628	1.45e+07	31				150_GCK	1	5	2	2.444444	4	5	1	5								.5244005	-.6027625	1.361571	.7949086	2.47474	-.1340876	.5631492	.6433454	.5916962	.6325508	-.741594	-.8366706	-.741594	-1.117247	-.1221531	.5283993	.8871465	-.8871465	-.6527943	-.4499066	-.1926639	-.3740954	-1.150349
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_F01	220609	2	MC652	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	13.323753	8.8136664	10.718667	2.382072	10.21035	1	46	46	204936	5539	5099	8364	3043	37	1.920e+09	1	2731881	110214	104	258	160	127	31	620072	2087	5486.3373	5253.4975	1.14e+07	-360.0973	-4.47e+07	14	4219.988	1104938	1457962	150_GCK	1	5	1	1.7	4	5	1	5	.8468857	.8144545	.6065981	.8363019	1.081642		-.697813	-.4491363	-1.678071	-.9944579	.236128	-.8180418	.9153651	-1.022241	-1.022241	-.8082982	-2.048199	-.4499066	.017408	.8871465	.7882413	.6102946	1.117247	1.117247	-.264147	-.1573107	-.4887764	.6527943	.1926639	.4117051
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_E04	220609	2	MCX16	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	15.364208	10.106791	9.9734341	3.6751968	15.432437	1	25	74	91857	2963	2516	4193	1256	31	3.926e+08	1	860508	41429	71	143	131	73	131	328618	8962	4849.1461	4542.8172	4.35e+07	-176.9322	1165721		3678.552	878958.4	1018685	150_GCK	1	5	2	3.866667	4	5	1	5	-1.307107	-.9271548	-2.012971	-2.434185	-1.630759	-2.423196	-.8468857	-.1509692	1.361571	.8902469	-.2706416	-.3763366	-1.022241	.7063026	.5244005	.5127759	.1188359	-.9956002	-1.184763	-.7882413	-.9956002	-.7882413	-.3370077	-.4117051	-1.339046	-1.534121	-1.534121	-1.593219	-.8616341	-1.382994
