filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	ssr1_nwt	ssr1_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SSR1_201209_F03	201209	2	NJ511	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	12.545853	3.1307232	1.2684813	1.0549176	1.8705984	1	33	82	232153	5159	4550	12826	4773	45	2.874e+09	1	2381053	106559	119	166	150	131	231	580592	17393	5902.5038	5457.2233	1.03e+08	-376.1766	4.01e+07	15	3782.609	853881.3	1230204	39_SSR1	1	3	2	5.9	3	1	5	-.6317365	-.838812	-.3842578	.3212361	-1.184487		-.9886495	-.1757821	-2.662688	-.3675909	-.9071243	.4128896	.0194324	1.449182	1.449182	.9017541	1.295022	-.7312173	-.8166274	-.6198546	-.5595922	-.2039612	.6198546	.9277537	-1.144237	-.8894945	-.8708457	-1.955661	-.8166274	.8708457
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SSR1_201209_H04	201209	2	NJ519	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	10.538741	3.9814632	1.3319053	1.5993912	4.0529632	1	41	90	255225	4558	3640	13893	4200	56	3.286e+09	1	3553645	133859	126	315	188	91	228	483035	16132	4820.3313	4115.4988	7.78e+07	106.4145	4.53e+07	58	3753.509	852101.8	1159578	39_SSR1	1	3	2	6.533333	3	1	5	-.7839476	-.8672103	-.8110746	-.2799348	-1.387287	.0872978	-.6317365	.878182	.0388722	.878182	-.7954417	-.2573935	-.6205683	1.395747	1.193795	.3705973	1.445073	.0887345	-.5894558	-.9277537	-1.508944	-.0253222	.9674216	.5595922	-.2039612	-.2559625	-.5595922	1.247754	.4446598	-1.335178
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_C08	201209	1	NJ479	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	0	0	1	5.8436329	2.4841608	1.7283057	1.0549176	3.0397224	1	1	50	184392	5762	4902	10605	4480	32	2.027e+09	1	1265089	60184	81	209	136	62	117	350171	8376	5122.6976	4530.6506	4.29e+07	-75.38309	1098100	33	3474.124	718012.7	985039.4	39_SSR1	1	3	2	3.833333	3	1	5	-2.263221	-2.263221	-2.263221	-2.657425	-2.263221	-1.666308	-1.499059	-.6806009	-.6443017	-.3675909	.1856577	-1.921351	-2.269206	-.2754823	-.441412	-.763253	-.0489772	-2.166107	-1.247754	.0760316	-.2298841	-.8894945	.0760316	.7478586	-2.166107	-1.955661	-1.955661	-.9474013	-1.304923	-2.572352
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_H06	201209	1	NJ469	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	11.006949	2.041776	1.4270414	1.2931248	4.5985544	1	40	40															43	396426	2720	6035.2842	5137.9033	1.64e+07	129.0053	-3.90e+07	0	3513.98	903587.1	1067284	39_SSR1	1	3	1	3.3	3	1	5	-1.806334	-.3842578	-1.387287	-.3842578	.0592463	1.104064	-1.713535	-1.100033	.225352	.0583267	-.5856072	-.0685944	-1.507108	-1.570585	-1.720887	-1.809892	-1.250992													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SSR1_201209_C02	201209	2	NJ502	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	7.6535183	2.5181904	1.6331696	1.2250656	3.1956056	1	24	73	301993	5207	4418	17193	5028	58	4.961e+09	1	3924489	137195	132	214	190	101	72	465156	5824	7365.3407	5842.3664	4.29e+07	637.4937	-2.84e+07	126	3876.085	839286.5	1134217	39_SSR1	1	3	2	5.366667	3	1	5	-.1986715	-.9886495	-.8672103	-1.562755	-.838812	-.4995509	.4271208	-.6443017	-.4200915	-.1266407	-.0680618	-.9938159	-.6684036	-.9071243	-.9071243	-.7897265	-.8727259	.2169044	-.2298841	-.5595922	-.6198546	.8894945	1.690622	1.247754	0	-.1781746	-.0887345	-.7817808	.5448472	-.7478586
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_C03	201209	1	NJ445	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2							16	16															158	404488	12846	5571.3275	4941.7604	7.16e+07	-106.203	2.05e+07	6	3868.118	855137.3	1185822	39_SSR1	1	3	1	1.35	3	1	5	-.3212361	-.7839476	-.7313475	.2188439	-.1986715	.4750061	-.8963259						-1.395747	.473777	.5741128	.2472852	.6868337													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_F04	201209	1	NJ455	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	7.5647383	2.2799832	1.2367692	.4083552	2.338248	1	26	26	359300	5703	5335	13364	5012	63	4.517e+09	1	4046416	164292	144	224	212	109	134	463944	10668	5291.0609	4792.8377	5.64e+07	-212.791	8750780	38	3613.935	859907.6	1187018	39_SSR1	1	3	1	2.1	3	1	5	-1.440923	-.7057961	-.6806974	.2799348	-.8963259	-.7959055	-.7839476	-.8499573	-1.641107	-1.346025	-1.048141	-1.026433	-.6929004	.0388722	.1659236	-.1474048	.1871252	.5894558	.1781746	-.0506606	.3086658	.6198546	.8166274	1.194396	.1014517	.4727891	.5595922	-.416878	1.051717	-.4307273
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_H02	201209	1	NJ442	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	14.234022	2.0077464	1.4111854	2.2459536	3.5853136	1	13	13	342844	5620	5064	8744	2398	61	2.965e+09	1	3775427	160757	133	218	174	141	160	680998	11613	6723.4091	5694.6439	7.81e+07	167.8409	1.01e+07	26	4247.237	1036091	1484176	39_SSR1	1	3	1	1.166667	3	1	5	1.440923	.8672103	1.126763	.7573856	.2696863	-.6813467	-.6078197	-1.136341	-.1856577	2.066729	-.6323904	.8727259	.6205683	.5288648	.4200915	.4128896	.3083546	.4031081	.0506606	-.1781746	.1014517	-.152506	-.4446598	-.8894945	-.1014517	.3894143	-.0126601	-.6824579	-.0506606	1.366707
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_F08	201209	1	NJ482	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	8.2101528	3.0966936	1.1733452	1.4632728	2.4941312	1	4	53	77022	1712	1543	1583	347	45	1.224e+08	1	4146211	114411	146	284	134	115	122	506242	10019	6170.0459	4582.567	6.18e+07	911.4186	1.88e+07	0	3506.23	896439.2	1043762	39_SSR1	1	3	2	4	3	1	5	-1.917944	-.4271208	-1.713535	-1.05519	.1785797	-1.104064	-1.337369	-.2153976	-1.370462	.5513477	-1.213847	-.7897265	-.5288648	-.1856577	-.0194324	.0489772	.5675913	-.7312173	-2.166107	-2.572352	-2.572352	-2.572352	-2.572352	-2.572352	.2298841	-.6824579	.6508373	.8166274	-1.399657	-.0379883
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_C01	201209	1	NJ432	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	15.417282	3.9814632	2.1247061	2.1778944	7.4823936	1	3	3	389994	5735	4380	12897	4233	68	5.097e+09	2	4655312	154577	159	278	190	98	132	610166	9840	7641.5105	6515.7658	7.52e+07	128.3228	-1.12e+07	27	3950.625	994804.1	1424302	39_SSR1	1	3	1	.5333334	3	1	5	.0394847	.4929509	.8110746	.5609918	.5842456	-.4029887	.3005213	.878182	.9674216	1.924727	.7304482	1.095181	.2353289	.0097158	-.0388722	.3289579	-.4128896	.8708457	.4446598	.0253222	-.6985257	.9277537	.6824579	.6352697	.6508373	.2039612	1.247754	.6508373	.5448472	-.9277537
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_F03	201209	1	NJ447	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	.881892	1	2	17.138387	4.1175816	1.1257771	.7146216	4.9882624	1	18	18	418930	7904	8326	8911	2882	53	3.755e+09	1	4081605	155795	142	226	221	120	139	737478	10596	7018.6955	5935.316	7.44e+07	182.4476	1033535	33	4216.765	1082522	1512872	39_SSR1	1	3	1	1.5	3	1	5	1.164814	1.246452	1.387287	.5380375	1.562755	.5495782	.5842456	1.06512	.3365792	-.8499573	-1.322365	1.503103	.9989282	.1364407	.1364407	.3083546	-.088238	-.1014517	.7817808	1.4342	2.572352	.2559625	-.416878	-.4446598	.1269375	.2822162	.4586791	-.3487557	1.304923	.152506
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_F01	201209	1	NJ433	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	15.63242	3.4710192	2.3942584	1.871628	6.7029776	1	4	4	243510	6088	4412	10623	3739	40	2.487e+09	1	2745616	106406	107	228	169	121	168	575245	13169	7400.2344	6040.9989	9.75e+07	440.7356	2.17e+07	65	3860.087	925972.6	1312838	39_SSR1	1	3	1	.65	3	1	5	-.3842578	-.1986715	.1785797	-.8672103	-.0988469	-1.387736	-.0988469	.2855879	.656305	1.395747	1.322365	1.209261	-.0194324	.6323904	.6684036	.8444151	.7897265	-1.194396	-.6824579	.3353332	-.6508373	-.5302197	.1014517	.3086658	-.8894945	-.9277537	-1.4342	-.2822162	-.1781746	.2690661
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SSR1_201209_G03	201209	2	NJ512	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	0	0	1	5.5209623	2.2459536	1.0464971	.6465624	2.727956	1	34	83															154	384868	10987	4930.1185	4527.3727	5.42e+07	-264.1393	1.24e+07	47	3552.008	788982.6	1125693	39_SSR1	1	3	2	5.95	3	1	5	-1.562755	-1.499059	-.9262218	-.4488452	-1.917944	2.224915	.8963259	-.9368471	-.9989282	-.9520231	-1.538072	-2.266227	-1.813418	.4200915	.2353289	-.2271431	.4128896													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_C06	201209	1	NJ466	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	.667434	1	2	7.7798764	3.573108	.85622486	.4423848	2.2603064	1	37	37	501000	7591	6912	14773	4576	66	6.670e+09	1	4806628	190482	141	266	205	124	142	429518	10994	5547.5426	4762.6547	6.10e+07	78.89103	1.40e+07	0	3866.497	844624.9	1199968	39_SSR1	1	3	1	2.8	3	1	5	-.3420896	-.9569694	-.5842456	-.3005213	-.5041254	-.379458	1.246452	.409503	-1.813418	-1.277147	-2.066729	-.9622232	-1.031459	.2353289	.2553541	-.0097917	.4559339	.7647097	1.4342	1.247754	1.508944	1.508944	1.144237	.8166274	.8166274	1.051717	.3487557	.4727891	.852495	.416878
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_C09	201209	1	NJ487	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	.9483929	1	2	7.1344619	2.7563976	1.5856016	1.2590952	3.6632552	1	9	58	263719	5171	4795	15155	5416	51	4.138e+09	1	2837195	108926	141	204	144	118	92	413634	8580	7276.1843	5262.9349	6.24e+07	1224.089	4184325	29	3669.014	953188.2	1106582	39_SSR1	1	3	2	4.316667	3	1	5	-1.204629	.1187015	-1.05519	.6317365	-.1187015		-2.657425	-.3780057	-.1364407	-.0583267	-.1856577	-1.250992	-1.299424	-.6443017	-.3989603	.088238	.0489772	-.2559625	-.5012977	-.5894558	-.3086658	.4446598	1.247754	1.807354	-.8166274	-.7478586	.3487557	-1.096804	-1.073987	.0379883
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_A04	201210	3	NJ542	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	13.204019	2.2799832	1.6331696	1.2931248	4.3647296	1	15	113	188713	4389	4048	6842	2544	43	1.253e+09	1	2380584	108916	117	279	157	65	137	476740	11617	7506.556	6283.9444	8.72e+07	263.7261	6042329		3840.593	989989	1208581	39_SSR1	1	4	3	3.466667	4	1	5	-.4271208	.4707836	-.5380375	2.657425	1.499059	1.064822	-1.917944	-.8499573	.1266407	.0583267	-.0680618	.6622477	-.6443017	.0778033	.441412	.6380556	.1079158	-.9084579	-1.194396	-1.144237	-.9878373	-1.194396	-.9674216	-.7478586	-1.194396	-.7817808	-1.008673	.6985257	-.4727891	-2.166107
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_E04	201210	3	NJ550	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	0	0	1	11.150192	3.6751968	2.3942584	1.5653616	6.3132696	1	23	121	392880	6441	5546	10640	3646	61	3.959e+09	2	4133123	154211	119	318	208	104	130	658260	9652	6622.8734	6338.9635	6.39e+07	-684.1216	-1.85e+07	20	3993.52	950406.8	1372278	39_SSR1	1	4	3	4.083333	4	1	5	.1785797	.0790311	.4707836	.0197385	.3525718		.2594662	.5741128	.5626938	.8088444	1.322365	-.0489772	.5288648	-.029151	-.0973095	.1474048	-.6380556	.4031081	.4727891	.5012977	.5595922	.3353332	.1269375	.2298841	.1781746	.1781746	-.8708457	1.304923	.8894945	-.6198546
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_B08	201210	3	NJ571	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	.9612403	1	2	12.479139	3.4369896	1.8234418	1.361184	6.0794448	1	44	142															114	599917	8673	6620.7714	5618.8352	5.74e+07	153.6139	-8811370	42	4126.399	994953.6	1392660	39_SSR1	1	4	3	5.766667	4	1	5	.838812	.5153632	.5842456	1.713535	.0790311		.5380375	.2353289	.5066462	.2453292	.3572158	.3705973	.1168527	-.3468791	-.3365792	-.088238	-.3497018													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_D01	201210	3	NJ530	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	6.317658	3.6411672	1.2684813	1.3952136	3.117664	1	3	101	401654	6086	4948	8189	2614	66	3.376e+09	1	5300364	181368	148	297	190	123	158	768882	12516	6925.2145	6083.764	8.67e+07	-84.15842	1.00e+07	65	4217.704	1110575	1553860	39_SSR1	1	4	3	2.516667	4	1	5	1.204629	1.387287	1.440923	.1187015	1.337369	1.027154	.9886495	.5177236	-.5177236	.3780057	-.9071243	-1.534121	1.395747	.473777	.5066462	.6142313	.2878814	.7647097	.5595922	.3086658	-.1269375	.0253222	-.5302197	-.6508373	.9674216	.8894945	.714776	.9277537	.5448472	.3487557
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_F06	201210	3	NJ565	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	8.4922982	3.1647528	2.2515543	.85074	4.1309048	1	38	136	268305	5833	5535	10470	3649	46	2.733e+09	1	2637592	107577	135	176	160	118	120	455578	9632	7512.7428	6362.0202	7.24e+07	178.8583	-1.06e+07	172	3730.075	795547.2	1111293	39_SSR1	1	4	3	5.266667	4	1	5	-.8672103	-1.290577	-1.021354	-.4271208	-1.806334	-.0436074	-.1986715	-.107076	.0680618	-.6443017	.9989282	-.6622477	-.7954417	-.2453292	-.1168527	.2675282	-.3705973	-.6198546	-.4446598	.1269375	.5012977	-.3353332	0	.2559625	-1.008673	-.852495	.1269375	-1.807354	-.416878	.0379883
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_D06	201210	3	NJ561	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	5.8344047	2.1098352	1.8075858	.510444	4.8323792	1	34	132																								3255.122	704898.4	900476.7	39_SSR1	1	4	3	4.933333	4	1	5	-2.657425	-2.657425	-2.657425	-2.263221	-2.657425	.6273425	-1.440923	-1.031459	.2957227	-1.155069	.316085	-2.063528																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_B06	201210	3	NJ558	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	10.304498	3.40296	1.4111854	.9528288	4.676496	1	31	129	382515	6072	4936	10210	3137	63	3.952e+09	1	4352137	153681	157	234	211	101	97	544680	7205	7486.5796	6387.5649	5.39e+07	122.904	-2.95e+07	52	3957.064	934301.8	1309757	39_SSR1	1	4	3	4.7	4	1	5	.1187015	-.0790311	.1386031	-.0394847	.0296102	2.019086	1.440923	.1757821	.2553541	-.5177236	-.6323904	-.3289579	-.2957227	-.5513477	-.6443017	-.2472852	-.9315628	.5894558	.416878	.2822162	-.152506	.2822162	-.1014517	-.1269375	.4446598	.1014517	1.051717	-.2039612	1.008673	-.7478586
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_G01	201210	3	NJ538	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	0	0	1	4.8678979	4.1516112	1.6490257	1.2931248	2.9617808	1	11	109	512470	9318	7183	5616	1908	55	2.707e+09	2	7672693	223808	171	328	224	114	110	949926	9021	6286.4303	5525.1731	5.67e+07	-71.49534	-7421240	55				39_SSR1	1	4	3	3.133333	4	1	5								1.136341	-.7431938	.0583267	-.0097158	-2.660068	2.269206	-.3884616	-.2553541	-.1276354	-.2878814	.0126601	1.593219	2.572352	1.690622	-.3622413	-1.366707	-1.247754	2.166107	1.807354	1.955661	1.508944	1.399657	-.1269375
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_B04	201210	3	NJ544	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	10.908565	3.232812	1.2526253	1.531332	7.2485688	1	17	115	567704	6525	5146	9341	2773	87	5.354e+09	1	7356707	216205	190	279	229	133	304	686308	21093	12767.1	10975.766	2.69e+08	52.51188	8.28e+07	3	4094.1	964328.6	1394634	39_SSR1	1	4	3	3.633333	4	1	5	.6317365	.1986715	.6317365	-.1585597	.2391057	.4029887	-.5609918	.0097158	.8360962	.7178201	-.9830529	-.1177699	.6929004	2.269206	1.924727	2.660068	2.063528	1.746017	2.166107	.5894558	.1781746	1.051717	-.3757931	-.5012977	1.955661	1.593219	2.572352	.6985257	1.746017	.9674216
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_G06	201210	3	NJ567	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	14.291339	4.0495224	2.2039862	1.2931248	7.2485688	1	40	138	341216	5594	4679	10244	3499	61	3.574e+09	1	3347870	150650	134	188	180	136	302	751328	21370	9318.3199	8196.2494	1.99e+08	-154.7035	7.51e+07	22	4254.196	1056278	1454194	39_SSR1	1	4	3	5.383333	4	1	5	1.499059	1.05519	.9569694	.5842456	.2188439	-.6273425	-.8110746	.9368471	.8360962	.0583267	.9218839	.9017541	1.100033	2.066729	2.066729	1.809892	1.809892	.4031081	0	-.2298841	-.3894143	.1269375	-.0760316	.1014517	-.3894143	.0506606	.0506606	-1.549706	.191052	1.144237
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_D04	201210	3	NJ548	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	6.317658	1.9056576	.98307299	.170148	2.4161896	1	21	119	144002	4235	3554	5939	1547	34	8.861e+08	1	2049759	87325	108	191	158	81	168	520542	14547	7118.3384	6384.8514	1.04e+08	-242.1726	2.01e+07		3671.978	777752.4	1070559	39_SSR1	1	4	3	3.95	4	1	5	-1.164814	-1.562755	-1.290577	-1.164814	-1.713535	.2421091	-1.090278	-1.234399	-1.507108	-1.924727	-1.813418	-1.534121	-.4846749	.6323904	.8499573	.9315628	.6622477	-1.639976	-1.807354	-1.4342	-1.593219	-1.508944	-1.144237	-1.366707	-1.593219	-1.4342	-1.366707	-1.366707	-.4446598	-1.690622
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_B01	201210	3	NJ524	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	12.237512	3.5050488	1.5221775	1.4292432	9.6647584	1	46	95	446792	5136	4753	8594	2382	87	3.710e+09	3	6571705	222587	149	335	225	119	140	690211	9538	12201.887	9233.1102	1.16e+08	1519.642	-3.10e+07	32	4092.716	1182023	1403815	39_SSR1	1	4	2	2.116667	4	1	5	.6078197	2.263221	.6806974	-1.246452	1.806334	-.3561355	1.499059	.3365792	1.570585	.4846749	-.3780057	.2573935	.7178201	.1757821	-.1364407	1.209261	-.9938159	1.746017	.9277537	-.6508373	-.3353332	.2039612	-.4727891	-.9277537	1.593219	1.690622	.7817808	1.593219	1.508944	.0760316
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_E01	201210	3	NJ533	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	14.049712	4.2877296	2.5052505	2.0077464	9.4309336	1	6	104	525520	5651	5642	4324	1110	93	2.351e+09	1	5904625	212930	130	346	175	152	54	954022	4567	9362.4581	7394.1865	4.28e+07	824.827	-6.33e+07	0	4368.022	1093468	1556671	39_SSR1	1	4	3	2.716667	4	1	5	2.060298	1.290577	1.499059	1.246452	1.713535	-.2872603	.1386031	1.234399	1.507108	1.641107	1.449182	.8305109	2.662688	-1.346025	-1.255486	-.8167654	-2.063528	2.166107	1.690622	-.1269375	.6198546	-.6198546	-1.593219	-1.593219	1.366707	1.4342	-.2298841	1.807354	0	1.955661
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_H01	201210	3	NJ540	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	12.358325	3.9814632	1.6965937	1.6674504	6.3132696	1	13	111															81	864564	8534	6032.6946	5708.4734	5.15e+07	-539.002	-1.68e+07	27	4258.749	1095307	1578713	39_SSR1	1	4	3	3.283333	4	1	5	1.562755	1.337369	1.806334	1.633508	1.204629	1.145085	.8110746	.878182	.5626938	.9989282	.0973095	.2981024	1.720887	-.7954417	-.4200915	-.3916559	-.5221549													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_C04	201210	3	NJ546	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	0	0	1	16.949232	5.8530912	1.2367692	.0680592	1.94854	1	19	117	371979	6305	4677	9972	3638	59	3.493e+09	1	5252347	157237	148	221	209	127	13	905166	1232	9494.2914	7363.2958	1.17e+07	992.6861	-9.37e+07	0	4229.642	1325892	1572088	39_SSR1	1	4	3	3.75	4	1	5	1.290577	2.657425	1.713535	1.806334	2.657425	-.7374157	-.1386031	2.662688	-2.269206	-2.42039	-1.048141	1.445073	2.066729	-2.269206	-2.066729	-1.921351	-2.660068	.2690661	.3353332	.416878	-.416878	.0506606	-.1781746	.2039612	.9277537	.3086658	.714776	-.57446	.9474013	.6824579
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_C01	201210	3	NJ527	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	12.841579	3.232812	2.3625464	1.4292432	7.5603352	1	49	98	405654	7654	6678	10872	2983	53	4.371e+09	1	4590824	154145	139	233	180	139	103	707394	8098	7856.5062	7927.3677	6.36e+07	-1302.938	-5.44e+07	30	3999.085	1025683	1244215	39_SSR1	1	4	2	2.316667	4	1	5	.2188439	.8110746	-.3212361	1.499059	2.060298	.379458	-.2188439	.0097158	1.031459	.4846749	1.213847	.4559339	.7690553	-.441412	-.5066462	.1276354	-1.637325	-.1014517	.6198546	1.304923	1.4342	.5595922	.2039612	-.3086658	.5894558	.1269375	.2559625	-.2298841	.191052	1.247754
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_C06	201210	3	NJ559	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	11.391818	4.1175816	1.6648817	1.7355096	8.6515176	1	32	130															184	565980	15365	7412.1842	6237.1544	1.14e+08	223.9224	3.38e+07	8	4020.562	932851.3	1340517	39_SSR1	1	4	3	4.8	4	1	5	.3005213	-.1187015	.2799348	-.2188439	.1986715	-.8261912	.3420896	1.06512	1.213847	1.118003	.0194324	.0489772	-.1364407	.7690553	1.031459	1.095181	1.131577													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_E06	201210	3	NJ563	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	13.928899	4.3557888	1.6014576	.2382072	2.5720728	1	36	134															59	730122	4669	7144.2328	6432.6952	3.34e+07	-272.0752	-5.11e+07					39_SSR1	1	4	3	5.1	4	1	5								1.299424	-1.277147	-1.570585	-.1462539	.7897265	.9368471	-1.213847	-1.174212	-1.095181	-1.503103													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_H06	201210	3	NJ569	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	.5721821	1	2	13.445645	3.6071376	1.3160493	.2382072	3.117664	1	42	140	365369	6524	4917	7859	2491	56	2.796e+09	2	4204386	146263	132	242	168	132	187	673718	14799	9017.6431	7664.9335	1.33e+08	164.2579	2.13e+07	27	4060.833	969487.6	1311567	39_SSR1	1	4	3	5.516667	4	1	5	.4929509	.2594662	.1585597	.9569694	.9262218	1.447253	.1187015	.4521474	-.5177236	-1.570585	-.8360962	.6868337	.5741128	.8360962	.9674216	1.295022	.737304	.0887345	.3086658	.5595922	-.2039612	-.2559625	-.6508373	-.7817808	.3353332	-.0253222	-.0887345	.0506606	-.2298841	.9277537
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_F08	201210	3	NJ577	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	6.1968447	4.7981736	2.1247061	1.2250656	7.014744	1	1	148															56	685714	4576	7225.6267	6617.5526	3.31e+07	-406.2682	-5.56e+07	12	4009.367	974377.4	1415375	39_SSR1	1	4	4	6.15	4	1	5	.2594662	.3212361	.7057961	.0988469	0	-.0872978	-.3420896	1.570585	.7431938	-.1266407	.7304482	-1.717228	.6684036	-1.299424	-1.213847	-1.169537	-1.717228													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_A01	201210	3	NJ521	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	9.821245	2.9265456	1.4746095	1.2250656	7.5603352	1	43	92	495552	8694	6103	9341	2890	57	4.821e+09	1	5517472	191983	151	296	174	144	179	768834	12338	6344.7189	5783.4776	7.83e+07	-314.4501	8352512		4282.316	1022723	1467323	39_SSR1	1	4	2	1.916667	4	1	5	1.713535	.7839476	1.05519	.4055961	.4379572	-.7091025	.4055961	-.326315	1.031459	-.1266407	-.4521474	-.4887764	1.346025	.7178201	.4846749	.4343112	.1474048	.1653267	1.366707	1.807354	1.008673	.8166274	-.3757931	-.416878	1.051717	1.144237	.8708457	.8894945	-.0506606	1.508944
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_E02	201210	3	NJ534	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	9.821245	3.232812	2.3466904	1.1229768	6.7809192	1	7	105															0	542968	0		7204.3382				33	3870.05	902600.1	1271371	39_SSR1	1	5	3	2.783333	5	1	5	-.3005213	-.4055961	-.1187015	-.1785797	-.5842456	-.4750061	-.4488452	.0097158	.6929004	-.2353289	1.136341	-.4887764	-.316085	-2.662688	-2.662688															
