filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	glo1_nwt	glo1_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_E06	200915	1	NC572	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	.0936884	0	1	17.960379	.4764144	.90379291	.510444	44.582595	1	18	116	337211	6485	5601	10325	3463	52	3.426e+09	1	3995253	140790	109	327	162	143	158	714800	11544	4374.0925	3704.1054	5.05e+07	2.863662	4380639	0	3756.623	995596.6	1201762	9_GLO1	1	3	3	6.05	3	1	4	-.8385722	-.4972006	-.9674216	-.7959055	-.1940281	1.56699	-.8135039	.5791321	1.209261	.9165567	1.76167	.1168527	-.6744897	.8654489	.8315547	1.313873	.3554904	-.6029956	-.6029956	.1906023	.1610005	-.0437342	.6744897	.8710608	-.8292257	-.8292257	-1.435436	.8499573	-.9144792	.6383348
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_A08	200915	1	NC582	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	15.842595	.4083552	.33297634	.4083552	39.43845	1	28	126																							17	3766.901	974437.3	1218151	9_GLO1	1	3	3	6.833333	3	1	4	-.7791397	-.6971414	-.8694237	-.4267448	-.0643168	1.123415	-1.134375	.2675282	.5907506	.3601299	-.6744897	-.3365792																		
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_G02	200915	1	NC544	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	.7978142	1	2	16.054374	.4764144	.38054438	.4083552	42.010522	1	39	88															9	726476	360	4266.4361	3304.4024	1535917	401.4418	-3.60e+07	0	3452.433	878749.1	1174711	9_GLO1	1	3	2	3.8	3	1	4	-1.674578	-1.398694	-1.155555	-1.281552	-1.397068	.2510159	.2236767	.5791321	.8444151	.3601299	-.4128896	-.2754823	-.532558	-.6450915	-.7985898	-1.250516	-1.914506													
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_G04	200915	1	NC560	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	21.878279	.8167104	.71352072	.1361184	52.298814	1	6	104	567056	6915	5451	9201	3164	82	5.245e+09	1	6793698	239970	151	355	200	154	253	932404	17898	3881.8262	3541.9432	6.95e+07	-284.0199	2.69e+07	46	3996.51	1108855	1364786	9_GLO1	1	3	3	5.133333	3	1	4	-.2378908	.0716793	-.2822162	-.6010209	.2159075	.6533766	.088847	1.445073	2.063528	-1.417797	1.131577	.7821805	1.234595	2.595914	2.193076	2.539185	1.914506	.7887937	.8292257	.3727933	.0437342	1.164587	.2503385	.5344601	.6029956	.8710608	.2805315	1.358142	.0437342	1.435436
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_A05	200915	1	NC561	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	27.490407	.3743256	.3964004	.4764144	45.985544	1	7	105															149	856144	11088	4091.8162	3398.9814	4.54e+07	107.035	5832382	6	4139.194	1138643	1526928	9_GLO1	1	3	3	5.266667	3	1	4	-.0428615	.2165341	.304583	-.7091025	-.2159075	-.3454851	.586526	.1276354	1.341718	.7502154	-.2573935	1.924727	.5600113	.8315547	.7351237	.9027348	.4154975													
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_G03	200915	1	NC552	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	.0381794	0	1	21.454723	.1361184	.28540829	.0680592	.389708	1	47	96	413022	5736	4487	5929	2132	72	2.294e+09	1	5455234	212111	143	317	190	126	1	1311631	32	3752.6875	3261.5197	120086	-57.9947	-3.65e+07	21	3786.929	1081341	1301981	9_GLO1	1	3	2	4.433333	3	1	4	-.72234	-.0716793	-.5392076	.6541061	.1722413	.5716375	1.3782	-1.566689	-1.534121	-2.153875	-.9315628	.7304482	2.193076	-.9549111	-.9364207	-1.914506	-2.128045	.2054644	-.1315391	-.4360634	-.8292257	-.9144792	-.9596939	-.8292257	-.0145739	.4683492	-.1757821	.6929004	-.1757821	-.4521474
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_E04	200915	1	NC558	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	26.007958	1.020888	.34883235	.0340296	42.86788	1	4	102	389672	5061	3926	8272	2878	77	3.305e+09	1	6066227	187283	183	270	213	130	1	800266	96	2380.6979	2964.2257	228547	-1053.453	-2.99e+07	73				9_GLO1	1	3	3	4.975	3	1	4								1.809892	.9315628	-2.660068	-.6024495	1.255486	.0828608	-.9549111	-.9003679	-1.763728	-1.644854	.4360634	-.2805315	-.9144792	-1.288206	-.1315391	-.0145739	.0729317	.2805315	-.0145739	1.288206	-.1168527	.4683492	-.1462539
InsH2Bfabp_CD15_11dpf_VAST02_plate02_GLO1_200915_C01	200915	2	NC599	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	16.157096	.2041776	.50739251	.3743256	4.676496	1	45	143															159	859230	12784	3620.9956	3008.1081	4.63e+07	131.266	1.52e+07	16	4371.963	1217792	1544604	9_GLO1	1	3	3	8.383333	3	1	4	.6412388	.5519941	.3726597	.8572543	.6948019	-1.08194	-.339128	-.8727259	.2472852	.1079158	.2271431	-.2054644	.5878935	.9182451	.9737339	.9454201	.9027348													
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_E02	200915	1	NC542	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	16.266152	.4764144	.53910454	.3743256	43.257588	1	37	86															0	680769	0		2799.5252				0	3489.633	856677.6	1085827	9_GLO1	1	3	2	3.666667	3	1	4	-1.456338	-1.465234	-1.593219	1.387736	-.9011259	-1.428482	.5603786	.5791321	.9938159	.1079158	.3497018	-.1757821	-1.094844	-1.436207	-1.436207															
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_C04	200915	1	NC556	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	26.219736	1.0549176	.72937674	.8167104	48.323792	1	2	100	458615	6370	5686	9398	3155	72	4.214e+09	1	6374042	204393	155	249	211	150	60	846178	5095	2862.2968	2547.6707	1.46e+07	-44.27652	-6606322	0	4258.279	1175548	1462149	9_GLO1	1	3	3	4.833333	3	1	4	.1722413	.3155015	0	-.065437	.7791397	-.1131522	.3627199	1.921351	1.566689	2.266227	1.169537	1.322365	.426407	.011824	-.0354786	-.2389929	-.3554904	.2054644	.2805315	.0437342	.2805315	.5011308	.3109825	.4683492	.4360634	.2503385	.4846749	-.6029956	.3572158	1.136341
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_E01	200915	1	NC536	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	20.713498	.5444736	.19027219	.4764144	35.619311	1	31	80	479665	8130	6509	6369	2423	59	2.948e+09	2	3999877	142486	126	247	183	135	12	875584	1248	1550.3093	1794.2975	1934786	-402.0966	-3017794	0	3902.228	1159772	1393408	9_GLO1	1	3	2	3.216667	3	1	4	-.3497908	.2410404	-.1722413	-1.027154	.304583	.3695582	-.0443797	.7764218	.4998403	.7502154	-1.921351	.5971794	.7351237	-.5462332	-.532558	-1.085325	.0696849	-.404226	.4360634	1.358142	.9596939	-.404226	-.7115489	-.3572158	-.7887937	-.7887937	-.8499573	-.6383348	-.3572158	.0729317
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_A01	200915	1	NC532	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	.9818349	1	2	21.878279	.4083552	.22198422	.4764144	22.291298	1	27	76	565694	6984	5721	9675	3371	81	5.750e+09	2	6538624	210253	156	284	201	145	66	766940	5371	3742.1743	3277.4307	2.01e+07	-88.65968	-1.68e+07	27	3736.688	1002744	1289988	9_GLO1	1	3	2	2.933333	3	1	4	-.9011259	-.4438613	-.6151411	1.447253	.3497908	.4183713	-.1334907	.2675282	.3289579	.7502154	-1.445073	.7821805	-.2265744	.0591531	.0591531	-.0139262	-1.136959	.6744897	.7887937	.4360634	.3417246	1.288206	.404226	.7496121	.5344601	.404226	.5856072	.2503385	.1021915	.8088444
InsH2Bfabp_CD15_11dpf_VAST02_plate02_GLO1_200915_A01	200915	2	NC597	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	24.716968	.2382072	.63424064	.3743256	4.4426712	1	43	141	498421	7439	6055	6125	2198	67	3.046e+09	3	7424990	232051	146	334	258	132	100	798583	10192	3101.4557	2647.1362	3.16e+07	68.90664	8276573	0				9_GLO1	1	3	3	8.058333	3	1	4								-.5221549	.2271431	.1079158	.7764218	1.100033	.0354786	.4006481	.5878935	.3853205	.5084881	.0875522	.5011308	.7887937	.6383348	-.2805315	-.7496121	-.6029956	.9144792	.7115489	.0875522	.9830529	1.522408	-.0145739
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_C08	200915	1	NC584	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	19.760495	.5444736	.36468837	.6125328	43.881121	1	30	128															25	813931	2304	3868.1011	3171.7306	8912105	171.1393	-2.57e+07	128	4041.777	1019582	1373011	9_GLO1	1	3	3	6.966667	3	1	4	-.1722413	-.3155015	-.2159075	-.9558848	-.72234	-.3216105	-.3865153	.7764218	1.131577	1.272699	-.5447325	.3884616	.1304298	-.3751523	-.4006481	-.7098812	-1.459439													
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_C05	200915	1	NC563	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	20.819387	.510444	.38054438	.510444	40.529632	1	9	107	379729	6436	5047	7447	2708	59	2.771e+09	1	4961698	184217	139	311	174	132	201	782192	15440	4396.0574	3873.1279	6.79e+07	-189.2431	1.81e+07	9	4230.732		1542675	9_GLO1	1	3	3	5.4	3	1	4	.1073266		.3497908	.7663329	1.002216	.0677986	-.7532038	.7118422	.6744897	.9165567	-.4128896	.6443017	-.1066151	1.838167	1.343082	2.128045	1.036433	-.404226	-.3417246	.0729317	-.2503385	-.6029956	-.3109825	-.1021915	-.1021915	-.1021915	-.3572158	.5856072	-.568394	-.0145739
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_A02	200915	1	NC540	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	27.172739	.7826808	.3964004	.7146216	46.842902	1	35	84	610358	7629	6544	6499	1818	80	4.014e+09	1	8130816	252729	166	304	254	132	68	1021684	7376	2998.7675	2674.6363	2.21e+07	-68.61103	-1807252	0	4256.336	1359792	1629854	9_GLO1	1	3	2	3.483333	3	1	4	.1505358	1.398694	.9011259	.7959055	.4425108	-2.611712		1.318011	1.445073	1.862732	-.2573935	1.813418	1.543781	.0828608	.3248653	.0976349	.0976349	.568394	1.288206	.9596939	1.006961	.3727933	-.568394	-1.056592	1.164587	1.164587	.8088444	.5011308	1.395747	-.0145739
InsH2Bfabp_CD15_11dpf_VAST02_plate02_GLO1_200915_A02	200915	2	NC605	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	16.977906	.170148	.80865682	.340296	3.5853136	1	2	149	416296	6505	4067	10921	2987	64	4.432e+09	1	4591302	180901	125	275	211	108	9	908853	672	2692.6027	2788.519	1809429	-519.0114	-2.46e+07	8	4010.166	1135114	1416840	9_GLO1	1	3	4	9	3	1	4	-.2159075	.167894	-.1289011	-.3100516	.1940281	-.9319713	-1.3782	-1.250992	.0784124	-.1276354	1.366204	-.0583267	1.012455	-.6450915	-.6162404	-1.136959	-1.250516	-.1021915	-.0729317	.2203721	-1.224058	.6744897	.8710608	.2203721	-.3109825	-.1610005	-.9144792	.0583267	.3572158	-1.136341
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_C01	200915	1	NC534	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	18.172158	.2722368	.57081658	.3743256	70.926856	1	29	78	411049	7211	6727	9491	3601	57	3.663e+09	1	4654736	182890	138	223	206	140	9	530704	592	3497.9527	3113.0499	2070788	-124.6884	-3.13e+07	14	3609.228	952335.8	1259304	9_GLO1	1	3	2	3.083333	3	1	4	-1.342336	-.7279133	-.7504371	-.8572543	-1.19838	.1359107	-1.322984	-.2675282	2.660068	.1079158	.477772	.1955515	-1.722905	-.6450915	-.6450915	-1.036433	-1.763728	-.5344601	-.1610005	.6383348	1.358142	.1021915	.3727933	.9144792	-.2805315	-.1315391	-.4360634	-1.164587	.1462539	.4846749
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_E05	200915	1	NC564	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	26.855071	.3743256	1.2209132	.2382072	50.116449	1	10	108	580463	6309	4518	7667	2880	92	4.476e+09	2	7109110	236541	152	341	188	144	113	929466	9392	4397.829	3658.8847	4.13e+07	83.87337	-3834855	16	4397.569		1634609	9_GLO1	1	3	3	5.5	3	1	4	.8385722		.9674216	-.0872978	2.02629	-.8976552	.7240638	.1276354	1.921351	-.6622477	2.266227	1.641107	1.094844	.5055002	.532558	.7461852	-.0417893	1.224058	.9144792	-.0437342	-.7887937	.7496121	-.2203721	.1021915	.7496121	.7887937	.3417246	1.164587	-.2353289	.7304482
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_G05	200915	1	NC566	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	.089593	0	1	19.654606	.6125328	.38054438	.4423848	43.725238	1	12	110	55707	2932	3349	5692	2153	19	3.074e+08	1	1776959	67319	89	211	164	54									0	3485.649	810545.6	1045138	9_GLO1	1	3	3	5.633333	3	1	4	-1.521218	-1.718451	-1.768825	-.4995509	-1.768825	-1.744448	-.9099823	.9017541	1.06018	.5561256	-.4128896	.3572158						-1.894644	-2.52324	-2.52324	-2.52324	-2.52324	-1.164587	-.7115489	-1.742647	-1.742647	-2.109706	-1.358142	-.7887937	-2.109706
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_D06	200915	1	NC571	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	28.443409	.4764144	.57081658	.7146216	46.453194	1	17	115																							47				9_GLO1	1	4	3	5.975	4	1	4								.5791321	1.391538	1.862732	.477772	2.066729																		
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_H07	200915	1	NC581	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	23.14895	.680592	.7928008	.5785032	43.257588	1	27	125															50	823204	4480	3108.1364	2725.868	1.39e+07	-24.12855	-1.11e+07	0				9_GLO1	1	4	3	6.758333	4	1	4								1.095181	.9938159	1.169537	1.295022	.8499573	.2023762	-.1543186	-.1782959	-.2967378	-.6399237													
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_B07	200915	1	NC575	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	24.313731	.5785032	.84036885	.1361184	43.959062	1	21	119	69008	3834	4612	5664	1921	18	4.419e+08	2	995303	50299	91	147	123	79	117	900023	11007	3180.0851	2787.9499	3.50e+07	-30.80819	8634833	12	4276.392	1260709	1578578	9_GLO1	1	4	3	6.333333	4	1	4	.2159075	.9674216	.5145928	.6010209	1.155555	-1.56699	.4593015	.8444151	1.169537	-1.417797	1.534121	1.06512	.9737339	.532558	.7044829	.5404469	.5404469	-2.109706	-2.109706	-1.894644	-.7115489	-2.109706	-1.224058	-.8710608	-2.109706	-2.109706	-1.813418	-2.109706	-2.109706	-1.742647
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_B09	200915	1	NC591	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	26.749182	.7486512	.68180869	.6125328	37.178143	1	37	135	578669	5459	5462	4568	1525	106	2.554e+09	3	10338684	228006	217	294	271	148	21	897116	2176	3540.0395	3073.7891	7703126	-32.87686	-2.48e+07	0				9_GLO1	1	4	3	7.45	4	1	4								1.229859	.5221549	1.272699	1.00999	1.538072	.9364207	-.4788077	-.426407	-.7835004	-1.313873	2.109706	.8710608	-.7115489	.0729317	-.7496121	-1.742647	-1.435436	2.109706	.6383348	2.52324	.3417246	1.742647	.9368471
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_D09	200915	1	NC593	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	26.219736	.3743256	.58667259	.340296	35.385486	1	39	137	413747	7013	5255	5773	2162	59	2.537e+09	2	5982859	196949	152	317	199	117	39	830790	4649	3559.6412	2962.7294	1.65e+07	127.385	-1.36e+07	26				9_GLO1	1	4	3	7.591667	4	1	4								.1276354	.477772	-.1276354	.5675913	1.322365	.2753871	-.250906	-.1066151	-.1256613	-.9027348	-.404226	-.1021915	.4683492	-.1906023	-.7887937	-1.056592	-.6744897	.1906023	.1315391	.3417246	.6929004	-.0145739	-.9368471
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_B08	200915	1	NC583	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1							29	127	458269	6110	4690	6700	2325	75	3.050e+09	1	6340093	216555	149	316	217	118	29	843926	3600	3284.0658	2722.3824	1.18e+07	156.2156	-1.31e+07	0	4280.583		1591109	9_GLO1	1	4	3	6.9	4	1	4	.2599896		.6412388	-1.064822	.9674216	-2.004234	.1784023						.3751523	-.3373553	-.3000344	-.4460577	-.8616341	.2805315	.2503385	-.1610005	-.6029956	-.2503385	-.5011308	-.404226	.3727933	.5344601	.2203721	.6383348	.5513477	-.8292257
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_F09	200915	1	NC595	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	22.090058	.3743256	.44396845	.4423848	42.789938	1	41	139	420611	4084	3381	9697	3213	103	3.974e+09	1	6673477	212101	145	245	236	150	57	705420	5520	3468.3726	2845.009	1.91e+07	185.2124	-8452718	0	4280.057	1241359	1525104	9_GLO1	1	4	3	7.733333	4	1	4	.2378908	.7279133	.2822162	.5495782	.4902859	.5192254		.1276354	.9017541	.5561256	.0195843	.822394	-.7985898	-.0591531	.1304298	-.0696849	-.4770404	1.894644	-.0437342	-1.622711	-2.109706	.2805315	.4360634	.6029956	.568394	.4360634	.0145739	-.7115489	1.056592	1.136341
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_F04	200915	1	NC559	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	.5937922	1	2	20.395831	.7486512	.57081658	.6465624	48.479675	1	5	103	202572	4310	3611	7640	2773	47	1.472e+09	1	4621	1326	20	22	20	18	179	744606	13763	3102.1467	2654.2714	4.27e+07	60.5608	1.92e+07	0	3881.99	1051688	1309009	9_GLO1	1	4	3	5.05	4	1	4	-.4425108	-.167894	-.4662653	-1.760867	-.1289011	2.211127	.2924907	1.229859	1.637325	1.473468	.477772	.5288648	-.3498982	1.37281	1.138967	.8219399	1.085325	-1.108973	-1.435436	-1.288206	-1.742647	-1.288206	-.2503385	.0145739	-2.52324	-2.52324	-2.52324	-2.52324	-2.52324	-2.52324
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_H09	200915	1	NC596	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	14.783703	.4423848	.87208088	.340296	43.257588	1	42	140	381662	7789	6667	11011	3747	49	4.080e+09	1	3612875	153680	145	240	160	126	165	685014	13115	3655.762	3164.9267	4.79e+07	-32.58256	1.35e+07	0	3515.307	833843.4	1054888	9_GLO1	1	4	3	7.8	4	1	4	-1.397068	-1.622194	-1.674578	-1.447253	-1.593219	.3938474	-1.866676	.4022501	.9938159	-.1276354	1.637325	-.6205683	-1.052756	1.012455	1.052756	1.085325	.7835004	-.8499573	-.3109825	1.056592	1.288206	.404226	1.006961	1.056592	-.9596939	-.4360634	.0145739	-.8925596	-1.006961	-.4521474
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_H01	200915	1	NC539	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	17.007376	1.1229768	.25369626	.6125328	26.500144	1	34	83	768764	8939	8460	6399	1813	86	5.047e+09	1	9155791	251616	187	292	259	138	52	759742	5456	2946.2311	2226.7639	1.61e+07	446.0949	1801286	0	4207.472		1594923	9_GLO1	1	4	2	3.416667	4	1	4	.0428615		.6677808	.4995509	1.397068	-2.211127	-.2236767	2.153875	.3497018	1.272699	-1.229859	-.0388722	-.2753871	-.1304298	.0828608	-.1820346	.2389929	1.031459	2.52324	1.742647	2.52324	1.056592	-.6383348	-1.108973	1.742647	1.108973	1.395747	.3109825	1.622711	.3572158
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_D03	200915	1	NC549	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	.9859055	1	2	12.66592	.340296	.19027219	.3743256	34.450187	1	44	93															22	246150	1824	2103.9863	2010.3623	3837671	-122.0714	-5771664	0	3369.407	753123.8	1017085	9_GLO1	1	4	2	4.15	4	1	4	-2.231606	-2.18935	-2.02629	-2.623793	-1.882051	-.3938474	1.657863	-.0293788	.4450965	.1079158	-1.921351	-.9368471	-2.193076	-.4393922	-.5055002	-.9027348	-.2104284													
InsH2Bfabp_CD15_11dpf_VAST02_plate02_GLO1_200915_B01	200915	2	NC598	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	12.287565	.170148	.80865682	.2041776	2.5720728	1	44	142	256095	6246	5956	11309	4224	41	2.919e+09	1	2465703	88871	91	257	131	124	57	697984	4503	2854.0759	2444.1762	1.29e+07	78.58124	-6107246	0	3695.55	985577.7	1187661	9_GLO1	1	4	3	8.316667	4	1	4	-1.002216	-.5519941	-1.075723	.1311557	0	-.9674216	-1.22324	-1.250992	-.2675282	-.8444151	1.366204	-1.031459	-.9003679	-.0591531	-.1543186	-.3853205	-.2967378	-1.435436	-1.108973	-.1021915	.568394	-.4360634	1.108973	1.358142	-1.435436	-1.522408	-1.813418	-.404226	-1.894644	-.6205683
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_H06	200915	1	NC574	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	23.360728	.5785032	.93550494	.5444736	49.414974	1	20	118															135	738380	10353	3056.0032	2730.5717	3.16e+07	-82.21911	6507086	0	4082.779	1175952	1470628	9_GLO1	1	4	3	6.2	4	1	4	-.1289011	.3406948	.0214258	1.188129	.8694237	1.858747	-.4347873	.8444151	1.809892	1.06018	2.063528	.9071243	-.4006481	.6450915	.6450915	.4154975	.4460577													
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_F07	200915	1	NC579	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	23.466617	.680592	.68180869	.6125328	42.478172	1	25	123	605888	6446	4721	8537	2911	94	5.158e+09	1	7021566	269977	148	298	272	139	76	882949	5504	4091.6582	3343.14	2.25e+07	177.6017	-1.58e+07	100	4421.77	1301174	1612717	9_GLO1	1	4	3	6.616667	4	1	4	.9337607	1.088917	.7791397	.065437	.8084989	.0225842	2.617812	1.095181	.8727259	1.272699	1.00999	.9368471	.8654489	.1782959	.1066151	.1537869	-1.085325	1.288206	1.164587	.1021915	-.5344601	1.108973	.1021915	.1315391	.7115489	1.522408	.1757821	.3727933	1.894644	.4360634
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_B03	200915	1	NC547	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	23.678396	.680592	.33297634	.7146216	40.139924	1	42	91															58	877539	4896	3537.1146	2869.8466	1.73e+07	222.4969	-1.08e+07	0	4350.004	1222802	1502091	9_GLO1	1	4	2	4.016667	4	1	4	.4662653	.5800146	.1505358	1.104064	.3957253	.8320063		1.095181	.6380556	1.862732	-.6744897	.9674216	.7664708	-.011824	-.0591531	-.0976349	-.6061059													
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_H02	200915	1	NC545	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	14.571925	.85074	.28540829	.4423848	43.803179	1	40	89																							0	3430.015	759763.2	1035732	9_GLO1	1	4	2	3.866667	4	1	4	-1.768825	-1.980752	-1.882051	-1.387736	-1.674578	-.6533766	-1.015779	1.601009	1.095181	.5561256	-.9315628	-.6443017																		
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_B06	200915	1	NC569	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	.9049932	1	2	20.607609	.6465624	.44396845	.5444736	48.635558	1	15	113															12	717430	959	3428.1345	2444.2589	3287581	652.5351	-1.57e+07	0	3899.567	1023874	1359986	9_GLO1	1	4	3	5.833333	4	1	4	-.3726597	-.2656923	-.304583	-.6541061	-.7791397	-.4431494	.8135039	.9622232	1.717228	1.06018	.0195843	.5741128	-.6450915	-.5462332	-.5600113	-.9454201	-1.036433													
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_F02	200915	1	NC543	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	20.184052	.510444	.50739251	.4423848	40.529632	1	38	87															121	755410	10239	2972.5805	2627.8752	3.04e+07	-35.5738	7517915	0	3822.576	1047919	1297660	9_GLO1	1	4	2	3.733333	4	1	4	-.5894558	-.1921572	-.5641537	-1.332766	-.5641537	-1.36845	-.4105317	.7118422	.6744897	.5561256	.2271431	.4629351	-.3000344	.5878935	.6162404	.3259735	.4770404													
InsH2Bfabp_CD15_11dpf_VAST02_plate02_GLO1_200915_D02	200915	2	NC607	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	10.880463	.2382072	.50739251	.3743256	2.0264816	1	4	151	285455	5826	4561	10414	3460	49	2.990e+09	1	3579209	119637	136	241	192	89	1	817630	16	2108.625	2290.0405	33738	-471.6527	-1.56e+07	12	3662.883		1104997	9_GLO1	1	4	4	9.133333	4	1	4	-1.038268		-1.456338	-2.224915	-2.231606	-.0677986	2.21809	-.5221549	-.4998403	.1079158	.2271431	-1.255486	.1782959	-.9549111	-.9929082	-2.128045	-.9899016	-.8499573	-.8710608	-.404226	-.7496121	-.3727933	.7496121	.8292257	-1.006961	-1.108973	-.6029956	-.8292257	-.1315391	-1.622711
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_F01	200915	1	NC537	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	23.254839	.6465624	.42811243	.4423848	27.201618	1	32	81															24	720914	2080	3036.1841	2464.4618	6315263	234.9973	-1.31e+07	0	4108.037	1091345	1443218	9_GLO1	1	4	2	3.283333	4	1	4	-.0643168	-.0477635	-.1073266	-.5495782	-.304583	-.0451798	.6955261	.9622232	.3705973	.5561256	-.0784124	.878182	-.5878935	-.4006481	-.4788077	-.8219399	-.8219399													
