filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	iapp_nwt	iapp_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_A08	201106	1	NK114	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.6849419	1	2	12.834032	.7486512	.31712032	.4423848	1.0911824	1	16	114	399308	7260	6077	20870	6404	55	8.351e+09	1	3846584	155474	133	254	182	123	170	531433	13259	24062.278	22803.104	3.19e+08	-886.1342	-2.11e+07	0	4116.361	975753.2	1365444	27_IAPP	1	1	3	7.116667	1	1	1	-.1098857	-.4711971	-.2695584	-.4954916	-.2695584	-.3186394	.5469463	-.6913244	-.47008	-.6413788	.4552406	-.1780348	-.8950011	.1984454	.1984454	.1697986	-.1984454	.0404405	.3080234	.6245627	.3507093	1.746955	1.746955	1.585278	-.0202161	.1419788	.2035442	.1012464	.3080234	.3940442
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_B08	201106	1	NK115	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.923148	1	2	14.930382	.5785032	.15856016	.5444736	3.2735472	1	17	115	473389	7635	7321	9078	3229	62	4.484e+09	1	5154712	184225	137	287	174	127	44	912314	2616	22056.919	23953.46	5.77e+07	-4305.731	-3.22e+08	12	4395.102	1124123	1556910	27_IAPP	1	1	3	7.183333	1	1	1	1.063622	.4364642	.6942906	.8103805	.7347365	-.2499428	-.0651533	-1.11242	1.523396	.2423479	-1.018352	.1229156	1.539856	-1.214075	-1.539856	-1.376912	-2.123549	.4159872	.779842	.835874	1.254453	.0202161	-.529045	-.3507093	.726158	.726158	.3507093	.6744897	.0809473	.6001788
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_E08	201106	1	NK118	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	1	1	2	11.156951	.85074	.26955227	.510444	.5455912	1	20	118															241	715776	17627	24878.685	21564.331	4.39e+08	1453.208	1.41e+08	2	4338.795	1101199	1532611	27_IAPP	1	1	3	7.416667	1	1	1	.7764218	.2050923	.5791321	-.7670732	-2.080278	.3535393	.5095174	-.47008	-1.19001	-.0533578	-.0133335	-.3911963	.2562565	.9599534	.8537231	.9378634	1.078302													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_F08	201106	1	NK119	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.7473812	1	2	22.057975	2.4161016	.31712032	.8167104	.6235328	1	21	119	541254	6939	6322	7871	2087	78	4.297e+09	1	7118891	218022	159	316	216	140	73	894360	7294	22645.474	22378.449	1.65e+08	-1780.873	-1.60e+08	8				27_IAPP	1	1	3	7.491667	1	1	1								2.554361	-1.087999	2.028069	.4552406	1.843765	1.376912	-.8138509	-.7752326	-.6309245	-1.244045	1.348744	1.348744	.1012464	.6245627	-.1012464	-1.093456	-1.254453	1.585278	1.022696	1.093456	1.170163	.8648943	1.348744
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_H08	201106	1	NK121	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.9490618	1	2	12.519579	.9868584	.25369626	.4423848	.7014744	1	23	121	481778	8030	7799	12941	4693	60	6.465e+09	1	5109346	183373	128	289	193	149	154	600456	12562	22665.341	20660.847	2.85e+08	350.5982	1.84e+07	82	3810.243	1138449	1238982	27_IAPP	1	1	3	7.616667	1	1	1	-.7347365	.5424624	-.5791321	.3904518	1.120502	.5357877	-1.845705	-.0800843	-.9533248	-.6413788	-.1742078	-.205788	-.4670705	.0281681	.1128968	-.0845939	.1412905	.2658918	.9567178	1.170163	1.456837	1.170163	.1829481	.4830894	.6245627	.6744897	.0404405	.726158	.3940442	1.585278
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_B09	201106	1	NK123	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.9206136	1	2	8.5365126	.8847696	.20612821	.1361184	1.2470656	1	25	123	103545	3571	3603	16308	6053	29	1.732e+09	1	808991	44305	79	131	94	79	154	463506	13967	27038.188	22941.354	3.78e+08	1919.812	3.27e+07	79	3652.716	944888.9	1169432	27_IAPP	1	1	3	7.8	1	1	1	-1.318011	-.6942906	-1.063622	1.001768	1.246721	1.458376	-1.096804	-.3539128	-.4113021	-1.783727	-.6089566	-1.004335	-1.453563	.0281681	.2854742	.6656764	.2854742	-1.585278	-1.973953	-2.405983	-1.973953	-1.456837	1.022696	1.254453	-1.456837	-1.456837	-1.456837	-1.585278	-1.456837	-1.456837
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_C09	201106	1	NK124	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.9253467	1	2	4.7630812	.2382072	.20612821	.2382072	.779416	1	26	124	272065	5789	5969	20972	8133	47	5.652e+09	1	1892232	87034	120	192	138	90	124	317126	8615	23238.468	20590.542	2.00e+08	1010.157	-6.37e+07	106				27_IAPP	1	1	3	7.875	1	1	1								-1.523396	-.7786766	-1.018352	-.6089566	-1.773856	-2.123549	-.3747248	-.4987188	-.3446772	-.4670705	-.4159872	-.6245627	-.6744897	.3080234	.6245627	1.973953	1.973953	-1.093456	-1.022696	-.3940442	-.835874	-1.170163	-1.348744
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_D09	201106	1	NK125	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.6509237	1	2	19.227902	1.5653616	.36468837	.2041776	.5455912	1	27	125															148	725900	12190	27498.897	24729.813	3.35e+08	181.8064	-7.14e+07	14	4477.648	1216192	1579461	27_IAPP	1	1	3	7.95	1	1	1	1.396713	1.00999	1.120502	.4599256	.4022501	-.1824072	1.567991	1.087999	-1.19001	-1.137524	.7430576	1.150349	.3446772	-.0563585	.0281681	.2854742	-.6656764													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_F09	201106	1	NK127	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.6239499	1	2	17.026733	.85074	.33297634	.1361184	2.4161896	1	29	127															284	660261	21016	32600.789	27520.881	6.85e+08	1852.387	1.82e+08	7	4463.225	1149694	1576948	27_IAPP	1	1	3	8.066667	1	1	1	1.318011	.5791321	.9591166	1.173722	.031338	.7379805	.4011473	-.47008	.6089566	-1.783727	.5771623	.7626835	-.1128968	1.376912	1.376912	2.123549	1.244045													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_H09	201106	1	NK128	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	1	1	2	22.057975	1.9396872	.33297634	.1361184	1.7147152	1	30	128	566910	7766	6753	9144	2815	73	5.330e+09	1	6634553	236393	138	402	190	128	104	778068	9419	21107.154	20689.845	1.99e+08	-1243.239	-6.85e+07	11				27_IAPP	1	1	3	8.172222	1	1	1								1.721797	.0800843	-1.783727	.5771623	1.843765	.7752326	-.6482026	-.4358834	-.4051146	-.5308747	1.170163	1.456837	.9567178	.9567178	.4381324	-.4830894	-.6245627	1.348744	1.348744	.3940442	2.405983	.3507093	.6744897
InsH2Bfabp_CD15_10dpf_VAST02_plate02_IAPP_201106_A01	201106	2	NK129	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.8102844	1	2	10.124714	2.041776	.25369626	.5444736	1.7926568	1	31	129	413280	7126	5881	15746	5221	58	6.115e+09	1	5153581	175869	151	286	218	118	68	867410	6119	17674.86	19759.639	1.08e+08	-3531.947	-1.27e+08	0				27_IAPP	1	1	3	8.277778	1	1	1								1.933363	.1606864	.2423479	-.1742078	-.6916925	1.185158	-.8537231	-.8537231	-.8537231	-1.078302	.1419788	.4381324	.4381324	.2658918	1.022696	.6744897	1.022696	.6744897	.529045	.807541	.6245627	1.022696	.0202161
InsH2Bfabp_CD15_10dpf_VAST02_plate02_IAPP_201106_B01	201106	2	NK130	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.9567282	1	2	13.800708	1.1570064	.23784024	.5444736	2.1044232	1	32	130	335953	9599	7661	16191	3477	35	5.410e+09	2	2747230	107392	135	190	164	101	248	695182	20070	21317.481	19443.976	4.28e+08	498.7467	2.04e+08	5	4025.098	1129237	1311581	27_IAPP	1	1	3	8.383333	1	1	1	-.3021995	.4711971	-.4022501	1.112734	1.318011	.6136091	1.690622	.1606864	.3116334	.2423479	-.339753	-.0136234	.1697986	1.029232	1.185158	.8537231	1.758563	-1.170163	-.1419788	1.585278	1.348744	.529045	.8946621	-.1829481	-.529045	-.726158	.3080234	-.9891686	-.2868939	-.8946621
InsH2Bfabp_CD15_10dpf_VAST02_plate02_IAPP_201106_C01	201106	2	NK131	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	0	0	1	19.173314	1.4632728	.68180869	.5785032	3.3514888	1	33	131	691975	9746	7082	8359	2451	71	5.857e+09	2	6518640	244152	159	312	253	107	434	1133337	30894	38937.856	35189.495	1.20e+09	-1238.265	4.36e+08	17				27_IAPP	1	1	3	8.466667	1	1	1								.8920979	1.665843	.6413788	2.554361	1.099066	2.535274	2.535274	2.535274	2.535274	2.535274	.9567178	1.746955	1.746955	1.093456	.726158	-.8946621	-.9567178	1.093456	1.585278	1.093456	1.057414	1.973953	-.4604945
InsH2Bfabp_CD15_10dpf_VAST02_plate02_IAPP_201106_D01	201106	2	NK132	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	1	1	2	9.9362014	.5444736	.44396845	.4764144	.8573576	1	34	132	232891	4852	4425	29031	9663	48	5.984e+09	1	2707903	91236	128	182	137	122	153	532954	12432	28294.038	23549.952	3.52e+08	2427.458	-1.42e+07	112	3782.975	850352.2	1144266	27_IAPP	1	1	3	8.55	1	1	1	-.8195021	-1.485165	-1.396713	-1.173722	-1.396713	1.150349	-.9333305	-1.217526	-.6250856	-.325661	1.306186	-.7267301	-.8537231	-.0281681	.0845939	.4987188	-.0281681	-.3292913	-1.022696	-1.456837	-1.022696	.8946621	2.405983	2.405983	-.5761465	-.9567178	.0404405	-1.254453	-1.254453	.3080234
InsH2Bfabp_CD15_10dpf_VAST02_plate02_IAPP_201106_E01	201106	2	NK133	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	1	1	2	21.623976	1.2250656	.53910454	.6125328	3.507372	1	35	133	541006	6598	5799	5337	1490	82	2.832e+09	2	6536556	206445	171	263	230	135													27_IAPP	1	1	3	8.608334	1	1	1								.2699041	1.933363	.9121265	1.853367	1.655485						1.585278	1.254453	-.1012464	.224227	-.5761465	-1.585278	-1.746955	1.254453	.9567178	1.585278	.3292913	1.456837	1.022696
InsH2Bfabp_CD15_10dpf_VAST02_plate02_IAPP_201106_F01	201106	2	NK134	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.8257871	1	2	10.97302	1.4292432	.31712032	.5444736	1.6367736	1	36	134															19	469336	1536	27657.484	28281.416	4.25e+07	-4025.912	-4.87e+08	0	4397.249	1292546	1660674	27_IAPP	1	1	3	8.666667	1	1	1	1.120502	1.318011	1.587056	2.493243	.86416	-1.684395		.7607465	-.0133335	.2423479	.4552406	-.435715	-1.244045	-2.535274	-2.123549	-1.639431	-2.535274													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_IAPP_201106_G01	201106	2	NK135	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	1	1	2	10.690251	.4423848	.3012643	.4764144	1.6367736	1	37	135	284196	4817	3914	18157	4402	59	5.276e+09	1	2432453	124261	108	202	152	121	154	530808	11536	30607.704	24456.227	3.53e+08	3626.958	-4.41e+07		3825.966	860655.2	1194525	27_IAPP	1	1	3	8.733334	1	1	1	-.5791321	-1.318011	-.86416	-2.075128	-.4364642	-.6539285	-1.224459	-1.338139	-.0133335	-.325661	.2561017	-.5275293	-.9378634	.0281681	-.0281681	.5308747	-.4051146	.1829481	-.3940442	-1.585278	-1.348744	.3940442	1.456837	.3507093	-.8946621	-.3507093	-.807541	-.779842	-.6493239	.2035442
InsH2Bfabp_CD15_10dpf_VAST02_plate02_IAPP_201106_A02	201106	2	NK136	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.9262214	1	2	12.386864	.8167104	.23784024	.4764144	1.7926568	1	38	136	476129	7214	6629	16836	5164	66	8.056e+09	1	4080711	175218	120	300	166	134	185	661522	14520	21756.88	20005.795	3.16e+08	247.4512	7.22e+07		3854.844	1105909	1269816	27_IAPP	1	1	3	8.833333	1	1	1	-.4711971	.2695584	-.5065081	-.4599256	-1.708735	.0494931	-1.690622	-.5614833	.1606864	-.325661	-.339753	-.2901008	-.0845939	.3747248	.4358834	.1412905	.6309245	.6245627	.8946621	.529045	.8946621	1.585278	1.170163	.8946621	.1829481	.4381324	-.3940442	.8648943	-.1419788	.9567178
InsH2Bfabp_CD15_10dpf_VAST02_plate02_IAPP_201106_B02	201106	2	NK137	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.052729	0	1	7.862564	.9528288	.15856016	.4764144	1.558832	1	39	137	224162	7005	5594	10881	3366	32	2.512e+09	1	5402	1549	21	33	18	16	331	653352	23766	28075.103	26096.469	6.67e+08	-922.1409	2.14e+08		3892.471	1010147	1300979	27_IAPP	1	1	3	8.883333	1	1	1	-.4364642	-.4364642	-.4364642	-.7251591	-.5424624	-.4610861	-1.158272	-.1471942	-.1471942	-.325661	-1.018352	-1.204851	-.227256	2.123549	2.123549	1.909639	1.909639	-1.348744	-1.093456	.1419788	-.0606815	-.9567178	-.1419788	-.2658918	-2.405983	-2.405983	-2.405983	-1.973953	-2.405983	-2.141198
