filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	hmg20a_nwt	hmg20a_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_E06	201001	1	NC814	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	1	1	2	14.545707	1.70148	.42811243	.4083552	1.7147152	1	34	132																											13_HMG20A	1	3	3		3	1	4								2.649357	.909847	1.150349	.9512777	.9084579																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_G01	201001	1	NC778	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.9623817	1	2	14.408474	.6465624	.33297634	.3062664	1.4029488	1	47	96																											13_HMG20A	1	3	2		3	1	4								-.1624294	.3507093	.224227	.1948269	.8327979																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_E01	201001	1	NC776	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	1	1	2	11.938285	1.020888		.2722368	1.4808904	1	45	94																											13_HMG20A	1	3	2		3	1	4								1.022696	.6001788	-.1726797		.1664935																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_A01	201001	1	NC772	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.1377739	0	1	8.5074675	.7486512	.22198422	.2722368	1.0911824	1	41	90																											13_HMG20A	1	3	2		3	1	4								.224227	-.1215874	-.1726797	-.6428442	-1.115905																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_C07	201001	1	NC818	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	1	1	2	8.0957694	.0340296	.38054438	.1361184	2.0264816	1	38	136																											13_HMG20A	1	3	3		3	1	4								-2.050429	1.400745	-.8946621	.4531975	-1.310335																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_G04	201001	1	NC802	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.9918378	1	2	14.68294	.9528288	.17441618	.3743256	1.4029488	1	22	120																											13_HMG20A	1	3	3		3	1	4								.835874	.3507093	.8946621	-1.08839	.9564539																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_G03	201001	1	NC794	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	1	1	2	3.1553915	.7486512	.17441618	.2722368	.9352992	1	14	112																											13_HMG20A	1	3	3		3	1	4								.224227	-.3507093	-.1726797	-1.08839	-2.64107																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_H07	201001	1	NC821	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.1301381	0	1	10.017027	.4083552	.15856016	.3062664	1.0132408	1	41	139																											13_HMG20A	1	3	3		3	1	4								-.9728152	-.255435	.224227	-1.295575	-.5798979																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_E05	201001	1	NC807	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	1	1	2	8.9191657	.510444	.17441618	.2382072	.9352992	1	27	125																											13_HMG20A	1	3	3		3	1	4								-.6618544	-.3507093	-.4381324	-1.08839	-.9564539																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_E03	201001	1	NC792	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	1	1	2	12.487216	.85074	.15856016	.2722368	1.7147152	1	12	110																											13_HMG20A	1	3	3		3	1	4								.5407068	.909847	-.1726797	-1.295575	.3050467																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_E08	201001	1	NC825	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	1	1	2		.1361184	.36468837	.1361184	.7014744	1	45	143																											13_HMG20A	1	3	3		3	1	4								-1.48669	-.835874	-.8946621	.3106094																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_C06	201001	1	NC812	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.6466258	1	2	15.918034	1.1570064	.47568048	.0680592	2.6500144	1	32	130																											13_HMG20A	1	3	3		3	1	4								1.37428	2.405983	-1.795459	1.31953	1.538334																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_G02	201001	1	NC786	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.9782825	1	2	13.17338	.9868584	.44396845	.3743256	1.4029488	1	6	104																											13_HMG20A	1	3	3		3	1	4								.9252446	.3507093	.8946621	1.107003	.4960846																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_A06	201001	1	NC810	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.0967322	0	1	10.565958	1.5653616	.20612821	.4423848	2.338248	1	30	128																											13_HMG20A	1	3	3		3	1	4								2.254042	1.848596	1.400745	-.7876622	-.3708573																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_A02	201001	1	NC780	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.0973988	0	1	17.427594	1.4632728	.23784024	.3743256	2.338248	1	49	98																											13_HMG20A	1	3	2		3	1	4								1.907533	1.848596	.8946621	-.5220637	2.040281																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_G08	201001	1	NC826	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.9585027	1	2	6.8606749	.3743256	.17441618	.1361184	.779416	1	46	144																											13_HMG20A	1	3	3		3	1	4								-1.170163	-.5881202	-.8946621	-1.08839	-1.473947																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_B03	201001	1	NC789	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.9407232	1	2	10.291493	.5444736	.33297634	.3062664	1.0911824	1	9	107																											13_HMG20A	1	4	3		4	1	4								-.5407068	-.1215874	.224227	.1948269	-.4612377																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_B04	201001	1	NC797	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	1	1	2	13.310613	.9187992	.31712032	.4423848	1.2470656	1	17	115																											13_HMG20A	1	4	3		4	1	4								.7393782	.1114111	1.400745	.0611754	.5196525																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_D02	201001	1	NC783	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.9598554	1	2	9.8797947	.5785032	.38054438	.3062664	.779416	1	3	101																											13_HMG20A	1	4	3		4	1	4								-.4159872	-.5881202	.224227	.4531975	-.6423266																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_B01	201001	1	NC773	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.9574714	1	2	16.604198	1.4632728	.47568048	.4764144	1.6367736	1	42	91																											13_HMG20A	1	4	2		4	1	4								1.907533	.7936154	1.746955	1.31953	1.896824																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_B07	201001	1	NC817	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.090791	0	1	11.526587	.7486512	.3964004	.3743256	2.0264816	1	37	135																											13_HMG20A	1	4	3		4	1	4								.224227	1.400745	.8946621	.6428442	-.0103582																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_D03	201001	1	NC791	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	1	1	2	19.486085	1.2250656	.28540829	.4423848	2.6500144	1	11	109																											13_HMG20A	1	4	3		4	1	4								1.585278	2.405983	1.400745	-.2156401	2.64107																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_B08	201001	1	NC823	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.0781614	0	1	5.7628131	.1020888	.19027219	.1361184	1.4029488	1	43	141																											13_HMG20A	1	4	3		4	1	4								-1.585278	.3507093	-.8946621	-.9042674	-1.609816																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_H03	201001	1	NC795	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.9685401	1	2	13.447845	.510444	.25369626	.2722368	.779416	1	15	113																											13_HMG20A	1	4	3		4	1	4								-.6618544	-.5881202	-.1726797	-.3864182	.555559																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_H01	201001	1	NC779	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	1	1	2	12.487216	.6465624	.12684813	.3062664	1.0911824	1	48	97																											13_HMG20A	1	4	2		4	1	4								-.1624294	-.1215874	.224227	-1.513781	.3050467																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_F07	201001	1	NC820	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.1877388	0	1	15.369103	1.020888	.4915365	.340296	2.4161896	1	40	138																											13_HMG20A	1	4	3		4	1	4								1.022696	2.050429	.5881202	1.423913	1.335178																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_F02	201001	1	NC785	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	1	1	2	7.9585366	.4764144	.20612821	.2722368	.8573576	1	5	103																											13_HMG20A	1	4	3		4	1	4								-.766215	-.4492854	-.1726797	-.7876622	-1.360873																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_H05	201001	1	NC809	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.1089207	0	1	10.565958	.3743256	.3012643	.2382072	.9352992	1	29	127																											13_HMG20A	1	4	3		4	1	4								-1.170163	-.3507093	-.4381324	-.0918348	-.3708573																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_F03	201001	1	NC793	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.942421	1	2	12.349984	.9528288	.31712032	.2722368	1.0132408	1	13	111																											13_HMG20A	1	4	3		4	1	4								.835874	-.255435	-.1726797	.0611754	.2726478																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_B06	201001	1	NC811	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.0609522	0	1	9.1936311	.5444736	.41225642	.2041776	1.0132408	1	31	129																											13_HMG20A	1	4	3		4	1	4								-.5407068	-.255435	-.5407068	.7876622	-.8038431																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_F01	201001	1	NC777	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.9682602	1	2	11.526587	.6465624	.41225642	.3062664	.5455912	1	46	95																											13_HMG20A	1	4	2		4	1	4								-.1624294	-1.348744	.224227	.7876622	-.0103582																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_D04	201001	1	NC799	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.9543095	1	2	13.722311	.7826808	.25369626	.340296	1.2470656	1	19	117																											13_HMG20A	1	4	3		4	1	4								.3722894	.1114111	.5881202	-.3864182	.6680021																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_C09	201001	1	NC827	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	1	1	2	7.1351403	.8847696	.07928008	.340296	2.0264816	1	47	145																											13_HMG20A	1	4	3		4	1	4								.6493239	1.400745	.5881202	-2.047078	-1.415149																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_B02	201001	1	NC781	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.1228351	0	1	10.291493	.7146216	.23784024	.2722368	.779416	1	1	99																											13_HMG20A	1	4	3		4	1	4								.1317762	-.5881202	-.1726797	-.5220637	-.4612377																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_B05	201001	1	NC805	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	1	1	2	15.231871	.5785032	.36468837	.340296	1.4029488	1	25	123																											13_HMG20A	1	4	3		4	1	4								-.4159872	.3507093	.5881202	.3106094	1.155382																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_H04	201001	1	NC803	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.9680669	1	2	11.526587	.680592	.12684813	.3062664	1.169124	1	23	121																											13_HMG20A	1	4	3		4	1	4								0	.0202161	.224227	-1.513781	-.0103582																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_D01	201001	1	NC775	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.9363935	1	2	9.3308638	.6465624	.22198422	.2722368	1.0911824	1	44	93																											13_HMG20A	1	4	2		4	1	4								-.1624294	-.1215874	-.1726797	-.6428442	-.775547																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_D09	201001	1	NC828	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.9912806	1	2	12.898914	.6125328	.44396845	.0680592	1.4029488	1	48	146																											13_HMG20A	1	4	3		4	1	4								-.2868939	.3507093	-1.795459	1.107003	.4269421																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_H02	201001	1	NC787	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	1	1	2	11.66382	.6125328	.17441618	.3743256	1.169124	1	7	105																											13_HMG20A	1	4	3		4	1	4								-.2868939	.0202161	.8946621	-1.08839	.0621879																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_F04	201001	1	NC801	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	1	1	2	11.801053	.7486512	.28540829	.340296	1.4808904	1	21	119																											13_HMG20A	1	4	3		4	1	4								.224227	.6001788	.5881202	-.2156401	.0829588																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_F09	201001	1	NC830	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	1	1	2	10.017027	.7826808	.74523275	.1020888	1.2470656	1	1	148																											13_HMG20A	1	4	4		4	1	4								.3722894	.1114111	-1.300153	2.646619	-.5798979																		
