filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	irx3a_nwt	irx3a_dich	irx3b_nwt	irx3b_dich	irx3_nwt	irx3_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate02_IRX3_210107_G04	210107	2	NI094	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	.8542163	1	.9271082	1	3	8.143891	2.7563976	.85622486	.6465624	3.9750216	1	39	88	220581	5515	5427	4240	1806	40	9.452e+08	1	2444173	104750	97	247	173	122	96	485650	7968	4916.7487	3967.2351	3.92e+07	403.3715	2.41e+07	17	4103.192	919871.5	1236828	46_IRX3	1	3	2	9.983334	3	1	3	.0619316	-.6648088	-.5894558	-.2183448	-1.071487	-.9848956	-.6449072	-1.389417	-.5933586	-1.281552	-1.157523	-1.737194	-.6933416	.1648683	.2104284	.014921	.6558747	-.3186394	-.5005801	-.5005801	.146745	-1.150349	-1.56892	-.9345893	-.4079188	-.4079188	-.9345893	.3853205	.2104284	.2967378
InsH2Bfabp_CD15_09dpf_VAST02_plate02_IRX3_210107_H03	210107	2	NI088	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	.946837	1	.9734185	1	3	15.378202	5.0363808	.60252861	2.9605752	11.535357	1	33	82	330588	7034	4363	6446	2503	47	2.085e+09	2	3490205	149204	126	248	176	109	77	716584	6431	6612.9062	5872.0473	4.25e+07	6.228858	-2.99e+07	3				46_IRX3	1	3	2	9.566667	3	1	3								1.429219	2.519125	2.519125	-1.737194	.5244005	.6933416	-.1346898	-.0746714	.1346898	-.7713894	.146745	.5485223	.6484922	-.7009514	-.2749777	-.8122178	-.4079188	.3629173	.4537622	.2104284	.4537622	.2967378	-.3629173
InsH2Bfabp_CD15_09dpf_VAST02_plate02_IRX3_210107_C01	210107	2	NI069	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	.8834473	1	.9417237	1	3	15.860489	4.083552	1.2209132	1.8375984	7.4823936	1	14	63															105	703976	8066	8296.2963	7091.0124	6.69e+07	350.0329	-4.22e+07	0	4513.846	1205755	1606542	46_IRX3	1	3	2	8.133333	3	1	3	2.085356	2.085356	2.085356	1.188674	2.085356	.4727891	1.580799	.4578519	.7025232	1.429219	-.1033981	.8628221	.6193067	.27188	.2564297	.6193067	-1.21023													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_F09	210107	1	NI064	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	.9733497	1	.6035819	1	.7884658	1	3	17.307109	4.5259368	1.6331696	1.361184	10.288291	1	9	58															148	823002	12091	5385.8553	5319.9034	6.51e+07	-614.0415	9304071	5	4484.562	1176894	1609158	46_IRX3	1	3	2	7.366667	3	1	3	1.868242	1.868242	2.502106	.9674216	1.593219	.2298841		1.0239	1.616981	.4908544	.7407855	1.429219	1.611169	.6558747	.6933416	.583549	.3186394													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_IRX3_210107_H01	210107	2	NI074	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	.052096	0	0	0	.026048	0	1	14.534199	3.062664	1.2209132	.9868584	3.7411968	1	19	68	205862	8234	7320	8801	2675	25	1.630e+09	1	2360812	97938	110	268	141	86	42	508752	2919	4895.495	3971.2698	1.43e+07	377.6839	-941656.6	98	4114.515	959094.9	1288104	46_IRX3	1	3	2	8.533334	3	1	3	.0929718	-.3472613	-.3803256	.7039218	.9674216		-.1593188	-.8003131	-.6652629	-.3147636	-.1033981	.3302958	-.5485223	-.6744897	-.6933416	-.8122178	.014921	-1.330562	-.5977601	1.439531	1.731664	-.755415	-.146745	-.1891184	-.5005801	-.5977601	-.3629173	1.001331	-.6484922	-1.036433
InsH2Bfabp_CD15_09dpf_VAST02_plate02_IRX3_210107_H02	210107	2	NI080	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	.9705124	1	.9852562	1	3	10.6759	3.3008712	1.0623531	.9528288	5.2220872	1	25	74	266766	6506	6117	11247	3547	41	2.964e+09	1	2691777	105065	100	223	204	109	74	519489	6238	4221.5481	3526.9412	2.63e+07	192.0334	2.45e+07	140	4033.026	940058.9	1303282	46_IRX3	1	3	2	9.033334	3	1	3	-.1553528	-.4477675	-.3145723	.6648088	-.2183448	-.2298841	-1.001768	-.5075561	-.1182339	-.4742886	-.5413951	-.5585475	-.4471567	-.1648683	-.1346898	-.2564297	.6933416	-.2104284	-.0627068	.3629173	.871771	.4079188	.755415	.6484922	-.1891184	-.3629173	-.7009514	-.1046335	1.036433	-.3629173
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_F01	210107	1	NI012	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	.0986783	0	0	0	.0493392	0	1	18.109376	5.8530912	2.2039862	1.8375984	10.054466	1	6	6	541337	6940	5706	6916	1779	78	3.729e+09	1	6025	1642	22	31	20	16	36	813957	2890	6233.2896	6107.1396	1.80e+07	-631.7432	-6.15e+07	32	4372.819	1087666	1524356	46_IRX3	1	3	1	2.35	3	1	3	1.071487	.9674216	1.128144	.0619316	.6648088		.1272606	2.104968	1.516426	1.429219	1.281552	1.616981	1.422911	-.8122178	-.7318081	-.583549	-1.731664	1.281552	1.731664	.5977601	.3186394	.755415	-.755415	-1.001331	-2.39398	-2.39398	-2.39398	-2.39398	-2.39398	-2.39398
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_F02	210107	1	NI019	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	1	1	1	1	3	15.836286	4.5259368	2.013714	1.531332	9.5088752	1	13	13	241532	5617	4542	7429	2839	43	1.792e+09	2	2483205	107853	112	180	158	116	240	729012	19187	7236.8902	6274.4432	1.39e+08	187.9984	5.43e+07	23				46_IRX3	1	3	1	3.041667	3	1	3								1.0239	1.429219	.7407855	1.157523	.8003131	.8544474	1.241867	1.345167	1.345167	1.422911	-.146745	-.3629173	-.4079188	-.4537622	-.5485223	-.5977601	.0836517	-.3629173	-.2318344	-.2533471	-1.072861	-.146745	-.0417893
InsH2Bfabp_CD15_09dpf_VAST02_plate02_IRX3_210107_C04	210107	2	NI090	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	.0143728	0	.0567364	0	.0355546	0	1	11.881618	4.1175816	.90379291	1.2250656	7.3265104	1	35	84	488655	6694	6498	14328	3594	73	6.741e+09	1	4126923	176612	151	229	169	133	251	617650	20273	8520.3959	7653.0879	1.73e+08	-43.56233	4.67e+07		4143.472	1014603	1381310	46_IRX3	1	3	2	9.716666	3	1	3	.1867561	.2501529	.1241019	.4477675	-.3308726	.1965805	-.3904518	.5075561	.5933586	.1629114	-.9993048	-.177872	.0746714	1.510357	1.510357	1.884304	1.21023	1.072861	1.23544	.5485223	1.072861	2.39398	1.731664	.7009514	.7009514	.9345893	1.23544	.0417893	.0627068	1.072861
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_H09	210107	1	NI066	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	1	1	1	1	3	11.290106	3.062664	1.030641	1.020888	2.2603064	1	11	60															107	333164	8191	4581.811	3892.0344	3.75e+07	151.0758	2.47e+07		3719.758	831720	1044779	46_IRX3	1	3	2	7.583333	3	1	3	-1.253905	-1.403413	-1.714594	.7856053	-1.593219	.8369914	-.9506695	-.8003131	-1.248728	-.2079166	-.7215223	-.4092545	-2.100166	.3343768	.3186394	-.0447762	.7318081													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_F08	210107	1	NI058	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	0	0	.0466804	0	.0233402	0	1	14.499174	3.4369896	1.3001933	.9868584	6.0794448	1	3	52	362630	4477	4312	5031	1655	81	1.892e+09	1	5691875	191937	165	253	225	120	57	520111	4816	5523.2006	5086.0889	2.66e+07	-219.7451	-2.22e+07	21	4015.921	974437.3	1357669	46_IRX3	1	3	2	6.666667	3	1	3	-.2183448	-.1867561	0	-.4477675	-.6648088	.0978166	-.3228149	-.3616052	.1182339	-.3147636	.2079166	.2839215	-.4144133	-.4803868	-.3501975	-.1951978	-.5485223	1.731664	.6484922	-1.072861	-.755415	-.4537622	-1.150349	-1.330562	1.330562	1.23544	1.56892	.6484922	1.56892	.1891184
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_H06	210107	1	NI046	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	.0883749	0	0	0	.0441874	0	1	15.568863	4.1175816	1.6807377	1.2590952	7.3265104	1	40	40	263262	5063	3847	8809	2811	52	2.203e+09	2	2902148	110024	140	230	130	119	351	735968	25164	7086.8939	6206.0851	1.78e+08	113.1245	9.59e+07	5	4173.254	992232.1	1408615	46_IRX3	1	3	1	5.433333	3	1	3	.2822162	.0929718	.3145723	-.4138112	-.4822482	.5469463	-.1272606	.5075561	.5933586	.2533471	.8628221	.6469766	.8982587	2.514955	2.514955	2.100166	2.514955	.3186394	-.1046335	-.8122178	-1.150349	-.1891184	-.1046335	.0208901	.0208901	-.1891184	.8416212	.1256613	-1.191816	.1256613
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_H03	210107	1	NI029	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	1	1	1	1	3	12.89464	3.5050488	1.3636174	.5785032	3.1956056	1	23	23															17	639912	1584	5275.1515	4075.0428	8355840	643.2986	-9998627	104	3700.744	1021122	1163840	46_IRX3	1	3	1	3.766667	3	1	3	-1.403413	.3472613	-1.018076	1.593219	1.403413	-.9333305	-1.857141	-.1928725	-.8003131	-1.516426	.3932733	-.029494	.1648683	-1.309172	-1.094332	-1.21023	-.1046335													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_C04	210107	1	NI031	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	.0778391	0	0	0	.0389195	0	1	11.156394	3.4710192	.99892901	.85074	4.9103208	1	25	25	245459	6294	5967	14239	5402	39	3.359e+09	1	2709927	104085	112	229	149	115	105	503256	8349	7049.2645	6155.5666	5.89e+07	131.0126	-2.21e+07	60	4137.341	947191.8	1325488	46_IRX3	1	3	1	3.95	3	1	3	.1553528	-.3803256	-.2183448	-.6266873	-.8284646	1.096804	-.8103805	-.2686029	-.3302958	-.8416212	-.8003131	-.4742886	-.6193067	.27188	.3821084	.4803868	-.5141561	-.4307273	-.2318344	.2533471	.8122178	.6484922	1.56892	2.39398	-.146745	-.4537622	-.2533471	.0417893	-.4537622	-.1256613
InsH2Bfabp_CD15_09dpf_VAST02_plate02_IRX3_210107_C03	210107	2	NI083	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	.9234149	1	.9617075	1	3	8.2644629	3.4369896	.84036885	.9528288	2.9617808	1	28	77															97	313712	7593	8839.1384	7072.0972	6.71e+07	913.6619	-4.14e+07		3741.109	857619.6	1200491	46_IRX3	1	3	2	9.233334	3	1	3	-1.128144	-1.071487	-.8729028	2.502106	-.9191355	-1.690622	.4599256	-.3616052	-.9064346	-.4742886	-1.248728	-1.616981	-2.514955	.1951978	.1346898	.6558747	-1.150349													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_IRX3_210107_F04	210107	2	NI093	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	1	1	1	1	3	9.9524687	3.743256	1.0940651	.9528288	8.2618096	1	38	87	328070	7456	6924	4861	1285	44	1.549e+09	2	3206477	131762	129	203	164	126	7	663534	752	7370.5519	5935.0651	5542655	694.6209	-6.88e+07	129	3961.718	990975.9	1353467	46_IRX3	1	3	2	9.9	3	1	3	-.3803256	.0619316	-.030951	1.491606	-.030951	-1.465234	.3564294	.1330958	.9993048	-.4742886	-.4742886	-.8628221	.2873955	-2.260189	-2.100166	-1.510357	-1.884304	-.0836517	.5005801	.9345893	1.23544	-.871771	-1.330562	-1.439531	.146745	.1891184	.3853205	-.5485223	.0208901	.4770404
