filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	fgf19_nwt	fgf19_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_E02	201222	3	NH700	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	.9535593	1	2	11.079677	1.9056576	1.3001933	1.8375984	4.5985544	1	29	78	299454	5163	4670	7042	2313	58	2.171e+09	1	3257944	138908	118	294	156	106	8	472074	464	10942.502	10725.64	5077321	-1666.909	-1.52e+08	0	3923.622	973390.5	1325518	41_FGF19	1	4	2	3.533333	4	1	5	-.1965805	.1489679	.1634935	.5742636	.1634935	.6301882	1.368829	.9454201	.8616341	.5244005	1.758563	-.1841031	-.6029956	-2.52324	-2.52324	-2.104968	-1.894644	.9132499	.5283993	-.3003779	-.0871459	.4117051	.1573107	.264147	.1926639	.5283993	-.0522452	1.117247	0	0
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_A06	201222	3	NH719	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	1	1	2	13.029602	1.4632728	1.8234418	1.2590952	3.9750216	1	48	97															47	504594	3240	15578.553	13873.532	5.05e+07	-878.8761	-1.81e+08	20	4130.276	1005601	1377961	41_FGF19	1	4	2	5.933333	4	1	5	.4727891	.3888753	.3661064	.2841234	.1305846	.816375	.4980894	.1820346	.5894558	-.3554904	2.535274	.1984454	-.3417246	-.5513477	-.6744897	.2079166	-2.52324													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_A02	201222	3	NH697	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	0	0	1	7.8298016	1.4973024	1.014785	1.3952136	2.338248	1	26	75															238	539481	16982	29135.35	23707.583	4.95e+08	656.6715	3.06e+07	4	4052.993	951004.9	1323036	41_FGF19	1	4	2	3.216667	4	1	5	.2634448	.0494931	.0978166	.4980894	-.7916386		.4610861	.2389929	-.1537869	-.1537869	.9378634	-1.130117	-.1315391	1.522408	1.435436	2.519125	.7115489													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_E03	201222	3	NH707	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	.9406438	1	2	5.0999066	.6465624	.63424064	1.020888	.779416	1	36	85	154538	5724	5405	6181	1929	27	1.049e+09	1	1873422	77683	125	190	126	97										3528.719		769512.9	41_FGF19	1	4	2	4.083333	4	1	5	-.9848956		-2.484125		-2.484125	-2.449998	-2.479467	-1.313873	-1.459439	-.9454201	-.6833558	-1.695991						-1.382994	-.9956002	.264147	.3740954	-.8366706	-.1926639	-.4117051	-.7882413	-.8366706	.3186394	-.8871465	-1.117247	-.6744897
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_C05	201222	3	NH715	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	1	1	2	13.809572	1.2590952	.87208088	1.1229768	2.9617808	1	44	93	258517	5276	5644	9392	4222	49	2.278e+09	2	3320255	112357	109	285	185	105	80	663498	7095	14001.161	12990.754	9.93e+07	-1377.151	-1.11e+08	7	4500.478	1102784	1527900	41_FGF19	1	4	2	5.65	4	1	5	1.567991	1.030806	.9848956	.7379805	1.296494		1.289085	-.027855	.1820346	-.5566336	.3747248	.3446772	.4683492	.1021915	.1610005	.7801644	-1.435436	.2104284	.264147	-.1221531	.7882413	.5283993	1.184763	1.429788	.2282596	.0522452	-.4887764	1.024592	.6527943	-.1221531
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_C06	201222	3	NH721	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	.9590844	1	2	8.0897916	1.191036	.61838462	.9868584	2.0264816	1	1	99	250445	6108	4283	8514	3214	41	2.176e+09	1	2289871	110780	124	180	149	113	138	404050	10462	12691.567	10191.986	1.33e+08	734.4996	-1.18e+07		3464.548	756024.8	1039127	41_FGF19	1	4	3	6.05	4	1	5	-1.224459	-1.458376	-1.158272	-1.289085	-1.465234	-1.802743	-1.21679	-.1820346	-.3259735	-1.136959	-.7377372	-1.029232	-1.224058	.6744897	.6744897	.9518433	-.3417246	-.3370077	.1221531	.5688699	-.4117051	.4499066	.9956002	1.117247	-.4117051	-.0522452	.2104284	-1.054472	-.0871459	.4307273
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_E05	201222	3	NH717	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	1	1	2	5.0999066	1.0549176	.44396845	1.0549176	2.338248	1	46	95															224	470113	17488	15208.495	11670.772	2.66e+08	1443.744	8.64e+07	0	3285.35	815749.5	967394.1	41_FGF19	1	4	2	5.783333	4	1	5	-2.484125	-.7820069	-1.690622	1.839855	-1.224459	-.7673774	-.9244287	-.5894558	-.1537869	-.7835004	-1.307593	-1.695991	-.6744897	1.435436	1.522408	1.737194	1.522408													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_F02	201222	3	NH701	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	1	1	2	13.679577	2.1778944	.71352072	1.5653616	4.4426712	1	30	79	194898	4147	3917	11447	4488	47	2.330e+09	1	2932712	106484	104	300	157	86	32	432883	2624	10818.082	10891.498	2.84e+07	-1994.077	-1.33e+08	2	4254.049	1032741	1464078	41_FGF19	1	4	2	3.616667	4	1	5	.6643075	.4980894	.6242437	-.0825485	.9848956	-.4637077	-.0164917	1.347629	.7098812	-.0417893	-.1841031	.2562565	-.8710608	-.8710608	-.9144792	-.4578519	-1.622711	.017408	-.6527943	-1.184763	-.8871465	.6527943	1.429788	1.658472	.0522452	-.1573107	-.6314019	1.258162	.0522452	-.9956002
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_G02	201222	3	NH702	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	1	1	2	11.339667	1.1570064	.96721698	1.361184	3.2735472	1	31	80	206607	5298	5601	9876	3210	39	2.217e+09	1	1962813	84907	116	184	118	109	103	514216	9520	14297.851	11204.528	1.36e+08	1103.041	-3.24e+07	226	3966.71	886853.9	1217239	41_FGF19	1	4	2	3.716667	4	1	5	.0325594	-.4247038	-.4011473	.0825485	-1.039222	-.3470265	.2841234	-.2967378	.3406948	-.1820346	.8138509	-.1128968	-.2503385	.3417246	.4683492	.9993048	-.9144792	-.5283993	-.5688699	-.0871459	.741594	.4887764	1.258162	1.054472	-.6965074	-.6527943	-.1046335	-.9674216	-1.339046	.2461637
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_E06	201222	3	NH723	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	.1144563	0	1	11.079677	1.531332	1.1733452	.2041776	.6235328	1	3	101	191415	6381	4332	8238	3335	30	1.682e+09	1	3619720	100826	138	237	135	124	127	647228	9889	16174.036	13747.103	1.60e+08	-128.8452	-6.87e+07	46	3983.347	944410.4	1304060	41_FGF19	1	4	3	6.216667	4	1	5	.1634935	.0164917	-.0978166	.6539285	-.4011473	-.5039654	.3888753	.3113224	-2.009875	-2.539185	1.341447	-.1841031	.3417246	.568394	.5011308	1.281552	-1.164587	-1.117247	-.6965074	.9399909	-.3740954	-.0871459	.7882413	1.258162	.4499066	-.264147	.8871465	.1926639	-.6102946	1.054472
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_B06	201222	3	NH720	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	.1133302	0	1	14.979527	1.6674504	.58667259	1.3271544	4.4426712	1	49	98	459555	7789	5213	9165	2618	59	4.180e+09	1	4891576	176293	144	249	220	108	243	827174	19343	19862.297	16514.839	3.84e+08	176.1052	9.01e+07	12	4516.115	1118097	1529590	41_FGF19	1	5	2	6	5	1	5	1.690622	1.150349	1.039222	.7820069	.7916386	-.0179054	.5357877	.5404469	.7098812	-.2104284	-.8138509	.5969185	1.522408	1.622711	1.622711	1.88951	1.742647	1.024592	1.658472	1.658472	.264147	2.036834	1.054472	.5688699	1.339046	1.429788	1.297543	.4117051	1.658472	.1397103
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_D06	201222	3	NH722	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	1	1	2	20.959297	1.1229768		.8167104	6.3132696	1	2	100															328	917624	24656	33603.403	28573.398		-823.2998	2.49e+08	46	4374.927	1161881	1549822	41_FGF19	1	5	3	6.133333	5	1	5	1.096804	1.561435	1.296494	.6953402	1.096804	1.167875	.6953402	-.4154975	1.701288	-1.593219		1.909639	2.109706	2.52324	2.52324		2.52324													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_B04	201222	3	NH711	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	1	1	2		1.020888	1.1733452	.7826808	1.7147152	1	40	89	276337	5214	5520	5463	1765	53	1.717e+09	1	4171443	159130	149	266	152	135	135	1188978	12431	14621.828	11159.212	1.82e+08	1482.413	1.43e+07	0	4597.092	1658999	1696353	41_FGF19	1	5	2	5.25	5	1	5	2.064598	2.479467	2.484125	-2.479467	2.484125	-.8674157	1.21679	-.7098812	-.4770404	-1.763728	1.341447		2.52324	.6383348	.8710608	1.351702	.404226	.5894558	.4117051	-.1926639	.6314019	-.017408	-.5688699	-.6527943	.8871465	1.117247	1.429788	.5894558	-.0522452	2.036834
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_B03	201222	3	NH704	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	.1082069	0	1	16.669462	.6125328	.71352072	1.0889472	2.2603064	1	33	82															259	879646	20593	19182.994	16018.439	3.95e+08	103.6073	1.13e+08		4653.017	1224626	1624531	41_FGF19	1	5	2	3.883333	5	1	5	2.484125	2.059215	1.845705	1.684395	1.567991	.9769954	2.479467	-1.420179	-.2246877	-.6571085	-.1841031	1.185158	1.894644	1.894644	2.109706	2.104968	2.109706													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_D05	201222	3	NH716	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	.1008424	0	1	9.5197366	1.70148	.80865682	1.2931248	2.8058976	1	45	94	240089	4617	3819	12915	4888	52	3.188e+09	1	2840225	111037	98	228	198	114	62	493020	4900	11851.347	10524.462	5.81e+07	-512.1429	-9.44e+07	7	3625.424	839794.9	1155825	41_FGF19	1	5	2	5.716667	5	1	5	-.8369914	-.6136091	-.6242437	.9244287	-1.096804	.2349008	-.7820069	.6399237	.1116372	-.2822162	.2128286	-.5969185	-.404226	-.1757821	-.2503385	.3302958	-1.288206	.4887764	.017408	-.7882413	-.9399909	1.429788	1.658472	2.036834	-.1221531	-.017408	-1.024592	-.017408	.8871465	.4887764
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_D03	201222	3	NH706	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	1	1	2	10.689692	1.020888	.47568048	1.2250656	2.2603064	1	35	84	166099	4152	4161	7614	2223	40	1.199e+09	1	1858242	75067	108	158	128	99	155	522118	12592	14709.85	11985.094	1.85e+08	560.8674	-1751021		3719.92	953337.7	1195168	41_FGF19	1	5	2	4.033333	5	1	5	-.5851579	.0825485	-.5095174	1.368829	.6643075	.3853205	-1.150349	-.7098812	-.2246877	-.3853205	-1.185158	-.3747248	-.2203721	.8499573	.9144792	1.429219	-.1610005	-.4117051	-.8871465	-1.117247	-.6527943	-.4887764	.4887764	-.0522452	-.8366706	-.9956002	-.5283993	-1.534121	-.9956002	-.5283993
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_D04	201222	3	NH712	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	.1233374	0	1	10.819687	.85074	.8879369	.8847696	2.4941312	1	41	90	197339	4385	3575	15742	5372	45	3.309e+09	1	2878825	130642	125	272	125	108	173	495497	13751	11011.044	8954.1241	1.51e+08	567.1524	3.61e+07	58	3974.872	934271.9	1286818	41_FGF19	1	5	2	5.366667	5	1	5	.0978166	-.1489679	-.1634935	-.8276041	-.0978166	.27188	-.6539285	-1.110772	-.0836517	-1.347629	.4051146	-.2854742	-.3727933	1.056592	1.108973	1.217197	.7887937	-.1221531	-.6102946	-.9956002	-1.054472	1.658472	2.460124	2.460124	-.0871459	.264147	.3186394	.7188681	-1.184763	.1397103
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_F01	201222	3	NH694	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	1	1	2	8.9997566	.4083552	.60252861	1.0549176	.6235328	1	23	72	208904	4748	3297	5854	1640	44	1.148e+09	1	2680286	100034	103	221	197	95	51	581846	4113	11527.769	10123.642	4.74e+07	-345.7538	-9.55e+07	20	3698.822	807764.3	1118082	41_FGF19	1	5	2	2.916667	5	1	5	-.6643075	-.9762363	-.7054673	.1824072	-.0325594	1.802743	-1.561435	-1.914506	-2.009875	-.7835004	-.7752326	-.7012515	-.0437342	-.4521474	-.404226	.0590137	-1.358142	-.2104284	-.4887764	-.6102946	-1.184763	-.6965074	-.3370077	-.8366706	-.2282596	-.3003779	-.7647097	-.1221531	.7882413	-.8122178
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_B02	201222	3	NH698	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	.112369	0	1	3.1499816	.510444	.66595267	.8167104	1.4029488	1	27	76	207502	6103	3669	14188	4671	34	2.904e+09	1	1741872	69309	84	219	147	105	93	324348	7152	11651.516	9623.5907	8.33e+07	389.2606	-4.78e+07	24	3485.992	738633.8	989136.7	41_FGF19	1	5	2	3.3	5	1	5	-1.096804	-1.839855	-1.465234	.3186394	-1.690622	.6744897	-1.368829	-1.593219	-.8819982	-1.593219	-.4987188	-2.535274	-1.742647	.1906023	.2203721	.5933586	-1.108973	-.8871465	-.5283993	.5283993	-.9956002	1.184763	2.036834	1.815517	-1.054472	-1.184763	-1.429788	-.1749599	-.1749599	-.1221531
