filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	N74_nwt	N75_nwt	notch2_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_F02	210114	1	NI687	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	1	1	1	3	11.246642	2.382072	.53910454	.7146216	3.2735472	1	11	11	292887	4964	4572	8132	3056	59	2.308e+09	2	2879691	117399	119	238	155	108	76	607972	6920	2911.9152	2599.7419	2.02e+07	116.9792	1.13e+07	100	3863.057	930368.9	1299589	47_NOTCH2	1	3	1	3.383333	3	1	5	-1.522408	-.9144792	-.7496121	-1.056592	-1.435436	.4138112	.6839988	.2126769	1.025212	.7336569	.4210971	-.7255982	-.1689275	.3591108	.4930868	.3021995	.7347365	.1300186	-.1737411	-.414974	-.2922246	-.2030698	0	.3837693	-.7972819	-.7204233	-.5443409	-.1737411	-.5277092	-.414974
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_F03	210114	1	NI695	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	1	1	1	3	9.4634366	2.7904272	.33297634	.5444736	1.7926568	1	19	19	438391	5924	5403	8313	2630	74	3.532e+09	1	6234188	203564	128	410	206	106	158	522751	11889	4023.3269	3522.5241	4.78e+07	110.4553	2.09e+07	82	3952.921	952605	1337511	47_NOTCH2	1	3	1	4.016667	3	1	5	-.9144792	-.7496121	-.4360634	-1.288206	-1.288206	1.403413	-.3707237	.6827943	-.0527956	-.6995466	-.768643	-1.275513	-.6365926	1.135663	1.079224	1.063622	1.318011	1.171546	.8791677	.2622828	.6476036	.6476036	.0288158	-.0865434	1.364489	1.171546	-.1300186	2.527302	.8172368	-.4465882
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_C01	210115	3	NI760	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	.950571	1	1	3	7.330408	.8167104	.3012643	.4423848	.6235328	1	35	84	155711	3893	3121	2017	704	40	3.249e+08	1	2328421	99210	111	213	163	78	95	399390	8305	3432.039	2723.6783	2.85e+07	486.9561	1.72e+07	0	3648.854	829850.8	956343.4	47_NOTCH2	1	4	2	2.766667	4	1	5	-2.109706	-1.894644	-2.109706	-.3727933	-2.52324	.4477675	-.6839988	-2.1497	-1.44889	-1.196301	-.9604235	-2.145475	-1.873672	.6744897	.7133814	.6549499	1.246721	-.9223964	-1.230818	-.9223964	-1.364489	-1.528305	-2.114381	-2.114381	-1.014499	-.9674216	-.9005717	-.7776394	-.414974	-1.364489
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_A03	210115	3	NI770	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	0	0	0	1	16.553255	2.0758056	.65009666	.6125328	1.8705984	1	45	94	338557	6388	4362	8908	2830	53	3.069e+09	1	3693508	129963	148	206	169	125									32	4357.826	1004389	1434381	47_NOTCH2	1	4	2	3.883333	4	1	5	.6029956	-.1610005	-.0145739	.1315391	-.5856072	.1867561	-1.504199	-.1323128	.0263886	-.0131932	.7336569	.6413788						-.4307273	.2622828	.8375226	-.4465882	.3837693	.2922246	.144561	-.2922246	-.4786552	.6476036	-.9446696	-.2030698	.2922246
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_G04	210115	3	NI781	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	.0144722	0	0	1	19.916881	4.083552	1.5221775	.7146216	3.9750216	1	7	105	525108	6820	5365	6198	1820	77	3.249e+09	1	7056106	220254	172	264	244	138	135	1003902	10849	7737.4346	6913.7601	8.39e+07	-283.8639	-9234571	9				47_NOTCH2	1	4	3	5.791667	4	1	5								2.558043	1.412188	.7336569	2.558043	1.5674	2.090361	1.026029	1.026029	1.587056	-.7764218	1.401986	1.528305	1.171546	.5780677	.414974	-.5112223	-.7582926	1.899709	1.441564	1.899709	.1737411	1.899709	1.116127
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_C04	210115	3	NI777	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	.0152928	0	0	1	13.406636	2.55222	.53910454	.4083552	1.169124	1	3	101	335236	5881	5030	7317	2350	57	2.628e+09	1	4222125	171249	138	236	194	123	54	650526	4605	6066.6228	5302.9306	2.79e+07	-3.182114	-3.38e+07	4	4362.515	1075883	1473006	47_NOTCH2	1	4	3	5.466667	4	1	5	.6744897	.5011308	.2805315	-.8292257	.0145739	-.8729028	.1210967	.3640918	-.6175954	-1.344003	.4210971	-.2013492	.045869	-.2946089	-.1071952	.5791321	-1.708735	-.1010129	.2325743	.2325743	.2922246	.0288158	-.144561	-.2922246	.0865434	.5780677	.2474013	-.2622828	.3683079	.1591341
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_E02	210115	3	NI767	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	.0374077	0	0	1	17.421287	2.55222	.61838462	.680592	2.727956	1	42	91	372657	6109	5028	5693	1737	61	2.262e+09	1	4001070	155943	120	302	175	126	97	650980	7766	3981.0771	3598.0205	3.09e+07	-23.25712	2543916		4623.187	1139869	1530772	47_NOTCH2	1	4	2	3.666667	4	1	5	1.894644	.9144792	.7496121	.0437342	1.322365	-.1241019	.9357584	.3640918	.6017082	.4795057	.63364	.8920979	.0764961	.7133814	.6365926	.7347365	.2050923	.3837693	.5443409	.4786552	.2622828	-.2622828	-.7582926	-.8375226	-.0288158	.2622828	-.4786552	.9223964	-.0288158	.3993231
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_G02	210115	3	NI769	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	.0420268	0	0	1	21.435938	2.9946048	.98307299	.7146216	2.8058976	1	44	93	486226	5930	4945	5660	1631	82	2.825e+09	1	5991297	220746	169	262	199	156	163	931238	13151	5434.8887	5029.0194	7.15e+07	-303.0773	1.51e+07	16	4513.916	1277009	1721385	47_NOTCH2	1	4	2	3.783333	4	1	5	1.288206	1.894644	2.109706	.2503385	1.435436	.7441428	.7226751	.9193841	.6498495	.7336569	1.670923	1.933363	1.49795	1.195972	1.260977	1.318011	1.063622	1.628361	1.171546	.2922246	.144561	.1737411	-.7972819	-1.014499	1.116127	1.528305	1.528305	.0720919	.6476036	2.527302
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_A05	210115	3	NI783	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	.0521456	0	0	1	16.878767	2.041776	.38054438	.5444736	2.9617808	1	9	107	480041	5162	4421	8903	3224	93	4.181e+09	1	6836907	218596	131	303	245	135	180	809835	12405	7865.387	6763.2825	9.76e+07	26.38969	7333160	0	4443.699	1167040	1621047	47_NOTCH2	1	4	3	5.933333	4	1	5	.8710608	1.108973	1.164587	1.108973	.6744897	.1241019	.0302049	-.1857618	.768643	-.6995466	-.4501094	.7786766	1.026029	1.260977	1.195972	2.080278	.5065081	1.748025	1.116127	-.2622828	-.3837693	1.230818	.2622828	.5112223	1.748025	1.294762	0	1.038901	2.114381	.9223964
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_C06	210115	3	NI793	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	1	1	1	3	13.840653	2.0077464	.63424064	.2382072	2.1044232	1	19	117	290388	5007	4971	5713	1706	58	1.641e+09	1	3744882	125541	154	241	142	130	224	699946	16800	5434.628	4773.2695	9.13e+07	6.498787	4.00e+07		4379.621	1078963	1436579	47_NOTCH2	1	4	3	6.666667	4	1	5	.7496121	.5344601	.0145739	.4683492	-.6383348	-.5173122	.5383123	-.2533471	.1857618	-1.619856	.6827943	-.0133335	.2628283	1.49795	1.41001	1.708735	1.485165	0	-.2622828	-.352934	.1737411	-.6476036	-.7204233	-.9223964	-.2325743	-.5443409	.8375226	-.144561	-.9223964	.6835603
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_E05	210115	3	NI787	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	.0157954	0	0	1	15.142702	3.9474336	.93550494	.7486512	3.1956056	1	13	111	460208	6219	5620	5510	1536	74	2.598e+09	1	6431555	227058	150	262	202	152	278	800560	20975	9055.9496	8215.0964	1.90e+08	-541.8966	7.13e+07	13	4489.473	1219318	1681205	47_NOTCH2	1	4	3	6.233333	4	1	5	1.164587	1.742647	1.742647	.4360634	.8292257	.6648088	1.504199	1.937932	.9815618	.9815618	1.281552	.339753	.9275163	2.090361	1.873672	2.497705	2.497705	1.171546	1.014499	.6476036	.8791677	0	-.8791677	-1.063939	1.528305	1.899709	.7204233	.0720919	.7204233	2.114381
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_A06	210115	3	NI791	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	0	0	0	1	13.949157	2.6202792	.47568048	.7826808	2.4941312	1	17	115	108114	2922	2117	1770	491	37	1.905e+08	1	2686483	100535	114	253	155	73									54				47_NOTCH2	1	4	3	6.508333	4	1	5								.4210971	.4210971	1.25212	.2261913	.0667151						-1.171546	-1.294762	-1.628361	-2.114381	-1.748025	-2.527302	-2.527302	-.8375226	-.8791677	-.8172368	0	-.5277092	-1.441564
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_G05	210115	3	NI789	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	1	1	1	3	13.732149	2.9946048	.47568048	.8167104	3.0397224	1	15	113	358392	7168	6144	7912	2744	50	2.823e+09	1	4767341	170949	117	270	221	136	344	799686	27040	8716.0653	7419.4405		82.14326		58	4326.889	1067643	1412937	47_NOTCH2	1	4	3	6.366667	4	1	5	.5344601	.3727933	-.1021915	.7887937	.1315391	.0929718	-.5037205	.9193841	.8605722	1.44889	.2261913	-.1202876	.8814972	2.506447	2.506447			-.5951785	.3837693	1.528305	1.441564	.144561	-.0576556	.0288158	.2922246	.5443409	-.6654744	.352934	1.328818	.9906857
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_C05	210115	3	NI785	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	1	1	1	3	10.802539	1.9396872	.57081658	.5785032	1.4029488	1	11	109	201084	6934	5528	6701	2477	29	1.377e+09	1	2041299	83508	99	249	132	93	130	702000	9580	4961.1011	4738.1631	4.75e+07	-424.4972	-3129434	43	4096.729	974242.9	1316038	47_NOTCH2	1	4	3	6.1	4	1	5	-.1906023	-.4683492	-.6029956	-.9596939	-1.006961	-1.593219	-.1822052	-.4795057	-.3221112	-.3221112	.5859714	-.8530763	.3266899	.9755887	.9755887	1.00999	-.1731927	-1.528305	-.7582926	1.294762	.7972819	-.7582926	-.414974	-.1737411	-1.116127	-1.116127	-1.200655	-.1010129	-1.262145	-1.063939
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_E03	210115	3	NI773	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	.0448146	0	0	1	17.963808	3.5050488	.93550494	.680592	3.4294304	1	48	97	332607	5365	5421	4996	1738	62	1.641e+09	1	4916171	161871	165	275	166	130	58	866522	4136	3216.0725	3058.3493	1.33e+07	-134.4589	-4523785	0				47_NOTCH2	1	4	2	4.138889	4	1	5								1.412188	1.143981	.4795057	1.281552	1.11242	1.135663	-.0611754	-.2628283	-.3351658	-.3685006	.4465882	.2030698	-.1155036	.7204233	-.6124654	-1.063939	-.7972819	.4786552	.414974	1.230818	.5277092	-.2922246	.6835603
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_F02	210115	3	NI768	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	.0447282	0	0	1	24.582557	2.4841608	.12684813	.680592	2.1044232	1	43	92	332128	7381	5647	8988	3112	45	2.949e+09	1	3994067	137205	111	302	231	94	232	679422	17848	4390.5315	4010.3847	7.84e+07	-113.3752	4.19e+07	4	4160.576	1095412	1555146	47_NOTCH2	1	5	2	3.716667	5	1	5	-.0437342	.7496121	.8710608	-.6029956	-.1021915	-.5894558	2.095297	.2806911	.1857618	.4795057	-2.1497	2.554361	.200022	1.720366	1.59929	1.396713	1.587056	-.7582926	.1737411	1.748025	.9446696	.2325743	.3224307	.4465882	-.0576556	-.2922246	-.9005717	.9223964	1.748025	-1.014499
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_B04	210115	3	NI776	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	0	0	0	1	15.468214	1.871628	.41225642	.7486512	1.558832	1	2	100	368916	6149	4824	12444	4309	60	4.517e+09	1	5280978	165735	164	273	173	129	55	785708	4636	2036.7914	1850.9003	9442565	149.0647	1.52e+07	69	4331.684	1152146	1562698	47_NOTCH2	1	5	3	5.4	5	1	5	.568394	1.006961	.9144792	-.404226	1.322365	1.071487	.4362566	-.6827943	-.1323128	.9815618	-.1723557	.425856	.7946292	-.2628283	-.0764961	-.5791321	1.120502	.2622828	.5112223	.6124654	-.0288158	1.364489	1.171546	1.230818	.7972819	.4786552	1.089662	.4465882	-.1300186	.5611246
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_D01	210115	3	NI761	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	.0361256	0	0	1	19.699873	1.9056576	.3964004	.510444	1.6367736	1	36	85	295902	5102	5158	8620	3149	58	2.530e+09	1	3554597	123201	136	197	164	141	107	704008	8238	4584.2016	4191.1401	3.78e+07	-138.6873	-2200774	0	4478.752	1071740	1496558	47_NOTCH2	1	5	2	2.883333	5	1	5	1.056592	.4360634	.5011308	.3727933	.3417246	2.085356	-1.416509	-.6175954	-.105739	-.9815618	-.3221112	1.406504	.3591108	.8814972	.6744897	.86416	-.0784124	0	-.144561	-.3224307	.352934	-.0576556	.2030698	.4786552	-.414974	-.5780677	.1591341	-1.116127	-.3683079	1.441564
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_H05	210115	3	NI790	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	0	0	0	1	10.368522	1.1570064	.33297634	.6465624	1.4808904	1	16	114	196667	3512	2952	14438	4895	56	2.681e+09	1	3035566	132100	128	312	130	96	0	451734	0		8831.3409				9	4003.664	911033.9	1252141	47_NOTCH2	1	5	3	6.416667	5	1	5	-.6744897	-1.056592	-1.006961	-1.164587	-1.622711	.5894558	-.1210967	-1.788569	-.1857618	.2261913	-.768643	-1.11242	-1.195972	-2.506447	-2.506447			-.144561	-.8791677	-1.116127	-1.528305	.0865434	1.748025	1.628361	-.6835603	-.4465882	-.1300186	1.294762	-1.364489	-.9223964
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_B06	210115	3	NI792	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	.0171409	0	0	1	14.925694	2.7563976	.96721698	.6125328	2.727956	1	18	116	529233	5400	4074	6350	1939	98	3.340e+09	2	6546129	218757	171	305	213	126	57	798558	4321	6499.7508	5731.5661	2.81e+07	-89.33902	-4.20e+07		4477.442	1214667	1600680	47_NOTCH2	1	5	3	6.6	5	1	5	1.006961	1.522408	1.056592	1.056592	1.164587	-.4477675	.1822052	.6175954	.6017082	-.0131932	1.487654	.2837581	.8372732	-.1379956	-.231311	.6165979	-2.080278	2.114381	1.628361	-.0576556	-.7582926	.4786552	-.4786552	-.5112223	1.628361	1.364489	1.748025	1.143398	1.116127	.3993231
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_H03	210115	3	NI775	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	.0323527	0	0	1	11.236555	1.191036	.50739251	.5444736	.8573576	1	1	99	360978	6118	4698	10728	2771	59	3.935e+09	1	3976843	151122	138	234	203	118	65	604402	5280	2417.5508	2392.3036	1.28e+07	-126.0772	7956818	54	3935.019	950705.9	1244844	47_NOTCH2	1	5	3	4.316667	5	1	5	-.9596939	-.7887937	-1.056592	-.2805315	.2203721	-.3803256	-.2752391	-1.670923	-.9397059	-.6995466	.3782254	-.7786766	-.200022	.0764961	.1379956	-.3685006	.5791321	.1300186	.414974	.5443409	-.144561	1.014499	.8375226	.0865434	-.0865434	.0865434	.2474013	-.3683079	.7582926	-.1155036
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_F01	210115	3	NI762	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	.0306322	0	0	1	20.784914	2.5181904	.96721698	.7826808	2.4941312	1	37	86	455486	7117	6930	5996	1880	64	2.772e+09	1	5975876	185397	138	331	208	115	144	971686	12007	5713.3724	4981.6739	6.86e+07	32.76482	1.32e+07	9	4684.862	1170808	1677138	47_NOTCH2	1	5	2	3.05	5	1	5	2.109706	1.164587	1.622711	.9144792	1.224058	.4822482	.0604375	.3221112	.4210971	1.25212	1.487654	1.783727	1.720366	1.079224	1.135663	1.246721	.9106117	.6124654	.9674216	1.441564	2.527302	.1155036	-.5443409	-.6476036	1.063939	.7582926	.2474013	1.628361	.9223964	-.2772226
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_F04	210115	3	NI780	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	.0724435	0	0	1	18.614832	3.1987824	1.1574892	.680592	3.4294304	1	6	104	185375	3783	3000	4626	1272	49	8.286e+08	1	3303250	101566	106	299	175	91	27	1098304	2608	5104.6323	4765.0868	1.33e+07	-313.5836	-3.79e+07	0	4589.978	1277816	1700136	47_NOTCH2	1	5	3	5.716667	5	1	5	1.742647	2.109706	1.894644	1.288206	2.109706		0	1.196301	1.143981	.4795057	1.788569	1.217526	2.506447	-1.165288	-.7533835	-.3021995	-1.862732	-.6476036	-1.014499	-1.063939	-1.441564	-1.063939	-1.230818	-1.294762	-.5443409	-.8375226	-1.014499	.8375226	-.0288158	-1.143398
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_D04	210115	3	NI778	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	.0142707	0	0	1	12.538604	1.9396872	.55496056	.510444	1.4029488	1	4	102	522859	7262	6122	7783	2562	72	4.028e+09	1	5678911	198353	161	263	195	130									74	4291.981	1083060	1454568	47_NOTCH2	1	5	3	5.583333	5	1	5	.404226	.568394	.1610005	.1021915	.5344601	-.4822482	.0907253	-.4795057	-.3221112	-.9815618	.5093223	-.3968347						.9906857	1.441564	1.628361	1.364489	1.063939	-.0865434	-.144561	.9674216	1.116127	.9223964	.1300186	.4948732	.6835603
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_B05	210115	3	NI784	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	0	0	0	1	18.397824	3.1987824	.84036885	.680592	2.9617808	1	10	108	286320	4545	3975	5976	1873	63	1.717e+09	1	6016321	179451	164	311	197	101	29	979342	1661	4758.0945	4758.3343	7903195	-651.9409	-4.31e+07					47_NOTCH2	1	5	3	6.016666	5	1	5								1.196301	.768643	.4795057	1.118958	1.163366	1.873672	-1.052254	-1.260977	-.8195021	-2.497705	.5112223	-.352934	-.6476036	-.7972819	-.5443409	-.6124654	-.6835603	1.171546	.6835603	1.089662	1.230818	.5611246	-.6654744
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_F06	210115	3	NI795	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	.9336207	1	1	3	13.081124	2.1778944	.6976647	.5444736	2.338248	1	21	119	262892	4108	3310	7916	2569	64	2.090e+09	1	5072589	144036	175	291	152	138	92	623660	7123	5567.4012	5272.5907	3.97e+07	-465.6474	-2.14e+07					47_NOTCH2	1	5	3	6.85	5	1	5								0	.3221112	-.6995466	.8605722	-.3116334	-.0764961	.6365926	.5279112	.9591166	-1.246721	.6124654	-.414974	-.8791677	-1.116127	-.3224307	-.0288158	-.1155036	.6124654	-.0865434	2.527302	.7204233	-.6124654	1.116127
InsH2Bfabp_CD15_10dpf_VAST02_plate03_NOTCH2_210115_H01	210115	3	NI764	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	10	.0370064	0	0	1	10.477026	2.9946048	.17441618	1.0549176	1.8705984	1	39	88															117	537656	8383	2442.7883	2434.0897	2.05e+07	-151.4628	1.49e+07	18	4133.025	968605.4	1322288	47_NOTCH2	1	5	2	3.433333	5	1	5	-.1315391	-.6029956	-.5344601	.6383348	-1.164587	.7856053		.9193841	.0263886	2.1497	-1.670923	-1.064209	-.4588506	.9275163	.8372732	.3685006	1.00999													
