filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	pdx1_dich	qRNA	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_D06	220404	2	NW354	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	12.292041	.340296	.58667259	.3743256	.6235328	1	6	55	168985	4567	3644	3382	1245	37	6.244e+08	1	2204105	93053	106	182	170	103	162	452264	10176	5458.6733	4852.5561	5.55e+07	37.62828	-9997083	510	3637.61	759733.3	1127443	127_PDX1	2	6	3	6.716667	1	3	6	2	8	-1.498434	-1.29339	-1.583085	-1.29339	-.1295693	-.4560533	-.2397471	-.273482	.1191299	-.1737411	1.188129	-.0684159	-1.731664	-.4953255	-.9490551	-.7117243	-.3431555	-.6482026	-.6309245	-.7377372	-1.130117	-.8950011	-1.453563	-1.244045	-.8537231	-.7012515	-.7377372	-1.244045	-.1984454	-.4670705
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_H01	220404	2	NW327	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	20.060415	.4083552	.22198422	.1020888	.8573576	1	28	28	120889	6044	4888	5415	1897	20	6.066e+08	2	1781852	67750	99	199	121	89	349	866612	30439	31433.335	22161.932	9.57e+08	1740.88	-1.81e+08	14				127_PDX1	2	6	2	3.133333	1	3	6	2	8								1.109438	.6081267	-1.551885	-1.281552	1.036433	.4692529	1.064644	1.064644	1.475095	-1.196551	-1.275175	-1.078302	.3747248	-.0563585	-.9825221	-.7012515	-.7012515	-.9825221	-1.130117	-1.244045	-.9378634	-1.130117	-.7377372
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_D07	220404	2	NW361	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	13.55666	.4083552	1.2209132	.5785032	.779416	1	13	62																								3858.693	822867.4	1262205	127_PDX1	2	6	3	7.5	1	3	6	2	8	-.6990255	-.6990255	-.8752401	-.1818887	-.8564434	.3368052	-1.169741	1.109438	.4228376	1.171546	2.019086	.1486647																		
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_D03	220404	2	NW338	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	20.692725	.4083552	.85622486	.6125328	1.169124	1	39	39	68232	3591	3821	3220	1162	19	2.183e+08	2	181870	16443	43	152	73	28	272	966280	22217	23660.882	21301.982	5.26e+08	-4825.741	-5.59e+08	22	4289.807	1149096	1615140	127_PDX1	2	6	2	4.333333	1	3	6	2	8	.8017797	1.355502	.9537579	.8379445	.4544784	.9103512	-.5859714	1.109438	1.364489	1.262145	1.332766	1.161461	.9132499	.3554904	.4434955	1.100698	-2.200411	-1.414199	-1.758563	-1.453563	-.9378634	-2.123549	-1.539856	-1.376912	-1.909639	-1.909639	-1.909639	-1.639431	-1.909639	-1.909639
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_C02	220405	3	NW386	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	9.1824757	.340296	.31712032	.3062664	.779416	1	38	87															299	816676	21595	6084.5823	5843.0741	1.31e+08	-725.3787	4465733	76	3916.175	808212.9	1244619	127_PDX1	2	7	3	3.833333	0	1	7	2	8	-.4833236	-.8379445	-.9953057	-2.158	-.8017797	-1.388992	.5244005	-.273482	.4228376	-.6343352	-.065437	-.5774487	.3431555	.6172997	.3431555	.1885222	-.1749599													
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_E02	220405	3	NW388	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	3.0965229	.2722368	.3012643	.2722368	.2338248	1	40	89															224	491244	17455	6563.0252	5862.4495	1.15e+08	-274.1042	-1.36e+07	105	3869.944	864378.7	1347530	127_PDX1	2	7	3	3.983333	0	1	7	2	8	-.6344714	-.3152428	-.4260065	-.2347111	.4833236	.7916386	-.6498495	-1.551885	-.9279215	-.9114298	-.2085717	-2.608616	-1.196551	-.0464357	-.1749599	.04687	-.418029													
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_G03	220405	3	NW397	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	4.0328234	.3062664	.22198422	.340296	.0779416	1	49	98	328120	8003	5597	14448	4420	41	4.782e+09	1	3686249	152778	114	262	185	145	140	444530	10825	6811.2042	7063.3988	7.37e+07	-1709.91	-1.29e+08	8	4136.22	849155.9	1252604	127_PDX1	2	7	3	4.65	0	1	7	2	8	.3152428	-.4833236	-.9537579	-1.084032	-.4401979	-1.19838	.3782254	-.9616869	-2.228277	-.3644564	-1.281552	-1.690622	-1.846533	-.6891311	-.7803495	-.4350152	-1.064644	-.3898747	.2854742	1.758563	.5969185	1.029232	1.639431	1.307593	.0281681	.2854742	-.4358834	.1697986	.4204492	1.639431
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_E03	220405	3	NW395	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	5.2500139	.2722368	.82451283	.3062664	.1558832	1	47	96															106	502811	8868	3819.0838	4032.34	3.39e+07	-451.8445	1.92e+07	37	3829.751	748548	1194106	127_PDX1	2	7	3	4.516667	0	1	7	2	8	-.8379445	-1.423335	-1.131768	-2.565279	-.2613606	-1.143702	-1.572695	-1.551885	-1.45182	-.6343352	1.281552	-1.207414	-1.150349	-1.106481	-1.064644	-1.191022	-.011605													
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_C03	220405	3	NW393	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	7.590765	.340296	.42811243	.4764144	.6235328	1	45	94	517001	5500	5314	12054	3279	94	6.475e+09	1	8202557	263227	168	358	185	173	221	1062952	17598	5342.2074	4374.5238	9.40e+07	591.465	5.81e+07	0				127_PDX1	2	7	3	4.383333	0	1	7	2	8								-.273482	.1191299	.4948732	.6010209	-.7938672	1.553221	-.128001	-.128001	-.164727	.4692529	1.758563	1.639431	-.0140826	.3747248	2.123549	1.078302	.4358834	2.123549	2.535274	1.539856	1.909639	.4204492	2.535274
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_C05	220405	3	NW409	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	27.253074	.4083552	.19027219	.1020888	.2338248	1	12	110															316	909008	31488	3893.5787	3896.8217	1.23e+08	-187.3243	1.16e+08	49	4602.549	1191863	1889000	127_PDX1	2	7	4	6.35	0	1	7	2	8	1.680894	1.680894	2.158	1.423335	2.565279	2.132484	1.344003	1.109438	-.9279215	-1.551885	-1.760867	2.608616	.5757047	.7492547	1.150349	.164727	1.297543													
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_G02	220405	3	NW390	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	5.0627538	.340296	.19027219	.3062664	.389708	1	42	91	513893	6118	6898	13993	4330	84	6.948e+09	1	6598773	223234	155	322	232	131	252	698838	21100	4828.5658	4195.625	1.02e+08	328.6774	7.71e+07	24	4179.107	960799.6	1551557	127_PDX1	2	7	3	4.15	0	1	7	2	8	.5125768	.2881971	.5724601	.4544784	1.235902	.6831604	1.169741	-.273482	-.4346822	-.6343352	-1.760867	-1.307894	-.1985783	.128001	.2701602	-.0938433	.7492547	1.130117	1.376912	.4670705	1.909639	2.535274	1.539856	1.078302	1.539856	1.376912	.9825221	1.539856	1.639431	.9825221
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_A06	220405	3	NW415	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	15.268428	.170148	.28540829	.4764144	.779416	1	18	116	341143	5169	5423	4240	1387	66	1.510e+09	1	4303845	168152	125	278	207	138	73	597274	6727	2895.2108	3342.5613	1.95e+07	-408.5017	4.75e+07	48				127_PDX1	2	7	4	6.8	0	1	7	2	8								-2.626741	.4228376	.4948732	-.3911963	.3730773	-.6891311	-1.413845	-1.297543	-1.475095	.3186394	.7193747	.3446772	-.2854742	.4670705	-.3149377	-.9825221	-1.078302	.4358834	.5308747	-.0987355	.5147302	.8537231	1.307593
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_E04	220405	3	NW403	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	20.698971	.3743256	1.1733452	.510444	1.558832	1	6	104															266	747754	25490	5439.8417	4978.9472	1.39e+08	-158.4303	6.53e+07	190				127_PDX1	2	7	4	5.458333	0	1	7	2	8								.4585578	1.945423	.7157626	1.760867	1.207414	-.128001	.3186394	.7492547	.2364492	.6033193													
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_A02	220405	3	NW384	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	18.17096	.3062664	.55496056	.7146216	1.2470656	1	36	85															238	813627	19588	6945.689	6011.3728	1.36e+08	-100.2622	-1308785	67	4310.095	962833.3	1494524	127_PDX1	2	7	3	3.683333	0	1	7	2	8	.9953057	.3700567	.2881971	1.798076	.4260065	.6151411	.494359	-.9616869	1.588962	2.022706	1.145085	.7630149	.3186394	.0580564	.1046335	.2124247	-.2461637													
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_A01	220405	3	NW377	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	10.399666	.3062664	.22198422	.340296	.389708	1	29	78	397519	8458	6295	7118	2514	47	2.803e+09	2	5771138	171630	133	389	201	98	257	1141462	18711	3706.0788	3127.7027	6.93e+07	703.6437	1.11e+08	218	4163.514	961487.4	1462463	127_PDX1	2	7	3	3.033333	0	1	7	2	8	.4260065	.3425211	.2082272	-1.235902	.2613606	-1.465234	-.7336569	-.9616869	-.4346822	-.3644564	-1.281552	-.2888094	1.635941	.2104284	.011605	-.5136787	1.150349	-.1128968	.6656764	1.909639	1.639431	.2854742	-.1697986	-.1984454	.9825221	.5969185	.227256	2.535274	.6482026	-.6138328
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_C01	220405	3	NW379	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	6.9353547	.340296	.36468837	.340296	.779416	1	31	80																								4103.53	909089.9	1503107	127_PDX1	2	7	3	3.183333	0	1	7	2	8	.1295693	-.0517061	.3425211	.3425211	.9537579	-.1660319	.5859714	-.273482	.4228376	-.3644564	.3100516	-.8913764																		
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_E05	220405	3	NW411	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	15.268428	.340296	1.014785	.4423848	.9352992	1	14	112	60226	3543	2691	7686	2645	17	4.599e+08	1	909292	46873	85	138	107	79	154	612262	12659	3466.4759	3897.347	4.39e+07	-615.1637	3.75e+07	663	4076.133	933494.3	1443233	127_PDX1	2	7	4	6.516667	0	1	7	2	8	.0258444	.1295693	.1295693	.4833236	-.3425211	-.2221774	-.9397059	-.273482	.7874227	.2511164	1.584661	.3730773	-.6033193	-.5485223	-.6033193	-.9799662	.2223081	-1.639431	-1.909639	-1.539856	-1.758563	-1.307593	-.0281681	-.0281681	-1.639431	-1.539856	-1.453563	-1.909639	-1.539856	-1.103839
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_A04	220405	3	NW399	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	5.437274	.340296	.3012643	.340296	.1558832	1	2	100	270496	3978	3159	15823	5093	68	4.127e+09	1	4969626	157398	154	283	152	135	145	511936	12146	2665.9833	2398.8876	3.24e+07	685.5012	1.19e+08	142	4116.741	911273.2	1406537	127_PDX1	2	7	4	4.783333	0	1	7	2	8	.2613606	-.0258444	-.0517061	2.158	-.5422753	-1.320065	-.5549229	-.273482	-1.45182	-.3644564	-.2085717	-1.139378	-.9861203	-.6599916	-.6599916	-1.292276	1.413845	.8138509	-.0563585	-1.029232	-1.453563	.8138509	2.123549	2.123549	.6656764	.4358834	.8741759	.5635893	-.6309245	1.078302
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_C04	220405	3	NW401	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	14.519388	.2722368	.33297634	.3743256	.7014744	1	4	102															183	755766	15553	4698.7073	4202.2844	7.31e+07	189.481	4.78e+07	25	3906.139	807076.4	1175354	127_PDX1	2	7	4	4.933333	0	1	7	2	8	-.5422753	-.8752401	-1.29339	-1.038647	-.1035509	.1660319	.8994349	-1.551885	.2399812	-.1737411	.065437	.241599	-.011605	-.3678797	-.3186394	-.4609147	.3431555													
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_A05	220405	3	NW407	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	15.081168	.340296	.53910454	.4423848	.4676496	1	10	108	148186	6736	5834	7962	3233	22	1.214e+09	3	4078714	129408	155	353	158	95	88	751976	7323	6074.0489	4541.2723	4.45e+07	1089.49	-1772804	46	3928.304	884027.7	1381744	127_PDX1	2	7	4	6.2	0	1	7	2	8	-.4544784	-.2082272	-.2347111	-.3152428	-.3700567	.9528633	-.7864926	-.273482	-.2511164	.2511164	1.064822	.3126515	-.0348213	-1.245459	-1.245459	-.9427782	-.2701602	-1.130117	-.7377372	1.029232	1.029232	-.5969185	.0845939	.4051146	.2854742	-.0563585	.9825221	1.758563	-.4987188	-.6833558
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_E01	220405	3	NW380	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	11.242337	.340296	.23784024	.3743256	.8573576	1	32	81	236214	4144	3446	11093	4085	57	2.539e+09	1	3195424	125079	107	275	195	120	299	531618	21019	7982.2646	6783.6932	1.68e+08	-146.6434	-1.74e+07	70	3998.672	831690.1	1373220	127_PDX1	2	7	3	3.3	0	1	7	2	8	-.1818887	-.5724601	-.2613606	-.9137947	-1.182233	-.9971714	.105739	-.273482	.6081267	-.1737411	-1.064822	-.2298841	-.9132499	.6172997	.2461637	.3840592	-.4434955	.2562565	-.2562565	-.9825221	-1.307593	.1412905	.7752326	.8950011	-.2854742	-.2854742	-.6833558	.4358834	.5635893	.1984454
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_G01	220405	3	NW382	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	8.9952156	.3743256	.31712032	.4083552	1.0132408	1	34	83	552126	8002	6708	9113	3019	69	5.165e+09	1	5825577	205450	142	305	227	113	131	923926	11718	4564.5374	4275.4814	5.35e+07	-47.32666	2.37e+07	6				127_PDX1	2	7	3	3.466666	0	1	7	2	8								.4585578	1.014499	.032419	-.065437	-.6461506	.6599916	-.7803495	-.7188681	-.8054488	.0348213	.8537231	1.909639	1.639431	1.758563	1.244045	.2854742	.2854742	1.029232	.9825221	.5635893	.9162218	1.539856	-.0281681
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_G05	220405	3	NW413	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	19.01363	.3062664	.95136096	.5444736	1.0132408	1	16	114	294603	6404	5677	4418	1355	46	1.247e+09	1	3271673	142333	120	213	170	126	180	911142	19142	3452.4134	3661.4237	6.61e+07	-298.4117	7.44e+07	267	4410.105	1109947	1694693	127_PDX1	2	7	4	6.65	0	1	7	2	8	1.182233	1.131768	1.355502	-.2613606	1.946903	2.543048	.9397059	-.9616869	1.014499	.9616869	1.51239	.8579699	.6033193	-.3928308	.0580564	-.6238741	.7188681	-.2128286	.0845939	.7012515	.8537231	-.4987188	-.9378634	-1.185158	-.227256	.1412905	-.1984454	-.6309245	-.1984454	.5471588
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_G04	220405	3	NW405	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	22.009791	.340296	1.0464971	.5444736	1.3250072	1	8	106	322513	8717	6120	14938	3424	37	4.840e+09	1	3717846	135089	130	267	161	128	210	860018	17536	4481.004	3907.6149	7.86e+07	384.9668	7.16e+07	72	4224.693	1194136	1723404	127_PDX1	2	7	4	6.05	0	1	7	2	8	.6990255	1.798076	1.498434	1.355502	1.498434	1.19838	.1323128	-.273482	1.670464	.9616869	1.666308	1.48947	.4434955	-.2223081	-.1514387	-.3589585	.6314019	-.6482026	.227256	2.535274	1.307593	1.078302	1.909639	.5308747	.0563585	.0563585	.0281681	.3747248	-.4670705	.7563519
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_F02	220405	3	NW389	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	6.0926843	.340296	.25369626	.4423848	.4676496	1	41	90	75777	2915	4481	1993	607	26	1.851e+08	1	1544297	69395	110	199	130	76	114	676568	9971	4695.4278	3746.5826	4.68e+07	825.192	4.98e+07	37	4192.492	987446.9	1497066	127_PDX1	2	8	3	4.083333	1	3	8	2	8	.5422753	.6031758	.3152428	.6344714	1.583085	1.650205	1.788569	-.273482	-.2511164	.2511164	-.8416212	-1.036433	-.2943133	-.9861203	-.9861203	-.9068503	.3928308	-.8950011	-1.453563	-1.758563	-.3446772	-2.535274	-2.535274	-2.535274	-1.078302	-1.078302	-.5308747	-.9378634	-.9378634	-1.244045
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_H05	220405	3	NW414	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	11.616857	.340296	.36468837	.3062664	.6235328	1	17	115															260	941088	22674	3708.5935	3555.5537	8.41e+07	106.2206	9.89e+07	340	3933.738	835907	1295372	127_PDX1	2	8	4	6.716667	1	3	8	2	8	-.4260065	-.5422753	-.6990255	.2613606	.8379445	.1381652	-.2944409	-.273482	.1191299	-.6343352	.3100516	-.1486647	.8122178	.2461637	.4953255	-.3094104	1.024592													
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_H02	220405	3	NW391	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	5.1563839	.3062664	.20612821	.3062664	.4676496	1	43	92	192416	4934	4534	6504	2234	39	1.200e+09	1	3284740	131420	135	207	171	128	227	785442	18346	4279.4998	3778.0728	7.85e+07	365.1081	7.96e+07	72				127_PDX1	2	8	3	4.233334	1	3	8	2	8								-.9616869	-.2511164	-.6343352	-1.51239	-1.256069	.1514387	.011605	-.0580564	-.3840592	.7803495	-.5147302	-.5635893	-.5635893	-.2854742	-.6309245	-.3446772	-.5308747	-.1984454	-.0281681	.3001733	-.7563519	-.1412905	.7563519
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_B02	220405	3	NW385	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	4.0328234	.2722368		.2722368	.5455912	1	37	86															370	751380	36963	5891.4867	5269.1045	2.18e+08	-113.6473	1.26e+08	193	4273.353	977667.3	1491653	127_PDX1	2	8	3	3.75	1	3	8	2	8	.7324114	.4833236	.2613606	-.2881971	-.3152428	-.8299034	-.3500305	-1.551885	-.0432312	-.9114298		-1.690622	-.0580564	1.196551	1.353406	.5405975	1.553221													
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_H03	220405	3	NW398	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	12.459527	.2722368	.25369626	.2382072	.2338248	1	1	99	207038	5448	4478	5810	2067	38	1.240e+09	1	2870469	109672	131	206	173	100	103	929102	10251	5385.7217	5133.0934	5.52e+07	-428.6959	-2.77e+07	54				127_PDX1	2	8	4	4.716667	1	3	8	2	8								-1.551885	-.9279215	-1.032743	-.8416212	-.034188	.7188681	-1.173137	-.8785789	-.7422367	-.4692529	-.5969185	-.4358834	-.0845939	-.3747248	-.5635893	-.4987188	-.5969185	-.4670705	-.5969185	.0704692	-.8138509	-.0845939	-.5471588
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_B01	220405	3	NW378	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	9.1824757	.3062664	.22198422	.3743256	1.169124	1	30	79	291512	5500	4232	8712	2815	53	2.621e+09	1	5083250	172700	137	334	178	111	149	990464	16768	5306.1836	5251.3336	8.90e+07	-674.0319	-1284258	0	4952.155	1296239	2032166	127_PDX1	2	8	3	3.116667	1	3	8	2	8	2.565279	2.565279	2.565279	1.084032	2.158	.5180898		-.9616869	1.364489	-.1737411	-1.281552	-.5774487	1.106481	-.6314019	-.1985783	-.2364492	-.2223081	.0704692	0	-.0140826	-.7012515	.1697986	.1412905	.1128968	.7012515	.6309245	.3596604	1.639431	.1412905	-.0704692
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_D05	220405	3	NW410	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	18.54548	.340296	.44396845	.4083552	.9352992	1	13	111	335950	5507	4741	14822	5721	61	5.107e+09	1	3219070	116679	103	255	170	104	124	926564	10231	3095.0929	3334.961	3.17e+07	-197.9624	6.02e+07	11	3677.491	794844.4	1405071	127_PDX1	2	8	4	6.433333	1	3	8	2	8	-1.235902	-1.084032	-.1035509	-.4544784	.3425211	-.2505037	1.070909	-.273482	.7874227	.032419	.6406669	.7938672	.6891311	-.8449332	-.9132499	-1.348275	.5217393	.4051146	.3149377	.0281681	-.1128968	1.185158	1.758563	2.535274	-.2562565	-.4358834	-.9599534	.1128968	-.1984454	-.4051146
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_D04	220405	3	NW402	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	8.2461752	.3062664	.28540829	.170148	.2338248	1	5	103	124828	5674	5131	7500	2605	22	8.746e+08	1	1353945	62623	88	207	126	81	81	504044	7383	4708.9502	4338.5708	3.48e+07	8.62149	1075320	87	3826.501	887766.1	1351478	127_PDX1	2	8	4	4.983333	1	3	8	2	8	-.9137947	-.1818887	-.3700567	-.9537579	-.9953057	.7183728	-.105739	-.9616869	-.9279215	-1.193283	-.3911963	-.7328722	-1.106481	-1.353406	-1.196551	-1.100698	-.1985783	-1.130117	-.9825221	.1412905	.1984454	-.7752326	-.0563585	-.0563585	-1.307593	-1.244045	-1.376912	-.7563519	-1.05345	-.9599534
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_D02	220405	3	NW387	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11		.3062664	.31712032	.2041776	.1558832	1	39	88	81671	4298	4281	5715	3293	19	5.258e+08	1	2364770	84659	103	266	129	83	133	458766	5963	2909.9596	2640.7422	1.74e+07	590.3461	8.89e+07	83	3520.034	664957.3	906398.3	127_PDX1	2	8	3	3.9	1	3	8	2	8	-1.798076	-2.158	-2.565279	1.235902	-2.158	-.3368052	-2.558043	-.9616869	-1.45182	-1.129657	-.065437		-1.553221	-.7492547	-1.413845	-1.63141	.8785789	-1.414199	-1.307593	-.8950011	-.6656764	-1.244045	-.5635893	.4670705	-.7752326	-.7752326	-.9599534	.329771	-.9825221	-.8950011
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_F03	220405	3	NW396	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11		.2382072	.25369626	.3062664	.0779416	1	48	97	193865	3728	4344	7013	2524	52	1.502e+09	1	3333239	126935	121	216	177	137	48	549560	4812	3350.2045	3486.7961	1.61e+07	-155.7557	3.52e+07	206				127_PDX1	2	8	3	4.583333	1	3	8	2	8								-2.228277	-2.228277	-.6343352	-.8416212		-.8449332	-1.992682	-1.731664	-1.727309	.1985783	.0281681	-.5308747	-1.376912	-.5969185	-.3446772	-.1984454	-.1697986	-.1697986	-.1697986	-.1555287	-.5147302	.0704692	1.157199
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_H04	220405	3	NW406	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	10.774186	.340296	.36468837	.4764144	.5455912	1	9	107	459718	5346	4508	7842	2849	86	3.389e+09	2	6123907	213580	162	296	196	151									90	4567.852	1101812	1684525	127_PDX1	2	8	4	6.133333	1	3	8	2	8	1.583085	1.084032	1.235902	.3152428	.5724601	1.320065	.4647573	-.273482	-.0432312	.4948732	.3100516	-.2651303						1.376912	1.130117	-.1412905	-.3149377	.4358834	.0281681	.1412905	1.185158	1.185158	1.307593	.6656764	.5969185	1.758563
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_F05	220405	3	NW412	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	24.818693	.340296	.91964893	.680592	2.0264816	1	15	113															151	761638	13910	4690.6736	4728.9882	6.52e+07	-557.103	7360713	0	4307.924	1156273	1771106	127_PDX1	2	8	4	6.583333	1	3	8	2	8	.9537579	1.423335	1.798076	1.946903	1.423335	.1940281	1.487654	-.273482	2.626741	1.715755	1.447253	2.207592	.0348213	-.5894558	-.4692529	-.652593	-.1514387													
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_D03	220405	3	NW394	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11		.2722368	.25369626	.2382072	.2338248	1	46	95	92956	4225	3542	2425	918	22	2.215e+08	1	1113153	51405	76	169	126	81	322	874561	20472	4523.0317	4322.9565	9.26e+07	-155.4024	5.99e+07	25	3659.726	762275.4	1166561	127_PDX1	2	8	3	4.45	1	3	8	2	8	-1.355502	-1.235902	-1.355502	-1.423335	-.7494131	-.4868373	-1.118958	-1.551885	-.9279215	-1.032743	-.8416212		.4953255	.8449332	.2223081	-.1885222	.4953255	-1.130117	-1.185158	-.9378634	-1.185158	-1.909639	-2.123549	-1.909639	-1.453563	-1.453563	-1.639431	-1.376912	-1.05345	-.9599534
InsH2Bfabp_CD15_11dpf_VAST02_plate03_PDX1_220405_H01	220405	3	NW383	insH2Bfabp	CD15	PDX1	1	0	0	2	1	11	5.437274	.340296	.36468837	.4423848	.8573576	1	35	84	194413	4985	5139	5427	1712	39	1.164e+09	1	3188905	109332	117	208	174	120	65	642582	6311	3829.8712	4306.4528	2.42e+07	-825.4213	-7530067	113	4758.909	1245337	1730791	127_PDX1	2	8	3	3.55	1	3	8	2	8	2.158	1.946903	1.583085	1.182233	.5422753	.9971714	.6175954	-.273482	.6081267	.2511164	.3100516	-1.139378	-.4692529	-1.681877	-1.353406	-1.408853	-.3186394	-.5147302	-.4987188	-.5308747	.227256	-.6656764	-.6656764	-.7752326	-.3149377	-.6309245	-.2562565	-.7012515	-.0563585	.1984454
