filename	date	plate	index	control_1_mutant_0	line	diet	Exp	filename9	overfeeding	cholesterol	glucose	VAST	Imaged	age	poldip2_nwt	poldip2_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_G03	201125	2	ND608		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	.8012724	1	2	8.8709221	.4764144	.3964004	.3062664	.6235328	1	36	85	146441	3854	2711	3898	1126	38	5.775e+08	1	2705901	99368	124	193	172	92	134	476860	11165	4833.4891	4053.0205	5.40e+07	256.2253	2.61e+07	22	3685.436	972702.6	1246862	33_POLDIP2	1	2	2	6.283333	2	1	6	-1.247754	-.0688338	-.4058559	.2234687	-2.744484		.8970411	-.3806698	-.5848915	-.1573107	-.8791677	-1.105448	-.9919701	.1833219	.2298841	-.1922314	.6841152	-1.295575	-1.546635	-1.482485	-1.903997	-1.698407	-1.698407	-1.791764	-.9674216	-1.107003	-.4873416	-1.581249	-.1020724	-1.295575
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_E05	201125	1	ND555		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	12.279142	.7486512	.52324853	.340296	.8573576	1	32	32	358008	5869	4922	7813	2963	61	3.037e+09	2	3751150	157418	128	244	171	122	175	558550	14107	6710.8498	5797.1813	9.47e+07	26.77919	2.20e+07	17	4000.494	963117.4	1357399	33_POLDIP2	1	2	1	2.85	2	1	6	.0760316	-.1611805	.1218342	.1766846	-1.029957	1.992123	-.152506	.4657712	-.1913188	.264147	.1300186	0	-.3894143	.5595922	.5595922	.367274	.484475	.3645503	.1225808	-.1225808	-.2681058	-.4873416	-.7601675	-.6056978	-.2260813	.2052224	-.2681058	-.1225808	-.1534432	.3754618
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_F09	201125	1	ND583		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	8.8996971	.4083552	.4915365	.1361184	.3117664	1	11	60	289938	6169	5107	11118	4504	47	3.253e+09	1	3120845	137274	114	224	194	113									56	3638.318	787651.7	1071561	33_POLDIP2	1	3	2	4.733333	3	1	6	-1.353934	-1.687728	-1.524945	-1.474883	-1.4342	1.069669	-1.215324	-.6264277	-1.386752	-1.562987	-.0865434	-1.058878						-.7601675	-.4645183	.0203805	-.0816069	-.353682	-.1020724	.4645183	-.6056978	-.2260813	-.8591751	-.6808997	.5337768	-.3320687
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_F06	201125	2	ND630		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	11.790207	1.0549176	.61838462	.340296	.9352992	1	9	107															144	742342	12128	5581.5129	4675.6899	6.77e+07	252.1142	2.38e+07	37	4322.026	1013152	1420324	33_POLDIP2	1	3	3	7.566667	3	1	6	1.096804	.1766846	.3568393	.2078247	.1218342	1.344434	-.7681059	1.596645	-.0952227	.264147	.7018726	-.2177984	.6888636	.2769504	.4058559	-.0535207	.5904663													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_F03	201125	1	ND543		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	0	0	1	11.782165	.3062664	.52324853	.3062664	1.0911824	1	20	20	374363	5505	4301	7951	2610	68	2.929e+09	1	4973600	179194	146	228	198	131	286	747054	24861	7584.068	6319.0026	1.89e+08	269.679	1.02e+08	63	3715.809	856004.6	1144146	33_POLDIP2	1	3	1	2.066667	3	1	6	-1.184125	-1.180491	-1.069491	-.7635726	-.6137297	-.4276937	.6321747	-1.014499	.1213065	-.1573107	.1300186	-.2533471	.7279133	1.524945	2.166107	1.313471	2.026799	.7068257	.2052224	-.247039	-.7466339	-.5574269	-.7332358	-.7068257	.6808997	.7332358	.475899	-.5337768	.6681074	.6938044
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_H03	201125	1	ND545		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	.0550315	0	1	10.987001	.4083552	.52324853	.340296	1.2470656	1	22	22	261370	5026	4405	7952	2880	52	2.265e+09	1	3722116	122383	153	276	144	119	261	584148	18867	8964.6747	8350.8909	1.69e+08	-804.0727	3.09e+07	22	3790.739	902091.7	1210974	33_POLDIP2	1	3	1	2.166667	3	1	6	-.8095796	-.6087609	-.6508373	-1.521842	-.7681059	-1.162498	-.8095796	-.6264277	.3345945	.264147	.1300186	-.5244005	-.1218342	1.281552	1.247754	1.121218	.8051525	-.4419345	-.6303658	-.6554235	-.5337768	-.8157657	-.7068257	-.6303658	-.247039	-.5574269	.8300614	.7466339	-1.017442	.1225808
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_C02	201125	2	ND596		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	11.902487	.6465624	.77694478	.3743256	1.3250072	1	24	73															177	530136	14401	6900.4227	5860.1834	9.94e+07	140.2508	2.51e+07	58	3888.799	975334.5	1358626	33_POLDIP2	1	3	2	5.616667	3	1	6	-.3730773	-.0535207	.137154	-.1302844	-1.630337	-.4459558	.7886732	.2089558	.4561587	.6314019	1.510035	-.1562169	-.5595922	.5864461	.6321747	.4503765	.6272615													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_F01	201125	2	ND591		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	13.698971	.680592	.50739251	.4423848	1.4029488	1	19	68	247824	4200	3484	14980	4279	59	3.662e+09	1	3929957	136717	112	326	184	98	122	607166	9806	6965.772	6199.8407	6.83e+07	-204.6788	-1.47e+07	9	4036.199	1013018	1383778	33_POLDIP2	1	3	2	5.316667	3	1	6	.2298841	.1611805	.1987935	-.3025995	.7082534	-1.266601	.8308461	.3163668	.5645002	1.318011	0	.4465882	.030388	-.0760316	-.0760316	-.0382201	-.3836748	.1637617	-.7601675	-1.18562	-1.369856	-.2260813	.5574269	.353682	-.0816069	-.247039	-.9512777	1.31953	.2365471	-1.017442
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_C05	201125	2	ND619		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	0	0	1	11.004246	.8167104	.45982446	.3062664	1.0132408	1	47	96															229	684824	18289	6400.0342	5474.1927	1.17e+08	106.1081	5.27e+07	14	4101.456	1006333	1401154	33_POLDIP2	1	3	2	6.966667	3	1	6	.4558681	.0535207	.2298841	1.065642	.3568393		-.0912767	.6799254	.0086437	-.1573107	-.3993231	-.5046665	.3894143	1.042954	1.154037	.7432719	1.244231													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_F02	201125	2	ND599		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	0	0	1	11.116526	.5785032	.53910454	.3062664	1.2470656	1	27	76	365146	7938	6258	15270	5309	46	5.450e+09	2	3703655	140182	123	254	209	119	269	645996	21973	6403.8558	5224.4789	1.41e+08	411.5639	8.28e+07	2	3726.306	920394.9	1237875	33_POLDIP2	1	3	2	5.783333	3	1	6	-1.12496	-.484475	-.4390766	-.4001794	-1.31688	1.040703	.137154	.0432312	.3345945	-.1573107	.2802179	-.4465882	.2298841	1.353934	1.478052	.8928244	1.62737	-.8300614	.143141	1.034691	.8445288	.6303658	.6808997	.8740081	-.2681058	-.143141	-.5455638	.2575581	1.070148	.1225808
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_E07	201125	2	ND636		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	0	0	1	14.260372	.9187992	.72937674	.4423848	2.2603064	1	15	113	443924	5919	5090	17509	5585	75	7.865e+09	1	4296770	184370	125	265	173	158	50	784608	4804	7999.4307	7190.2795	3.84e+07	-367.391	-7.00e+07	21	4196.679	1073086	1534809	33_POLDIP2	1	3	3	8	3	1	6	.6508373	.5367166	.9434426	.91583	.9434426	.6589408	.6697294	1.043857	1.661806	1.318011	1.301453	.5645002	.8745511	-1.096804	-.8745511	-.5904663	-1.572418	.9512777	.6554235	-.0816069	-.1020724	1.423913	1.107003	1.070148	.2260813	.9674216	-.4307273	.475899	-.0407695	1.903997
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_F08	201125	1	ND580		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	11.483979	.6465624	.50739251	.2722368	.2338248	1	8	57																								3955.312	860356.1	1231744	33_POLDIP2	1	3	2	4.3	3	1	6	-.106543	-1.121218	-.5419125	-1.430969	-.7378492	.1331943	-.5595922	.2089558	-1.775217	-.5998427	0	-.3345945																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_C04	201125	1	ND548		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	16.453751	.7826808	.7928008	.3743256	1.94854	1	25	25															294	762823	22708	6521.8135	5748.407	1.48e+08	-103.3415	7.67e+07	15	4215.019	1013317	1433319	33_POLDIP2	1	3	1	2.4	3	1	6	.6888636	.1922314	.5070479	1.093008	.2769504	2.130716	.4390766	.574666	1.18889	.6314019	1.566458	1.043857	.7681059	1.575455	1.575455	.9393307	1.572418													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_C03	201125	2	ND604		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	.9745815	1	2	14.148091	.9187992	.42811243	.4083552	1.2470656	1	32	81	804411	7735	6681	13558	4300	104	1.073e+10	1	8031954	235088	201	308	195	163	50	577504	4240	5896.2764	5352.1133	2.50e+07	-250.1876	-3.62e+07	33	4091.863	1080743	1514158	33_POLDIP2	1	3	2	6.066667	3	1	6	.3894143	.5723673	.8308461	1.013177	.9674216		.4898466	1.043857	.3345945	.9674216	-.6369799	.5443409	-.1833219	-1.096804	-1.069491	-1.093008	-1.065642	1.903997	2.646619	.8740081	1.145427	2.047078	.353682	.3754618	1.698407	1.546635	2.646619	1.18562	.5574269	2.047078
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_F05	201125	2	ND622		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	5.8393567	.0340296	.41225642	.170148	.1558832	1	1	99																								3562.916	815226.1	1016248	33_POLDIP2	1	3	3	7.15	3	1	6	-1.575455	-1.430969	-1.833915	-.1611805	-1.392945	.7883986	-2.029334	-2.462607	-2.114381	-1.339046	-.7468197	-2.114381																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_H09	201125	1	ND585		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	.9870226	1	2	12.477933	.680592	.42811243	.3062664	.5455912	1	13	62															132	495856	10991	4301.7232	3699.0233	4.73e+07	152.0597	2.85e+07	2	3854.907	905560.9	1232268	33_POLDIP2	1	3	2	4.85	3	1	6	-.5595922	-.5723673	-.5244005	-.8702819	.6508373	-.482939	-.1987935	.3163668	-.7129737	-.1573107	-.6369799	.0692036	-.8308461	.1448257	.152506	-.367274	.7635726													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_H05	201125	2	ND624		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	0	0	1	10.779685	.7486512	.36468837	.2722368	.4676496	1	3	101	352502	5975	5110	14139	4752	59	4.811e+09	1	4202519	163373	133	258	190	115	160	491012	13096	5130.0483	4570.3013	6.72e+07	-72.04929	2.60e+07	21	3953.535	900745.9	1217882	33_POLDIP2	1	3	3	7.25	3	1	6	-.1218342	-.6272615	-.5774487	-.6459794	-.3730773	-.1331943	-.7886732	.4657712	-.8665166	-.5998427	-1.243203	-.574666	-.852495	.4727891	.4727891	-.0688338	.6649264	.1637617	.0611754	-.0407695	-.0509698	.3106094	.4419345	.5337768	.1225808	.4645183	-.1123207	.3645503	.4195739	-.1844524
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_C08	201125	1	ND573		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	.0405578	0	1	12.676724	.680592	.45982446	.4083552	.8573576	1	1	50	733183	12019	9758	12040	3295	61	8.702e+09	1	5439365	224414	137	320	196	134	50	597594	3871	5107.8641	4784.5627	1.98e+07	-353.0442	-2.69e+07	15	4151.093	1002251	1414462	33_POLDIP2	1	3	2	4.133333	3	1	6	.5419125	.0076422	.3246387	-1.350582	-1.92248	-.2175053	.1987935	.3163668	-.1913188	.9674216	-.3993231	.1562169	-.0455908	-1.096804	-1.184125	-1.244231	-.6649264	.3645503	1.903997	2.646619	2.646619	1.617868	.0611754	-.247039	.8740081	1.31953	.1225808	1.272341	.5935016	.8300614
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_F05	201125	1	ND556		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	.0220994	0	1	7.8063472	.4764144	.31712032	.3062664	.3117664	1	33	33															43	450484	3447	5046.3844	3694.947	1.74e+07	901.6448	-1270395	24	3572.117		969667.1	33_POLDIP2	1	3	1	2.933333	3	1	6	-1.478052		-2.166107	2.742488	-1.184125	-1.069669	-1.575455	-.3806698	-1.386752	-.1573107	-1.661806	-1.409726	-1.215324	-1.231377	-1.31688	-1.278085	-.0382201													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_F01	201125	1	ND529		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	15.16161	.3743256	.8879369	.340296	1.7926568	1	6	6															207	571606	15446	7217.4278	6230.3233	1.11e+08	10.15633	2.77e+07	27	3905.169	953412.5	1372906	33_POLDIP2	1	3	1	1.2	3	1	6	-.3246387	-.2234687	.167894	-.3347617	-.0760316		-.2455112	-.7698661	.9720323	.264147	1.865803	.7815437	-.2455112	.852495	.8095796	.6649264	.723273													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_F04	201125	2	ND615		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	9.9937241	.9868584	.66595267	.4423848	.779416	1	43	92	416377	6506	5471	16263	5303	64	6.286e+09	1	4026949	167247	122	267	204	134	132	624469	11397	7099.0159	6097.2046	8.09e+07	52.54118	525225.3	10	3860.233	1083524	1287401	33_POLDIP2	1	3	2	6.733333	3	1	6	-.5070479	.6087609	-.1987935	1.572418	2.029334		-1.478052	1.321884	-.2982436	1.318011	.9859902	-.8665166	.1218342	.1448257	.2927713	.1611805	-.0229285	.4645183	.4873416	.247039	.2260813	.8740081	.8445288	.8445288	.0203805	.5574269	-.6056978	.5693691	.8591751	.8300614
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_C03	201125	1	ND540		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	8.0051381	.2041776	.26955227	.2041776	.779416	1	17	17	344411	6753	5371	8728	2999	51	2.953e+09	1	3120690	132586	105	252	197	111	167	512069	10992	6110.7675	4687.2059	6.72e+07	767.4584	2.30e+07	31	3939.943	964852	1186315	33_POLDIP2	1	3	1	1.866667	3	1	6	-.1987935	-.1302844	-.8095796	-.3509715	-1.833915	-2.130716	-.0608042	-1.281552	-.2982436	-1.117247	-1.917516	-1.281552	-.6697294	.5419125	.167894	-.084163	.5191466	-.4873416	0	.4645183	.143141	-.5337768	-.6303658	-.5104216	-.6303658	-.4195739	-1.145427	.2052224	.6303658	-.4645183
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_F07	201125	1	ND568		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	14.06826	.4423848	.6976647	.3062664	1.558832	1	45	45															76	522132	6607	5755.6841	5299.276	3.80e+07	-326.9566	-2.19e+07	0	3946.661	949763.8	1339066	33_POLDIP2	1	3	1	3.866667	3	1	6	-.152506	-.2391676	.0455908	-.145715	-.1218342	2.715253	2.361894	-.5046665	.7241632	-.1573107	1.18889	.5244005	-.5774487	-.6045853	-.5244005	-.6087609	-.5723673													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_C06	201125	2	ND627		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	0	0	1	11.677927	.510444	.45982446	.3062664	.7014744	1	6	104	519962	9454	8612	21096	5533	55	1.074e+10	1	4225756	158253	155	225	181	119	81	651022	5394	5959.1055	5893.7077	3.21e+07	-841.5612	-4.30e+07	27	4220.62	1016023	1432003	33_POLDIP2	1	3	3	7.416667	3	1	6	.7082534	.2391676	.4898466	.2707473	-.1987935	1.530764	-1.069491	-.2533471	-.4370584	-.1573107	-.3993231	-.2802179	.2611986	-.5244005	-.7279133	-.8051525	-1.244231	-.2052224	1.18562	2.047078	2.250926	2.250926	1.791764	1.034691	.1637617	.2681058	.9042674	-.6303658	.1637617	.1225808
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_H06	201125	1	ND564		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	13.074306	.5785032	.4915365	.340296	.5455912	1	41	41	315248	5531	3434	12389	3501	57	3.890e+09	1	4049025	122002	158	204	183	123	135	499498	10561	4764.4709	4235.628	5.03e+07	-33.36822	1.78e+07	184	3725.107	875235	1191070	33_POLDIP2	1	3	1	3.483333	3	1	6	-1.154037	-.8481733	-.7681059	-.2078247	-.6697294	1.230412	-.4558681	.0432312	-.7129737	.264147	-.0865434	.2802179	-.7681059	.1987935	.0912767	-.3186394	.4167938	-.0509698	-.2681058	-.2260813	-1.423913	-.1020724	.1844524	-.0407695	.0611754	-.6056978	1.034691	-1.272341	.2052224	.4195739
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_C01	201125	1	ND526		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	10.58942	.2722368	.14270414	.2722368	.9352992	1	3	3	303796	5425	4963	6019	1998	56	1.763e+09	1	4020	1211	19	22	18	17	128	535238	10640	4941.2131	4255.2552	5.26e+07	119.6659	1.95e+07	61	3537.857	820549.6	1116153	33_POLDIP2	1	3	1	1.016667	3	1	6	-1.630337	-1.350582	-1.247754	-2.163694	-.4898466	-.7438725	.2143129	-1.105448	-.0952227	-.5998427	-2.3136	-.6476036	-.5419125	.030388	.106543	-.2707473	.4503765	-.1225808	-.3754618	-.2999338	-.2052224	-1.000491	-1.227826	-1.107003	-2.250926	-2.250926	-2.250926	-2.250926	-2.250926	-2.250926
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_F04	201125	1	ND551		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	.9868927	1	2	13.670678	.5785032	.50739251	.2722368	.7014744	1	28	28	260755	3572	3350	5016	1351	73	1.318e+09	1	4352917	148397	148	249	187	101													33_POLDIP2	1	3	1	2.55	3	1	6								.0432312	-.4370584	-.5998427	0	.4181163						.889036	-.6808997	-1.546635	-1.482485	-1.272341	-1.423913	-1.546635	.2681058	0	.5935016	.0407695	.3428553	-.9197114
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_A08	201125	2	ND637		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	9.2077627	.5444736	.47568048	.2382072	1.3250072	1	16	114	280518	5195	5038	23190	7014	54	6.111e+09	1	2862317	115969	109	265	158	128	225	566706	17273	8548.3284	7410.1324	1.48e+08	-84.05805	3.35e+07	12	3820.385	895960.7	1208775	33_POLDIP2	1	3	3	8.133333	3	1	6	-.6508373	-.7035592	-.6888636	-.5544538	-.5244005	.1836288	-.4058559	-.1039092	.4561587	-.9001216	-.2089558	-.9859902	-.2611986	1.004471	.8970411	.91583	.8481733	-.2892923	-.5337768	-.5337768	-.1844524	.8445288	2.250926	1.791764	-.7876622	-.8445288	-1.000491	.475899	-.5935016	.5935016
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_H02	201125	1	ND538		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	.8987444	1	2	9.1978834	.2382072	.36468837	.2722368	.6235328	1	15	15	190565	3286	3298	3731	1285	58	7.369e+08	1	3210582	118506	124	218	130	120	47	401404	4480	3552.4502	2956.8317	1.59e+07	299.2947	1.62e+07	8	3448.108	704778.8	986325.4	33_POLDIP2	1	3	1	1.733333	3	1	6	-2.166107	-2.35964	-2.029334	-2.742488	-1.353934	.0664496	-.5419125	-1.2066	-.5848915	-.5998427	-1.243203	-1.014499	-1.478052	-1.184125	-.9674216	-1.521842	.4001794	.0407695	-1.107003	-1.698407	-1.546635	-1.482485	-1.791764	-1.617868	-.4873416	-.8157657	-.4873416	-.8740081	-1.423913	.1948269
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_C02	201125	1	ND534		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	0	0	1	14.565237	.3743256	.6976647	.3062664	2.1044232	1	11	11															139	504283	11580	7215.1469	5969.6263	8.36e+07	322.7766	6446784	13	3856.022	889111.9	1310131	33_POLDIP2	1	3	1	1.466667	3	1	6	-.5419125	-.7432719	-.0760316	.5191466	.1601952	-.7221558	.0151923	-.7698661	1.48354	-.1573107	1.18889	.605529	-.7279133	.2455112	.3246387	.2078247	.1766846													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_H02	201125	2	ND601		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	.0158399	0	1	12.239328	.8847696	.53910454	.3743256	1.0911824	1	29	78															14	574232	1072	4255.1558	4251.5365	4561527	-561.8995	-2.84e+07	0	4322.495	1036390	1442022	33_POLDIP2	1	3	2	5.9	3	1	6	1.12496	.3836748	.5595922	.1611805	.2455112	1.386603	0	.8540028	.1213065	.6314019	.2802179	-.017288	-.1987935	-2.029334	-2.029334	-2.163694	-.7035592													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_H08	201125	1	ND577		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	11.384583	.510444	.33297634	.2382072	.2338248	1	5	54															123	408770	9871	8360.7133	6586.9878	8.25e+07	722.6197	-1.04e+07	3	3745.467	1004180	1126680	33_POLDIP2	1	3	2	4.383333	3	1	6	-1.042954	.0382201	-1.184125	.9633621	.5954912	.0332065	-2.744484	-.2533471	-1.775217	-.9001216	-1.537635	-.3899795	-1.353934	-.0608042	-.0608042	.1766846	-.2391676													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_F03	201125	2	ND607		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	.0425402	0	1	11.453367	.7826808	0	.1020888	.3117664	1	35	84															230	585322	16984	6511.4693	5513.439	1.11e+08	170.1367	4.52e+07	51	3971.745	985473	1402215	33_POLDIP2	1	3	2	6.233333	3	1	6	-.030388	-.0229285	.2455112	-.0382201	.9199942	.286057	.167894	.574666	-1.386752	-1.971987	-2.701799	-.3621481	-.106543	1.096804	.8745511	.6087609	1.121218													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_C06	201125	1	ND560		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	.0502903	0	1	11.980956	.6465624	.57081658	.1020888	.389708	1	37	37	425000	5183	4301	12279	3168	82	5.279e+09	1	6363352	148487	176	206	200	147	157	598170	12695	6885.8323	6162.3277	8.74e+07	-239.3058	5360285	16	3948.11	935513	1236335	33_POLDIP2	1	3	1	3.183333	3	1	6	-.137154	-.3836748	-.4727891	-.484475	-1.478052	-.1836288	.6508373	.2089558	-1.074143	-1.971987	.4754269	-.1213065	-.030388	.4141178	.422408	.2707473	.1302844	1.369856	.5104216	-.5574269	-.7466339	.5104216	.143141	-.353682	1.31953	.0203805	1.791764	-1.206455	.7068257	1.452576
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_C01	201125	2	ND588		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	0	0	1	10.218284	.3062664	.47568048	.2722368	.8573576	1	16	65	304016	6334	4434	7123	2629	48	2.170e+09	1	2954752	133398	118	207	165	117										3811.667	846524.1	1125185	33_POLDIP2	1	3	2	5.15	3	1	6	-.6888636	-1.244231	-1.215324	-.7432719	.7279133	.9073185	-.2298841	-1.014499	-.1913188	-.5998427	-.2089558	-.7933289						-.6428442	-.353682	.1225808	-.4873416	-.9042674	-.9674216	-.6808997	-.7068257	-.3754618	-.7466339	-1.145427	-.3864182	-.0305734
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_C04	201125	2	ND612		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	0	0	1	15.270893	.9187992	.61838462	.4423848	2.0264816	1	40	89	723496	8222	7985	11613	3385	88	8.549e+09	1	2923	979	17	21	17	14	29	332710	3632	6400.6456	5861.8478	2.32e+07	-361.5368	-5.11e+07	24	4440.171	1192820	1629406	33_POLDIP2	1	3	2	6.566667	3	1	6	1.630337	1.430969	1.524945		.0455908	-.5590041	1.478052	1.043857	1.301453	1.318011	.7018726	.8052253	-2.361894	-1.833915	-1.281552	-1.180491	-1.313471	1.617868	1.791764	1.272341	1.791764	1.546635	0	-.143141	-2.646619	-2.646619	-2.646619	-2.646619	-2.646619	-2.646619
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_F06	201125	1	ND562		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	15.757983	.8167104	.60252861	.4083552	1.3250072	1	39	39	474553	8325	8503	6443	1983	57	3.178e+09	1	4651795	158229	150	282	144	126	93	784797	8161	6482.8531	5480.6562	5.29e+07	181.1195	-1.16e+07	74	3929.596	1007844	1411860	33_POLDIP2	1	3	1	3.35	3	1	6	-.2143129	.0995121	.3086658	.4167938	.4058559	1.195765	-.7082534	.6799254	.4561587	.9674216	.5848915	.9049021	.8970411	-.3487557	-.3406948	-.2391676	-.286637	-.0509698	.8740081	1.369856	2.047078	-.3974212	-1.18562	-1.145427	.5104216	.247039	.719968	.8740081	-1.017442	.5104216
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_F02	201125	1	ND536		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	.5689046	1	2	13.670678	.5444736	.41225642	.3062664	1.558832	1	13	13	261029	4925	3891	14365	3350	53	3.734e+09	1	2479025	108455	103	225	163	92	214	480126	17507	9077.9402	7414.3439	1.59e+08	440.4666	4.47e+07	15	4116.452	944171.1	1286998	33_POLDIP2	1	3	1	1.616667	3	1	6	.5070479	-.3025995	-.2143129	1.039052	1.096804	-.0498212	-.2611986	-.1039092	.7241632	-.1573107	-.7468197	.4181163	-.9199942	.8970411	.9919701	1.093008	1.093008	-.3645503	-.6554235	-.7466339	-1.034691	-.1637617	.4873416	-.2052224	-1.070148	-1.034691	-1.206455	-.6303658	-.475899	-1.295575
