filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	syt7a_nwt	syt7b_nwt	syt7_nwt	syt7_dich	qRNA	protein	ldl	tc	gluc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_A04	201008	2	NE174	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	.9477546	.8994762	.9236154	1	3	7.7383727	.4083552	.1020888	.4915365	1.0132408	1	41	90	330840	4726	3926	3176	965	70	1.028e+09	1	4173982	171865	144	254	176	131	80	379436	6128	6521.1387	6092.1464	4.00e+07	-173.1853	1.34e+07	0	3674.008	783045.9	1058267	17_SYT7	1	3	2	8.933333	3	1	6	-1.055832	-1.738689	-1.366947	-.9331427	-1.830574	-1.937932	-.2201458	-.5361763	-.3275615	-1.468782	-.2393802	-1.312981	-1.862732	-.1749599	-.095886	-.7425627	.5674293	.8830801	.1879993	-.9500138	-1.327902	-.8830801	-1.662107	-1.870579	.3476938	.6744897	.4672083	.2784047	.1323128	.4186956
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_A06	201008	2	NE190	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	.8789564	1	.9394782	1	3	18.632651	.6465624	.3743256	.38054438	1.558832	1	8	106	348010	4902	4347	6033	1753	71	2.077e+09	2	3928187	146244	144	218	188	132	189	678038	13778	13694.748	12585.816	1.89e+08	-374.1129	5.39e+07	0	4016.53	1060331	1374940	17_SYT7	1	3	3	10.08333	3	1	6	.1786546	.8496452	.5612504	.1218913	.3933922	.2669941	-1.046231	.3844023	.3454851	.3186394	-1.027779	1.520528	.2731704	1.506478	1.360692	1.499273	1.269605	.9674216	.324428	-.7023576	-.7598096	.4186956	.3711493	-.2784047	.1879993	.0329879	.4672083	-.529453	.4672083	.5043221
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_F03	201008	2	NE171	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	1	1	1	3	12.435906	.7826808	.340296	.50739251	1.3250072	1	38	87	382106	6163	6562	5691	1800	62	2.236e+09	2	4692460	181349	134	279	204	114	137	614894	9920	13617.246	12309.89	1.35e+08	-138.2604	4894074	24	4000.643	971865.3	1317892	17_SYT7	1	3	2	8.633333	3	1	6	.1030662	.1218913	.1596785	.4136855	-.1596785	.6452009	-.3791918	.7916386	.0169375	.1444627	-.1273686	.076289	-.1309267	.8490862	.7301839	.8391085	.2955083	.4795057	.5938214	.2784047	1.182917	.5677931	.2104284	-.0549976	.5677931	.8198867	.077034	.9674216	.9160339	-.529453
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_D04	201008	2	NE177	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	1	1	1	3	8.8377953	.4083552	.2041776	.52324853	.8573576	1	44	93	222843	5306	4190	6561	2787	42	1.349e+09	2	2481512	108192	108	234	168	110	80	458662	5744	13562.108	11480.06	7.79e+07	748.9996	-3.85e+07	13	3664.863	825992.8	1103816	17_SYT7	1	3	2	9.133333	3	1	6	-1.123573	-1.089078	-1.055832	-1.089078	.1976952	-.3460258	-1.227334	-.5361763	-.5518063	-.6222404	-.0423544	-.9719386	-1.069771	-.1749599	-.291285	.1327815	-.8904218	-.8045964	-.8198867	-.4428217	-1.059277	-.4186956	.7023576	1.580314	-.9500138	-.7598096	-1.059277	-.1101623	-.077034	-.6607511
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_G05	201008	1	NE122	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	0	.0199657	.0099828	0	1	14.100513	.6125328	.4423848	.31712032	1.6367736	1	38	38	354459	6008	4625	4595	1429	59	1.690e+09	2	4301689	156743	124	285	187	119	52	712782	4099	13024.525	12953.702	5.34e+07	-1462.127	-8.75e+07	2	4373.336	1058955	1472258	17_SYT7	1	3	1	4.25	3	1	6	1.659501	.8231059	1.089078	.2941324	.7467344	-.0377026	.5707313	.294066	.4935534	.7621911	-1.606755	.3544883	.4022501	-.8743192	-.7764218	-.4469245	-2.305712	.1992013	.3948109	.0991079	-.4428217	.0329879	-.6202583	-.7894919	.4186956	.3013365	-.4186956	1.139761	.4428217	-.2669941
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_E03	201008	1	NE105	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	1	1	1	3	10.571368	.6125328	.7146216	.65009666	1.2470656	1	21	21	188565	4286	5582	5423	1863	44	9.624e+08	1	2213360	88348	108	230	138	92	45	614484	3672	12911.222	11565.357	4.74e+07	1.245503	-7.04e+07	13	3983.406	998781.8	1400286	17_SYT7	1	3	1	2.716667	3	1	6	.0655185	.2941324	.698164	.1976952	.4136855	.0754589	2.277988	.294066	-.0677986	2.321307	.8320063	-.4745116	-.1485047	-.9814135	-.9536166	-.5882894	-1.856514	-.7023576	-1.139761	-1.327902	.324428	-.9851276	.0329879	.0549976	-1.139761	-1.228396	-1.059277	-.2329639	-1.301807	-1.382994
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_F01	201008	2	NE155	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	0	0	0	0	1	13.935118	.6465624	.1020888	.47568048	1.4029488	1	22	71															101	765056	8368	14000.947	11845.095	1.17e+08	773.2861	-5283473	0	4126.435	1035403	1417872	17_SYT7	1	3	2	7.366667	3	1	6	.6282339	.6511877	.8496452	.3137231	.9624554	-.3661064	.639147	.3844023	.1701847	-1.468782	-.3725821	.3186394	.7076435	.3094957	.4789918	.6968199	-.0618224													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_H03	201008	1	NE108	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	.986644	.993322	1	3	10.130225	.2041776	.170148	.01585602	.7014744	1	24	24	252912	4684	4589	4261	1495	54	1.096e+09	1	3087941	115188	141	275	123	103	125	556122	8643	10705.74	9747.1982	9.25e+07	-139.4439	5046790	33	3812.792	861956.2	1172932	17_SYT7	1	3	1	2.9	3	1	6	-.539485	-.698164	-.6511877	-1.526579	-.5179723	.6923432	-.6045853	-1.41707	-.7735631	-.8320063	-2.708601	-.5916962	-.498608	.6965074	.498608	.4082385	.3139999	-.0219897	-.542144	-.9851276	-.4672083	-.7307821	-.8510585	-.6471361	-.6202583	-.6744897	.3593968	.8510585	-1.756827	-1.139761
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_G05	201008	2	NE188	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	1	1	1	3	4.3401575	.9187992	.4083552	.4915365	1.4029488	1	6	104	273480	3746	3555	4531	1775	73	1.288e+09	1	4699325	166346	172	243	196	129	56	577322	4752	11603.481	10017.351	5.51e+07	451.4966	-3.68e+07	18	4060.762	994699.4	1293906	17_SYT7	1	3	3	9.933333	3	1	6	.3933922	.274654	.0093532	-.2359998	-.1407598	-.8715413	-.7353585	1.289343	.1701847	.5518063	-.2393802	-2.321307	-.3647771	-.7076435	-.6208137	-.3513149	-.8391085	1.040203	-.3013365	-1.870579	-1.756827	-.491876	-.6744897	-.1656644	.5938214	.542144	1.474486	.0880656	.7023576	.2784047
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_D06	201008	2	NE193	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	.0221975	.0297282	.0259628	0	1	10.536903	.4423848	.3743256	.36468837	.7014744	1	11	109	199665	3840	3647	4479	1281	52	9.025e+08	1	2270949	94078	115	192	150	89	146	976204	10755	14929.745	9257.5202	1.61e+08		8.12e+07	0	3586.631	774567.3	1062903	17_SYT7	1	3	3	10.28333	3	1	6	-1.659501	-2.082318	-1.320803	-.2168077	-1.738689	-1.412188	1.518899	-.3570045	-.7735631	.3186394	-1.236652	-.5031414	1.624981	.9536166	.9265376	1.158944	1.687281	-.2216821	-.9851276	-1.662107	-1.507905	-1.059277	-.7023576	-1.182917	-1.059277	-1.098629	-.7598096	-1.161069	-.6883569	-1.507905
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_E06	201008	1	NE128	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	.9590313	.9795157	1	3	8.8950249	.7826808	.4764144	.53910454	.6235328	1	44	44	376803	6851	5453	6833	2315	55	2.600e+09	1	3362378	131093	144	232	149	120	84	643409	6071	14087.728	14002.627	8.55e+07	-1590.135	-7.29e+07	0	3892.768	947206.8	1272882	17_SYT7	1	3	1	4.683333	3	1	6	-.274654	-.1218913	-.0467825	-.4966967	-.333435	-1.018857	.6626172	.7916386	-1.027779	.999469	.0677986	-.9451259	-.0261137	-.017408	-.1309267	.2588193	-1.966025	.0329879	.5677931	.8198867	.1656644	.8830801	.8510585	.8510585	-.4186956	-.2329639	.4672083	-.1768208	-.7307821	-.1879993
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_A02	201008	1	NE093	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	1	1	1	3	7.6598245	.2041776	.4764144	.44396845	1.0911824	1	9	9	276095	7888	5957	4949	1861	35	1.265e+09	1	2704412	114270	114	222	147	115	89	395686	7463	8873.8925	7908.4883	6.62e+07	116.8395	9384189	0	3681.714	809857.8	1125439	17_SYT7	1	3	1	1.6	3	1	6	-.9926193	-1.320803	-.9046108	-1.416202	-1.216274	1.27303	1.268707	-1.41707	-.2393802	.999469	-.6119958	-1.375686	-1.506478	.1309267	.255145	-.0795191	.5062573	-1.118958	-.2556183	1.662107	.6744897	-.542144	-.3948109	.0329879	-.8198867	-.7023576	-.7894919	-.4067242	-.8198867	-.4549811
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_G04	201008	2	NE180	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	0	0	0	0	1	10.63685	.85074	.1361184	.55496056	.4676496	1	47	96															99	516858	7914	13026.35	11881.511	1.03e+08	-242.6674	-2.00e+07	10	4134.313	1004988	1301413	17_SYT7	1	3	2	9.316667	3	1	6	.6511877	.3933922	.0842775	-.1786546	-.274654	.9280465	-.7106959	1.098219	-1.744448	-1.056937	.2393802	-.4462656	-.7301839	.291285	.3278097	.5468132	-.2955083													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_G05	201009	1	NE234	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.946485	1	.9732425	1	3	15.982754	.5785032	.3743256	.4915365	2.0264816	1	3	150															53	794136	3640	7301.9368	7329.407	2.66e+07	-797.4825	-2.06e+07	35	4287.244	1124482	1495391	17_SYT7	1	4	4	5.75	4	1	6	1.416202	1.320803	1.366947	.6744897	1.106161	-.1323128	1.312374	.2147888	1.027779	.3186394	-.2393802	.8561915	.8743192	-.8243825	-.9814135	-1.125061	-.3325995													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_G04	201009	1	NE228	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	1	1	1	3	14.249715	.9187992	.4083552	1.2209132	2.2603064	1	46	144	538987	7186	6384	5752	1907	75	3.348e+09	1	5731580	188955	171	274	214	120	72	774310	5435	8452.0155	7679.1356	4.59e+07	-44.57321	-7082911	55	3958.06	992740.5	1322857	17_SYT7	1	4	3	5.183333	4	1	6	-.028063	.2552792	.2552792	.0842775	.8496452	.4901042	.2396442	1.289343	1.201055	.5518063	2.321307	.3725821	.7531015	-.3647771	-.4402967	-.652491	-.114993	1.161069	1.382994	.9851276	.9851276	1.507905	.2329639	.1212301	1.139761	.9160339	1.382994	.7894919	1.118958	-.1879993
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_G02	201009	1	NE212	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	.9790439	.989522	1	3	19.448832	.6125328	.4764144	1.1099211	3.0397224	1	30	128	464194	5046	4797	3410	1020	92	1.642e+09	1	7512813	216799	177	305	193	142	134	880666	9038	8916.6306	7741.3506	8.06e+07	349.3874	2.65e+07	0	4171.004	1147780	1551034	17_SYT7	1	4	3	3.816667	4	1	6	.8231059	1.416202	1.738689	1.941161	1.055832	1.937932	-.3186394	.294066	1.926403	.999469	1.926403	1.706915	1.069771	.7531015	.5998427	.2224756	.8391085	1.870579	1.0215	-.5677931	-.324428	-.0991079	-1.507905	-1.756827	1.662107	1.327902	1.662107	1.507905	.6202583	1.040203
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_D05	201009	1	NE233	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.0304395	0	.0152198	0	1	10.783638	.4083552	.2722368	.47568048	1.0132408	1	2	149	205101	6032	5056	6335	2287	34	1.184e+09	1	1993364	88113	104	174	144	123	80	566996	6044	8814.4581	7190.323	5.33e+07	872.9896	8400805	6	3635.682	818321.6	1127547	17_SYT7	1	4	4	5.65	4	1	6	-1.277311	-1.196906	-.8767968	-.7467344	-2.082318	1.192455	-.6864582	-.5361763	-.3275615	-.2306747	-.3725821	-.3999556	-.4595582	-.1749599	-.1661288	-.4862914	.4082385	-1.205345	-.9160339	.1879993	-.077034	-.5938214	.5938214	.6744897	-1.276569	-1.327902	-1.382994	-1.580314	-.9500138	-.0660118
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_A07	201009	1	NE242	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.6320661	.9450201	.7885431	1	3	17.206076	0	.1020888	.55496056	2.338248	1	11	158	301347	7534	4889	5931	1993	40	1.750e+09	1	4320552	157575	143	257	185	125	138	728888	9155	7935.7453	7766.6464	7.27e+07	-660.225	1.82e+07	17	4249.905	1067853	1435039	17_SYT7	1	4	4	6.733333	4	1	6	1.277311	.9331427	.9624554	.8496452	.6744897	-.5549229	-.2592342	-2.318758	1.293188	-1.468782	.2393802	1.150349	.518418	.8743192	.6420614	.0088263	.7195031	-.8994349	-.077034	1.139761	-.1879993	.1212301	.3013365	.2784047	.4428217	.3948109	.4186956	.3360381	.3593968	.0219897
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_A04	201009	1	NE222	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	1	1	1	3	19.244945	.7826808	.4764144	.85622486	2.727956	1	40	138	325583	6261	6023	3096	1336	52	1.040e+09	3	3047039	100221	105	280	159	109	41	894478	3168	10848.26	10725.938	3.44e+07	-1108.43	-6.94e+07	2	4212.026	1152744	1535617	17_SYT7	1	4	3	4.766667	4	1	6	1.089078	1.469154	1.659501	1.123573	1.236109	-.1133231	.4834336	.7916386	1.576699	.999469	1.397837	1.638337	1.167383	-1.085325	-1.069771	-.8644806	-1.765589	-.2216821	.1212301	.3711493	.7894919	-.8510585	-1.870579	-1.139761	-.6744897	-.9160339	-1.327902	1.040203	-.324428	-.7164975
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_A08	201009	1	NE249	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.090891	0	.0454455	0	1	17.511906	.7146216	.3062664	.50739251	1.4029488	1	18	165	396537	7626	7358	5001	1628	52	1.896e+09	1	4041905	163003	135	205	181	148	13	860042	1136	7533.1241	6498.868	8557629	376.9066	-2.48e+07	66	3961.841	1023904	1399314	17_SYT7	1	4	4	7.3	4	1	6	.0093532	.6056064	.6744897	-.1976952	-.539485	-.1704431	.9523705	.5860779	.1701847	-.0084684	-.1273686	1.218661	1.039416	-1.624981	-1.562987	-1.618134	-.3891258	-.2216821	.7023576	1.327902	1.870579	.2556183	-.3711493	-.4186956	.3013365	.4672083	.1656644	-.8830801	.2556183	1.327902
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_D03	201009	1	NE217	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.8235704	.9520906	.8878305	1	3	7.8272776	.1361184	.2041776	.41225642	1.558832	1	35	133															154	577454	10764	6776.1001	6460.7489	7.29e+07	-336.8275	4.02e+07	77	4065.603	948343.2	1293607	17_SYT7	1	4	3	4.3	4	1	6	.4136855	-.0842775	-.0093532	.4756435	1.023715	2.079254		-1.668391	.3454851	-.6222404	-.7966133	-1.218661	-.3462343	1.101146	.9536166	.0264816	1.000846													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_A02	201009	1	NE206	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.9888684	1	.9944342	1	3	18.22551	1.1229768	.4764144	.77694478	2.4161896	1	24	122	443963	7655	7042	4837	1420	58	2.221e+09	1	6086924	190026	130	339	235	130	75	987286	5520	10963.441	10329.142	6.05e+07	-542.6277	-3.67e+07	19	4049.209	1064608	1473484	17_SYT7	1	4	3	3.433333	4	1	6	.3532773	.9046108	1.123573	1.15946	.6056064	.8176907	-.4203327	2.11991	1.375686	.999469	1.150349	1.375686	1.772034	-.264147	-.3834463	-.2406077	-.7899149	.1323128	.9500138	1.382994	1.662107	.542144	-.4428217	-.8669582	1.276569	.9851276	-.1212301	2.01543	1.937932	.3476938
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_E09	201009	1	NE260	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.022685	.0244868	.0235859	0	1	21.691588	1.1229768	.510444	.72937674	2.2603064	1	29	176															334	1037494	25433	12660.383	11221.382	3.22e+08	141.0415	2.10e+08	1				17_SYT7	1	4	4	8.225	4	1	6								2.11991	1.201055	1.255053	1.013522	2.321307	1.971987	2.699497	2.699497	2.305712	2.694839													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_G07	201009	1	NE247	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	1	1	1	3	7.9292211	.3062664	.1020888	.55496056	.5455912	1	16	163	174787	6027	5491	1594	535	29	3.323e+08	1	2070353	88132	106	187	154	107	52	442467	4048	7924.476	7976.1178	3.21e+07	-909.3805	-2.59e+07	19	3696.072	880573.4	1043927	17_SYT7	1	4	4	7.116667	4	1	6	-.9624554	-.4966967	-1.526579	-.2941324	-.2359998		-2.670415	-1.009103	-1.333303	-1.468782	.2393802	-1.183815	-1.167383	-.8743192	-.8243825	-.9441942	-.4275015	-1.543098	-1.382994	.1656644	.2329639	-2.221519	-2.620817	-2.620817	-1.228396	-1.276569	-1.25212	-1.354934	-.529453	-.8830801
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_A03	201009	1	NE214	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.7263727	.9629903	.8446815	1	3	13.128337	.3062664	.2382072	.66595267	1.7926568	1	32	130															227	848684	15395	8976.046	7931.9478	1.38e+08	192.3512	8.10e+07	0	4192.779	1046708	1411831	17_SYT7	1	4	3	4.116667	4	1	6	1.055832	.698164	.8231059	.9926193	.6396686	1.585812	1.114298	-1.009103	.8200946	-.4276322	.8934399	.1444627	.9814135	1.862732	1.693934	.9721299	1.618134													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SYT7_201009_D02	201009	2	NE274	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	.9431311	.9715656	1	3	6.9564841	.3062664	.170148	.31712032	.779416	1	43	190	103604	3573	4343	4284	1508	29	4.354e+08	1	1340620	60840	90	159	127	84	74	379442	4967	7915.6785	6933.2482	3.93e+07	266.157	-1272569	22	3403.95	747381.6	981226.2	17_SYT7	1	4	4	9.666667	4	1	6	-2.67546	-2.67546	-2.67546	-2.67546	-1.442172	-.6923432	-1.731664	-1.009103	-.6325508	-.8320063	-1.606755	-1.638337	-1.772034	-.3003779	-.5586672	-.7899149	.0618224	-1.543098	-2.221519	-2.01543	-.7894919	-2.01543	-.8198867	-.6202583	-1.870579	-1.870579	-1.810777	-2.01543	-1.662107	-1.870579
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_A09	201009	1	NE257	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.979118	.9656617	.9723899	1	3	14.861376	.5785032	.2722368	.28540829	1.7147152	1	26	173	203529	4071	4306	5571	2236	50	1.240e+09	1	3308931	119186	135	188	165	135	34	678079	2546	4630.2058	4346.5892	1.18e+07	-81.77584	1.43e+07	4	3971.269	980687.9	1254937	17_SYT7	1	4	4	7.95	4	1	6	.028063	.1596785	-.1218913	-.8231059	-.1030662	-1.735192	-.2987229	.2147888	.6744897	-.2306747	-2.122643	.5816376	.291285	-1.202508	-1.318011	-1.555957	.6094088	-.3711493	-.9500138	-1.507905	-.8510585	-.5677931	.1434119	.5677931	-.491876	-.5677931	.1656644	-1.276569	-.1323128	.7023576
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_G01	201009	1	NE204	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	.9845294	.9922647	1	3	10.375864	.3062664	.1020888	.47568048	1.0132408	1	22	120	493133	6164	5940	6064	1841	80	2.999e+09	2	3623206	149751	147	218	172	118	64	463150	4470	6002.9257	5162.7175	2.68e+07	364.1078	1.57e+07	7	3555.49	819158.9	1101334	17_SYT7	1	4	3	3.316667	4	1	6	-2.082318	-1.15946	-1.089078	-.9926193	-1.526579	-.7661131	-.3588638	-1.009103	-.3275615	-1.468782	-.3725821	-.5224582	-.9814135	-.5084881	-.6854571	-1.092422	.652491	1.301807	1.182917	.3013365	.6471361	1.139761	.4186956	.0109942	-.0549976	.2104284	.542144	-.529453	.0329879	-.3360381
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SYT7_201009_G02	201009	2	NE277	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	.9575711	.9787856	1	3	11.313042	.7486512	.2722368	.90379291	1.6367736	1	46	193	270157	5513	4735	6330	2716	49	1.653e+09	1	3495588	129745	135	265	138	124	110	755626	8088	9643.748	9164.8507	7.80e+07	-540.0933	220262.5	48	4187.551	1023395	1389041	17_SYT7	1	4	4	9.9	4	1	6	.9331427	.583285	.6056064	.274654	-.2552792	-.8443099	-.2789242	.6798513	.4935534	-.2306747	1.576699	-.3008702	.663603	.4022501	.3834463	.1506121	.0972407	-.4428217	-.3476938	-.1879993	-.3948109	-.077034	.5677931	1.442637	-.2104284	-.2556183	.1656644	.529453	-1.301807	-.0329879
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_G08	201009	1	NE255	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.7987487	.9829036	.8908261	1	3	9.1525426	.3743256	.0680592	.57081658	.4676496	1	24	171	238668	4680	3363	7223	2633	51	1.674e+09	1	4042236	141155	159	232	190	107	136	514138	9728	5632.2038	5185.2717	5.48e+07	-32.22771	4.33e+07	8	3951.845	912499.4	1158113	17_SYT7	1	4	4	7.766667	4	1	6	-.0655185	-.3933922	-.7716892	-.4136855	-.6056064	-.9280465	-.5485223	-.7345969	-1.744448	-2.048199	.4091461	-.8684736	-.7764218	.8122178	.7076435	-.4082385	1.030411	-.3128614	-.7023576	-1.0215	-1.870579	.0109942	.9851276	1.382994	.324428	.0109942	.9328892	-.1768208	.5168467	-.8830801
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SYT7_201009_D01	201009	2	NE267	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	.9221904	.9610952	1	3	15.941884	.7486512	.4083552	.66595267	1.7147152	1	36	183	576133	7482	6602	5022	1816	77	2.789e+09	1	6696608	240670	170	295	220	133	96	832774	7483	8358.7199	8272.5275	6.25e+07	-811.7544	-359916.5	38	4444.497	1165574	1522697	17_SYT7	1	4	4	9.15	4	1	6	1.941161	1.526579	1.469154	1.089078	1.196906	.4480247	-.6045853	.6798513	.6744897	.5518063	.8934399	.8200946	.9536166	.255145	.2731704	-.1684908	.0795191	1.228396	1.662107	1.059277	1.228396	1.0215	-.3476938	-.0329879	1.442637	1.756827	1.327902	1.228396	1.301807	.5807581
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SYT7_201009_D03	201009	2	NE282	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	0	0	0	0	1	18.029402	.8847696	.4083552	.7928008	2.727956	1	2	198																							0				17_SYT7	1	4	5	10.3	4	1	6								1.197036	1.576699	.5518063	1.218661	1.293188																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_A01	201009	1	NE198	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.9703776	.9652119	.9677948	1	3	12.006959	.3062664	.3062664	.55496056	2.0264816	1	16	114	190353	4759	4545	5154	1911	40	9.882e+08	1	2336435	92613	94	215	152	120	73	574420	5765	7375.9278	7310.4167	4.25e+07	-701.9251	-4352861	49	3799.481	876401.4	1187437	17_SYT7	1	4	3	2.766667	4	1	6	-.583285	-.5612504	-.4756435	-.3732596	-.4136855	1.522757	-1.150349	-1.009103	1.027779	-.0084684	.2393802	-.076289	-.3834463	-.3370077	-.255145	-.6744897	-.0088263	-.8994349	-1.059277	-.9160339	-.5677931	-.9500138	-.2104284	.1434119	-.9851276	-1.139761	-1.507905	-.63364	-.6069868	-.1879993
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SYT7_201009_A02	201009	2	NE271	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.7073365	.7168375	.712087	1	3	21.29682	.8167104	.4083552	.45982446	2.4161896	1	40	187	673015	8208	6698	5409	1602	82	3.820e+09	1	8631012	258008	189	304	243	135	10	858868	704	7319.5355	7709.0351	5152953	-1211.009	-4.84e+07	0				17_SYT7	1	4	4	9.45	4	1	6								.9538965	1.375686	.5518063	-.4840105	2.122643	1.00999	-1.693934	-1.693934	-1.856514	-1.125061	1.543098	2.01543	2.221519	1.327902	2.01543	.0109942	-.5168467	2.01543	2.01543	2.01543	1.442637	2.620817	.7023576
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SYT7_201009_A01	201009	2	NE264	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	0	0	0	0	1	15.034268	.5444736	.3062664	.74523275	1.7926568	1	33	180															125	613604	8917	8592.7734	8137.2524	7.66e+07	-424.0758	1.60e+07	178	4019.284	1007365	1342625	17_SYT7	1	4	4	8.933333	4	1	6	.2168077	.4136855	.3933922	.3732596	-.028063	.8443099	-.5707313	.076809	.8200946	-.0084684	1.071858	.6638962	-.1661288	.6965074	.518418	.114993	.6744897													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SYT7_201009_B01	201009	2	NE265	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	.6709269	.8354635	1	3	18.301686	.8167104	.4423848	.55496056	1.8705984	1	34	181	354853	6014	4815	6978	2529	59	2.452e+09	1	5715694	165304	167	243	197	141	71	771706	6057	9950.0852	9740.5559	6.03e+07	-887.5559	-2.71e+07	55				17_SYT7	1	5	4	9	5	1	6								.9538965	.9319713	.7621911	.2393802	1.420695	.7301839	-.4022501	-.1485047	-.2588193	-.4862914	.1992013	.4428217	.1212301	-.2784047	.7307821	.9500138	1.139761	1.098629	.5168467	1.228396	.0880656	.7598096	.9674216
