filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	adra2a_nwt	adra2a_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate04_ADRA2A_201016_E03	201016	4	NG717	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	1	1	3	14.769746	.9528288	.87208088	.2382072	1.94854	1	9	156	270865	7321	5912	20979	6852	37	5.328e+09	1	2976835	107882	127	208	150	112	67	622628	5120	21918.59	18637.143	1.12e+08	1732.181	-6.21e+07	27	3958.64	901957.1	1229367	19_ADRA2A	1	3	4	7.616667	3	1	4	-.1781746	-.4727891	-.4727891	-1.002035	-.9277537	-.8153122	.1781746	.4139659	.4903967	-.0114985	.4646225	.0813229	-.4434955	-.1397103	-.1749599	.2023762	-.6238741	-1.018352	-.5459412	.6413788	.3681439	.3968347	1.482159	1.338139	-.6089566	-.9745425	-.0133335	-.9533248	-.8340455	-.5771623
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_E08	201016	3	NG688	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	.0124746	0	1	16.851397	1.2931248	.91964893	.3062664	2.8058976	1	29	127	384843	10127	7575	12501	4152	38	4.697e+09	1	4068752	143405	135	226	192	117	39	680193	2628	11496.084	13091.575	3.02e+07	-3043.01	-7.36e+07	0				19_ADRA2A	1	3	3	5.527778	3	1	4								1.520281	1.735972	.652992	.7715737	.6314019	-.1749599	-.8785789	-.9861203	-.8654489	-.8054488	-.9325278	.2286397	2.145475	1.406504	.0400101	-.3116334	-.2013492	.0934678	-.0400101	.2699041	-.5000764	.5459412	-.1606864
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_C01	201016	3	NG636	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10		1	3	11.417457	.5444736	.71352072	.2041776	.8573576	1	26	75															47	401470	3719	21175.101	16675.883	7.88e+07	2985.936	-7.06e+07	123	3566.369	811457.8	1081146	19_ADRA2A	1	3	2	1.7	3	1	4	-1.247754	-1.247754	-1.144237	-1.090461	-.8166274	.9745425	-.2559625	-.652992	-.5833867	-.3520902	-.7259166	-.5757047	-1.635941	-.7339767	-.6033193	-.2023762	-.7734564													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_A07	201016	3	NG677	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	0	0	1	9.4414781	.7486512	.72937674	.0340296	1.0911824	1	18	116															46	566739	3407	13990.946	13959.431	4.77e+07	-1431.926	-6.72e+07	10	3731.729	908372.2	1202958	19_ADRA2A	1	3	3	4.833333	3	1	4	-.714776	-.416878	-.5894558	-.8452716	-.6508373	-2.554361	-1.690622	-.1733385	-.3766657	-1.850648	-.5970729	-.9490551	-.6314019	-.7803495	-.6891311	-.5878935	-.7422367													
InsH2Bfabp_CD15_10dpf_VAST02_plate04_ADRA2A_201016_E01	201016	4	NG704	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	.9401771	1	3	11.681184	.4083552	.85622486	.170148	1.0911824	1	45	143	140173	4123	3860	10905	2133	34	1.506e+09	1	1983811	88305	105	196	149	91	42	452650	3358	17093.396	17068.004	5.74e+07	-1495.084	-9.70e+07	162	3372.938	800900.6	1038738	19_ADRA2A	1	3	3	6.85	3	1	4	-1.955661	-1.4342	-1.366707	-1.685788	-1.366707	-2.145475	-.4727891	-1.22604	-.3766657	-.6963039	.3156165	-.4953255	-1.245459	-.8122178	-.7188681	-.452452	-1.058737	-1.163366	-1.5674	-1.783727	-1.783727	-1.665843	-.7786766	-1.933363	-1.406504	-1.338139	-1.19001	-1.482159	-.8920979	-1.245996
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_G03	201016	3	NG655	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	.9895694	1	3	14.010928	.8167104	.7928008	.2041776	1.3250072	1	45	94	119170	5675	4454	13571	3884	21	1.511e+09	3	702698	44245	82	147	87	72	127	632778	9787	19766.446	20859.152	1.93e+08	-2682.74	-9092816	70	4125.09	1021496	1417019	19_ADRA2A	1	3	2	2.85	3	1	4	.2559625	.2822162	.3894143	.3798165	.4727891	.3681439	1.304923	-.0114985	-.1152375	-.3520902	-.1733385	-.128001	-.3678797	.6314019	.6599916	.7985898	-.1885222	-2.554361	-1.783727	-.6413788	-1.064209	-1.5674	-.0400101	-.4850236	-2.145475	-2.145475	-1.933363	-2.145475	-1.933363	-1.783727
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_C04	201016	3	NG660	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	.9494739	1	3	9.6884754	.6465624	.87208088	.170148	.3117664	1	1	99	191040	4898	4733	19818	7700	39	3.566e+09	1	2453514	85639	103	205	193	91	87	481178	7711	15188.197	14098.943	1.17e+08	-376.7473	511236.5	204	3847.558	859608.4	1174831	19_ADRA2A	1	3	3	3.366667	3	1	4	-.4727891	-.8166274	-.6508373	-.6427163	-.7817808	1.406504	-.0760316	-.401471	-1.358478	-.6963039	.4646225	-.8957798	-1.106481	.128001	.2461637	.250906	.0234286	-.8530763	-1.338139	-1.406504	-.7430576	-.5152434	1.217526	1.5674	-1.11242	-1.406504	-1.306186	-1.19001	.5929846	-1.245996
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_C09	201016	3	NG694	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	1	1	3	9.6884754	.0680592	.72937674	.170148	1.3250072	1	35	133	227995	5561	4887	14059	4372	41	3.091e+09	1	2608429	108949	120	193	144	122	166	521798	12574	22579.645	20452.922	2.84e+08	544.1422	8.65e+07	92	4009.762	948642.3	1234002	19_ADRA2A	1	3	3	5.916667	3	1	4	0	-.1781746	-.416878	.0127893	-.3622413	1.11242	.416878	-2.358507	-.1152375	-.6963039	-.5970729	-.8957798	-.8122178	1.085325	1.024592	1.234595	1.058737	-.6913244	-1.064209	-.8530763	-.5771623	-.8920979	.1471942	.0133335	-.9325278	-.8920979	-.47008	-1.5674	-.9745425	.0667151
InsH2Bfabp_CD15_10dpf_VAST02_plate04_ADRA2A_201016_G01	201016	4	NG706	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	0	0	1	18.189224	.8847696	.66595267	.2041776	2.1823648	1	47	145	356938	6262	5461	10716	3941	57	3.886e+09	2	4780046	165379	150	233	203	129	136	695604	10014	24752.237	21723.067	2.48e+08	1423.284	3.43e+07	0	4334.776	1086036	1487929	19_ADRA2A	1	3	3	7	3	1	4	1.194396	.8894945	.9277537	-.0639882	.1781746	.8920979	.9277537	.2084695	.75618	-.3520902	-1.22604	1.024592	-.0813229	.7188681	.6891311	.9737339	.5136787	.2286397	.0934678	-.1471942	.0133335	-.339753	-.8530763	-.4552406	.6744897	.5152434	.8920979	-.3681439	.9121265	.5000764
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_G06	201016	3	NG674	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	0	0	1	15.986907						15	113															68	866236	5232	20313.143	20728.394	1.06e+08	-2002.886	-9.46e+07	1				19_ADRA2A	1	3	3	4.6	3	1	4												.4307273	.8122178	-.1046335	-.128001	.1304298	-.9799662													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_G02	201016	3	NG648	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	1	1	3	17.592389	1.2250656	.91964893	.340296	.1558832	1	38	87	394531	6802	5632	13249	4536	58	4.856e+09	1	4429825	159406	126	270	183	135	215	890440	14509	27295.788	26524.752	3.96e+08	-922.9479	1.21e+08	52	4247.062	1133170	1515594	19_ADRA2A	1	3	2	2.4	3	1	4	.8166274	1.247754	1.247754	1.951308	1.593219		1.690622	1.178664	-2.20402	1.112193	.7715737	.7961826	.8785789	1.593219	1.245459	1.626828	1.24006	.2699041	.339753	.2561017	.0667151	.2013492	-.1742078	.1337288	.3968347	.339753	-.0800843	.2837581	.3968347	.8920979
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_A03	201016	3	NG649	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	0	0	1	20.803355	1.2590952	.8879369	.2382072	2.1044232	1	39	88	363626	6611	6619	13306	4052	55	4.730e+09	2	5055947	150750	134	247	169	134	32	797323	1945	21104.587	19444.761	4.10e+07	95.74181	-1.44e+08	22	4346.862	1153327	1605928	19_ADRA2A	1	3	2	2.483333	3	1	4	1.366707	1.508944	2.166107	.6427163	.6198546	.7786766	.8166274	1.358478	.681725	-.0114985	.5698088	1.553221	.5217393	-1.044409	-1.106481	-.7044829	-1.727309	.1337288	.1202876	.0934678	.9325278	.0667151	-.1471942	-.339753	.8920979	.2286397	.2286397	-.0400101	-.2149745	.7607465
InsH2Bfabp_CD15_10dpf_VAST02_plate04_ADRA2A_201016_C01	201016	4	NG702	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	.9283561	1	3	18.189224	.85074	.82451283	.170148	2.4941312	1	43	141															177	629780	13435	27784.019	25684.133	3.73e+08	421.3248	1.09e+08	0	3809.468	1041355	1295088	19_ADRA2A	1	3	3	6.7	3	1	4	-.5894558	.4446598	-.1781746	.521468	.8166274	-.3116334	-.9674216	.0805752	1.112193	-.6963039	.0575232	1.024592	-.418029	1.150349	1.106481	1.543781	1.191022													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_C02	201016	3	NG644	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	1	1	3	14.504923	1.0549176	.85622486	.340296	2.0264816	1	34	83	479700	7495	5678	17964	5417	64	8.623e+09	1	4111498	176025	146	287	159	126	108	719502	8459	23470.874	24496.263	1.99e+08	-2682.156	-5.02e+07	44	3999.945	1047994	1418679	19_ADRA2A	1	3	2	2.166667	3	1	4	-.0506606	.5595922	.416878	.2985202	-.2039612	.4850236	1.051717	.7715737	.6108719	1.112193	.3156165	-.0348213	.1514387	.3431555	.3928308	.8315547	-.5136787	.7968608	1.064209	.7083573	.1471942	1.406504	.8530763	.6413788	.1471942	.8920979	.6250856	.7430576	-.5459412	.2423479
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_E06	201016	3	NG672	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	.7503823	1	3	7.9594942	1.3271544	.7928008	.3743256	1.6367736	1	13	111															77	475086	5299	13273.485	11048.517	7.03e+07	814.9346	-7488900	72	3886.62	886943.7	1166427	19_ADRA2A	1	3	3	4.3	3	1	4	-.3894143	-.6198546	-.714776	.5510015	-.5302197	.2286397	-.1269375	1.686274	.1500389	1.484733	-.1733385	-1.150349	-1.150349	0	-.1046335	-.3000344	-.164727													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_C05	201016	3	NG666	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	1	1	3	6.230513	.6465624	.38054438	.0340296	.7014744	1	7	105															116	422538	8661	20942.736	17001.981	1.81e+08	2421.49	2.79e+07	0	3662.208	837148.1	1099121	19_ADRA2A	1	3	3	3.783333	3	1	4	-.9277537	-.9277537	-1.008673	-.960637	-1.051717	.3968347	.2039612	-.401471	-.7409635	-1.850648	-2.20402	-1.593219	-1.413845	.4307273	.4692529	.7044829	.4094043													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_A01	201016	3	NG634	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	.0142349	0	1	17.592389	1.020888	0	.0340296	.3117664	1	24	73	43378	1972	1742	1662	413	22	70070320	3	1261617	46124	73	353	80	65	90	678616	5696	24169.796	24595.404	1.38e+08	-2084.193	-1.12e+08	153	4068.432	1082701	1490756	19_ADRA2A	1	3	2	1.5	3	1	4	.0760316	.852495	1.008673	.8824176	0	-1.018352	1.096804	.6388265	-1.358478	-1.850648	-2.605489	.7961826	-.1985783	.1985783	-.0348213	.4006481	-1.348275	-2.028069	-2.554361	-2.554361	-2.554361	-2.554361	-2.554361	-2.554361	-1.783727	-1.933363	-2.145475	1.783727	-2.145475	-1.933363
InsH2Bfabp_CD15_10dpf_VAST02_plate04_ADRA2A_201016_F01	201016	4	NG705	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10		1	3	9.6956807	.4083552	.77694478	.1361184	1.169124	1	46	144	194180	6264	5172	10618	3782	31	2.084e+09	1	2347451	88824	111	198	137	97	77	421369	6512	24741.433	17926.767	1.61e+08	5278.433	-4151609	0	3522.391	792197.6	1036913	19_ADRA2A	1	3	3	6.933333	3	1	4	-1.4342	-1.508944	-1.4342	-2.162077	-1.4342	-1.665843	.5012977	-1.22604	-.2676213	-.9735597	-.3035538	-.8449332	-1.479941	0	.0580564	.5878935	-.04687	-1.406504	-1.275513	-.1202876	-.2561017	-1.406504	-.9325278	-.6089566	-1.338139	-1.275513	-.8530763	-1.406504	-1.163366	-1.163366
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_F05	201016	3	NG668	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10		1	3	16.6044	.9868584	1.030641	.2722368	2.1823648	1	9	107	354578	7236	7101	8151	2910	49	2.983e+09	1	5039252	149065	152	322	156	107	103	680888	7795	14912.019	15017.237	1.16e+08	-1588.068	-1.20e+07	19	4337.365	1053572	1479436	19_ADRA2A	1	4	3	3.966667	4	1	4	1.247754	.5894558	.8166274	1.138044	1.051717	.5459412	-.5012977	.5034059	.75618	.2795582	1.484733	.6033193	-.1514387	.2943133	.2701602	.2265744	-.2364492	-.2423479	-.0133335	.5152434	1.11242	-.9745425	-1.482159	-1.482159	.8530763	.1471942	1.041007	1.406504	-.6413788	-.7607465
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_F03	201016	3	NG654	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	0	0	1	15.492912	.9187992	.85622486	.2382072	1.94854	1	44	93	420079	7001	5973	11309	3759	60	4.828e+09	2	2509232	108756	111	207	154	113	178	715326	13864	18272.168	16606.089	2.53e+08	154.0778	1.05e+08	55	4356.896	1076585	1504842	19_ADRA2A	1	4	2	2.8	4	1	4	1.4342	.7817808	1.144237	.7069592	.7478586		2.572352	.3398826	.4903967	-.0114985	.3156165	.3186394	.0813229	1.196551	1.150349	1.052756	1.144693	.4405008	.5771623	.3968347	.4552406	.1742078	-.6744897	-.6413788	-1.064209	-.9325278	-.8530763	-1.018352	-.7083573	-.5152434
InsH2Bfabp_CD15_10dpf_VAST02_plate04_ADRA2A_201016_D02	201016	4	NG710	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	.8514141	1	3	14.880051	.85074	.77694478	.2382072	2.338248	1	2	149	350148	8754	7064	19649	7953	40	7.452e+09	2	3831460	124983	124	215	182	128	109	631872	8234	25596.273	24548.113	2.11e+08	-609.5576	-3.87e+07	84	3534.253	904245	1217942	19_ADRA2A	1	4	4	7.233333	4	1	4	-1.366707	-.4446598	-.5595922	.1153556	-.416878	-.0667151	-.9277537	.0805752	.9021589	-.0114985	-.3035538	.1514387	-.3928308	.3678797	.3431555	.8654489	-.4350152	-.7607465	-.0400101	1.163366	1.064209	1.11242	1.163366	1.783727	-.0400101	-.3681439	-.2837581	-.7786766	.325661	.4113021
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_F08	201016	3	NG689	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	0	0	1	22.285338	1.4292432	1.0464971	.3062664	3.1956056	1	30	128	488095	7748	7010	13354	4140	63	6.257e+09	1	4507214	167598	140	290	162	134	75	864588	6059	13283.473	13900.996	8.05e+07	-2079.892	-3.36e+07	14				19_ADRA2A	1	4	3	5.588889	4	1	4								1.996573	2.20402	.652992	1.597781	1.731664	.7803495	-.0348213	-.011605	-.1304298	-.3589585	.6744897	1.217526	.8153122	1.018352	.6413788	-.0934678	-.2286397	.4850236	.6089566	.4405008	.8340455	-.4113021	.7607465
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_H09	201016	3	NG699	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	.9948962	1	3	10.799963	1.0549176	.74523275	.340296	2.0264816	1	40	138	355875	7263	5197	9286	3086	49	3.303e+09	1	4080800	161685	127	252	194	121	62	793530	4528	19316.172	16758.096	8.75e+07	1043.286	-6.29e+07	3	4234.229	1076526	1488557	19_ADRA2A	1	4	3	6.266667	4	1	4	.7478586	.7478586	.9674216	.611579	.0253222	.2561017	-.5894558	.7715737	.6108719	1.112193	-.4518512	-.7188681	.4434955	-.3308726	-.3186394	-.0591531	-.652593	-.2423479	.0667151	.5771623	-.2286397	-.7083573	-1.338139	-1.163366	.1202876	.3968347	-.0133335	.0400101	.6744897	.0133335
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_B04	201016	3	NG659	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	1	1	3	22.408837	1.0889472	.91964893	.3062664	2.5720728	1	49	98	499635	6662	5402	12105	3272	75	5.850e+09	1	4881460	196319	127	275	177	161	51	713702	4961	13335.584	16552.723	6.62e+07	-4728.161	-8.16e+07	1				19_ADRA2A	1	4	2	3.216666	4	1	4								.8681338	1.250795	.652992	.7715737	1.846533	.0580564	-.5350828	-.2461637	-.3248653	-.8720565	1.406504	1.275513	.1202876	-.0934678	.4850236	-.3968347	-.8920979	.7786766	1.163366	-.0133335	.4850236	.1068681	1.933363
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_B09	201016	3	NG693	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	1	1	3	6.7245076	.3743256	.80865682	.2041776	1.7147152	1	34	132	245670	5583	5320	11830	4498	44	3.030e+09	1	2944426	119681	108	321	133	102	65	436864	5173	10357.655	9648.3653	5.36e+07	-675.0545	-6444913	240	3638.637	890054	971162.4	19_ADRA2A	1	4	3	5.833333	4	1	4	-1.051717	-.5894558	-1.807354	1.685788	-1.955661	.0133335	-1.807354	-1.418779	.2676213	-.3520902	-.0690446	-1.479941	-1.297543	-.1749599	-.1514387	-.532558	-.1174013	-.6089566	-.8920979	-.8153122	-.1471942	-.9325278	-.4850236	.0934678	-.7083573	-.6413788	-1.018352	1.338139	-1.245996	-.9325278
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_H04	201016	3	NG664	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	.8114304	1	3		.7486512	.76108877	.2041776	.4676496	1	5	103	408914	5602	4681	14427	4667	73	5.805e+09	1	4046766	160505	111	272	202	135	20	288840	1300	17047.99	17303.01	2.22e+07	-1779.808	-1.35e+08	257	3751.953	842292.2	1151084	19_ADRA2A	1	4	3	3.616667	4	1	4	-.6824579	-.852495	-.7817808	-1.241867	-.6198546	-.425856	1.955661	-.1733385	-1.070479	-.3520902	-.3766657		-2.200411	-1.324958	-1.479941	-1.138967	-1.548528	1.245996	.5152434	-.7786766	-.8530763	.4552406	.2013492	.2013492	.0667151	.3681439	-.8530763	.3824499	.8530763	.8920979
InsH2Bfabp_CD15_10dpf_VAST02_plate04_ADRA2A_201016_B02	201016	4	NG708	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	1	1	3	11.129656	.4423848	.80865682	.1361184	1.4808904	1	49	147	391827	6530	5946	25326	7994	60	9.249e+09	1	3301956	145761	125	205	168	159	88	526327	6858	22384.202	17759.103	1.54e+08	3091.943	-9625447	280	3627.265	819173.9	1094515	19_ADRA2A	1	4	3	7.116667	4	1	4	-1.096804	-1.096804	-1.051717	-.920823	-1.304923	-.4552406	-.4446598	-1.030549	-.0114985	-.9735597	-.0690446	-.6314019	-.7492547	.1514387	.1514387	.5600113	-.2124247	.4405008	.2837581	.0400101	.3968347	1.482159	2.554361	1.933363	-.3681439	.0133335	-.1606864	-1.19001	-.2561017	1.783727
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_B01	201016	3	NG635	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	.9781994	1	3	17.962885	1.191036	.65009666	.340296	1.8705984	1	25	74	307103	7874	7916	10481	3158	39	2.979e+09	2	3059266	122119	105	234	197	117	28	729402	1839	17393.427	20585.579	3.20e+07	-4777.167	-1.67e+08	400	4371.172	1061707	1469252	19_ADRA2A	1	4	2	1.616667	4	1	4	1.508944	.6824579	.7817808	1.588183	1.194396	.6089566	1.194396	1.050305	.3766657	1.112193	-1.520281	.9490551	.2461637	-1.173137	-1.196551	-.8315547	-1.842373	-.8530763	-.339753	.8530763	1.5674	-1.018352	-1.018352	-.9325278	-.5459412	-.4552406	-1.19001	-.325661	.7786766	-.1606864
InsH2Bfabp_CD15_10dpf_VAST02_plate04_ADRA2A_201016_B03	201016	4	NG714	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	0	0	1	22.932372	1.2250656	.99892901	.340296	3.117664	1	6	153	925121	9842	7604	14246	4257	94	1.327e+10	1	8975588	324800	181	305	263	162	22	848166	1569	23137.306	23842.842	3.63e+07	-2350.314	-2.04e+08	4	4434.053	1219542	1592306	19_ADRA2A	1	4	4	7.45	4	1	4	1.955661	1.807354	1.955661	.4923825	.9878373	-.0934678	1.508944	1.178664	1.996573	1.112193	1.276341	1.992682	.6314019	-1.245459	-1.353406	-.7985898	-2.196763	1.853367	2.554361	1.783727	1.482159	2.554361	.1742078	-.1202876	2.554361	2.554361	2.145475	1.11242	2.554361	2.145475
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_F01	201016	3	NG639	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	1	1	3	8.2064915	.4423848	.66595267	.2722368	.8573576	1	29	78	240311	5722	5090	16463	5302	42	3.754e+09	1	2973507	109641	126	244	131	116	114	501206	8343	20559.909	19650.841	1.72e+08	-658.797	-1.57e+07	32	3731.508	863302	1137402	19_ADRA2A	1	4	2	1.866667	4	1	4	-.7478586	-.714776	-.8166274	-1.188354	-.8894945	-1.11242	-1.096804	-1.030549	-.5833867	.2795582	-1.22604	-1.106481	-.9490551	.3928308	.3678797	.6744897	-.2849259	-.6413788	-.9745425	-.5459412	-.3968347	-.3968347	.7083573	.6089566	-.6413788	-.8530763	-.0800843	-.1202876	-1.338139	-.2423479
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_D02	201016	3	NG645	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10		1	3	12.89944	1.0889472	.77694478	.3062664	1.2470656	1	35	84	228111	9505	6472	15716	5137	24	3.334e+09	2	1181088	61961	85	192	125	82	10	381388	752	28267.535	22798.521	2.13e+07	3843.396	-2.06e+08	32	4071.811	998512.6	1330528	19_ADRA2A	1	4	2	2.216667	4	1	4	.1269375	.1781746	-.1014517	-.4923825	-.4446598		-.2822162	.8681338	-.185023	.652992	-.3035538	-.3678797	-1.846533	-1.731664	-1.681877	-1.234595	-2.599139	-1.783727	-1.018352	1.665843	.8153122	-.6413788	.5771623	.4552406	-1.933363	-1.783727	-1.783727	-1.665843	-1.5674	-1.5674
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_B03	201016	3	NG650	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	1	1	3	14.257926	.8847696	.6976647	.2382072	1.4029488	1	40	89	414261	6904	6102	14973	4555	60	5.945e+09	1	4374615	175753	139	336	153	115	163	601558	12867	20094.535	19045.403	2.59e+08	-507.6248	7.91e+07	77	4182.932	992127.4	1368001	19_ADRA2A	1	4	2	2.55	4	1	4	.6198546	.1014517	.0760316	.4354094	.0760316	1.064209	.152506	.2084695	-.0575232	-.0114985	-.8514932	-.0813229	-.4953255	.9861203	1.064644	1.094844	1.018561	.4405008	.5459412	.3116334	.5459412	.5152434	.425856	.1742078	.3116334	.8530763	.3968347	1.5674	-.7607465	-.3539128
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_D08	201016	3	NG687	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	0	0	1	15.863408	.9528288	.90379291	.2382072	2.0264816	1	28	126															78	729044	6856	15775.2	13919.097	1.08e+08	393.4009	-6163819	26	4395.923	1242047	1568350	19_ADRA2A	1	4	3	5.466667	4	1	4	1.593219	1.955661	1.690622	1.428802	1.4342	-.9325278	-1.051717	.4139659	.6108719	-.0114985	.652992	.3928308	.2223081	.0348213	.128001	.1782959	-.0938433													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_F06	201016	3	NG673	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	.8208826	1	3	13.763931	1.361184	1.1257771	0	.4676496	1	14	112	484589	8653	7519	14952	4311	56	6.926e+09	1	4602165	146680	158	234	164	129	15	790212	1088	21424.458	17455.073	2.33e+07	2441.807	-1.36e+08	4	4147.162	1089969	1492834	19_ADRA2A	1	4	3	4.366667	4	1	4	.3353332	.9277537	1.051717	1.090461	.0506606	1.783727	.5894558	1.850648	-1.070479	-2.358507	1.996573	-.1514387	.418029	-1.553221	-1.553221	-1.052756	-1.63141	.1877612	1.163366	1.11242	1.275513	.8530763	.3968347	-.0667151	.5459412	.0667151	1.306186	-.325661	-.3681439	.5000764
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_B02	201016	3	NG643	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	1	1	3	19.691867	1.020888	.91964893	.3062664	2.1044232	1	33	82	407497	7277	8150	11542	3695	56	4.745e+09	1	4468644	170865	153	247	221	106	148	666594	11614	20840.657	19730.173	2.42e+08	-458.8365	5.38e+07	60	4261.951	1042970	1435188	19_ADRA2A	1	4	2	2.116667	4	1	4	.9277537	.4727891	.5595922	-.0383762	.1014517	-.2286397	-.6824579	.6388265	.681725	.652992	.7715737	1.413845	-.2701602	.8284646	.8785789	.9364207	.7422367	.1877612	.4850236	.6089566	1.783727	.0934678	-.6413788	-.6744897	.425856	.7430576	1.11242	-.0400101	1.443299	-.8153122
