filename	date	plate	index	D	E	F	G	H	I	J	K	L	M	N	O	P	Q	R	S	T	U	V	W	X	Y	Z	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	acvr1c_nwt	acvr1c_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_D07	201019	1	NB543																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	1	0	1	13.51086	.6125328	.65009666	.4764144	1.558832	1	43	43	534308	8096	5544	13308	5019	66	7.324e+09	1	4847983	185862	126	274	227	136	197	752022	15288	31559.455	27243.408	4.82e+08	1302.434	2.25e+07	24	4323.234	1028375	1419801	20_ACVR1C	1	3	1	4.4	3	1	5	1.265551	.6250856	.6250856	.9962083	1.721797	.0289267	.9915265	.8629628	.2076192	.0908251	.8749908	.4156972	1.030411	.8266231	.8142654	1.222738	.0986344	.7893516	1.144693	.8382877	-.2849259	.9799662	-.3094104	.5136787	.5405975	.7422367	-.3840592	.4350152	1.727309	.8054488
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_B03	201019	2	NB578																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.7923915	1	2	15.06821	1.0549176	.22198422	.7826808	2.0264816	1	29	78															47	642350	4088	14434.624	15377.899	5.90e+07	-2662.23	-7.16e+07	18	4407.087	1067823	1473529	20_ACVR1C	1	3	2	6.116667	3	1	5	1.552397	.8855009	.9962083	.5203253	1.3491	.1062492	1.680515	1.886627	.9118606	2.133366	-1.756827	.9896026	.2406077	-1.194214	-1.231035	-1.491942	-.6857716													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_E05	201019	1	NB530																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.9833083	1	2	10.549564	.340296	.42811243	.2382072	.7014744	1	31	31	146348	5629	3961	8825	4242	26	1.434e+09	1	2045382	86029	125	208	135	96	128	535490	9105	20047.382	18666.996	1.83e+08	-697.4458	-3.94e+07	12	3982.026	1107210	1347440	20_ACVR1C	1	3	1	3.316667	3	1	5	.0890049	1.087999	.3824499	.8594887	.5824202	-.1646356	-2.100166	-.2927191	-1.368829	-.6235933	-.1406355	-.2076192	-.3891258	-.2406077	-.3701542	-.3756961	-.3949807	-2.081555	-1.548528	-.7734564	-1.292276	-1.408853	-1.100698	-.164727	-1.348275	-1.348275	-.5003588	-.652593	-1.265736	-1.100698
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_C07	201019	2	NB595																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	1	1	2	10.884247	.340296	.52324853	.4423848	1.4808904	1	46	95	517083	7083	5688	16480	4553	73	8.465e+09	1	4982656	184598	149	276	168	119	119	625770	9218	19054.625	20169.379	1.76e+08	-3356.512	-8.80e+07	56	4215.722	954563.9	1325548	20_ACVR1C	1	3	2	7.933333	3	1	5	.8855009	.1247655	.1968159	-.0890049	.5614833	.2633151	.755415	-.2927191	.0908251	-.1239993	.4337449	-.1239993	.1684908	-.3796229	-.3513149	-.4340037	-.9345893	1.167544	1.058737	.1885222	-.164727	1.475095	.5956607	0	.5956607	.6818606	.6967148	.5405975	-.2004592	-.0585996
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_F01	201019	2	NB568																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.6079633	1	2	8.3964857	.340296	.41225642	.5444736	1.2470656	1	19	68	249780	5098	4049	16483	5859	49	4.093e+09	2	3494234	117422	154	247	157	116	91	479746	5999	20170.092	18490.103	1.21e+08	-378.5414	-9.60e+07	20	3775.292	857724.3	1160714	20_ACVR1C	1	3	2	6.766667	3	1	5	-.6250856	-.5614833	-.5824202	-.5407898	-.2515118	-.6035335	-.2257079	-.2927191	-.2584591	.6036857	-.2499428	-.7058794	-.7425627	-.5778279	-.7425627	-.828932	-.9915265	-.2364492	-.7734564	-.9799662	-1.191022	-.4609147	.6238741	.8720565	-.260611	-.5679139	.9427782	-.0938433	-.5405975	-.2244208
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_C01	201019	2	NB565																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.0728162	0	1	18.347532	.5785032	.41225642	.4764144	2.1044232	1	16	65															151	721048	11265	22929.656	22559.264	2.58e+08	-2132.129	-7.17e+07	2	4433.895	1113984	1590526	20_ACVR1C	1	3	2	6.166667	3	1	5	1.614666	1.154667	1.614666	2.103055	1.495624	.4484255	.7086021	.7058794	1.044936	.0908251	-.2499428	1.589968	.6744897	.0264816	-.0618224	-.0089524	-.7086021													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_A02	201019	1	NB507																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.6569378	1	2	7.9703717	.2041776	.47568048	.170148	.779416	1	8	8	397334	7224	6786	14247	4865	55	5.306e+09	1	3863602	155969	130	232	207	130	190	605046	14620	18121.761	16197.566	2.65e+08	115.8055	1.12e+08	8	3638.561	849111	1131660	20_ACVR1C	1	3	1	1.55	3	1	5	-1.226905	-.6689206	-.6913244	-.3824499	1.19001	.3441025	.7794507	-.9371445	-.9896026	-1.044936	.0991079	-.8994349	.0088263	.7309843	.7660241	.1527804	1.222738	.1410246	.2364492	.2849259	.7117243	.1885222	-.0703373	.3094104	-.1410246	.1410246	-.2124247	-.3589585	.9799662	.4739802
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_F02	201019	2	NB574																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.9743318	1	2	6.0218042	.340296	.22198422	.4764144	1.0911824	1	25	74																								3467.992	738544	1024367	20_ACVR1C	1	3	2	6.816667	3	1	5	-1.853367	-1.614666	-1.394653	-1.495624	-1.394653	-1.303783	-1.185767	-.2927191	-.4428217	.0908251	-1.756827	-1.684395																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_G08	201019	1	NB553																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.1026126	0	1	14.179539	.4423848	.57081658	.4764144	1.7147152	1	4	53	476500	8824	7437	15259	4654	54	6.680e+09	1	4267391	190081	149	267	163	159	274	744962	23341	27847.602	23997.784	6.50e+08	1190.339	2.80e+08	19				20_ACVR1C	1	3	2	5.083333	3	1	5								.1239993	.3888753	.0908251	.7379805	.6848778	.9441942	1.966025	2.10592	2.300347	2.100166	.0703373	.7117243	1.292276	1.292276	.6818606	.164727	.1410246	.0703373	.8720565	.6967148	.3094104	-.3589585	1.677432
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_C08	201019	1	NB550																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	1	1	2	11.504821	.1020888	.31712032	.6465624	1.4029488	1	1	50	446062	6283	6455	21086	7221	71	9.216e+09	1	4516124	157463	160	286	170	114	161	519858	12372	24668.015	22234.252	3.05e+08	-33.29623	-1.58e+07	30	3886.222	945232.9	1295147	20_ACVR1C	1	3	2	4.866667	3	1	5	-.1068681	.0355625	.0355625	-.4016478	.1247655	-.2038617	-.0806576	-1.348083	-.0329879	1.327902	-.9500138	.0082456	-.5062573	.2224756	.2044163	.4144133	-.1527804	1.07948	.5405975	-.3589585	.5136787	1.548528	1.842373	1.408853	.2364492	.1885222	1.100698	.6671554	-.1174013	-.3094104
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_A04	201019	2	NB584																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.0991214	0	1	13.937409	.5785032	.31712032	.6465624	1.7926568	1	35	84	325745	6786	7243	14755	4770	48	4.980e+09	3	12120	2640	27	35	30	20	130	562790	9401	22716.879	19382.388	2.14e+08	1178.602	-2.82e+07	16	4102.104	980388.8	1364278	20_ACVR1C	1	3	2	7.2	3	1	5	.5000764	.3444652	.4601758	.4016478	.1068681	-.5805579	.5554726	.7058794	.5262936	1.327902	-.9500138	.5742636	-.2588193	-.195412	-.3325995	-.2257079	-.2441136	-.2971459	-.260611	.0938433	1.058737	0	.0234286	.2849259	-2.196763	-2.196763	-1.842373	-2.196763	-2.196763	-1.842373
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_F01	201019	1	NB505																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.9661967	1	2	17.23636	.1020888	.6976647	.8167104	2.8838392	1	6	6															160	757240	12805	21437.725	22355.14	2.75e+08	-3397.664	-4.98e+07	0	4282.201	1114568	1515863	20_ACVR1C	1	3	1	1.4	3	1	5	1.025845	1.226905	1.12071	1.306186	1.265551	2.069902	-.0627068	-1.348083	1.796793	2.331313	1.150349	1.270385	1.060907	.2044163	.3513149	.2257079	-.4736994													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_F08	201019	1	NB552																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.9635245	1	2	14.084014	.7826808	.4915365	.680592	1.7926568	1	3	52															223	671783	16534	21196.954	20184.577	3.50e+08	-1231.04	8.64e+07	1	4347.561	1114194	1532611	20_ACVR1C	1	3	2	5	3	1	5	1.306186	1.19001	1.265551	.7372129	.8091311	-.3441025	.4340037	1.458376	.5262936	1.534121	.1907976	.6437511	.3701542	1.092422	1.030411	.755415	.907229													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_A06	201019	2	NB590																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.8869922	1	2	10.318847	.2722368	.52324853	.4423848	1.0132408	1	41	90	151891	4219	3099	14369	4977	36	2.150e+09	1	2792798	102607	141	246	147	91	125	434396	9541	18865.223	17432.792	1.80e+08	-510.7353	-7668858	26	3693.763	823959.1	1141230	20_ACVR1C	1	3	2	7.35	3	1	5	-1.056412	-.8340455	-.6689206	-1.265551	-.8855009	-1.178841	-.828932	-.6036857	-.5840145	-.1239993	.4337449	-.2755487	-1.352998	-.267957	-.2955083	-.3949807	-.0806576	-1.215176	-1.408853	-1.408853	-1.63141	-1.292276	-.0234286	.4871272	-.652593	-.8382877	.3094104	-.1174013	-.8550502	-1.319758
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_F05	201019	1	NB531																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.992433	1	2	12.555603	.4083552	.44396845	.6125328	1.7147152	1	32	32	381858	6364	5772	11811	4148	60	4.504e+09	2	3571600	154043	125	227	202	121	166	606472	12550	26336.44	22839.045	3.31e+08	964.3468	-7228523	15	4177.826	1025295	1458680	20_ACVR1C	1	3	1	3.383333	3	1	5	.6689206	.6036155	.9121265	.4800305	.1968159	.427204	-.2811812	-.024739	.3888753	1.073839	-.0742776	.2076192	.0441451	.3325995	.2588193	.6632931	-.0627068	.5270904	.0938433	-.3094104	-.0938433	-.2124247	-.5679139	-.260611	-.2364492	.0938433	-.5003588	-.4221751	.8054488	.0351469
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_B05	201019	1	NB527																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.9522377	1	2	7.3016921	.340296	.14270414	.170148	1.0911824	1	28	28	226762	7559	7034	21052	8120	30	4.198e+09	1	2476601	92040	124	189	161	97	213	478222	16520	26253.339	23056.942	4.34e+08	639.5743	8.99e+07	29	3843.397	827099.3	1129252	20_ACVR1C	1	3	1	3.133333	3	1	5	-.3824499	-.7847092	-.7140806	.5614833	-1.963007	-.0289267	-.7086021	-.2927191	-.4428217	-1.044936	-2.717438	-1.166479	-.7660241	1.000846	1.000846	1.051875	.9345893	-1.727309	-.9427782	.4609147	.9427782	-.4094043	1.727309	1.727309	-.8054488	-1.191022	-.5679139	-1.100698	-.4094043	-1.058737
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_E08	201019	1	NB551																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	1	0	1	9.5943079	.4083552	.3964004	.170148	.6235328	1	2	51	668028	9824	7941	16521	3959	68	1.101e+10	1	6018838	195123	154	277	199	124	188	563528	13507	27039.916	23808.628	3.65e+08	592.4474	559660.3	38	3859.435	932477.4	1268425	20_ACVR1C	1	3	2	4.95	3	1	5	-.2332042	-.1606864	-.0711701	.1968159	-.1606864	1.511075	.1166431	-.024739	-1.994911	-1.044936	-.3711493	-.5074458	-.2406077	.652491	.4862914	.8039453	-.0447762	.8550502	1.548528	1.842373	1.548528	1.842373	.652593	-.3840592	1.292276	1.100698	.9427782	.5679139	.7734564	.0820846
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_A07	201019	1	NB541																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	1	1	2	13.892962	.7146216	.31712032	.1361184	.6235328	1	41	41	304904	5864	6753	18079	4913	52	5.011e+09	1	4491542	154547	143	274	190	106	176	570985	13629	23090.128	20679.105	3.15e+08	113.6482	3.69e+07	59	3928.19	976755.1	1353452	20_ACVR1C	1	3	1	4.083333	3	1	5	-.0177784	.3069713	.4016478	-.3069713	-.1247655	-.8835798	1.261461	1.199681	-1.994911	-1.719484	-.9500138	.5357877	-.1684908	.4665176	.5062573	.5141561	.3375341	-.105615	-.3840592	-.6238741	.6818606	.04687	1.058737	.4094043	.2124247	.1174013	.4221751	.4350152	.4871272	-.9068503
InsH2Bfabp_CD15_11dpf_VAST02_plate03_ACVR1C_201020_A07	201020	3	NB633																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	11	.5937349	1	2	12.335836	.5444736	.65009666	.2041776	.8573576	1	35	133	322968	4614	4179	12060	4042	70	3.951e+09	1	4471762	153451	134	198	188	137	21	629568	2400	4543.2371	3996.7502	1.09e+07	69.34182	1.96e+08	18	3823.296	889425.9	1212693	20_ACVR1C	1	4	3	4.383333	4	1	5	-.4405008	-.325661	-.3069713	.1606864	-.5203253	1.574445	-.755415	.5357877	-.8160462	-.7271971	.8749908	.1156944	.1864235	-1.687281	-1.618134	-2.100166	1.548805	.9799662	-.2849259	-1.191022	-1.100698	-.5405975	-.4871272	-.2849259	.164727	.0703373	-.0820846	-.9068503	.3714796	.8382877
InsH2Bfabp_CD15_11dpf_VAST02_plate03_ACVR1C_201020_E01	201020	3	NB600																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	11	.5881407	1	2	8.144033	.4083552	.36468837	.1361184	.779416	1	2	100	500487	8629	6324	19820	7665	58	9.899e+09	2	5449092	190902	145	360	177	112	71	542872	5480	15706.007	14975.677	8.61e+07	-944.7371	-3.34e+07	92	3857.548	921965	1237023	20_ACVR1C	1	4	3	1.25	4	1	5	-.2883881	-.1968159	-.1968159	-.5203253	-.325661	-.2434042	-.1527804	-.024739	-.9896026	-1.719484	-.6136091	-.8629628	-.3139999	-.9304992	-.9169766	-1.150349	-.3186394	.3464934	.9068503	1.191022	.4350152	1.727309	1.348275	1.548528	.8720565	.9427782	.4871272	1.988748	.0703373	-.4479274
InsH2Bfabp_CD15_11dpf_VAST02_plate03_ACVR1C_201020_B09	201020	3	NB644																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	11	.7578468	1	2	14.542048	.5785032	.4915365	.510444	1.8705984	1	46	144															165	636690	12245	21190.698	18220.72	2.59e+08	940.8408	4.99e+07	131	3915.904	941733.7	1233494	20_ACVR1C	1	4	3	5.166667	4	1	5	-.0533578	0	-.2149745	-1.12071	-.4601758	-.5133703	.8039453	.7058794	.6953402	.3360381	.1907976	.8160462	.2044163	.3139999	.1684908	.0089524	.5347003													
InsH2Bfabp_CD15_11dpf_VAST02_plate03_ACVR1C_201020_E08	201020	3	NB666																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	11	.5790325	1	2	6.0481316	.3062664	.65009666	.340296	1.4808904	1	19	166																								3467.311	795741.6	1014603	20_ACVR1C	1	4	4	5	4	1	5	-1.963007	-1.025845	-1.495624	.2149745	-1.025845	-.9420758	-1.302173	-.4702759	.0908251	-.5074458	.8749908	-1.589968																		
InsH2Bfabp_CD15_11dpf_VAST02_plate03_ACVR1C_201020_C07	201020	3	NB634																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	11	.0778003	0	1	12.777078	.4423848	.45982446	.170148	1.0132408	1	36	134	458204	5455	4147	14082	4734	84	6.338e+09	1	5947617	189039	177	299	161	150	231	647728	17417	28029.717	24504.082	4.88e+08	810.9128	1.04e+08	9	4007.819	966392.2	1313211	20_ACVR1C	1	4	3	4.483333	4	1	5	.1606864	.1787219	.1427029	0	.3824499	-.5578848	-.5141561	.1239993	-.5840145	-1.044936	.0082456	.2669941	.2771172	1.194214	1.194214	1.261461	1.116319	1.988748	.5956607	-.9068503	-1.144693	.5956607	-.0938433	.1885222	1.144693	.8382877	1.475095	1.03844	-.4094043	1.348275
InsH2Bfabp_CD15_11dpf_VAST02_plate03_ACVR1C_201020_C04	201020	3	NB617																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	11	.9869584	1	2	7.9234118	.5444736	.45982446	.170148	1.2470656	1	19	117	465827	7167	5090	16793	5144	65	7.675e+09	1	4659581	203851	137	244	205	143	233	561512	18116	31874.08	28706.271	5.77e+08	-5.418657	7.68e+07	96	3761.031	848168.9	1176625	20_ACVR1C	1	4	3	2.766667	4	1	5	-.7607465	-.6913244	-.4800305	-.7607465	-.3444652	-.323715	-1.261461	.5357877	-.2584591	-1.044936	.0082456	-.9371445	-.2771172	1.269605	1.231035	1.680515	.8039453	.7268959	.6238741	.2364492	-.5679139	1.191022	.7117243	.5679139	.4094043	1.24006	.105615	-.164727	.8720565	1.167544
InsH2Bfabp_CD15_11dpf_VAST02_plate03_ACVR1C_201020_A02	201020	3	NB604																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	11	.988381	1	2	19.285404	.8167104	.55496056	.1361184	1.8705984	1	6	104	691207	11520	7288	20094	6194	60	1.448e+10	1	5537759	204847	140	319	178	146	62	761369	5632	19049.023	17564.06	1.07e+08	-472.5255	-8.40e+07	0				20_ACVR1C	1	4	3	1.472222	4	1	5								1.651266	.6953402	-1.719484	.63364	1.796793	1.092422	-1.060907	-.8644806	-.9626678	-.828932	.5270904	1.988748	2.599139	1.191022	2.599139	1.475095	.9799662	.9068503	1.292276	.2244208	1.265736	.0938433	1.265736
InsH2Bfabp_CD15_11dpf_VAST02_plate04_ACVR1C_201020_F01	201020	4	NB652																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	11	1	1	2	10.56931	.510444	.68180869	.510444	2.1044232	1	5	152	340368	7242	6018	15874	4565	47	5.105e+09	1	3585947	132594	135	200	183	110	151	697600	12213	21250.113	18936.813	2.60e+08	206.0292	3.01e+07	4	3930.769	974512	1338528	20_ACVR1C	1	4	4	5.75	4	1	5	0	.2699041	.325661	.1787219	-.3824499	-.1451209	-.2073785	.3535393	1.044936	.3360381	1.003148	-.1907976	.526427	.0264816	.1506121	.02686	.2441136	-.4094043	-.1174013	.3589585	.164727	.1174013	.3340819	.0234286	-.1885222	-.2364492	.0117135	-.8550502	.2004592	-.6238741
InsH2Bfabp_CD15_11dpf_VAST02_plate03_ACVR1C_201020_F01	201020	3	NB601																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	11	.901025	1	2	5.7171997	.510444	.44396845	.5444736	1.4808904	1	3	101	112500	4327	3935	17029	8420	26	1.743e+09	1	1504788	60040	86	228	102	94	186	469764	13358	16674.343	14922.232	2.23e+08	82.87465	1.05e+08	38	3900.981	867593.7	1156827	20_ACVR1C	1	4	3	1.316667	4	1	5	-.0711701	-.4601758	-.6036155	-1.154667	-.4209948	-2.272159	1.302173	.3535393	.0908251	.6036857	-.0742776	-1.886627	-.8391085	.5882894	.4665176	-.1527804	1.150349	-2.081555	-1.988748	-1.292276	-1.348275	-1.348275	.7734564	1.842373	-1.548528	-1.548528	-1.548528	-.3840592	-1.548528	-1.144693
InsH2Bfabp_CD15_11dpf_VAST02_plate03_ACVR1C_201020_D04	201020	3	NB618																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	11	.0491485	0	1	11.563662	.5444736	.52324853	.510444	2.1044232	1	20	118	482603	8321	6563	8324	2406	58	4.030e+09	1	4766109	171234	135	319	160	139	180	689468	12646	31794.145	27703.63	4.02e+08	1026.687	-7.07e+07	58	4048.323	977113.9	1337362	20_ACVR1C	1	4	3	2.85	4	1	5	.2883881	.325661	.2883881	.7847092	.2791342	.2434042	.6411449	.5357877	1.044936	.3360381	.4337449	.024739	.4469245	.526427	.2955083	.8805315	-.6632931	.3464934	.8054488	1.018561	.5405975	-.4871272	-1.24006	-1.24006	.4609147	.3840592	.0117135	1.265736	-.4739802	.8893188
InsH2Bfabp_CD15_11dpf_VAST02_plate03_ACVR1C_201020_E06	201020	3	NB665																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	11	.9902387	1	2	4.2831619	.2382072	.38054438	.3062664	1.8705984	1	18	165																								3489.509	640926.8	866666.6	20_ACVR1C	1	4	4	3.833333	4	1	5	-1.762326	-2.692484	-2.30304	-1.443299	-2.692484	.7237312	-2.690109	-.7708607	.6953402	-.5549229	-.4980894	-2.717438																		
InsH2Bfabp_CD15_11dpf_VAST02_plate04_ACVR1C_201020_C02	201020	4	NB654																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	11	.5814339	1	2	14.137869	.510444	.44396845	.1361184	2.1823648	1	7	154	389346	6489	6320	18181	6189	60	6.753e+09	2	4207195	146345	120	274	205	129	85	720024	7584	17716.756	15104.665	1.34e+08	922.9503	1.13e+07	164	4322.821	1053826	1457843	20_ACVR1C	1	4	4	5.9	4	1	5	1.226905	.8091311	.8855009	1.12071	.6036155	1.724512	.3375341	.3535393	1.166479	-1.719484	-.0742776	.664174	.652491	-.652491	-.4862914	-.755415	.02686	.5270904	.164727	-.2124247	.4094043	.8054488	1.100698	.9427782	.04687	-.1174013	-.7734564	.4350152	.8720565	.3464934
InsH2Bfabp_CD15_11dpf_VAST02_plate03_ACVR1C_201020_C03	201020	3	NB611																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	11	.9782034	1	2	7.59248	.5785032	.3012643	.510444	.7014744	1	13	111	368081	6573	4620	15239	4625	56	6.005e+09	1	3296596	147943	121	221	187	130	43	441068	3287	13399.274	13534.039	4.40e+07	-1652.535	-3.54e+07	33	3808.522	832153.6	1118411	20_ACVR1C	1	4	3	1.983333	4	1	5	-.4601758	-.7489278	-.8340455	-1.226905	-.4016478	-1.141057	-1.390801	.7058794	-1.368829	.3360381	-1.134514	-1.059277	-1.269605	-1.310163	-1.398471	-1.680515	-.3375341	.2244208	.04687	-.1885222	-.7734564	.4094043	.1410246	.1174013	-.3840592	-.0703373	-.6818606	-.4609147	.2971459	.4739802
InsH2Bfabp_CD15_11dpf_VAST02_plate03_ACVR1C_201020_B06	201020	3	NB629																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	11	.0759422	0	1	11.34304	.4083552	.3964004	.4423848	1.7926568	1	31	129	436927	6242	5400	14013	5244	70	5.820e+09	1	4938206	192166	149	326	190	118	239	601904	20329	20065.113	17717.888	4.08e+08	372.9512	2.12e+08	0	3779.767	878943.5	1184446	20_ACVR1C	1	4	3	3.566667	4	1	5	-.5824202	-.4016478	-.4601758	-.325661	.8594887	.9725657	-.0447762	-.024739	.5262936	-.1239993	-.3711493	-.024739	-.0088263	1.352998	1.555957	.9345893	1.680515	.9799662	.4871272	-.3840592	-.3840592	.3340819	-.1410246	.652593	.5679139	1.018561	.6967148	1.408853	.4871272	-.1174013
InsH2Bfabp_CD15_11dpf_VAST02_plate04_ACVR1C_201020_F03	201020	4	NB661																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	11	.9938196	1	2	14.242826	.9528288	.71352072	.170148	0	1	14	161	396919	6106	5997	12096	3512	65	4.669e+09	1	4718342	169839	123	348	213	116	232	743286	18520	21942.43	19233.755	4.06e+08	569.0033	1.69e+08	4	4481.097	1120699	1557778	20_ACVR1C	1	4	4	6.333333	4	1	5	1.762326	1.306186	1.3491	1.762326	.6913244	.6988986	.2811812	1.796793	-2.717438	-1.044936	1.308247	.7058794	.8904218	1.231035	1.352998	.907229	1.390801	.7268959	.2124247	-.4609147	.1410246	-.04687	-.4609147	-.652593	.4350152	.3589585	-.6097068	1.63141	1.167544	-.2244208
InsH2Bfabp_CD15_11dpf_VAST02_plate03_ACVR1C_201020_A04	201020	3	NB616																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	11	.1700542	0	1	18.844161	.510444	.50739251	.510444	1.2470656	1	18	116	673495	9761	7706	8188	2362	69	5.430e+09	2	8244209	222478	195	304	235	134	272	961785	22466	24013.019	22500.658	5.39e+08	-983.7661	2.11e+08	84	4247.168	1141424	1559542	20_ACVR1C	1	4	3	2.666667	4	1	5	.9121265	1.443299	1.394653	.8091311	1.087999	.364634	.3565502	.3535393	-.2584591	.3360381	.3099763	1.719484	1.765589	1.856514	1.966025	1.491942	1.611169	.9068503	1.727309	1.727309	1.475095	.260611	-1.292276	-1.348275	2.599139	1.548528	2.351625	1.144693	1.988748	.7422367
InsH2Bfabp_CD15_11dpf_VAST02_plate03_ACVR1C_201020_A06	201020	3	NB628																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	11	.5800864	1	2	14.762669	.7826808	.52324853	.5444736	1.94854	1	30	128	626415	8031	7184	9660	3125	78	6.283e+09	1	5981181	212930	142	359	182	129	172	719010	13120	28234.088	23510.57	3.70e+08	2117.199	1.40e+07	9	4097.789	1017848	1406343	20_ACVR1C	1	4	3	3.5	4	1	5	.4800305	.5614833	.5824202	1.154667	.3444652		.2626023	1.458376	.8392736	.6036857	.4337449	.9118606	.6094088	.4082385	.4469245	.828932	.0447762	1.441184	1.475095	.6818606	1.018561	.5679139	-.9427782	-.8720565	1.191022	1.475095	.3714796	1.842373	.164727	.3464934
InsH2Bfabp_CD15_11dpf_VAST02_plate03_ACVR1C_201020_D03	201020	3	NB612																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	11	.8614509	1	2	9.798692	.3743256	.41225642	.170148	.9352992	1	14	112															41	182902	3512	23280.966	18318	8.18e+07	2923.214	-1.30e+08	0	3400.918	702984.3	985293.6	20_ACVR1C	1	4	3	2.033333	4	1	5	-2.103055	-2.103055	-1.683913	-2.692484	-1.762326	-.6744897	-1.021236	-.1406355	-.7164975	-1.044936	-.2499428	-.4337449	-2.694839	-1.398471	-1.352998	-1.222738	-1.390801													
