filename	date	plate	index	D	E	F	G	H	I	J	K	L	M	N	O	P	Q	R	S	T	U	V	W	X	Y	Z	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	mmp28_nwt	mmp28_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_C08	210120	1	NI612																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.0090452	0	1	13.55438	13.203485	25.448906	9.0859032	1.7926568	1	46	46	317686	7564	6686	9495	2656	42	2.951e+09	1	3523287	144640	120	224	189	143	114	792488	8889	7463.6076	6593.6885	6.63e+07	-68.93214	9112983	40	4112.334	1012719	1421296	56_MMP28	1	3	1	5.783333	3	1	5	1.138044	.7742626	1.188354	.0639882	.1670294	-.3368052	-.1411454	.852495	-1.593219	1.514102	1.598193	1.036433	1.504199	0	-.0604375	-.0604375	.1210967	-.5279112	.4588506	1.135663	1.026029	.200022	.1689275	-.1844524	.200022	.563388	-.2786834	-.231311	.7533835	1.41001
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_E02	210121	3	NI653																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.6175444	1	2	10.029767	14.836906	14.777807	7.3844232	2.1044232	1	38	87	221637	3958	3280	7748	3124	56	1.805e+09	1	3801589	122504	158	272	163	108	182	674647	14547	19247.135	16189.404	2.80e+08	-326.2213	-6.24e+07	42	3706.547	871915.3	1177418	56_MMP28	1	4	2	1.683333	4	1	5	-.6427163	-.4354094	-.5810237	-.6427163	-.1930258		-.611579	1.304923	-1.22064	.5977601	-1.103063	-.5894558	.4697212	.8899477	.8459325	1.143064	-1.504199	.6744897	-.8372732	-1.59929	-2.506447	-.425144	-.2628283	.1379956	.4930868	-.0764961	1.791764	.8814972	-.1844524	-.2786834
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_E04	210121	3	NI664																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.0268454	0	1	13.37261	8.8817256	14.888799	6.1593576	3.9750216	1	49	98	224216	5469	3649	5014	1945	41	1.208e+09	1	3492711	113494	146	203	167	129	49	808958	5424	8261.3844	6838.713	4.48e+07	421.3851	-1.97e+07	0	4349.646	1076690	1454852	56_MMP28	1	4	2	2.816667	4	1	5	2.162077	1.428802	1.428802	-.2454314	1.002035	.4560533	.7401917	-.2169044	-.5595922	-.1636585	-.9741139	.9454201	1.605273	-.6839988	-.4362566	-.338562	-.4362566	-.5995885	-.6744897	-.3266899	-1.41001	-1.079224	-1.49795	-1.079224	.1379956	-.3919137	1.260977	-.7738417	-.0152849	1.052254
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_G04	210121	3	NI666																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.614374	1	2	9.6839554	5.95518	15.237631	7.4524824	7.0926856	1	2	100	263320	5374	4593	10709	3261	49	2.914e+09	1	2663438	118977	116	195	158	122	77	559552	5170	6624.9261	6091.2546	3.43e+07	-277.1536	-8048110	17	3599.498	825708.6	1094126	56_MMP28	1	4	3	2.916667	4	1	5	-1.045226	-.960637	-.920823	-.6744897	.4074555	-.7916386	.7742626	-1.008673	.5302197	.6903088	-.8964733	-.7835004	-.2440025	-.338562	-.4697212	-.5383123	-.2130021	.0764961	-.200022	-.3919137	-.6744897	.1379956	.563388	.2946089	-.6365926	-.231311	-.4930868	-.8814972	-.475899	.581393
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_E03	210121	3	NI659																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.0361491	0	1	14.410044	2.3480424	15.982864	4.1175816	4.3647296	1	44	93	246013	5721	5805	8424	2166	43	2.174e+09	1	2667558	105902	119	182	154	133	37	610334	2872	8061.0247	6443.7052	2.32e+07	716.6859	-2.96e+07	25	3880.309	1059194	1215759	56_MMP28	1	4	2	2.083333	4	1	5	.1153556	1.241867	-.3253741	-1.428802	1.588183		-2.162077	-1.876359	-.4031081	-1.439531	-.722479	1.191816	.0907253	-.9357584	-1.033853	-.9836224	-.6095368	-.4419345	-.425144	-.045869	.3591108	-.1071952	-.045869	-.5995885	-.5995885	-.563388	-.3266899	-1.079224	-.5995885	1.195972
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_C02	210121	3	NI651																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.3593949	1	2	9.7992258	17.321066	22.674103	7.0100976	3.4294304	1	36	85	440330	6290	6198	12909	4076	70	5.896e+09	2	4977502	173940	157	255	185	127	235	675478	18678	18966.307	15959.084	3.54e+08	-318.0408	1.87e+07	87	3750.254	884027.7	1214847	56_MMP28	1	4	2	1.566667	4	1	5	-.5510015	-.4074555	-.3524647	-.960637	.611579	1.320065	.809257	2.166107	-.8166274	.4537622	1.439531	-.7461852	.5037205	1.26794	1.338533	1.504199	.338562	1.546635	1.873672	.3266899	.6365926	1.59929	1.079224	.9275163	1.260977	1.331797	1.59929	.4084725	.581393	.8591751
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_C03	210121	3	NIX10																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.0085939	0	1		1.2931248	18.741811	6.5677128	10.054466	1	22	120																								3325.134	904574	1169657	56_MMP28	1	4	3	2	4	1	5	-2.162077	-.2191533	-.6744897	-1.36114	.0896424	-2.132484	.6744897	-2.166107	1.549706	.0752699	.2663106																			
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_E06	210121	3	NI676																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.0372343	0	1	9.1076031	4.4578776	19.201635	3.913404	7.4823936	1	12	110	307970	7162	8920	9001	3312	43	2.573e+09	2	3792867	128752	141	226	169	114	158	590668	12216	6806.5285	6251.1869	8.31e+07	-296.2361	3.61e+07	27	3775.499	907923.6	1244963	56_MMP28	1	4	3	3.533333	4	1	5	-.3524647	-.1930258	-.2454314	-.0639882	-.5810237	.5498568	1.090461	-1.194396	.6352697	-1.644854	.5100735	-1.085325	-.0604375	.5037205	.4697212	.2130021	.8899477	-.4419345	.3591108	.8372732	2.506447	.0152849	.1071952	.3266899	.4588506	.1071952	.9042674	-.200022	.1379956	.1689275
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_A02	210121	3	NI649																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.0324968	0	1	12.219905	11.433946	22.071574	6.80592	6.7809192	1	34	83	277169	6929	6866	10841	3536	40	2.803e+09	3	3309491	130027	125	214	172	115	271	748886	21408	18336.55	15189.274	3.93e+08	18.16848	7.99e+07	39	3676.307	869717.1	1192057	56_MMP28	1	4	2	1.466667	4	1	5	-.7742626	-.4637077	-.4637077	-.7069592	-.2191533	1.650205	-.4074555	.416878	.4727891	.2923749	1.253565	.1962117	1.143064	1.504199	1.726056	1.726056	1.605273	-.7133814	-.045869	.7133814	1.195972	.0764961	.5995885	.4930868	-.0152849	.231311	.0918348	-.4419345	.200022	.2156401
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_E05	210121	3	NI671																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.434458	1	2	6.5716533	11.978419	16.204848	6.7038312	7.4823936	1	7	105	310874	5652	4292	11975	4081	55	3.618e+09	1	7766	1906	23	32	22	19	172	456510	13520	6944.1106	6221.1335	9.39e+07	-120.9428	4.77e+07	15	3598.052	759568.8	1023037	56_MMP28	1	4	3	3.2	4	1	5	-1.090461	-1.802743	-1.428802	-1.685788	-1.802743	-.6831604	-.521468	.5894558	.6352697	.1891184	-.628006	-2.539185	-.9357584	.6839988	.7226751	.338562	1.143064	.6179848	.3919137	-.0764961	-.8372732	.7533835	.8372732	.9755887	-1.720366	-1.720366	-1.720366	-1.720366	-1.720366	-1.720366
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_A06	210121	3	NI672																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.6451353	1	2	9.4534145	8.8817256	13.477614	5.2065288	4.286788	1	8	106	279878	8481	4774	12023	3320	33	3.392e+09	1	2277892	95000	99	189	168	109	128	372966	8848	9021.3915	7331.1763	7.98e+07	563.4435	672535.9	36	3460.914	854599	1021332	56_MMP28	1	4	3	3.3	4	1	5	-1.685788	-.6427163	-1.503722	1.802743	-.2985202	-2.543048	-1.188354	-.2169044	-.4446598	-.6588377	-1.372204	-.9027348	-1.726056	.1822052	-.0907253	.1210967	-.0604375	-1.295575	.045869	1.720366	-.3919137	.5995885	.8814972	.3591108	-.9755887	-.9275163	-1.000491	-.9755887	.0611754	-.1844524
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_C04	210121	3	NI663																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.0121638	0	1	11.182471	8.7456072	16.252416	5.614884	8.4956344	1	48	97	268832	5844	6161	5908	2054	46	1.716e+09	1	3331052	130373	113	253	164	104	132	649294	10620	6857.635	6499.2018	7.28e+07	-556.3417	1.84e+07	20	3752.586	927692.3	1266257	56_MMP28	1	4	2	2.733333	4	1	5	-.4637077	.0383762	-.0127893	.1930258	-.0127893	-1.092245	.0383762	-.2559625	.9878373	-.4676988	-.5680515	-.2104284	.338562	.2752391	.2130021	.0302049	.3067468	-.1844524	-.1379956	.045869	.5995885	-.5279112	-.9755887	-.7133814	.0152849	.2628283	-.6365926	.3106094	-.1071952	-.5279112
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_A01	210121	3	NIX08																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.5395257	1	2		13.067366	19.328484	4.2877296	.8573576	1	20	118																								3705.175	1014513	1292336	56_MMP28	1	4	3	1.116667	4	1	5	-.6744897	.809257	.1670294	-.4637077	.7069592	-1.768825	1.241867	.7817808	-2.166107	-1.150349	.5680515																			
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_A03	210121	3	NI656																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.4201129	1	2	7.263276	6.0912984	19.613892	4.764144	6.4691528	1	41	90	162581	3965	3986	6162	2051	41	1.066e+09	3	2929123	91965	124	182	173	104	103	421190	7424	5199.5791	4634.949	3.86e+07	124.8886	3.96e+07	0	3273.577	746439.5	940447.7	56_MMP28	1	4	2	1.866667	4	1	5	-2.568836	-2.162077	-2.162077	.4637077	-1.951308	-1.256896	-.27188	-.9277537	.3487557	-.9345893	.628006	-1.763728	-1.143064	-.1515802	-.1822052	-.4362566	.9836224	-.5995885	-1.41001	-1.49795	-1.135663	-1.331797	-.7133814	-.7533835	-.3591108	-.9755887	-.0305734	-1.079224	.247039	-.5279112
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_C05	210121	3	NI669																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	0	0	1	7.1480055	6.3975648	15.586464	6.7378608	3.3514888	1	5	103	277184	5040	3967	10619	3754	55	3.177e+09	1	3300179	133750	124	209	164	112	170	395268	13607	8298.5966	7357.6813	1.13e+08	-192.6103	3.30e+07	11	3503.639	763381.9	979506.5	56_MMP28	1	4	3	3.083333	4	1	5	-1.241867	-1.503722	-1.802743	-.521468	-1.503722	-.8299034	-1.002035	-.7817808	-.852495	.240426	-.8238936	-1.914506	-1.416509	.6463197	.762464	.5037205	.8034983	.6179848	-.0152849	-.6744897	-1.195972	.3591108	.4588506	.6744897	-.045869	.3266899	-.0305734	-.5279112	-.1071952	.0152849
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_D04	210121	3	NIX11																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.3829944	1	2		16.674504	16.601249	5.444736	12.626539	1	23	121																								4397.474	1219796	1593173	56_MMP28	1	5	3	2.783333	5	1	5	2.568836	2.568836	2.568836	2.568836	2.568836	-.0827304	1.188354	1.807354	1.955661	-.5100735	-.426148																			
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_B02	210121	3	NI650																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.0333848	0	1	15.332207	20.758056	23.863304	8.5414296	5.3000288	1	35	84	407336	6365	6930	7128	2233	64	2.942e+09	1	5188892	187575	145	267	220	123	106	758782	9996	7395.8254	6723.6341	7.39e+07	-299.7715	1.28e+07	14	4312.297	1126037	1527242	56_MMP28	1	5	2	1.533333	5	1	5	1.685788	1.951308	1.951308	.809257	1.802743	-.1660319	.3798165	2.572352	-.152506	1.253565	1.514102	1.644854	1.26794	-.0907253	.0907253	.0604375	.2130021	1.079224	1.41001	.425144	1.295575	.1689275	-.425144	-.4588506	1.41001	1.59929	1.107003	.7946292	1.59929	.6554235
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_B06	210121	3	NI673																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.5621643	1	2	16.1391	8.9838144	19.027219	5.7169728	5.9235616	1	9	107	279394	6498	6013	6091	2049	43	1.848e+09	1	3872093	136669	129	243	204	94	105	640700	9178	7542.9642	6643.225	6.92e+07	-51.73452	1.05e+07	0	4051.744	1053826	1447375	56_MMP28	1	5	3	3.366667	5	1	5	.809257	1.188354	1.299194	.4354094	1.045226	.6487755	.0639882	-.152506	.1397103	-.3584588	.4817269	1.914506	.2440025	-.1210967	0	-.0302049	.1515802	-.4419345	.0152849	.563388	.4930868	-.3591108	-.7533835	-.7946292	.5279112	.3591108	.3428553	.0152849	1.260977	-1.000491
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_D03	210121	3	NI658																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.0263597	0	1	12.680987	11.842301	19.518756	5.7169728	8.6515176	1	43	92	277126	5773	5177	10892	4268	48	3.207e+09	1	3513057	123465	125	259	169	90	282	702159	20079	22103.711	17834.804	4.44e+08	465.6874	5.25e+07	32	3917.788	998213.5	1388353	56_MMP28	1	5	2	2.033333	5	1	5	.27188	.6427163	.920823	.3524647	.3524647	1.388992	.7069592	.5302197	1.096804	-.3584588	.5977601	.4460577	.6839988	1.726056	1.605273	1.879026	1.338533	.0152849	-.0764961	-.0152849	.045869	.3919137	.6365926	1.135663	.1689275	-.0152849	.0918348	.6365926	.1379956	-1.135663
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_F02	210121	3	NI654																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.5782047	1	2	12.104635	7.146216	16.934225	7.6906896	7.1706272	1	39	88	430961	7561	6482	4417	1731	57	1.879e+09	1	5659088	191680	133	344	194	126	58	721344	4916	9092.8849	7847.4547	4.47e+07	-12.89538	-4.98e+07	12	3996.186	1010565	1358641	56_MMP28	1	5	2	1.733333	5	1	5	.611579	.7401917	.611579	.7401917	.5659488	.1104053	-.7069592	-.6198546	.5595922	.7891917	-.2923749	.0836517	.8899477	-.5037205	-.5383123	-.3707237	-1.203157	.7738417	1.49795	1.079224	.8814972	-.3266899	-1.720366	-1.331797	1.59929	1.873672	.4930868	2.090361	.9275163	.7946292
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_B05	210121	3	NI668																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.4753487	1	2	13.257339	4.3898184	15.792592	4.6620552	2.5720728	1	4	102	261099	4581	4845	5893	2204	57	1.663e+09	1	3991939	157089	143	227	167	145	44	617304	3627	7789.3606	6419.4162	2.83e+07	475.4999	-2.38e+07	8	4077.698	1129820	1381714	56_MMP28	1	5	3	3.016667	5	1	5	.960637	2.162077	.8452716	1.299194	1.428802	.1660319	-.920823	-1.275817	-1.073987	-.9741139	-.7891917	.8616341	.1515802	-.8245299	-.762464	-.6095368	-.5037205	.7738417	-.2628283	-1.135663	-.3266899	-.6365926	-1.079224	-.4930868	.6365926	.8814972	1.026029	-.1689275	-.0152849	1.656795
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_D01	210121	3	NI646																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.0485107	0	1	10.260308	8.0990448	18.678387	6.0572688	2.1823648	1	31	80	248002	5277	4706	5959	2028	47	1.481e+09	1	3141670	129296	132	222	162	99	220	493392	16614	7480.3831	6846.7163	1.24e+08	-369.6589	5.95e+07	3	3776.245	868760.1	1175818	56_MMP28	1	5	2	1.266667	5	1	5	-.3253741	-.4923825	-.611579	-1.090461	-.960637	-1.043529	1.428802	-.5012977	-1.144237	-.2147016	.240426	-.5084881	-.762464	1.143064	1.203157	.5383123	1.504199	-.0611754	-.3919137	-.4588506	-.5279112	-.7946292	-.8814972	-.9755887	-.1689275	.200022	.4419345	-.2786834	-.231311	-.7533835
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_D06	210121	3	NI675																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.5476668	1	2	10.029767	13.101396	18.916227	1.6674504	6.7029776	1	11	109	189587	3577	3321	8052	2656	53	1.494e+09	1	2614961	109053	126	182	164	105	122	346578	11436	8147.3045	6278.7866	9.32e+07	1009.907	4.53e+07	58	3740.678	803741.8	1098059	56_MMP28	1	5	3	3.466667	5	1	5	-.611579	-1.090461	-.8824176	-1.588183	-2.568836	0	-.6744897	.8166274	.4446598	-2.575829	.3584588	-.5894558	-2.095297	.1210967	.3067468	.3067468	1.033853	.4419345	-1.026029	-2.090361	-2.090361	-.7533835	-.1071952	-.1844524	-.7133814	-.4588506	.1844524	-1.079224	-.1071952	-.4419345
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_D05	210121	3	NI670																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.4016556	1	2	12.104635	9.2220216	14.317982	6.295476	3.1956056	1	6	104	223168	6032	5369	5782	1692	37	1.341e+09	1	932	438	12	13	12	10	36	712398	2143	6252.7816	6045.3037	1.34e+07	-591.6384	-2.75e+07	34	3931.314	991903.1	1358685	56_MMP28	1	5	3	3.133333	5	1	5	.2985202	.5510015	.6427163	.1153556	.0127893		.1670294	-.0760316	-.8894945	-.0501536	-1.253565	.0836517	.8459325	-1.00842	-1.504199	-1.338533	-.5735608	-1.079224	-.7533835	.200022	.1379956	-.9755887	-1.135663	-1.41001	-2.506447	-2.506447	-2.250926	-2.506447	-2.250926	-2.506447
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_F04	210121	3	NI665																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.4465961	1	2	12.219905	11.09365	16.331696	6.8739792	8.573576	1	1	99	404601	7634	6237	7657	2454	53	3.254e+09	1	4827311	185824	128	281	218	123	118	706196	10560	7817.3873	7019.5812	8.26e+07	-249.5676	1.27e+07	57	4088.909	1036106	1349623	56_MMP28	1	5	3	2.866667	5	1	5	1.045226	1.002035	.5510015	.1411454	-.1153556	.1940281	-.3524647	.3353332	1.051717	.3584588	-.5100735	.1962117	.7226751	.0907253	.1822052	.1822052	.1822052	.4419345	1.260977	1.260977	.6744897	.4930868	-.2946089	-.2628283	1.195972	1.41001	.2786834	1.135663	1.49795	.6554235
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_F01	210121	3	NI648																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.4771219	1	2	16.484912	8.3712816	18.979651	6.9420384	4.8323792	1	33	82	437498	8102	6480	7983	2354	54	3.443e+09	1	6060391	187051	170	255	224	122	181	792268	13251	9509.9768	8469.3827	1.26e+08	-376.2061	1.30e+07	160	4166.067	1066776	1440422	56_MMP28	1	5	2	1.366667	5	1	5	1.299194	1.36114	1.241867	-.1153556	1.36114	.4256956	-.3798165	-.4586791	-.2822162	.3988551	.4537622	2.128045	1.416509	.8459325	.6463197	.5735608	.2440025	.5455638	1.59929	1.59929	.8372732	.6365926	-.1379956	-.3591108	1.720366	1.49795	2.090361	.4084725	1.873672	.581393
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_B04	210121	3	NI662																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.3675497	1	2	14.294773	8.4393408	17.156209	5.1724992	4.1309048	1	47	96	610904	9399	8470	9886	3020	65	5.903e+09	1	6259095	211119	137	347	197	145	27	681586	2160	6832.6301	6534.61	1.48e+07	-625.7772	-4.07e+07	47	3977.625	1059748	1456318	56_MMP28	1	5	2	2.666667	5	1	5	.521468	1.299194	1.503722	.4923825	.7401917	1.256896	-.7742626	-.416878	-.5012977	-.6903088	-.1891184	1.136959	.5383123	-1.416509	-1.416509	-1.26794	-.8034983	1.195972	2.090361	2.506447	1.873672	1.720366	.231311	.0152849	1.873672	2.090361	.7533835	2.506447	1.107003	1.656795
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_B03	210121	3	NI657																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.0212942	0	1	14.755855	10.787383	15.554752	8.6094888	2.8838392	1	42	91	221918	4932	3774	5527	1930	45	1.207e+09	1	3432614	123688	122	221	188	115	54	735418	4057	6977.0421	6218.9266	2.83e+07	-85.24195	-1.78e+07	16	4227.941	1096339	1532297	56_MMP28	1	5	2	1.933333	5	1	5	1.503722	1.588183	2.162077	.5510015	.3798165	-.0275488	1.685788	.2429027	-.9674216	1.310579	-.8596174	1.382994	1.033853	-.6095368	-.6839988	-.5735608	-.3707237	-.2946089	-.7946292	-.8372732	-1.331797	-1.135663	-1.195972	-1.135663	.1071952	.0152849	-.1689275	-.3266899	.7133814	.2156401
InsH2Bfabp_CD15_10dpf_VAST02_plate03_MMP28_210121_H02	210121	3	NI655																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	10	.5172749	1	2	9.5686849	13.509751	16.062144	7.996956	6.5470944	1	40	89	267815	5822	4731	6480	2099	46	1.678e+09	1	3076075	114334	118	253	143	117	115	646714	8782	6609.1662	6480.2216	5.80e+07	-780.9938	4182844	14	3750.757	862434.7	1239535	56_MMP28	1	5	2	1.816667	5	1	5	-.521468	-.521468	-.27188	.2454314	-1.241867	.3368052	1.299194	.9878373	.3894143	.9345893	-.6903088	-.8219399	.3067468	.0302049	-.1210967	-.2130021	0	-.1844524	-.1689275	.0152849	-.475899	-.563388	-.563388	-.6744897	-.231311	-.3266899	-.4084725	.3106094	-.7738417	.2786834
