filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	fto_nwt	fto_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_H03	201118	1	NC303	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	1	1	2	18.450859	.4083552	.14270414	.8167104	2.8838392	1	19	19	293820	6121	6436	10457	3826	48	3.035e+09	1	3547059	131322	145	205	166	117	222	589850	18428	42589.473	34002.129	7.85e+08	3065.516	1.78e+08	22	4034.224	1008457	1399793	30_FTO	1	3	1	3.65	3	1	5	.4589661	.1291231	.4213913	.8102296	-.4589661	.1550123	.1464557	.0737913	2.333769	2.061917	-1.842791	2.108763	-.2590192	.3355287	.5798085	1.210004	.8653234	-.2396442	-.5200145	-.639147	.2592342	-.8389183	-.7106959	-.3386831	-.1813911	-.2201458	.4834336	-.852495	-.3286447	-.1813911
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_F03	201118	1	NC298	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.0573934	0	1	6.203804	.2041776	.14270414	.680592	1.6367736	1	14	14	282864	8320	6891	17081	4502	34	4.869e+09	1	2223424	94537	123	179	141	108	308	612732	21491	44166.249	36463.192	9.49e+08	2091.321	3.03e+08	131	3742.216	874861.1	1169642	30_FTO	1	3	1	3.316667	3	1	5	-.440101	-.7866157	-.6374841	.1118291	-1.703709	1.843765	-.4433201	-.8439581	.4578519	1.438378	-1.842791	-.7248705	-.1284281	1.289915	1.102894	1.600494	1.379037	-1.335178	-.70483	.7860842	.6160238	-.0855575	.7353585	.1046335	-1.408136	-1.358698	-.4099833	-1.731664	-1.13214	-.6744897
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_G03	201118	1	NC301	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.9440057	1	2	15.092795	.1020888	.19027219	.6125328	2.727956	1	17	17	390256	8303	6298	10115	3305	47	3.932e+09	1	3575504	136629	146	185	161	149	318	697294	23340	40203.929	33556.26	9.38e+08	1142.13	3.39e+08	21	4079.46	1041654	1392421	30_FTO	1	3	1	3.5	3	1	5	.5361763	.433869	.3661064	.305121	.4028279	-.5016098	-.5106602	-1.438378	1.842791	.8795835	-1.092736	1.065359	.2590192	1.600494	1.480702	1.480702	1.537841	-.2987229	.3312469	.7604767	.1237476	-.4621979	-.8122178	-.7106959	-.162119	-.0665126	.5485223	-1.582058	-.5157048	1.461277
InsH2Bfabp_CD15_09dpf_VAST02_plate02_FTO_201118_D03	201118	2	NC361	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.5906822	1	2	5.2497065	.4083552	.17441618	.4423848	.779416	1	28	77	410120	6214	5079	14737	5136	66	5.708e+09	1	4122619	165123	119	231	194	145	235	825796	17628	30230.138	22925.318	5.33e+08	2187.655	1.03e+08		4116.704	1028569	1430208	30_FTO	1	3	2	7.883333	3	1	5	.7014965	.3413014	.5759842	.2515746	.7234756	1.011883	-.6744897	.0737913	-.5797377	-.2737019	-1.311934	-.9489278	1.007138	.4644355	.3355287	.5798085	.6687583	.7106959	.4982319	-.5707313	-.8662307	.2987229	.162119	.4621979	.142907	.5707313	-.6626172	-.3588638	.6045853	1.227334
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_D03	201118	1	NC292	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	1	1	2	14.006363	.2041776	.41225642	.5444736	1.6367736	1	8	8	298981	7868	5681	15620	5316	38	4.565e+09	1	2890520	134968	109	236	152	137	170	586378	14239	53139.493	48835.716	7.57e+08	-1759.957	-8.73e+07	53	3649.67	991589.1	1272388	30_FTO	1	3	1	2.816667	3	1	5	-.8391938	.0429349	-.1886844	1.461656	.5962318	-.0636168	.3779342	-.8439581	.4578519	.4578519	.5700741	.7950689	-.3355287	-.2684913	-.1839985	1.102894	-.3745042	-.9674216	-.4553535	.5048896	-.4411686	-.2592342	.4411686	.5707313	-.7106959	-.142907	-1.227334	-.2396442	-.8801318	.8389183
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_D09	201118	1	NC338	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.1246602	0	1	11.339666	.2382072	.33297634	.510444	1.8705984	1	5	54	536095	10115	9455	15174	4811	53	8.452e+09	1	5013694	158597	168	235	206	116										3883.391	1066821	1303118	30_FTO	1	3	2	6.283333	3	1	5	-.1024905	.5702721	-.0341104	-.9905245	-1.329529	.9247952	-.8839701	-.5700741	.7868451	.2062427	.0902298	.2660382						.2104284	1.074848	1.652244	2.076164	1.227334	.3086658	.2987229	.7604767	.3791918	1.382994	-.2888094	.9228975	-.2592342
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_H06	201118	1	NC326	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.9648117	1	2	8.3766686	.340296	.41225642	.510444	1.4808904	1	42	42															238	596700	17078	27547.642	21928.361	4.70e+08	538.5369	5.66e+07	75	3858.899	958900.4	1345063	30_FTO	1	3	1	5.35	3	1	5	-.206072	-.1987405	.136841	-.0601266	-.1024905	1.382994	-.3779342	-.1397103	.2822162	.2062427	.5700741	-.2842435	-.2213531	.5370387	.2779876	.4140573	.4340756													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_G06	201118	1	NC323	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	1	1	2	14.796496	.680592	.45982446	.6465624	1.6367736	1	39	39															217	493204	14886	28677.467	23848.245	4.27e+08	-321.6603	-1.77e+07		3716.572	908985.3	1240522	30_FTO	1	3	1	5.15	3	1	5	-.5559701	-.5303195	-.3661064	-.9096375	-.9950172	1.253167	-1.109712	1.049131	.4578519	1.138523	.8439581	1.020076	-.8922428	.2213531	-.0182976	.1654204	0													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_FTO_201118_G03	201118	2	NC370	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.89986	1	2	5.0353756	.5444736	.38054438	.4423848	.6235328	1	37	86	471495	7144	5790	16646	5314	66	7.904e+09	1	4827564	174661	153	322	160	109	189	504856	14471	15593.437	12572.973	2.26e+08	-1718.504	-3.87e+07	4	3797.193	913591	1260036	30_FTO	1	3	2	8.383333	3	1	5	-.3298721	-.4911962	-.2763062	-.5303195	-.8636957	.9820262	.590591	.6189524	-.9415848	-.2737019	.3337581	-.9767936	-.7152533	-.1192094	-.1468991	-.6687583	-.1654204	.7106959	.7547789	.0474919	-.3588638	1.114298	.5707313	.5375191	.5707313	.7106959	.8254945	1.408136	-.5819415	-.5819415
InsH2Bfabp_CD15_09dpf_VAST02_plate02_FTO_201118_E03	201118	2	NC364	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.0442288	0	1		.340296	.17441618	.3743256	.389708	1	31	80	404460	6524	5913	15699	5410	62	6.414e+09	1	4753559	149046	160	197	178	154	194	576982	14336	16662.039	12808.599	2.39e+08	-894.1372	-2.92e+07	41	3785.57	937098.1	1249958	30_FTO	1	3	2	8.05	3	1	5	-.4028279	-.2693359	-.3298721	.0601266	-.477996	2.094316	-.6111566	-.1397103	-1.274138	-.8207921	-1.311934		-.3942037	-.0640818	-.1654204	-.5582959	-.0916108	.5932254	.4132966	-.3791918	-.1813911	.5485223	.4621979	.6626172	.5485223	.162119	1.13214	-1.114298	.0760316	1.652244
InsH2Bfabp_CD15_09dpf_VAST02_plate02_FTO_201118_A06	201118	2	NC376	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	1	1	2	5.8926992	.4423848	.41225642	.4083552	.6235328	1	43	92	420962	5767	5511	17787	5048	73	7.472e+09	1	4668022	163892	136	277	169	137	221	587472	18022	27883.698	20890.965	5.03e+08	1949.888	1.05e+08	46	3972.557	993428.4	1389565	30_FTO	1	3	2	8.8	3	1	5	.2586331	.0601266	.3479321	-.0773361	.0682605	-1.484482	-.4150816	.2062427	-.9415848	-.5413951	.5700741	-.8567042	-.2970565	.3162341	.4140573	.5160215	.6918188	.982695	.5420468	-.9228975	-.5485223	.9228975	.9523705	.4203327	.4834336	.5485223	.0665126	.7860842	-.191052	.8389183
InsH2Bfabp_CD15_09dpf_VAST02_plate02_FTO_201118_C06	201118	2	NC377	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.8369283	1	2	7.2858502	.4423848	.53910454	.4083552	.779416	1	44	93																								3554.304	808930.7	1084302	30_FTO	1	3	2	9.1	3	1	5	-1.41707	-1.461656	-1.179761	-.2515746	-.7234756	-.3426204	1.413413	.2062427	-.5797377	-.5413951	1.372414	-.5123707																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_F06	201118	1	NC320	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	1	1	2	14.401429	.340296	.26955227	.680592	1.7926568	1	36	36	505109	12026	7869	9966	2948	42	4.934e+09	1	4636236	166446	152	310	172	97	302	792824	22829	32345.509	24534.15	7.38e+08	2635.419	2.83e+08	513	3634.581	918032.3	1226510	30_FTO	1	3	1	4.866667	3	1	5	-.8887273	-.4528109	-.4213913	.4911962	-1.113937	1.431895	.3964395	-.1397103	.659143	1.438378	-.3511308	.8441217	.7633487	1.248962	1.428025	.9481252	1.210004	-.5932254	.9472499	2.670415	1.312374	-.0474919	-.8662307	-1.079639	.4411686	.6160238	.773217	1.312374	-.0284883	-1.290233
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_B09	201118	1	NC332	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	0	0	1	13.314997	.2041776	.31712032	.510444	1.169124	1	48	48	254274	6054	4723	8072	3097	42	1.987e+09	1	2470066	97536	118	186	162	96	141	414848	11024	16452.83	14019.062	1.81e+08	-2358.03	-1.06e+08	187	3687.011	882323	1171735	30_FTO	1	3	1	5.833333	3	1	5	-.6798513	-.6744897	-.5962318	-.1464557	-.0170527	.0272493	.8588724	-.8439581	-.0820078	.2062427	.0081917	.6580757	-1.333153	-.4849142	-.5160215	-.9772061	-.5798085	-.5932254	-1.008995	-.6864582	-1.187962	-1.358698	-1.312374	-.9228975	-1.187962	-1.187962	-.7353585	-1.518899	-.4621979	-1.382994
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_A09	201118	1	NC329	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	1	1	2	13.117464	.340296	.66595267	.5444736	2.1044232	1	45	45	399485	6658	6307	7410	2680	60	3.057e+09	2	4377566	167269	127	256	193	142	237	764996	16816	25587.089	21100.791	4.30e+08	-564.2125	2.96e+07		3929.727	1021242	1353302	30_FTO	1	3	1	5.633333	3	1	5	.1024905	.2515746	.1713538	-.8839701	-1.980752	-.8442124	-.0257559	-.1397103	1.122999	.4578519	1.997678	.5630122	.6236663	.5055983	.2213531	.2401435	.2779876	.5375191	.3719586	-.2789242	.142907	-.7860842	-1.461277	-1.187962	.2592342	.6626172	-.2789242	.4516583	.5707313	1.046231
InsH2Bfabp_CD15_09dpf_VAST02_plate02_FTO_201118_F03	201118	2	NC367	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	1	1	2	6.2141956	.170148	.17441618	.340296	.6235328	1	34	83	614592	7146	6198	22997	7294	86	1.331e+10	1	5323436	202370	140	272	204	143	3	546166	288	14671.903	14587.961	4225508	-4728.639	-2.92e+08		4419.821	1139839	1560305	30_FTO	1	3	2	8.233334	3	1	5	1.703709	.9628627	1.371985	2.117157	.7014965	-.4207837	.1291231	-1.154327	-.9415848	-1.049131	-1.311934	-.6800015	-.5582959	-2.682873	-2.682873	-2.682873	-1.600494	1.616156	1.404045	.0665126	.0094949	2.076164	1.652244	1.408136	.9228975	.982695	.2494273	.6864582	.8254945	1.096804
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_B10	201119	3	NC447	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.9064913	1	2	15.955523	.8167104	.50739251	.4423848	2.6500144	1	16	163	302366	8399	8088	10358	3870	36	2.966e+09	1	3459410	132420	112	243	179	147	135	718324	11072	24706.716	20458.383	2.74e+08	-778.7087	-1.17e+08	40	4367.122	1225329	1650371	30_FTO	1	4	4	6.216667	4	1	5	1.517059	1.368253	2.11991	.9359187	.4972006	-.3234205	-.2515746	1.511273	1.623067	-.2737019	1.186831	1.314104	.3745042	-.6015928	-.4952298	-.3942037	-.6918188	-1.168949	-.3925438	.8662307	1.582058	-.982695	-.7604767	-.2789242	-.2789242	-.162119	-1.029957	.0665126	.1237476	1.335178
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_E02	201119	3	NC394	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	1	1	2	10.088717	.3743256	.36468837	.4764144	1.8705984	1	12	110	599170	8208	6935	14157	4174	73	8.006e+09	1	5322604	219849	145	254	231	135	135	796294	11296	53966.551	40800.091	6.10e+08	7396.286	-1.06e+08	16	4388.624	1215893	1597839	30_FTO	1	4	3	2.4	4	1	5	1.635039	1.325723	1.635039	1.285464	1.251137	1.042669	.0773361	-.0163839	.7868451	-.0163839	.2398358	.15842	.8132785	-.6015928	-.47465	.6460481	-.5582959	.982695	1.354514	.7106959	.6626172	1.150349	.0855575	-.0665126	.8942052	1.268707	.4834336	.3791918	1.549706	.7604767
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_G06	201119	3	NC420	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.9734999	1	2	11.580278	0	.47568048	.510444	1.4808904	1	38	136	358053	7618	5803	14135	4541	47	4.879e+09	1	3292169	124879	148	191	170	120	248	691721	19164	36526.89	27797.88	7.00e+08	3433.839	1.92e+08	33	3904.471	1079800	1289002	30_FTO	1	4	3	4.383333	4	1	5	-.0170527	.6744897	-.1024905	.0945685	.9674216	.6744897	1.175672	-2.061917	.2822162	.2062427	.9674216	.3025435	.2213531	.6125922	.7390873	.8132785	.919825	-.2987229	.0382785	.3386831	-.3286447	-.0665126	.0665126	.142907	-.3996777	-.4621979	.639147	-1.268707	-.1237476	.0094949
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_A05	201119	3	NC410	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	1	1	2	4.7190979	.2041776	.20612821	.4083552	.8573576	1	28	126	315461	5952	4631	25084	8863	53	7.753e+09	1	2883099	121614	114	250	167	116	342	724837	27228	50576.577	42971.013	1.38e+09	1756.081	6.27e+08	0	3984.826	1102351	1254907	30_FTO	1	4	3	3.65	4	1	5	.294066	.7406526	-.3119191	2.316189	1.465234		-1.285464	-.8439581	-.5038325	-.5413951	-.9288995	-1.065359	.3942037	2.292136	2.091354	2.682873	2.292136	.2104284	-.2513717	-.7860842	-1.312374	1.013951	2.277988	1.731664	-.7353585	-.5485223	-.9523705	.3186394	-.2789242	-.2592342
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_G03	201119	3	NC400	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.0574771	0	1	6.011784	.2041776	.25369626	.3743256	.6235328	1	18	116	289718	5268	4976	18476	5325	55	5.355e+09	1	2540718	129358	107	207	170	126	114	516983	9987	36036.081	24922.54	3.60e+08	5923.413	-1.02e+08	106	3644.03	852580.3	1114523	30_FTO	1	4	3	2.883333	4	1	5	-.8636957	-.9359187	-.9674216	.1812589	-1.251137	.6974723	-.1464557	-.8439581	-.9415848	-.8207921	-.5225216	-.7712489	-.6687583	-.8132785	-.7633487	0	-.5370387	.2987229	-.5869282	-1.227334	-1.013951	.142907	1.150349	.5932254	-1.046231	-.2789242	-1.290233	-.7478586	-.1237476	.3690087
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_G04	201119	3	NC408	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.9041096	1	2	8.4977187	.6465624	.31712032	.5444736	.9352992	1	26	124	556166	7223	6850	13835	4065	77	7.425e+09	1	5228749	200165	145	261	206	134	112	779222	9300	27952.52	23169.743	2.60e+08	-343.3184	-1.74e+08	20	4115.94	1075045	1523370	30_FTO	1	4	3	3.55	4	1	5	.6798513	.6319841	1.113937	.9628627	.4213913	.2104284	-.1638325	.9039667	-.4128199	.4578519	.0081917	-.2208942	.6918188	-.8922428	-.8922428	-.5160215	-1.102894	1.207414	1.145726	.1046335	.5707313	.8942052	-.0665126	-.2007308	.8389183	.9523705	.4834336	.5375191	.9228975	.7106959
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_E04	201119	3	NC406	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	1	1	2	3.3269745	.2722368	.36468837	.170148	.9352992	1	24	122	262923	4780	5303	16907	5474	55	4.294e+09	2	2640048	116641	115	216	169	109	94	370683	6034	15612.448	12167.677	9.42e+07	-1279.391	-1.64e+08	110	3712.274	794605.1	1041833	30_FTO	1	4	3	3.433333	4	1	5	-.6167268	-1.700478	-1.41707	-.6744897	-.1886844	-.7687715	.0945685	-.4128199	-.4128199	-2.061917	.2398358	-1.859636	-1.84051	-1.137153	-1.428025	-1.600494	-1.007138	.2987229	-.9176949	-1.582058	-.6864582	-.3791918	.6864582	.7353585	-.982695	-.639147	-.8942052	-.5819415	-.191052	-.5819415
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_C09	201119	3	NC440	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.8404005	1	2	12.773526	.4764144	.41225642	.170148	2.4941312	1	9	156	547118	6839	6016	11796	3100	80	7.017e+09	1	5702613	171952	176	236	192	146	99	811142	7696	26219.308	20863.343	2.02e+08	314.1295	-1.95e+08	119	4274.645	1162509	1510823	30_FTO	1	4	4	5.816667	4	1	5	1.113937	1.078475	1.052616	1.078475	1.517059	-.1366539	.2871825	.3251097	1.415702	-2.061917	.5700741	.4532765	.8922428	-1.069884	-1.069884	-.8922428	-1.248962	1.408136	1.10959	-.1237476	-.1237476	.7604767	-.4203327	-.8662307	1.114298	.6864582	1.823803	-.2396442	.5157048	1.268707
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_E06	201119	3	NC418	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.9711969	1	2	13.569026	.510444	.38054438	.5785032	2.6500144	1	36	134	339012	8269	5864	11690	3117	41	3.952e+09	1	2739427	115283	115	196	167	123	156	948531	12373	17559.925	13754.149	2.17e+08	-976.3447	-6.60e+07	48	4216.752	1275229	1585397	30_FTO	1	4	3	4.266667	4	1	5	.9674216	1.5699	1.517059	1.048256	.3844023	.651858	-.1812589	.4669679	1.623067	.689997	.3337581	.7135193	1.333153	-.3355287	-.3549491	-.7152533	-.2590192	-.7106959	-.0958193	.7353585	-.2789242	-.4411686	-.4411686	-.8122178	-.8389183	-.7353585	-.8942052	-1.150349	-.2789242	.191052
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_G05	201119	3	NC413	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.0494253	0	1	7.7022196	.510444	.34883235	.4083552	1.7147152	1	31	129	373813	7330	6246	15503	3846	51	6.125e+09	1	3337326	143766	112	280	154	132	332	832920	25631	43756.801	34471.23	1.12e+09	3746.606	5.07e+08	30	3948.862	1009967	1339231	30_FTO	1	4	3	3.9	4	1	5	.1886844	.1464557	.1024905	-.1987405	1.214676	.5644267	-1.018966	.4669679	.5604634	-.5413951	.1645718	-.4243252	1.069884	1.84051	1.748994	1.950682	1.950682	.0284883	.1536793	.142907	.0474919	.4621979	.3996777	-.2987229	-.3791918	.0094949	-1.029957	.8389183	-.7229722	.6275435
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_C04	201119	3	NC404	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.8385069	1	2	8.3982813	.85074	.25369626	.510444	1.4029488	1	22	120	597689	8077	7072	15747	4977	74	9.759e+09	1	6221074	203710	172	242	233	144	88	674706	7360	26379.178	20398.548	1.94e+08	955.7744	-1.95e+08	20	4174.512	1156782	1506083	30_FTO	1	4	3	3.3	4	1	5	.9143286	1.018966	1.023392	.7866157	1.329529		1.461656	1.687521	.1812018	.2062427	-.5225216	-.2569689	.1284281	-1.289915	-1.137153	-.919825	-1.289915	1.062786	1.264343	.639147	.8389183	1.518899	.4834336	.3996777	1.358698	1.046231	1.48947	-.0189907	1.652244	1.168949
InsH2Bfabp_CD15_10dpf_VAST02_plate04_FTO_201119_E01	201119	4	NC452	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.9611687	1	2	9.8913634	.510444	.38054438	.4423848	1.4808904	1	21	168	693884	7382	5904	13086	4758	94	9.277e+09	2	8302605	268299	173	384	231	119	252	743462	18078	23749.341	21094.633	4.29e+08	-2395.578	2.88e+07	110	4358.69	1102754	1493761	30_FTO	1	4	4	6.9	4	1	5	1.41707	.7634326	.8887273	.6111566	1.023392		.3413014	.4669679	.2822162	-.2737019	.3337581	.1230116	.5160215	.6573609	.4542693	.2026405	.2590192	1.823803	1.648566	.1813911	-.2007308	1.358698	-.2592342	.2592342	1.823803	1.823803	1.582058	2.277988	1.549706	-.0760316
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_A08	201119	3	NC431	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.1105809	0	1	5.9123466	.5785032	.4915365	.5444736	1.7147152	1	49	147	376820	9662	8621	15114	3984	39	5.379e+09	1	3363504	128069	127	237	143	128	120	729507	10912	19086.462	15262.37	2.08e+08	-1013.128	-9.91e+07	177	3935.683	961965.9	1360151	30_FTO	1	4	3	5.3	4	1	5	.136841	-.1638325	.1886844	-.3413014	-.6798513	-.5432517	.7866157	.7321905	.5604634	.4578519	1.063442	-.8193489	.4340756	-.7633487	-.5370387	-.7633487	-.5160215	-.852495	.2316706	1.518899	1.823803	.1813911	.2789242	-.2592342	-.3386831	-.3186394	-.2789242	-.1813911	-1.046231	.4307273
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_C02	201119	3	NC392	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	1	1	2		.5785032	.28540829	.4423848	.7014744	1	10	108	457339	8023	5715	13757	4039	57	6.301e+09	1	4528003	148620	155	229	188	111	208	604879	19847	54993.454	45969.405	1.09e+09	3065.027	2.93e+08	80	3795.752	1180528	1305660	30_FTO	1	4	3	2.283333	4	1	5	-.3479321	1.109712	-.0170527	.6744897	1.781505	-1.673632	-1.513562	.7321905	-.7321905	-.2737019	-.1978822		-.1654204	.0916108	.8390169	1.84051	1.289915	.3996777	.70483	.6160238	-.4203327	.4834336	-.0855575	-.2201458	.4203327	.142907	.9228975	-.4411686	.3386831	-.4941332
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_C06	201119	3	NC416	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.0706571	0	1	12.872964	.6465624	.55496056	.4423848	2.6500144	1	34	132	518510	7515	6797	13517	4900	69	6.559e+09	1	5608053	207639	137	308	226	141	269	715498	20666	41589.34	36058.04	8.59e+08	-65.63539	2.20e+08	133	4087.537	1027941	1459592	30_FTO	1	4	3	4.116667	4	1	5	.5759842	.3231583	.7014965	.3413014	.2322723	1.75237	.2162831	.9039667	1.623067	-.2737019	1.438378	.4727891	.3549491	.9772061	.9772061	1.379037	.9481252	.852495	1.041357	.2987229	.5048896	.639147	-.162119	.3588638	.982695	1.227334	.1046335	1.227334	1.408136	.982695
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_A02	201119	3	NC390	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	1	1	2		.2382072	.57081658	.3743256	1.0132408	1	8	106		11794	11129	12428	3659	104	1.408e+10	1	11222817	332185	199	289	264	172									0	4321.518	1228409	1532431	30_FTO	1	4	3	2.166667	4	1	5	1.289343	1.413413	1.179761	1.977854	.5361763	-2.094316	1.513562	-.5700741	-.2907509	-.8207921	1.511273							2.166107		2.277988	2.670415	2.670415	-.3588638	-.4834336	2.670415	2.670415	2.670415	.9523705	2.277988	2.277988
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_C07	201119	3	NC425	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.0521327	0	1	14.563399	1.4292432	.57081658	.7146216	2.4941312	1	43	141	494249	7723	6626	15209	5314	64	7.358e+09	2	7317567	234863	159	368	219	141	132	1829673	11504	17866.573	16883.441	2.06e+08	-3913.309	-1.28e+08	5				30_FTO	1	4	3	4.958333	4	1	5								2.719607	1.415702	1.722564	1.511273	.8694237	2.682873	-.6460481	-.4340756	-.8390169	-.8132785	.639147	.8066862	.3791918	.3996777	.8389183	.3588638	.5375191	1.652244	1.408136	1.062786	2.076164	1.207414	.982695
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_C08	201119	3	NC432	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.0438024	0	1	6.2106588	.7486512	.45982446	.5444736	1.4029488	1	1	148															138	748113	10832	20964.259	17278.257	2.27e+08	-1224.862	-1.12e+08	27	4378.801	1118471	1595954	30_FTO	1	4	4	5.366667	4	1	5	1.573313	.9096375	1.573313	.9905245	1.289343	-.8972881	-.1118291	1.274138	.1812018	.4578519	.8439581	-.7022593	.5370387	-.526501	-.5582959	-.6236663	-.6687583													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_G09	201119	3	NC444	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.9856167	1	2	9.7904047	.6465624	.36468837	.510444	1.6367736	1	13	160	510306	6804	6211	22485	9588	75	1.181e+10	1	4958655	187395	156	244	204	120	177	788528	16000	27464.867	18734.791	4.39e+08	3766.001	7.66e+07	40	4170.16	1278549	1502973	30_FTO	1	4	4	6.033333	4	1	5	.8887273	1.631714	.9950172	-.3595575	1.573313	-.9530205	-.8588724	.9039667	.4578519	.2062427	.2398358	.0877569	.7152533	-.2307381	.0732517	.2590192	.5370387	1.114298	1.008995	-.2007308	.0284883	1.823803	1.518899	2.076164	.7353585	.8389183	.9674216	.142907	.8254945	.0094949
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_E07	201119	3	NC427	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	1	1	2	9.1937804	.6465624	.50739251	.4423848	2.0264816	1	45	143	315679	6442	7054	13070	4079	49	4.350e+09	3	5701106	189733	154	385	174	105	92	680556	6614	23412.143	18717.55	1.55e+08	-268.8527	-2.08e+08	11	4296.244	1442904	1571490	30_FTO	1	4	3	5.066667	4	1	5	1.179761	1.977854	1.41707	1.868849	2.318758	-1.294038	-.5702721	.9039667	1.007436	-.2737019	1.186831	-.0175298	.1654204	-1.1728	-1.379037	-1.137153	-1.428025	-.142907	-.2316706	-.4411686	.7604767	-.3588638	-.2789242	-.142907	1.079639	.9228975	.8801318	2.670415	.0379883	-.8122178
