index	filename	injset	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assayplategluc	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	position	sirt1_dich	batch	gluc_Res	intgluc	intgluc_Res
KITA1_078	20230810_GGTassay_7dpf_KITA1_fasted_plate02_F10	2	1	plate02	fasted	10	F	L20	223700	229200	226450	1.717415	NA	209300	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.748369	13.48969	L	20	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	226450	5500	1.024587	239	0	1	-4.381395	-.5549229	-.5894558
KITA1_070	20230810_GGTassay_7dpf_KITA1_fasted_plate02_F09	2	1	plate02	fasted	9	F	L18	332000	317900	324950	3.068228	NA	307800	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	7.018462	19.93881	L	18	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	324950	14100	.9575301	241	0	1	2.060996	.5210396	.5210396
KITA1_062	20230810_GGTassay_7dpf_KITA1_fasted_plate02_F08	2	1	plate02	fasted	8	F	L16	289500	257600	273550	8.245917	NA	256400	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.833865	16.57348	L	16	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	273550	31900	.88981	243	0	1	-1.311071	-.1027912	-.0880656
KITA1_054	20230810_GGTassay_7dpf_KITA1_fasted_plate02_F07	2	1	plate02	fasted	7	F	L14	165900	186100	176000	8.115658	NA	158850	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.585667	10.18655	L	14	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	176000	20200	1.12176	245	0	1	-7.704734	-1.236227	-1.301807
KITA1_046	20230810_GGTassay_7dpf_KITA1_fasted_plate02_F06	2	1	plate02	fasted	6	F	L11	256300	256100	256200	.0551996	NA	239050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.434006	15.43752	L	11	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	256200	200	.9992197	247	0	1	-2.460506	-.2822162	-.3750782
KITA1_038	20230810_GGTassay_7dpf_KITA1_fasted_plate02_F05	2	1	plate02	fasted	5	F	L09	341300	350400	345850	1.860538	NA	328700	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	7.500136	21.30721	L	9	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	345850	9100	1.026663	249	0	1	3.402446	.6976756	.6607511
KITA1_030	20230810_GGTassay_7dpf_KITA1_fasted_plate02_F04	2	1	plate02	fasted	4	F	L07	370700	381100	375900	1.956348	NA	358750	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	8.192688	23.27468	L	7	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	375900	10400	1.028055	251	0	1	5.363186	.9216232	.8563343
KITA1_022	20230810_GGTassay_7dpf_KITA1_fasted_plate02_F03	2	1	plate02	fasted	3	F	L05	198700	199800	199250	.3903726	NA	182100	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.1215	11.70881	L	5	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	199250	1100	1.005536	253	0	1	-6.209422	-.9442748	-1.040203
KITA1_014	20230810_GGTassay_7dpf_KITA1_fasted_plate02_F02	2	1	plate02	fasted	2	F	L03	209000	207400	208200	.5434058	NA	191050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.327768	12.2948	L	3	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	208200	1600	.9923445	255	0	1	-5.63017	-.7745655	-.8353711
KITA1_006	20230810_GGTassay_7dpf_KITA1_fasted_plate02_F01	2	1	plate02	fasted	1	F	L01	449500	448900	449200	.0944488	NA	432050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	9.882006	28.07388	L	1	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	449200	600	.9986652	257	0	1	10.14218	1.45309	1.45309
SIRT1_007	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_G01	2	2	plate04	fasted	1	G	M02	235500	248200	241850	3.713151	NA	224700	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.103287	14.49797	M	2	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	241850	12700	1.053928	259	1	1	-3.440463	-.4226994	-.4387831
SIRT1_015	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_G02	2	2	plate04	fasted	2	G	M04	427000	455400	441200	4.551639	NA	424050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	9.697633	27.55009	M	4	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	441200	28400	1.066511	261	1	1	9.604919	1.412188	1.412188
SIRT1_023	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_G03	2	2	plate04	fasted	3	G	M06	194000	209100	201550	5.2976	NA	184400	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.174508	11.8594	M	6	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	201550	15100	1.077835	263	1	1	-6.092511	-.8776808	-.9910986
SIRT1_031	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_G04	2	2	plate04	fasted	4	G	M08	574400	633200	603800	6.886035	NA	586650	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	13.44501	38.19606	M	8	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	603800	58800	1.102368	265	1	1	20.23742	2.180239	2.180239
SIRT1_039	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_G05	2	2	plate04	fasted	5	G	M10			359200		NA	342050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	7.807809		M	10	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7		222200		267	1	1			
SIRT1_047	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_G06	2	2	plate04	fasted	6	G	M13	281300	302600	291950	5.158888	NA	274800	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.257923	17.77819	M	13	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	291950	21300	1.07572	269	1	1	-.1939256	.1693809	.0880656
SIRT1_055	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_G07	2	2	plate04	fasted	7	G	M15	446300	456600	451450	1.61329	NA	434300	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	9.93386	28.22119	M	15	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	451450	10300	1.023079	271	1	1	10.24234	1.496579	1.496579
SIRT1_063	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_G08	2	2	plate04	fasted	8	G	M17	277500	311000	294250	8.050323	NA	277100	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.31093	17.92878	M	17	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	294250	33500	1.120721	273	1	1	-.0568081	.2216821	.1323128
SIRT1_071	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_G09	2	2	plate04	fasted	9	G	M19	239300	243000	241150	1.084924	NA	224000	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.087154	14.45214	M	19	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	241150	3700	1.015462	275	1	1	-3.54018	-.4387831	-.4877443
SIRT1_079	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_G10	2	2	plate04	fasted	10	G	M21	202600	222200	212400	6.525091	NA	195250	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.424564	12.56978	M	21	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	212400	19600	1.096742	277	1	1	-5.429275	-.7164975	-.7945065
SIRT1_087	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_G11	2	2	plate04	fasted	11	G	M22	262600	289600	276100	6.914844	NA	258950	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.892634	16.74044	M	22	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	276100	27000	1.102818	278	1	1	-1.261989	-.0293215	-.073359
SIRT1_095	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_G12	2	2	plate04	fasted	12	G	M23	381200	479500	430350	16.15164	NA	413200	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	9.447577	26.83971	M	23	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	430350	98300	1.25787	279	1	1	8.833912	1.301807	1.301807
KITA1_079	20230810_GGTassay_7dpf_KITA1_fasted_plate02_G10	2	1	plate02	fasted	10	G	N20	232000	266300	249150	9.734603	NA	232000	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.271527	14.97593	N	20	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	249150	34300	1.147845	282	0	1	-3.039968	-.3750782	-.3908523
KITA1_071	20230810_GGTassay_7dpf_KITA1_fasted_plate02_G09	2	1	plate02	fasted	9	G	N18	230800	235700	233250	1.485455	NA	216100	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.905086	13.9349	N	18	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	233250	4900	1.02123	284	0	1	-4.087731	-.5043221	-.5721041
KITA1_063	20230810_GGTassay_7dpf_KITA1_fasted_plate02_G08	2	1	plate02	fasted	8	G	N16	288300	195600	241950	27.09188	NA	224800	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.105592	14.50452	N	16	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	241950	92700	.6784599	286	0	1	-3.524848	-.4067242	-.4712995
KITA1_055	20230810_GGTassay_7dpf_KITA1_fasted_plate02_G07	2	1	plate02	fasted	7	G	N14	122400	170000	146200	23.02208	NA	129050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	2.898877	8.235446	N	14	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	146200	47600	1.388889	288	0	1	-9.80066	-1.647695	-1.77424
KITA1_047	20230810_GGTassay_7dpf_KITA1_fasted_plate02_G06	2	1	plate02	fasted	6	G	N11	284500	323400	303950	9.049664	NA	286800	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.534482	18.56387	N	11	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	303950	38900	1.136731	290	0	1	.5210299	.3908523	.2822162
KITA1_039	20230810_GGTassay_7dpf_KITA1_fasted_plate02_G05	2	1	plate02	fasted	5	G	N09	129500	132600	131050	1.672668	NA	113900	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	2.549721	7.243525	N	9	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	131050	3100	1.023938	292	0	1	-10.80605	-1.937932	-1.937932
KITA1_031	20230810_GGTassay_7dpf_KITA1_fasted_plate02_G04	2	1	plate02	fasted	4	G	N07	214700	224200	219450	3.061068	NA	202300	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.587043	13.03137	N	7	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	219450	9500	1.044248	294	0	1	-5.024942	-.6607511	-.6976756
KITA1_023	20230810_GGTassay_7dpf_KITA1_fasted_plate02_G03	2	1	plate02	fasted	3	G	N05	271500	279000	275250	1.926721	NA	258100	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.873044	16.68479	N	5	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	275250	7500	1.027624	296	0	1	-1.378263	-.073359	-.1471154
KITA1_015	20230810_GGTassay_7dpf_KITA1_fasted_plate02_G02	2	1	plate02	fasted	2	G	N03	199600	218700	209150	6.457442	NA	192000	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.349662	12.357	N	3	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	209150	19100	1.095691	298	0	1	-5.712789	-.7549276	-.8776808
KITA1_007	20230810_GGTassay_7dpf_KITA1_fasted_plate02_G01	2	1	plate02	fasted	1	G	N01	158100	166700	162400	3.744531	NA	145250	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.272233	9.296115	N	1	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	162400	8600	1.054396	300	0	1	-8.780405	-1.496579	-1.593219
SIRT1_008	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_H01	2	2	plate04	fasted	1	H	O02	335000	209600	272300	32.56379	NA	255150	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.805057	16.49164	O	2	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	272300	125400	.6256716	302	1	1	-1.591618	-.1175392	-.2216821
SIRT1_016	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_H02	2	2	plate04	fasted	2	H	O04	318700	331500	325100	2.784056	NA	307950	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	7.021919	19.94863	O	4	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	325100	12800	1.040163	304	1	1	1.858642	.5379041	.4877443
SIRT1_024	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_H03	2	2	plate04	fasted	3	H	O06	349400	435500	392450	15.51329	NA	375300	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	8.574109	24.35826	O	6	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	392450	86100	1.246422	306	1	1	6.261538	1.118958	1.091953
SIRT1_032	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_H04	2	2	plate04	fasted	4	H	O08	358500	421000	389750	11.33911	NA	372600	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	8.511884	24.18149	O	8	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	389750	62500	1.174338	308	1	1	6.078023	1.091953	1.065721
SIRT1_040	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_H05	2	2	plate04	fasted	5	H	O10			338550		NA	321400	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	7.331896		O	10	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	338550	136100		310	1	1			
SIRT1_048	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_H06	2	2	plate04	fasted	6	H	O13	296200	299400	297800	.7598193	NA	280650	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.392746	18.16121	O	13	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	297800	3200	1.010803	311	1	1	.0476424	.3128614	.1471154
SIRT1_056	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_H07	2	2	plate04	fasted	7	H	O15	300900	321400	311150	4.658746	NA	294000	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.700418	19.03528	O	15	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	311150	20500	1.068129	313	1	1	.9149778	.4067242	.3593968
SIRT1_064	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_H08	2	2	plate04	fasted	8	H	O17	257000	314700	285850	14.27324	NA	268700	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.117339	17.3788	O	17	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	285850	57700	1.224514	315	1	1	-.7482349	.0439901	.0146592
SIRT1_072	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_H09	2	2	plate04	fasted	9	H	O19	394800	418500	406650	4.121095	NA	389500	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	8.901371	25.28799	O	19	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	406650	23700	1.06003	317	1	1	7.154213	1.236227	1.146806
SIRT1_080	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_H10	2	2	plate04	fasted	10	H	O21	365200	401000	383100	6.607785	NA	365950	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	8.358624	23.74609	O	21	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	383100	35800	1.098028	319	1	1	5.605578	1.015345	.9442748
SIRT1_088	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_H11	2	2	plate04	fasted	11	H	O22	293800	332400	313100	8.717445	NA	295950	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.745359	19.16295	O	22	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	313100	38600	1.131382	320	1	1	1.019075	.4387831	.4067242
SIRT1_096	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_H12	2	2	plate04	fasted	12	H	O23	107900	128500	118200	12.32352	NA	101050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	2.253572	6.402192	O	23	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	118200	20600	1.190917	321	1	1	-11.74505	-2.044181	-2.044181
KITA1_080	20230810_GGTassay_7dpf_KITA1_fasted_plate02_H10	2	1	plate02	fasted	10	H	P20	314200	316400	315300	.4933825	NA	298150	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.796062	19.30699	P	20	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	315300	2200	1.007002	324	0	1	1.149644	.4549811	.4226994
KITA1_072	20230810_GGTassay_7dpf_KITA1_fasted_plate02_H09	2	1	plate02	fasted	9	H	P18	309000	263400	286200	11.26627	NA	269050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.125405	17.40172	P	18	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	286200	45600	.8524272	326	0	1	-.7623666	.073359	0
KITA1_064	20230810_GGTassay_7dpf_KITA1_fasted_plate02_H08	2	1	plate02	fasted	8	H	P16	284400	169200	226800	35.91653	NA	209650	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.756435	13.5126	P	16	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	226800	115200	.5949367	328	0	1	-4.65822	-.5379041	-.6426244
KITA1_056	20230810_GGTassay_7dpf_KITA1_fasted_plate02_H07	2	1	plate02	fasted	7	H	P14	435200	533300	484250	14.32466	NA	467100	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	10.68979	30.36872	P	14	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	484250	98100	1.225414	330	0	1	12.19116	1.647695	1.647695
KITA1_048	20230810_GGTassay_7dpf_KITA1_fasted_plate02_H06	2	1	plate02	fasted	6	H	P11	185700	199200	192450	4.960219	NA	175300	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.964784	11.26359	P	11	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	192450	13500	1.072698	332	0	1	-6.920702	-.9910986	-1.175572
KITA1_040	20230810_GGTassay_7dpf_KITA1_fasted_plate02_H05	2	1	plate02	fasted	5	H	P09	379900	387900	383900	1.473523	NA	366750	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	8.377061	23.79847	P	9	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	383900	8000	1.021058	334	0	1	5.60744	1.040203	.9674216
KITA1_032	20230810_GGTassay_7dpf_KITA1_fasted_plate02_H04	2	1	plate02	fasted	4	H	P07	274000	276800	275400	.7189175	NA	258250	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.876502	16.69461	P	7	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	275400	2800	1.010219	336	0	1	-1.503157	-.0586682	-.1917306
KITA1_024	20230810_GGTassay_7dpf_KITA1_fasted_plate02_H03	2	1	plate02	fasted	3	H	P05	318800	313400	316100	1.207965	NA	298950	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.814499	19.35937	P	5	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	316100	5400	.9830615	338	0	1	1.154874	.4712995	.4387831
KITA1_016	20230810_GGTassay_7dpf_KITA1_fasted_plate02_H02	2	1	plate02	fasted	2	H	P03	367300	388300	377800	3.930451	NA	360650	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	8.236476	23.39908	P	3	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	377800	21000	1.057174	340	0	1	5.187845	.9442748	.7945065
KITA1_008	20230810_GGTassay_7dpf_KITA1_fasted_plate02_H01	2	1	plate02	fasted	1	H	P01	501400	485000	493200	2.351288	NA	476050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	10.89606	30.95471	P	1	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	493200	16400	.9672916	342	0	1	12.73674	1.77424	1.707553
