index	filename	injset	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assayplategluc	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	position	dusp26_dich	batch	gluc_Res	intgluc	intgluc_Res
DUSP26_007	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_G01	4	2	plate03	fasted	1	G	N01	235000	215600	225300	6.088714	NA	210595	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.906033	13.93759	N	1	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	225300	19400	.9174468	321	1	1	-.1438959	.3719586	.271171
DUSP26_096	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_H12	4	2	plate03	fasted	12	H	P24	174900	161300	168100	5.720792	NA	153395	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.518186	9.994847	P	24	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	168100	13600	.9222413	345	1	1	-4.118548	-.3925438	-.656581
DUSP26_088	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_H11	4	2	plate03	fasted	11	H	P22	125000	126400	125700	.7875493	NA	110995	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.489433	7.072252	P	22	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	125700	1400	1.0112	347	1	1	-7.043802	-1.10959	-1.354514
DUSP26_080	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_H10	4	2	plate03	fasted	10	H	P20	260300	268100	264200	2.087598	NA	249495	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	5.849865	16.61894	P	20	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	264200	7800	1.029965	349	1	1	2.500224	.7547789	.656581
DUSP26_072	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_H09	4	2	plate03	fasted	9	H	P18	348700	334900	341800	2.854908	NA	327095	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	7.732678	21.96784	P	18	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	341800	13800	.9604244	351	1	1	7.846465	1.308099	1.10959
DUSP26_064	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_H08	4	2	plate03	fasted	8	H	P16	289300	279800	284550	2.36075	NA	269845	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	6.343618	18.02164	P	16	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	284550	9500	.9671621	353	1	1	3.897612	.9176949	.8334692
DUSP26_048	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_H06	5	2	plate03	fasted	6	H	P11	168700	169700	169200	.4179118	NA	154495	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.544876	10.07067	P	11	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	169200	1000	1.005928	356	1	1	-1.348079	-.3312469	.0191357
DUSP26_136	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_H05	4	1	plate04	fasted	5	H	P10	144800	139900	142350	2.434017	NA	127645	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.893413	8.219922	P	10	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	142350	4900	.9661602	357	0	1	-5.909427	-.8608639	-1.074848
DUSP26_040	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_H05	4	2	plate03	fasted	5	H	P09			210250		NA	195545	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.540874		P	9	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7		108900		358	1	1			
DUSP26_128	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_H04	4	1	plate04	fasted	4	H	P08	241200	238500	239850	.7959926	NA	225145	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	5.25906	14.94051	P	8	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	239850	2700	.9888059	359	0	1	.8085042	.5420468	.4766831
DUSP26_032	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_H04	5	2	plate03	fasted	4	H	P07	152800	165500	159150	5.642637	NA	144445	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.301032	9.377932	P	7	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	159150	12700	1.083115	360	1	1	-2.046134	-.5643454	-.2316706
DUSP26_120	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_H03	4	1	plate04	fasted	3	H	P06	268100	223400	245750	12.86172	NA	231045	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	5.402212	15.34719	P	6	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	245750	44700	.8332711	361	0	1	1.212527	.5869282	.5200145
DUSP26_024	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_H03	4	2	plate03	fasted	3	H	P05			304400		NA	289695	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	6.82524		P	5	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7		100600		362	1	1			
DUSP26_112	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_H02	5	1	plate04	fasted	2	H	P04			228086.5		NA	213381.5	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.973642		P	4	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7		441827		363	0	1			
DUSP26_016	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_H02	5	2	plate03	fasted	2	H	P03	348400	338400	343400	2.059134	NA	328695	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	7.771499	22.07812	P	3	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	343400	10000	.9712974	364	1	1	10.64874	1.354514	1.578269
DUSP26_104	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_H01	4	1	plate04	fasted	1	H	P02	180200	159800	170000	8.485281	NA	155295	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.564286	10.12581	P	2	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	170000	20400	.8867925	365	0	1	-4.014172	-.3110992	-.6098145
DUSP26_008	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_H01	4	2	plate03	fasted	1	H	P01	307500	282300	294900	6.042418	NA	280195	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	6.594741	18.73506	P	1	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	294900	25200	.9180488	366	1	1	4.593746	.9472499	.9176949
