index	filename	injset	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assayplategluc	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	position	igf1_dich	batch	gluc_Res	intgluc	intgluc_Res
IGF1_046	20230831_GGTassay_7dpf_IGF1_fasted_plate01_F06	2	2	plate01	fasted	6	F	K14	673700	486800	580250	22.77609	NA	567483.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	10.97983	31.1927	K	14	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	580250	186900	.7225768	201	1	1	-6.829078	.1121376	-.3581406
IGF1_054	20230831_GGTassay_7dpf_IGF1_fasted_plate01_F07	1	2	plate01	fasted	7	F	K16	514700	387900	451300	19.8673	NA	438533.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	8.490942	24.12199	K	16	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	451300	126800	.7536429	203	1	1	-6.279938	-.3581406	-.295179
IGF1_062	20230831_GGTassay_7dpf_IGF1_fasted_plate01_F08	2	2	plate01	fasted	8	F	K18	1239000	1229000	1234000	.5730201	NA	1221234	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	23.59798	67.03973	K	18	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	1234000	10000	.991929	205	1	1	28.95451	1.534121	1.402673
IGF1_086	20230831_GGTassay_7dpf_IGF1_fasted_plate01_F11	1	2	plate01	fasted	11	F	K19	375800	307400	341600	14.1587	NA	328833.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	6.373601	18.10682	K	19	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	341600	68400	.8179883	206	1	1	-12.34269	-.9555776	-.8018857
IGF1_070	20230831_GGTassay_7dpf_IGF1_fasted_plate01_F09	1	2	plate01	fasted	9	F	K20	518600	480900	499750	5.334252	NA	486983.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	9.426085	26.77865	K	20	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	499750	37700	.9273043	207	1	1	-3.686727	-.1724354	-.0971352
KITA1_094	20230831_GGTassay_7dpf_KITA1_fasted_plate03_F12	1	1	plate03	fasted	12	F	L23	777400	678700	728050	9.586078	NA	715283.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	13.83255	39.29701	L	23	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	728050	98700	.8730384	208	0	1	8.815773	.6102946	.7028602
KITA1_078	20230831_GGTassay_7dpf_KITA1_fasted_plate03_F10	1	1	plate03	fasted	10	F	L22	404600	382800	393700	3.9154	NA	380933.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	7.379193	20.96362	L	22	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	393700	21800	.9461196	209	0	1	-9.53348	-.7220917	-.5747266
KITA1_086	20230831_GGTassay_7dpf_KITA1_fasted_plate03_F11	1	1	plate03	fasted	11	F	L21	746700	728300	737500	1.764171	NA	724733.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	14.01494	39.81518	L	21	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	737500	18400	.9753582	210	0	1	9.30222	.7028602	.741594
KITA1_070	20230831_GGTassay_7dpf_KITA1_fasted_plate03_F09	1	1	plate03	fasted	9	F	L20	882300	910700	896500	2.240026	NA	883733.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	17.08383	48.53362	L	20	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	896500	28400	1.032189	211	0	1	18.0048	1.108011	1.225895
KITA1_062	20230831_GGTassay_7dpf_KITA1_fasted_plate03_F08	2	1	plate03	fasted	8	F	L18	111300	95670	103485	10.67988	NA	90718.84	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	1.777698	5.050278	L	18	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	103485	15630	.8595687	213	0	1	-33.16183	-2.173245	-2.750393
KITA1_054	20230831_GGTassay_7dpf_KITA1_fasted_plate03_F07	1	1	plate03	fasted	7	F	L16			306575		NA	293808.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	5.697577		L	16	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7		592050		215	0	1			
KITA1_046	20230831_GGTassay_7dpf_KITA1_fasted_plate03_F06	2	1	plate03	fasted	6	F	L14	261100	226300	243700	10.09738	NA	230933.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	4.484015	12.73868	L	14	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	243700	34800	.8667178	217	0	1	-25.53687	-1.534121	-1.841993
KITA1_038	20230831_GGTassay_7dpf_KITA1_fasted_plate03_F05	1	1	plate03	fasted	5	F	L09	778600	822900	800750	3.911936	NA	787983.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	15.23574	43.28336	L	9	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	800750	44300	1.056897	218	0	1	12.64352	.909483	.9555776
KITA1_030	20230831_GGTassay_7dpf_KITA1_fasted_plate03_F04	2	1	plate03	fasted	4	F	L07	377300	347300	362300	5.855149	NA	349533.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	6.773136	19.24186	L	7	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	362300	30000	.9204877	220	0	1	-19.08127	-.8018857	-1.363836
KITA1_022	20230831_GGTassay_7dpf_KITA1_fasted_plate03_F03	1	1	plate03	fasted	3	F	L05	764900	825500	795200	5.388666	NA	782433.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	15.12862	42.97904	L	5	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	795200	60600	1.079226	222	0	1	12.27575	.8652442	.8652442
KITA1_014	20230831_GGTassay_7dpf_KITA1_fasted_plate03_F02	2	1	plate03	fasted	2	F	L03	569000	679100	624050	12.47536	NA	611283.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	11.82522	33.59438	L	3	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	624050	110100	1.193497	224	0	1	-4.79219	.3108004	-.2028072
KITA1_006	20230831_GGTassay_7dpf_KITA1_fasted_plate03_F01	1	1	plate03	fasted	1	F	L01	756500	616100	686300	14.46566	NA	673533.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	13.02672	37.00773	L	1	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	686300	140400	.8144085	226	0	1	6.241004	.4720308	.6102946
IGF1_007	20230831_GGTassay_7dpf_IGF1_fasted_plate01_G01	1	2	plate01	fasted	1	G	M01	458600	374200	416400	14.33233	NA	403633.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	7.81733	22.20832	M	1	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	416400	84400	.8159616	227	1	1	-8.574265	-.5924169	-.4720308
IGF1_015	20230831_GGTassay_7dpf_IGF1_fasted_plate01_G02	2	2	plate01	fasted	2	G	M03	793900	1063000	928450	20.49463	NA	915683.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	17.7005	50.28553	M	3	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	928450	269100	1.33896	229	1	1	11.81965	1.13601	.8437493
IGF1_023	20230831_GGTassay_7dpf_IGF1_fasted_plate01_G03	1	2	plate01	fasted	3	G	M05	530000	476400	503200	7.53198	NA	490433.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	9.492674	26.96782	M	5	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	503200	53600	.8988679	231	1	1	-3.878209	-.1573107	-.1121376
IGF1_031	20230831_GGTassay_7dpf_IGF1_fasted_plate01_G04	2	2	plate01	fasted	4	G	M07	1147000	1102000	1124500	2.829685	NA	1111734	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	21.4845	61.03552	M	7	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	1124500	45000	.9607672	233	1	1	22.5062	1.402673	1.363836
IGF1_039	20230831_GGTassay_7dpf_IGF1_fasted_plate01_G05	1	2	plate01	fasted	5	G	M09	20890	16630	18760	16.0569	NA	5993.833	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	.1424044	.404558	M	9	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	18760	4260	.7960747	235	1	1	-30.50492	-2.750393	-2.368567
IGF1_047	20230831_GGTassay_7dpf_IGF1_fasted_plate01_G06	2	2	plate01	fasted	6	G	M14	973700	673700	823700	25.75356	NA	810933.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	15.67871	44.54178	M	14	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	823700	300000	.6918969	236	1	1	5.964877	1.003798	.5924169
IGF1_055	20230831_GGTassay_7dpf_IGF1_fasted_plate01_G07	1	2	plate01	fasted	7	G	M16			739150		NA	726383.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	14.04679		M	16	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7		719700		238	1	1			
IGF1_063	20230831_GGTassay_7dpf_IGF1_fasted_plate01_G08	2	2	plate01	fasted	8	G	M18	654300	689500	671900	3.704444	NA	659133.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	12.74879	36.21814	M	18	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	671900	35200	1.053798	240	1	1	-2.422204	.4225563	.1271654
IGF1_087	20230831_GGTassay_7dpf_IGF1_fasted_plate01_G11	1	2	plate01	fasted	11	G	M19	593800	453000	523400	19.0219	NA	510633.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	9.882558	28.07545	M	19	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	523400	140800	.7628831	241	1	1	-2.929191	-.0373097	.0522452
IGF1_071	20230831_GGTassay_7dpf_IGF1_fasted_plate01_G09	1	2	plate01	fasted	9	G	M20	320900	310100	315500	2.420524	NA	302733.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	5.86984	16.67568	M	20	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	315500	10800	.9663447	242	1	1	-14.34482	-1.054472	-1.028805
KITA1_095	20230831_GGTassay_7dpf_KITA1_fasted_plate03_G12	1	1	plate03	fasted	12	G	N23			238700		NA	225933.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	4.387508		N	23	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	238700	185200	.44099	243	0	1			
KITA1_079	20230831_GGTassay_7dpf_KITA1_fasted_plate03_G10	1	1	plate03	fasted	10	G	N22	438500	416100	427300	3.706808	NA	414533.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	8.027713	22.806	N	22	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	427300	22400	.9489167	244	0	1	-8.246217	-.5398714	-.4554166
KITA1_087	20230831_GGTassay_7dpf_KITA1_fasted_plate03_G11	1	1	plate03	fasted	11	G	N21	628300	611700	620000	1.893221	NA	607233.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	11.74705	33.37231	N	21	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	620000	16600	.9735795	245	0	1	2.304229	.295179	.390146
KITA1_071	20230831_GGTassay_7dpf_KITA1_fasted_plate03_G09	1	1	plate03	fasted	9	G	N20	809100	805700	807400	.2977661	NA	794633.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	15.3641	43.648	N	20	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	807400	3400	.9957978	246	0	1	12.56406	.9794029	.9322826
KITA1_063	20230831_GGTassay_7dpf_KITA1_fasted_plate03_G08	2	1	plate03	fasted	8	G	N18	848500	747400	797950	8.95902	NA	785183.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	15.1817	43.12983	N	18	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	797950	101100	.8808485	247	0	1	4.37846	.8871465	.4887764
KITA1_055	20230831_GGTassay_7dpf_KITA1_fasted_plate03_G07	1	1	plate03	fasted	7	G	N16			224769.5		NA	212003.3	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	4.118633		N	16	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7		429861		249	0	1			
KITA1_047	20230831_GGTassay_7dpf_KITA1_fasted_plate03_G06	2	1	plate03	fasted	6	G	N14	564800	581100	572950	2.011666	NA	560183.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	10.83893	30.79242	N	14	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	572950	16300	1.02886	251	0	1	-8.022392	.0971352	-.4225563
KITA1_039	20230831_GGTassay_7dpf_KITA1_fasted_plate03_G05	1	1	plate03	fasted	5	G	N09	427900	469800	448850	6.600819	NA	436083.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	8.443654	23.98765	N	9	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	448850	41900	1.09792	252	0	1	-7.191452	-.390146	-.3740954
KITA1_031	20230831_GGTassay_7dpf_KITA1_fasted_plate03_G04	2	1	plate03	fasted	4	G	N07			183890		NA	171123.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	3.32961		N	7	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	183890	218420	.2547936	254	0	1			
KITA1_023	20230831_GGTassay_7dpf_KITA1_fasted_plate03_G03	1	1	plate03	fasted	3	G	N05	878600	829300	853950	4.082249	NA	841183.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	16.26257	46.20047	N	5	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	853950	49300	.943888	256	0	1	14.95792	1.080854	1.028805
KITA1_015	20230831_GGTassay_7dpf_KITA1_fasted_plate03_G02	2	1	plate03	fasted	2	G	N03	994300	912300	953300	6.08232	NA	940533.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	18.18014	51.64812	N	3	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	953300	82000	.9175299	258	0	1	12.72229	1.194857	.9794029
KITA1_007	20230831_GGTassay_7dpf_KITA1_fasted_plate03_G01	1	1	plate03	fasted	1	G	N01			769150		NA	756383.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	14.62583		N	1	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	769150	389900	.5955814	260	0	1			
IGF1_008	20230831_GGTassay_7dpf_IGF1_fasted_plate01_H01	1	2	plate01	fasted	1	H	O01	321000	271900	296450	11.71157	NA	283683.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	5.502152	15.63111	O	1	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	296450	49100	.8470405	261	1	1	-15.69074	-1.258162	-1.164929
IGF1_016	20230831_GGTassay_7dpf_IGF1_fasted_plate01_H02	2	2	plate01	fasted	2	H	O03	1401000	1338000	1369500	3.252846	NA	1356734	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	26.21329	74.46959	O	3	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	1369500	63000	.9550321	263	1	1	35.46445	1.766089	1.639109
IGF1_024	20230831_GGTassay_7dpf_IGF1_fasted_plate01_H03	1	2	plate01	fasted	3	H	O05	532700	525200	528950	1.002609	NA	516183.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	9.989679	28.37977	O	5	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	528950	7500	.9859208	265	1	1	-3.005525	.0074603	.0373097
IGF1_032	20230831_GGTassay_7dpf_IGF1_fasted_plate01_H04	2	2	plate01	fasted	4	H	O07	1071000	1016000	1043500	3.726964	NA	1030734	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	19.92111	56.59406	O	7	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	1043500	55000	.9486461	267	1	1	17.52547	1.291794	1.194857
IGF1_040	20230831_GGTassay_7dpf_IGF1_fasted_plate01_H05	1	2	plate01	fasted	5	H	O09	514600	558500	536550	5.785479	NA	523783.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	10.13637	28.7965	O	9	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	536550	43900	1.085309	269	1	1	-2.652236	.0373097	.0671924
IGF1_048	20230831_GGTassay_7dpf_IGF1_fasted_plate01_H06	2	2	plate01	fasted	6	H	O14			806000		NA	793233.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	15.33707		O	14	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7		1402000		270	1	1			
IGF1_056	20230831_GGTassay_7dpf_IGF1_fasted_plate01_H07	1	2	plate01	fasted	7	H	O16			492400		NA	479633.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	9.284221		O	16	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7		507400		272	1	1			
IGF1_064	20230831_GGTassay_7dpf_IGF1_fasted_plate01_H08	2	2	plate01	fasted	8	H	O18	1359000	1449000	1404000	4.532736	NA	1391234	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	26.87919	76.36133	O	18	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	1404000	90000	1.066225	273	1	1	37.19758	2.036834	1.699178
IGF1_088	20230831_GGTassay_7dpf_IGF1_fasted_plate01_H11	1	2	plate01	fasted	11	H	O19	536200	513500	524850	3.058269	NA	512083.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	9.910544	28.15495	O	19	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	524850	22700	.957665	274	1	1	-3.373086	-.0223825	-.0373097
IGF1_072	20230831_GGTassay_7dpf_IGF1_fasted_plate01_H09	1	2	plate01	fasted	9	H	O20	636900	646400	641650	1.046913	NA	628883.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	12.16492	34.55944	O	20	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	641650	9500	1.014916	275	1	1	3.015539	.3422765	.4062978
KITA1_080	20230831_GGTassay_7dpf_KITA1_fasted_plate03_H10	1	1	plate03	fasted	10	H	P22	693200	647600	670400	4.809676	NA	657633.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	12.71983	36.13589	P	22	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	670400	45600	.9342181	276	0	1	4.576125	.3982089	.5056602
KITA1_088	20230831_GGTassay_7dpf_KITA1_fasted_plate03_H11	1	1	plate03	fasted	11	H	P21	715700	751800	733750	3.478917	NA	720983.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	13.94256	39.60955	P	21	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	733750	36100	1.05044	277	0	1	8.033932	.6651534	.6838853
KITA1_072	20230831_GGTassay_7dpf_KITA1_fasted_plate03_H09	1	1	plate03	fasted	9	H	P20	695200	638900	667050	5.968085	NA	654283.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	12.65517	35.9522	P	20	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	667050	56300	.9190161	278	0	1	4.360714	.3740954	.4720308
KITA1_064	20230831_GGTassay_7dpf_KITA1_fasted_plate03_H08	2	1	plate03	fasted	8	H	P18	548600	473900	511250	10.33171	NA	498483.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	9.648048	27.40923	P	18	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	511250	74700	.8638352	279	0	1	-11.84968	-.1121376	-.7814739
KITA1_056	20230831_GGTassay_7dpf_KITA1_fasted_plate03_H07	1	1	plate03	fasted	7	H	P16			174870		NA	162103.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	3.155514		P	16	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	174870	324860	.0368811	281	0	1			
KITA1_048	20230831_GGTassay_7dpf_KITA1_fasted_plate03_H06	2	1	plate03	fasted	6	H	P14	489500	370700	430100	19.53134	NA	417333.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	8.081757	22.95954	P	14	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	430100	118800	.7573034	283	0	1	-16.36282	-.5226893	-1.225895
KITA1_040	20230831_GGTassay_7dpf_KITA1_fasted_plate03_H05	1	1	plate03	fasted	5	H	P09	330900	466300	398600	24.01963	NA	385833.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	7.473769	21.2323	P	9	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	398600	135400	1.409187	284	0	1	-10.45435	-.6651534	-.6651534
KITA1_032	20230831_GGTassay_7dpf_KITA1_fasted_plate03_H04	2	1	plate03	fasted	4	H	P07			210725		NA	197958.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	3.847558		P	7	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	210725	269950	.2191206	286	0	1			
KITA1_024	20230831_GGTassay_7dpf_KITA1_fasted_plate03_H03	1	1	plate03	fasted	3	H	P05	548100	517300	532700	4.088397	NA	519933.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	10.06206	28.58539	P	5	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	532700	30800	.9438059	288	0	1	-3.164697	.0223825	.0074603
KITA1_016	20230831_GGTassay_7dpf_KITA1_fasted_plate03_H02	2	1	plate03	fasted	2	H	P03	1123000	1061000	1092000	4.014709	NA	1079234	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	20.85722	59.25345	P	3	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	1092000	62000	.9447907	290	0	1	19.82007	1.326954	1.326954
KITA1_008	20230831_GGTassay_7dpf_KITA1_fasted_plate03_H01	1	1	plate03	fasted	1	H	P01	773100	656500	714800	11.53451	NA	702033.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	13.57681	38.57047	P	1	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	714800	116600	.8491786	292	0	1	6.756936	.5398714	.6283695
