index	filename	injset	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assayplategluc	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	position	acrv1c_dich	batch	gluc_Res	intgluc	intgluc_Res
ACRV1C_070	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_F09	1	2	plate01	fasted	9	F	K09	458200	362300	410250	16.52932	NA	399235.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	6.057274	17.20817	K	9	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	410250	95900	.7907028	237	1	1	-6.256539	-.572654	-.6694872
ACRV1C_078	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_F10	1	1	plate01	fasted	10	F	K10	1031000	956900	993950	5.271554	NA	982935.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	15.52689	44.11049	K	10	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	993950	74100	.928128	238	0	1	20.63283	2.146324	2.008539
KITA1_006	20230811_GGTassay_7dpf_KITA1_fasted_plate02_F01	2	1	plate02	fasted	1	F	K13			365800		NA	354785.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	5.336143		K	13	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	365800	200400	.5699571	239	0	1			
KITA1_014	20230811_GGTassay_7dpf_KITA1_fasted_plate02_F02	3	1	plate02	fasted	2	F	K14			619950		NA	608935.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	9.459329		K	14	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	619950	347100	.5625709	240	0	1			
KITA1_022	20230811_GGTassay_7dpf_KITA1_fasted_plate02_F03	2	1	plate02	fasted	3	F	K15	157500	115600	136550	21.69738	NA	125535.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	1.61692	4.593524	K	15	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	136550	41900	.7339683	241	0	1	-18.92299	-1.900826	-2.008539
KITA1_030	20230811_GGTassay_7dpf_KITA1_fasted_plate02_F04	3	1	plate02	fasted	4	F	K16	523000	421900	472450	15.13144	NA	461435.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	7.066372	20.07492	K	16	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	472450	101100	.8066922	242	0	1	-3.454552	-.2254155	-.3587993
KITA1_038	20230811_GGTassay_7dpf_KITA1_fasted_plate02_F05	2	1	plate02	fasted	5	F	K17	337200	288100	312650	11.10473	NA	301635.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	4.473867	12.70985	K	17	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	312650	49100	.8543891	243	0	1	-10.83258	-1.065556	-1.154226
KITA1_046	20230811_GGTassay_7dpf_KITA1_fasted_plate02_F06	3	1	plate02	fasted	6	F	K18	613900	515400	564650	12.33508	NA	553635.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	8.562173	24.32435	K	18	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	564650	98500	.8395504	244	0	1	.7689742	.2582962	.1603423
KITA1_054	20230811_GGTassay_7dpf_KITA1_fasted_plate02_F07	2	1	plate02	fasted	7	F	K19	304500	334800	319650	6.702748	NA	308635.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	4.587431	13.03248	K	19	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	319650	30300	1.099507	245	0	1	-10.53586	-.9845589	-1.094159
KITA1_062	20230811_GGTassay_7dpf_KITA1_fasted_plate02_F08	3	1	plate02	fasted	8	F	K20	388800	362800	375800	4.89217	NA	364785.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	5.498377	15.62039	K	20	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	375800	26000	.9331276	246	0	1	-7.960897	-.7099954	-.8622772
KITA1_070	20230811_GGTassay_7dpf_KITA1_fasted_plate02_F09	2	1	plate02	fasted	9	F	K21	314900	275900	295400	9.335533	NA	284385.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	4.194013	11.91481	K	21	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	295400	39000	.8761511	247	0	1	-11.67943	-1.123685	-1.25304
KITA1_078	20230811_GGTassay_7dpf_KITA1_fasted_plate02_F10	3	1	plate02	fasted	10	F	K22	487100	537800	512450	6.995866	NA	501435.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	7.71531	21.91849	K	22	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	512450	50700	1.104085	248	0	1	-1.688701	.0479157	-.1280756
KITA1_086	20230811_GGTassay_7dpf_KITA1_fasted_plate02_F11	3	1	plate02	fasted	11	F	K23	691000	756600	723800	6.408705	NA	712785.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	11.14413	31.65947	K	23	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	723800	65600	1.094935	249	0	1	8.03932	.9845589	.8393483
KITA1_094	20230811_GGTassay_7dpf_KITA1_fasted_plate02_F12	3	1	plate02	fasted	12	F	K24	663600	686800	675200	2.429632	NA	664185.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	10.35567	29.41953	K	24	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	675200	23200	1.034961	250	0	1	5.786426	.7517036	.6895999
ACRV1C_007	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_G01	2	2	plate01	fasted	1	G	M01	326000	258600	292300	16.30482	NA	281285.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	4.143721	11.77193	M	1	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	292300	67400	.7932515	273	1	1	-12.1591	-1.185882	-1.407647
ACRV1C_015	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_G02	3	2	plate01	fasted	2	G	M02	689800	466700	578250	27.28154	NA	567235.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	8.782811	24.95117	M	2	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	578250	223100	.6765729	274	1	1	1.007183	.3081584	.2418232
ACRV1C_023	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_G03	2	2	plate01	fasted	3	G	M03	384100	381800	382950	.4246888	NA	371935.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	5.614375	15.94993	M	3	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	382950	2300	.994012	275	1	1	-8.007012	-.6496419	-.8856685
ACRV1C_031	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_G04	3	2	plate01	fasted	4	G	M04	1124000	839200	981600	20.51589	NA	970585.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	15.32653	43.54129	M	4	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	981600	284800	.7466192	276	1	1	19.5714	2.008539	1.811499
ACRV1C_039	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_G05	2	2	plate01	fasted	5	G	M05			217050		NA	206035.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	2.922907		M	5	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	217050	155700	.4720244	277	1	1			
ACRV1C_047	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_G06	3	2	plate01	fasted	6	G	M06			368350		NA	357335.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	5.377512		M	6	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	368350	218700	.5421813	278	1	1			
ACRV1C_055	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_G07	3	2	plate01	fasted	7	G	M07			409150		NA	398135.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	6.039429		M	7	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	409150	384500	.3606585	279	1	1			
ACRV1C_063	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_G08	3	2	plate01	fasted	8	G	M08	839000	689300	764150	13.8525	NA	753135.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	11.79875	33.51917	M	8	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	764150	149700	.8215733	280	1	1	9.49746	1.25304	1.010821
ACRV1C_071	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_G09	1	2	plate01	fasted	9	G	M09	430400	302400	366400	24.70242	NA	355385.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	5.345877	15.18715	M	9	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	366400	128000	.7026022	281	1	1	-8.847512	-.7947626	-.9339718
ACRV1C_079	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_G10	1	1	plate01	fasted	10	G	M10	760600	698600	729600	6.008857	NA	718585.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	11.23823	31.92678	M	10	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	729600	62000	.9184854	282	0	1	7.879169	1.010821	.8168525
KITA1_007	20230811_GGTassay_7dpf_KITA1_fasted_plate02_G01	2	1	plate02	fasted	1	G	M13	612500	461400	536950	19.89828	NA	525935.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	8.112783	23.04768	M	13	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	536950	151100	.7533062	283	0	1	-1.012887	.1603423	-.0159665
KITA1_015	20230811_GGTassay_7dpf_KITA1_fasted_plate02_G02	3	1	plate02	fasted	2	G	M14	632100	538100	585100	11.36012	NA	574085.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	8.893942	25.26688	M	14	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	585100	94000	.8512893	284	0	1	1.193359	.3758796	.2914585
KITA1_023	20230811_GGTassay_7dpf_KITA1_fasted_plate02_G03	2	1	plate02	fasted	3	G	M15	319100	224400	271750	24.6414	NA	260735.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	3.810329	10.8248	M	15	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	271750	94700	.7032278	285	0	1	-13.26168	-1.326381	-1.452017
KITA1_031	20230811_GGTassay_7dpf_KITA1_fasted_plate02_G04	3	1	plate02	fasted	4	G	M16	646100	523800	584950	14.78403	NA	573935.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	8.891509	25.25997	M	16	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	584950	122300	.8107104	286	0	1	1.160538	.3587993	.2748396
KITA1_039	20230811_GGTassay_7dpf_KITA1_fasted_plate02_G05	2	1	plate02	fasted	5	G	M17	499900	396300	448100	16.3482	NA	437085.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	6.671331	18.95265	M	17	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	448100	103600	.7927585	287	0	1	-5.159737	-.341823	-.535424
KITA1_047	20230811_GGTassay_7dpf_KITA1_fasted_plate02_G06	3	1	plate02	fasted	6	G	M18	551800	506700	529250	6.025605	NA	518235.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	7.987863	22.69279	M	18	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	529250	45100	.9182675	288	0	1	-1.432544	.1280756	-.0639066
KITA1_055	20230811_GGTassay_7dpf_KITA1_fasted_plate02_G07	2	1	plate02	fasted	7	G	M19	359900	367300	363600	1.439106	NA	352585.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	5.300451	15.0581	M	19	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	363600	7400	1.020561	289	0	1	-9.08019	-.8622772	-.9845589
KITA1_063	20230811_GGTassay_7dpf_KITA1_fasted_plate02_G08	3	1	plate02	fasted	8	G	M20			388500		NA	377485.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	5.704415		M	20	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	388500	507000	.2102804	290	0	1			
KITA1_071	20230811_GGTassay_7dpf_KITA1_fasted_plate02_G09	2	1	plate02	fasted	9	G	M21	598000	371700	484850	33.00366	NA	473835.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	7.267543	20.64643	M	21	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	484850	226300	.6215719	291	0	1	-3.517769	-.1119942	-.3930704
KITA1_079	20230811_GGTassay_7dpf_KITA1_fasted_plate02_G10	3	1	plate02	fasted	10	G	M22	560800	552400	556600	1.067139	NA	545585.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	8.431574	23.95334	M	22	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	556600	8400	.9850214	292	0	1	-.2238147	.2254155	.0479157
KITA1_087	20230811_GGTassay_7dpf_KITA1_fasted_plate02_G11	3	1	plate02	fasted	11	G	M23	772300	730700	751500	3.914257	NA	740485.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	11.59352	32.93614	M	23	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	751500	41600	.9461349	293	0	1	8.746037	1.154226	.9095548
KITA1_095	20230811_GGTassay_7dpf_KITA1_fasted_plate02_G12	3	1	plate02	fasted	12	G	M24	1003000	936600	969800	4.841399	NA	958785.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	15.1351	42.99744	M	24	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	969800	66400	.9337986	294	0	1	18.79438	1.900826	1.734652
ACRV1C_008	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_H01	2	2	plate01	fasted	1	H	O01			459200		NA	448185.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	6.851412		O	1	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	459200	375600	.4194745	315	1	1			
ACRV1C_016	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_H02	3	2	plate01	fasted	2	H	O02			467150		NA	456135.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	6.980388		O	2	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	467150	305100	.507665	316	1	1			
ACRV1C_024	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_H03	2	2	plate01	fasted	3	H	O03	589500	559800	574650	3.654585	NA	563635.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	8.724407	24.78525	O	3	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	574650	29700	.9496183	317	1	1	.2842571	.2914585	.0799139
ACRV1C_032	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_H04	3	2	plate01	fasted	4	H	O04	1222000	886400	1054200	22.51044	NA	1043186	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	16.50435	46.88737	O	4	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	1054200	335600	.7253683	318	1	1	22.37343	2.343412	2.343412
ACRV1C_040	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_H05	2	2	plate01	fasted	5	H	O05			325750		NA	314735.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	4.686394		O	5	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	325750	267300	.4181541	319	1	1			
ACRV1C_048	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_H06	3	2	plate01	fasted	6	H	O06			716850		NA	705835.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	11.03138		O	6	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	716850	361500	.5972593	320	1	1			
ACRV1C_056	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_H07	3	2	plate01	fasted	7	H	O07			561900		NA	550885.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	8.517558		O	7	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	561900	348400	.5266947	321	1	1			
ACRV1C_064	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_H08	3	2	plate01	fasted	8	H	O08	523700	475100	499400	6.881336	NA	488385.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	7.503594	21.31703	O	8	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	499400	48600	.9071988	322	1	1	-3.24873	-.0639066	-.341823
ACRV1C_072	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_H09	1	2	plate01	fasted	9	H	O09	771600	585000	678300	19.45247	NA	667285.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	10.40597	29.5624	O	9	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	678300	186600	.7581648	323	1	1	4.983693	.7730539	.535424
ACRV1C_080	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_H10	1	1	plate01	fasted	10	H	O10	326800	217300	272050	28.46102	NA	261035.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	3.815196	10.83862	O	10	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	272050	109500	.6649327	324	0	1	-13.75304	-1.288844	-1.499446
KITA1_008	20230811_GGTassay_7dpf_KITA1_fasted_plate02_H01	2	1	plate02	fasted	1	H	O13	563200	393000	478100	25.17247	NA	467085.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	7.158035	20.33533	O	13	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	478100	170200	.6977983	325	0	1	-4.269294	-.1441901	-.4630729
KITA1_016	20230811_GGTassay_7dpf_KITA1_fasted_plate02_H02	3	1	plate02	fasted	2	H	O14	816700	836500	826600	1.693771	NA	815585.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	12.8119	36.39745	O	14	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	826600	19800	1.024244	326	0	1	11.77988	1.499446	1.326381
KITA1_024	20230811_GGTassay_7dpf_KITA1_fasted_plate02_H03	2	1	plate02	fasted	3	H	O15	720200	741900	731050	2.098928	NA	720035.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	11.26175	31.99361	O	15	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	731050	21700	1.030131	327	0	1	7.363088	1.065556	.7730539
KITA1_032	20230811_GGTassay_7dpf_KITA1_fasted_plate02_H04	3	1	plate02	fasted	4	H	O16			784250		NA	773235.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	12.12484		O	16	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	784250	709500	.3770851	328	0	1			
KITA1_040	20230811_GGTassay_7dpf_KITA1_fasted_plate02_H05	2	1	plate02	fasted	5	H	O17	546900	467900	507400	11.00935	NA	496385.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	7.633381	21.68574	O	17	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	507400	79000	.8555495	329	0	1	-2.970692	.0159665	-.2748396
KITA1_048	20230811_GGTassay_7dpf_KITA1_fasted_plate02_H06	3	1	plate02	fasted	6	H	O18	844400	746500	795450	8.702716	NA	784435.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	12.30654	34.96177	O	18	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	795450	97900	.8840597	330	0	1	10.29238	1.365887	1.094159
KITA1_056	20230811_GGTassay_7dpf_KITA1_fasted_plate02_H07	2	1	plate02	fasted	7	H	O19	329200	300600	314900	6.42212	NA	303885.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	4.51037	12.81355	O	19	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	314900	28600	.9131227	331	0	1	-11.86879	-1.0378	-1.326381
KITA1_064	20230811_GGTassay_7dpf_KITA1_fasted_plate02_H08	3	1	plate02	fasted	8	H	O20			592000		NA	580985.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	9.005884		O	20	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	592000	386600	.5077041	332	0	1			
KITA1_080	20230811_GGTassay_7dpf_KITA1_fasted_plate02_H10	3	1	plate02	fasted	10	H	O22	395400	472200	433800	12.51863	NA	422785.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	6.439336	18.29357	O	22	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	433800	76800	1.194234	333	0	1	-6.414678	-.445372	-.6895999
KITA1_088	20230811_GGTassay_7dpf_KITA1_fasted_plate02_H11	3	1	plate02	fasted	11	H	O23	507100	476200	491650	4.444137	NA	480635.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	7.377862	20.95984	O	23	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	491650	30900	.9390653	334	0	1	-3.761366	-.0799139	-.4278095
KITA1_096	20230811_GGTassay_7dpf_KITA1_fasted_plate02_H12	3	1	plate02	fasted	12	H	O24	839000	859200	849100	1.6822	NA	838085.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	13.17693	37.43446	O	24	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	849100	20200	1.024076	335	0	1	12.7003	1.55051	1.407647
