index	filename	injset	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assayplategluc	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	position	notch2_dich	batch	gluc_Res	intgluc	intgluc_Res
NOTCH2_055	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_G07	2	2	plate01	fasted	7	G	N15	223500	272400	247950	13.94536	NA	230800	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.243872	14.89736	N	15	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	247950	48900	1.218792	287	1	1	-1.092658	.0908251	-.024739
KITA1_055	20230810_GGTassay_7dpf_KITA1_fasted_plate02_G07	2	1	plate02	fasted	7	G	N14	122400	170000	146200	23.02208	NA	129050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	2.898877	8.235446	N	14	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	146200	47600	1.388889	288	0	1	-7.762478	-1.348083	-1.434899
NOTCH2_047	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_G06	2	2	plate01	fasted	6	G	N13	220000	250000	235000	9.026896	NA	217850	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.945418	14.04948	N	13	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	235000	30000	1.136364	289	1	1	-1.956345	-.024739	-.1239993
KITA1_047	20230810_GGTassay_7dpf_KITA1_fasted_plate02_G06	2	1	plate02	fasted	6	G	N11	284500	323400	303950	9.049664	NA	286800	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.534482	18.56387	N	11	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	303950	38900	1.136731	290	0	1	2.550141	.6848778	.5453304
NOTCH2_039	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_G05	2	2	plate01	fasted	5	G	N10	297400	341700	319550	9.802794	NA	302400	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.89401	19.58526	N	10	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	319550	44300	1.148958	291	1	1	3.563622	.8160462	.793251
KITA1_039	20230810_GGTassay_7dpf_KITA1_fasted_plate02_G05	2	1	plate02	fasted	5	G	N09	129500	132600	131050	1.672668	NA	113900	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	2.549721	7.243525	N	9	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	131050	3100	1.023938	292	0	1	-8.786013	-1.534121	-1.534121
NOTCH2_031	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_G04	2	2	plate01	fasted	4	G	N08	264900	280000	272450	3.918999	NA	255300	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.808514	16.50146	N	8	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	272450	15100	1.057003	293	1	1	.464018	.2584591	.1907976
KITA1_031	20230810_GGTassay_7dpf_KITA1_fasted_plate02_G04	2	1	plate02	fasted	4	G	N07	214700	224200	219450	3.061068	NA	202300	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.587043	13.03137	N	7	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	219450	9500	1.044248	294	0	1	-3.013973	-.2244998	-.451935
NOTCH2_023	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_G03	2	2	plate01	fasted	3	G	N06	298300	280800	289550	4.273655	NA	272400	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.202611	17.62105	N	6	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	289550	17500	.9413342	295	1	1	1.567806	.4702759	.3623302
KITA1_023	20230810_GGTassay_7dpf_KITA1_fasted_plate02_G03	2	1	plate02	fasted	3	G	N05	271500	279000	275250	1.926721	NA	258100	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.873044	16.68479	N	5	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	275250	7500	1.027624	296	0	1	.6236343	.3099763	.2076192
NOTCH2_015	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_G02	2	2	plate01	fasted	2	G	N04	230200	335200	282700	26.26325	NA	265550	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.044742	17.17256	N	4	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	282700	105000	1.456125	297	1	1	1.103507	.3977839	.2584591
KITA1_015	20230810_GGTassay_7dpf_KITA1_fasted_plate02_G02	2	1	plate02	fasted	2	G	N03	199600	218700	209150	6.457442	NA	192000	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.349662	12.357	N	3	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	209150	19100	1.095691	298	0	1	-3.719963	-.3273264	-.6036857
NOTCH2_007	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_G01	2	2	plate01	fasted	1	G	N02	216300	278800	247550	17.85262	NA	230400	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.234653	14.87117	N	2	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	247550	62500	1.288951	299	1	1	-1.213689	.0742776	-.0412391
KITA1_007	20230810_GGTassay_7dpf_KITA1_fasted_plate02_G01	2	1	plate02	fasted	1	G	N01	158100	166700	162400	3.744531	NA	145250	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.272233	9.296115	N	1	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	162400	8600	1.054396	300	0	1	-6.79665	-1.073839	-1.348083
KITA1_080	20230810_GGTassay_7dpf_KITA1_fasted_plate02_H10	2	1	plate02	fasted	10	H	P20	314200	316400	315300	.4933825	NA	298150	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.796062	19.30699	P	20	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	315300	2200	1.007002	324	0	1	3.024545	.7708607	.664174
NOTCH2_072	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_H09	2	2	plate01	fasted	9	H	P19	329900	375000	352450	9.048239	NA	335300	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	7.652244	21.73933	P	19	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	352450	45100	1.136708	325	1	1	5.448978	1.103669	.9118606
KITA1_072	20230810_GGTassay_7dpf_KITA1_fasted_plate02_H09	2	1	plate02	fasted	9	H	P18	309000	263400	286200	11.26627	NA	269050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.125405	17.40172	P	18	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	286200	45600	.8524272	326	0	1	1.103462	.4156972	.2414446
NOTCH2_064	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_H08	2	2	plate01	fasted	8	H	P17	316700	273300	295000	10.40286	NA	277850	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.328215	17.97788	P	17	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	295000	43400	.8629618	327	1	1	1.671725	.6036857	.4156972
KITA1_064	20230810_GGTassay_7dpf_KITA1_fasted_plate02_H08	2	1	plate02	fasted	8	H	P16	284400	169200	226800	35.91653	NA	209650	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.756435	13.5126	P	16	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	226800	115200	.5949367	328	0	1	-2.801463	-.0908251	-.3977839
NOTCH2_056	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_H07	2	2	plate01	fasted	7	H	P15	248700	262700	255700	3.871527	NA	238550	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.422483	15.40478	P	15	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	255700	14000	1.056293	329	1	1	-.9171859	.1573107	.0082456
KITA1_056	20230810_GGTassay_7dpf_KITA1_fasted_plate02_H07	2	1	plate02	fasted	7	H	P14	435200	533300	484250	14.32466	NA	467100	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	10.68979	30.36872	P	14	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	484250	98100	1.225414	330	0	1	14.03885	1.886627	1.796793
NOTCH2_048	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_H06	2	2	plate01	fasted	6	H	P13	244100	223900	234000	6.104084	NA	216850	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.922371	13.98401	P	13	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	234000	20200	.9172471	331	1	1	-2.353765	-.0412391	-.3273264
KITA1_048	20230810_GGTassay_7dpf_KITA1_fasted_plate02_H06	2	1	plate02	fasted	6	H	P11	185700	199200	192450	4.960219	NA	175300	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.964784	11.26359	P	11	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	192450	13500	1.072698	332	0	1	-5.082087	-.5645669	-.8629628
NOTCH2_040	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_H05	2	2	plate01	fasted	5	H	P10	101900	107900	104900	4.044462	NA	87750	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	1.947051	5.531396	P	10	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	104900	6000	1.058881	333	1	1	-10.82218	-1.651266	-1.886627
KITA1_040	20230810_GGTassay_7dpf_KITA1_fasted_plate02_H05	2	1	plate02	fasted	5	H	P09	379900	387900	383900	1.473523	NA	366750	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	8.377061	23.79847	P	9	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	383900	8000	1.021058	334	0	1	7.436984	1.390182	1.166479
NOTCH2_032	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_H04	2	2	plate01	fasted	4	H	P08	143200	156100	149650	6.095341	NA	132500	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	2.978388	8.461329	P	8	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	149650	12900	1.090084	335	1	1	-7.908058	-1.270385	-1.482686
KITA1_032	20230810_GGTassay_7dpf_KITA1_fasted_plate02_H04	2	1	plate02	fasted	4	H	P07	274000	276800	275400	.7189175	NA	258250	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.876502	16.69461	P	7	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	275400	2800	1.010219	336	0	1	.3173162	.3273264	.1573107
NOTCH2_024	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_H03	2	2	plate01	fasted	3	H	P06	370000	343900	356950	5.170328	NA	339800	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	7.755954	22.03396	P	6	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	356950	26100	.9294595	337	1	1	5.648766	1.134514	1.01688
KITA1_024	20230810_GGTassay_7dpf_KITA1_fasted_plate02_H03	2	1	plate02	fasted	3	H	P05	318800	313400	316100	1.207965	NA	298950	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.814499	19.35937	P	5	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	316100	5400	.9830615	338	0	1	2.966275	.793251	.6437511
NOTCH2_016	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_H02	2	2	plate01	fasted	2	H	P04	156900	198800	177850	16.65886	NA	160700	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.628303	10.30768	P	4	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	177850	41900	1.267049	339	1	1	-6.093323	-.7488504	-1.166479
KITA1_016	20230810_GGTassay_7dpf_KITA1_fasted_plate02_H02	2	1	plate02	fasted	2	H	P03	367300	388300	377800	3.930451	NA	360650	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	8.236476	23.39908	P	3	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	377800	21000	1.057174	340	0	1	6.990176	1.308247	1.103669
NOTCH2_008	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_H01	2	2	plate01	fasted	1	H	P02	306700	305000	305850	.3930297	NA	288700	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.578271	18.68827	P	2	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	305850	1700	.9944571	341	1	1	2.271463	.7058794	.451935
KITA1_008	20230810_GGTassay_7dpf_KITA1_fasted_plate02_H01	2	1	plate02	fasted	1	H	P01	501400	485000	493200	2.351288	NA	476050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	10.89606	30.95471	P	1	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	493200	16400	.9672916	342	0	1	14.53	1.994911	1.886627
