index	filename	injset	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assayplategluc	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	position	irx3_dich	batch	gluc_Res	intgluc	intgluc_Res
IRX3_032	20231122_GGTassay_7dpf_IRX3_fasted_plate01_H04	2	1	plate01	fasted	4	H	O04			476300		NA	463752.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	11.31675		O	4	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7		169800		289	0	1			
IRX3_040	20231122_GGTassay_7dpf_IRX3_fasted_plate01_H05	1	2	plate01	fasted	5	H	O05	356100	332300	344200	4.889349	NA	331652.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	8.065561	22.91353	O	5	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	344200	23800	.9331648	290	1	1	6.279837	1.222883	.9776564
IRX3_048	20231122_GGTassay_7dpf_IRX3_fasted_plate01_H06	1	1	plate01	fasted	6	H	O06	172800	164000	168400	3.695095	NA	155852.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.738847	10.62172	O	6	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	168400	8800	.9490741	291	0	1	-6.019099	-.6330246	-.9176949
IRX3_056	20231122_GGTassay_7dpf_IRX3_fasted_plate01_H07	2	2	plate01	fasted	7	H	O07	340600	324300	332450	3.466939	NA	319902.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	7.776376	22.09198	O	7	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	332450	16300	.9521433	292	1	1	6.601398	1.008995	1.008995
IRX3_064	20231122_GGTassay_7dpf_IRX3_fasted_plate01_H08	2	1	plate01	fasted	8	H	O08	339800	328000	333900	2.49891	NA	321352.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	7.812062	22.19336	O	8	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	333900	11800	.9652737	293	0	1	6.695648	1.041357	1.041357
IRX3_072	20231122_GGTassay_7dpf_IRX3_fasted_plate01_H09	1	2	plate01	fasted	9	H	O09	215300	194700	205000	7.105561	NA	192452.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.639631	13.18077	O	9	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	205000	20600	.9043195	294	1	1	-3.481454	-.0574353	-.3719586
IRX3_080	20231122_GGTassay_7dpf_IRX3_fasted_plate01_H10	1	1	plate01	fasted	10	H	O10	224600	206800	215700	5.835188	NA	203152.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.902975	13.9289	O	10	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	215700	17800	.920748	295	0	1	-2.740452	.0191357	-.1925285
IRX3_104	20231122_GGTassay_7dpf_IRX3_fasted_plate02_H01	1	2	plate02	fasted	1	H	O13	369400	335400	352400	6.822256	NA	339852.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	8.267377	23.48686	O	13	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	352400	34000	.9079589	296	1	1	6.810374	1.308099	1.074848
IRX3_112	20231122_GGTassay_7dpf_IRX3_fasted_plate02_H02	1	1	plate02	fasted	2	H	O14	235400	211300	223350	7.629851	NA	210802.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	5.091253	14.46379	O	14	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	223350	24100	.8976211	297	0	1	-2.219836	.1150608	-.134345
IRX3_120	20231122_GGTassay_7dpf_IRX3_fasted_plate02_H03	2	2	plate02	fasted	3	H	O15	160200	159000	159600	.5316592	NA	147052.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.522265	10.00644	O	15	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	159600	1200	.9925094	298	1	1	-5.526943	-.7547789	-.8066862
IRX3_128	20231122_GGTassay_7dpf_IRX3_fasted_plate02_H04	2	1	plate02	fasted	4	H	O16	92370	93400	92885	.7841094	NA	80337.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.880304	5.341773	O	16	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	92885	1030	1.011151	299	0	1	-10.19874	-2.667861	-2.275086
IRX3_136	20231122_GGTassay_7dpf_IRX3_fasted_plate02_H05	1	2	plate02	fasted	5	H	O17	347900	323100	335500	5.2269	NA	322952.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	7.851441	22.30523	O	17	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	335500	24800	.9287152	300	1	1	5.600206	1.074848	.9176949
IRX3_144	20231122_GGTassay_7dpf_IRX3_fasted_plate02_H06	2	1	plate02	fasted	6	H	O18	197900	187800	192850	3.703282	NA	180302.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.3406	12.33125	O	18	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	192850	10100	.9489641	301	0	1	-3.223528	-.2513717	-.3312469
IRX3_152	20231122_GGTassay_7dpf_IRX3_fasted_plate02_H07	1	2	plate02	fasted	7	H	O19	304100	272600	288350	7.724593	NA	275802.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	6.691005	19.00854	O	19	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	288350	31500	.8964157	302	1	1	2.289248	.70483	.4982319
