index	filename	injset	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assayplategluc	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	position	gcg_dich	batch	gluc_Res	intgluc	intgluc_Res
GCG_150	20231122_GGTassay_7dpf_GCG_fasted_plate04_F07	2	2	plate04	fasted	7	F	L19	125800	131800	128800	3.293976	NA	116252.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.764229	7.852922	L	19	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	128800	6000	1.047695	227	1	1	-1.078843	-.0208901	-.0766665
GCG_142	20231122_GGTassay_7dpf_GCG_fasted_plate04_F06	2	2	plate04	fasted	6	F	L18	80110	79810	79960	.2652977	NA	67412.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.562199	4.438067	L	18	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	79960	300	.9962552	228	1	1	-4.499794	-1.297543	-1.439531
GCG_134	20231122_GGTassay_7dpf_GCG_fasted_plate04_F05	2	2	plate04	fasted	5	F	L17	78830	78760	78795	.062818	NA	66247.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.533527	4.356611	L	17	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	78795	70	.999112	229	1	1	-4.587345	-1.401344	-1.479941
GCG_126	20231122_GGTassay_7dpf_GCG_fasted_plate04_F04	2	1	plate04	fasted	4	F	L16	122800	130300	126550	4.190676	NA	114002.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.708853	7.695604	L	16	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	126550	7500	1.061075	230	0	1	-1.254447	-.0557317	-.1326825
GCG_118	20231122_GGTassay_7dpf_GCG_fasted_plate04_F03	2	2	plate04	fasted	3	F	L15	183400	193700	188550	3.862742	NA	176002.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.23477	12.0306	L	15	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	188550	10300	1.056161	231	1	1	3.074452	.956363	.9785998
GCG_110	20231122_GGTassay_7dpf_GCG_fasted_plate04_F02	1	1	plate04	fasted	2	F	L14	175200	135900	155550	17.86519	NA	143002.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.422588	9.723262	L	14	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	155550	39300	.775685	232	0	1	-1.877674	.5164279	-.3778318
GCG_102	20231122_GGTassay_7dpf_GCG_fasted_plate04_F01	1	2	plate04	fasted	1	F	L13	237000	229500	233250	2.273655	NA	220702.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	5.334908	15.15599	L	13	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	233250	7500	.9683544	233	1	1	3.548957	1.401344	1.072861
GCG_086	20231122_GGTassay_7dpf_GCG_fasted_plate03_F11	2	2	plate03	fasted	11	F	L11	143200	142600	142900	.2968958	NA	130352.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.111252	8.838784	L	11	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	142900	600	.99581	234	1	1	-.1356472	.2461637	.3333251
GCG_078	20231122_GGTassay_7dpf_GCG_fasted_plate03_F10	2	1	plate03	fasted	10	F	L10	138400	131500	134950	3.61544	NA	122402.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.91559	8.282926	L	10	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	134950	6900	.9501445	235	0	1	-.6976008	.146745	.0766665
GCG_070	20231122_GGTassay_7dpf_GCG_fasted_plate03_F09	2	2	plate03	fasted	9	F	L09	84920	78320	81620	5.717844	NA	69072.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.603055	4.554133	L	9	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	81620	6600	.9222798	236	1	1	-4.432488	-1.265881	-1.401344
GCG_062	20231122_GGTassay_7dpf_GCG_fasted_plate03_F08	2	1	plate03	fasted	8	F	L08	78510	78330	78420	.1623045	NA	65872.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.524298	4.330391	L	8	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	78420	180	.9977073	237	0	1	-4.662326	-1.439531	-1.618497
GCG_054	20231122_GGTassay_7dpf_GCG_fasted_plate03_F07	2	2	plate03	fasted	7	F	L07	148700	154300	151500	2.613728	NA	138952.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.322912	9.440089	L	7	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	151500	5600	1.03766	238	1	1	.4412774	.3928308	.4079188
GCG_046	20231122_GGTassay_7dpf_GCG_fasted_plate03_F06	2	2	plate03	fasted	6	F	L06	206000	199500	202750	2.266927	NA	190202.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.584255	13.02345	L	6	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	202750	6500	.9684466	239	1	1	4.018544	1.072861	1.123769
GCG_038	20231122_GGTassay_7dpf_GCG_fasted_plate03_F05	2	2	plate03	fasted	5	F	L05	187900	189600	188750	.6368644	NA	176202.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.239693	12.04458	L	5	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	188750	1700	1.009047	240	1	1	3.033579	.9785998	.9345893
GCG_030	20231122_GGTassay_7dpf_GCG_fasted_plate03_F04	2	1	plate03	fasted	4	F	L04	103400	101900	102650	1.033278	NA	90102.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.120636	6.024534	L	4	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	102650	1500	.9854932	241	0	1	-2.992563	-.665774	-.7740709
GCG_022	20231122_GGTassay_7dpf_GCG_fasted_plate03_F03	2	2	plate03	fasted	3	F	L03	96230	91010	93620	3.942638	NA	81072.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.898394	5.393164	L	3	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	93620	5220	.9457549	242	1	1	-3.630028	-.956363	-1.048422
GCG_014	20231122_GGTassay_7dpf_GCG_fasted_plate03_F02	1	1	plate03	fasted	2	F	L02			158090		NA	145542.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.485102		L	2	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7		116620		243	0	1			
GCG_006	20231122_GGTassay_7dpf_GCG_fasted_plate03_F01	1	2	plate03	fasted	1	F	L01	134500	132100	133300	1.273111	NA	120752.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.874981	8.167559	L	1	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	133300	2400	.9821562	244	1	1	-3.506518	.1046335	-1.001331
GCG_095	20231122_GGTassay_7dpf_GCG_fasted_plate03_G12	2	1	plate03	fasted	12	G	M20	246500	229800	238150	4.958507	NA	225602.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	5.455504	15.49859	M	20	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	238150	16700	.9322515	262	0	1	6.353498	1.439531	1.439531
GCG_191	20231122_GGTassay_7dpf_GCG_fasted_plate04_G12	2	1	plate04	fasted	12	G	M21	115900	109700	112800	3.88658	NA	100252.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.370444	6.734215	M	21	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	112800	6200	.9465056	263	0	1	-2.416975	-.4003634	-.5811919
GCG_183	20231122_GGTassay_7dpf_GCG_fasted_plate04_G11	2	2	plate04	fasted	11	G	N23	140400	127600	134000	6.754453	NA	121452.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.892209	8.216502	N	23	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	134000	12800	.9088319	264	1	1	-.9407821	.1186463	-.0069629
GCG_175	20231122_GGTassay_7dpf_GCG_fasted_plate04_G10	2	1	plate04	fasted	10	G	N22	135900	141300	138600	2.754961	NA	126052.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.005422	8.538131	N	22	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	138600	5400	1.039735	265	0	1	-.6252487	.1891184	.1326825
GCG_167	20231122_GGTassay_7dpf_GCG_fasted_plate04_G09	2	2	plate04	fasted	9	G	N21	170600	175300	172950	1.921597	NA	160402.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.85083	10.93986	N	21	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	172950	4700	1.02755	266	1	1	1.770383	.665774	.7188681
GCG_159	20231122_GGTassay_7dpf_GCG_fasted_plate04_G08	2	1	plate04	fasted	8	G	N20	68370	68750	68560	.3919203	NA	56012.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.281628	3.640987	N	20	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	68560	380	1.005558	267	0	1	-5.534582	-1.959964	-1.959964
GCG_151	20231122_GGTassay_7dpf_GCG_fasted_plate04_G07	2	2	plate04	fasted	7	G	N19	135200	144100	139650	4.506445	NA	127102.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.031264	8.611547	N	19	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	139650	8900	1.065828	268	1	1	-.5701182	.2175525	.2033149
GCG_143	20231122_GGTassay_7dpf_GCG_fasted_plate04_G06	1	1	plate04	fasted	6	G	N18	171500	182800	177150	4.510475	NA	164602.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.954198	11.23352	N	18	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	177150	11300	1.065889	269	0	1	-.5929369	.755415	.1749599
GCG_135	20231122_GGTassay_7dpf_GCG_fasted_plate04_G05	2	2	plate04	fasted	5	G	N17	101100	102800	101950	1.179089	NA	89402.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.103408	5.975591	N	17	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	101950	1700	1.016815	270	1	1	-3.218264	-.7188681	-.851585
GCG_127	20231122_GGTassay_7dpf_GCG_fasted_plate04_G04	2	1	plate04	fasted	4	G	N16	78900	84450	81675	4.80495	NA	69127.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.604408	4.557978	N	16	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	81675	5550	1.070342	271	0	1	-4.641972	-1.23544	-1.522924
GCG_119	20231122_GGTassay_7dpf_GCG_fasted_plate04_G03	2	2	plate04	fasted	3	G	N15	131200	127400	129300	2.078117	NA	116752.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.776535	7.887882	N	15	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	129300	3800	.9710366	272	1	1	-1.318163	.0069629	-.1891184
GCG_111	20231122_GGTassay_7dpf_GCG_fasted_plate04_G02	2	1	plate04	fasted	2	G	N14	126100	85170	105635	27.398	NA	93087.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.194102	6.233243	N	14	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	105635	40930	.6754164	273	0	1	-2.978897	-.5647817	-.755415
GCG_103	20231122_GGTassay_7dpf_GCG_fasted_plate04_G01	2	2	plate04	fasted	1	G	N13	80810	75410	78110	4.888461	NA	65562.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.516668	4.308716	N	13	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	78110	5400	.9331766	274	1	1	-4.909519	-1.479941	-1.731664
GCG_087	20231122_GGTassay_7dpf_GCG_fasted_plate03_G11	2	2	plate03	fasted	11	G	N11	286800	279000	282900	1.949605	NA	270352.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	6.556872	18.62748	N	11	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	282900	7800	.9728034	275	1	1	9.403148	1.731664	1.872691
GCG_079	20231122_GGTassay_7dpf_GCG_fasted_plate03_G10	2	1	plate03	fasted	10	G	N10	68210	68410	68310	.2070288	NA	55762.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.275475	3.623508	N	10	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	68310	200	1.002932	276	0	1	-5.606918	-2.065361	-2.065361
GCG_071	20231122_GGTassay_7dpf_GCG_fasted_plate03_G09	2	2	plate03	fasted	9	G	N09	116700	116200	116450	.3036096	NA	103902.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.460276	6.98942	N	9	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	116450	500	.9957155	277	1	1	-2.247101	-.2894694	-.484857
GCG_063	20231122_GGTassay_7dpf_GCG_fasted_plate03_G08	2	1	plate03	fasted	8	G	N08	137500	134600	136050	1.507247	NA	123502.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.942663	8.359838	N	8	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	136050	2900	.9789091	278	0	1	-.8827782	.1608364	.0208901
GCG_055	20231122_GGTassay_7dpf_GCG_fasted_plate03_G07	2	2	plate03	fasted	7	G	N07	171000	176300	173650	2.158172	NA	161102.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.868058	10.9888	N	7	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	173650	5300	1.030994	279	1	1	1.74009	.683257	.7009514
GCG_047	20231122_GGTassay_7dpf_GCG_fasted_plate03_G06	2	2	plate03	fasted	6	G	N06	142900	148100	145500	2.527117	NA	132952.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.175242	9.020574	N	6	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	145500	5200	1.036389	280	1	1	-.2342323	.2894694	.304022
GCG_039	20231122_GGTassay_7dpf_GCG_fasted_plate03_G05	2	2	plate03	fasted	5	G	N05	123100	125200	124150	1.196073	NA	111602.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.649785	7.527798	N	5	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	124150	2100	1.017059	281	1	1	-1.733103	-.1186463	-.2894694
GCG_031	20231122_GGTassay_7dpf_GCG_fasted_plate03_G04	2	1	plate03	fasted	4	G	N04	137000	140600	138800	1.833995	NA	126252.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.010345	8.552115	N	4	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	138800	3600	1.026277	282	0	1	-.7148806	.2033149	.0627068
GCG_023	20231122_GGTassay_7dpf_GCG_fasted_plate03_G03	2	2	plate03	fasted	3	G	N03			482700		NA	470152.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	11.47426		N	3	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7		111200		283	1	1			
GCG_015	20231122_GGTassay_7dpf_GCG_fasted_plate03_G02	1	1	plate03	fasted	2	G	N02			79835		NA	67287.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.559123		N	2	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7		108730		284	0	1			
GCG_007	20231122_GGTassay_7dpf_GCG_fasted_plate03_G01	1	2	plate03	fasted	1	G	N01	148600	154200	151400	2.615454	NA	138852.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.32045	9.433098	N	1	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	151400	5600	1.037685	285	1	1	-2.490878	.3778318	-.6144941
GCG_096	20231122_GGTassay_7dpf_GCG_fasted_plate03_H12	2	1	plate03	fasted	12	H	O20	120100	107800	113950	7.632658	NA	101402.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.398747	6.814622	O	20	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	113950	12300	.8975853	303	0	1	-2.580371	-.3480831	-.6484922
GCG_192	20231122_GGTassay_7dpf_GCG_fasted_plate04_H12	2	1	plate04	fasted	12	H	O21	160900	157300	159100	1.59999	NA	146552.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.509959	9.971476	O	21	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	159100	3600	.9776258	304	0	1	.5703873	.5811919	.4537622
GCG_184	20231122_GGTassay_7dpf_GCG_fasted_plate04_H11	2	2	plate04	fasted	11	H	P23	81960	98090	90025	12.66941	NA	77477.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.809915	5.141804	P	23	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	90025	16130	1.196803	305	1	1	-4.265379	-1.048422	-1.330562
GCG_176	20231122_GGTassay_7dpf_GCG_fasted_plate04_H10	2	1	plate04	fasted	10	H	P22	60620	62180	61400	1.796558	NA	48852.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.105409	3.140366	P	22	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	61400	1560	1.025734	306	0	1	-6.272913	-2.39398	-2.200411
GCG_168	20231122_GGTassay_7dpf_GCG_fasted_plate04_H09	2	2	plate04	fasted	9	H	P21	138000	137800	137900	.1025536	NA	125352.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.988194	8.489187	P	21	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	137900	200	.9985507	307	1	1	-.9301863	.1749599	.0069629
GCG_160	20231122_GGTassay_7dpf_GCG_fasted_plate04_H08	2	1	plate04	fasted	8	H	P20	145800	134800	140300	5.543959	NA	127752.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.047262	8.656994	P	20	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	140300	11000	.9245542	308	0	1	-.7684748	.2318344	.0487593
GCG_152	20231122_GGTassay_7dpf_GCG_fasted_plate04_H07	2	2	plate04	fasted	7	H	P19	115900	119600	117750	2.221907	NA	105202.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.492271	7.080315	P	19	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	117750	3700	1.031924	309	1	1	-2.351249	-.2749777	-.5485223
GCG_144	20231122_GGTassay_7dpf_GCG_fasted_plate04_H06	1	1	plate04	fasted	6	H	P18	126900	142800	134850	8.33741	NA	122302.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.913129	8.275934	P	18	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	134850	15900	1.125296	310	0	1	-3.800419	.1326825	-1.123769
GCG_136	20231122_GGTassay_7dpf_GCG_fasted_plate04_H05	2	2	plate04	fasted	5	H	P17	274500	294700	284600	5.018818	NA	272052.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	6.598712	18.74634	P	17	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	284600	20200	1.073588	311	1	1	9.302586	1.872691	1.797715
GCG_128	20231122_GGTassay_7dpf_GCG_fasted_plate04_H04	2	1	plate04	fasted	4	H	P16	152600	151700	152150	.4182689	NA	139602.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.338909	9.485537	P	16	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	152150	900	.9941022	312	0	1	.0356875	.4079188	.3629173
GCG_120	20231122_GGTassay_7dpf_GCG_fasted_plate04_H03	2	2	plate04	fasted	3	H	P15	213900	206000	209950	2.660702	NA	197402.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.761458	13.52687	P	15	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	209950	7900	.9630669	313	1	1	4.070925	1.150349	1.150349
GCG_112	20231122_GGTassay_7dpf_GCG_fasted_plate04_H02	2	1	plate04	fasted	2	H	P14	169300	148400	158850	9.303451	NA	146302.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.503807	9.953996	P	14	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	158850	20900	.8765505	314	0	1	.4919564	.5647817	.4231001
GCG_104	20231122_GGTassay_7dpf_GCG_fasted_plate04_H01	2	2	plate04	fasted	1	H	P13	292700	274500	283600	4.53785	NA	271052.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	6.5741	18.67642	P	13	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	283600	18200	.9378203	315	1	1	9.208288	1.797715	1.731664
GCG_088	20231122_GGTassay_7dpf_GCG_fasted_plate03_H11	2	2	plate03	fasted	11	H	P11	244600	235700	240150	2.62055	NA	227602.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	5.504727	15.63843	P	11	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	240150	8900	.963614	316	1	1	6.164201	1.479941	1.401344
GCG_080	20231122_GGTassay_7dpf_GCG_fasted_plate03_H10	2	1	plate03	fasted	10	H	P10	122100	119600	120850	1.462778	NA	108302.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.568567	7.297065	P	10	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	120850	2500	.979525	317	0	1	-2.18326	-.1891184	-.4537622
GCG_072	20231122_GGTassay_7dpf_GCG_fasted_plate03_H09	2	2	plate03	fasted	9	H	P09	61370	59680	60525	1.974408	NA	47977.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.083874	3.079186	P	9	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	60525	1690	.9724621	318	1	1	-6.407233	-2.772921	-2.39398
GCG_064	20231122_GGTassay_7dpf_GCG_fasted_plate03_H08	2	1	plate03	fasted	8	H	P08	97290	88300	92795	6.850466	NA	80247.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.878089	5.33548	P	8	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	92795	8990	.9075959	319	0	1	-4.157034	-1.001331	-1.265881
GCG_056	20231122_GGTassay_7dpf_GCG_fasted_plate03_H07	2	2	plate03	fasted	7	H	P07	178100	175800	176950	.919099	NA	164402.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.949276	11.21953	P	7	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	176950	2300	.9870859	320	1	1	1.720924	.7370185	.683257
GCG_048	20231122_GGTassay_7dpf_GCG_fasted_plate03_H06	2	2	plate03	fasted	6	H	P06	151900	152600	152250	.3251066	NA	139702.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.34137	9.492529	P	6	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	152250	700	1.004608	321	1	1	-.012176	.4231001	.3480831
GCG_040	20231122_GGTassay_7dpf_GCG_fasted_plate03_H05	2	2	plate03	fasted	5	H	P05	111300	116300	113800	3.106796	NA	101252.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.395055	6.804134	P	5	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	113800	5000	1.044924	322	1	1	-2.706666	-.3629173	-.683257
GCG_032	20231122_GGTassay_7dpf_GCG_fasted_plate03_H04	2	1	plate03	fasted	4	H	P04	180700	168900	174800	4.773376	NA	162252.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.896361	11.06921	P	4	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	174800	11800	.9346984	323	0	1	1.552313	.7009514	.6314019
