filename	index	well	batch	tank	D	plate	Project	column	row	line	proj	Exp	date	VAST	age	time	tod	length	dorsal_area	lateral_area	eye_max_d	eye_mean_d	eye_min_d	eye_area	bent_back	curvature	angle	PCE	dorsal_tail	pig_dorsal_tail	pig_dorsal_tail_Res	dorsal_area_Res	lateral_area_Res	condition	intlength	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intangle	inteye_area	intbent_back	intcurvature	intPCE	intdorsal_tail	intpig_dorsal_tail	intpig_dorsal_tail_Res
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_G07	SD250	G07	1	3		2	Size	7	G	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:52:31	6.866667	3502.244	957390.1	1406088	329.1184	273.3781	236.9616	58707.89	.0442778	.0000601	148.7968	39537.35	404958.8	105049.1	3589.703	99870.86	246475.3	1	1.678325	2.224432	2.122038	2.535274	2.898852	-1.389269	.333435	1.966487	1.159599	2.891718	1.60182	.9334751	1.157357
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_G08	SD258	G08	1	7		2	Size	8	G	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:53:54	6.883333	3369.953	816527.1	1123315	297.5557	262.3082	237.8906	54042.36	.0231047	.0000277	173.2492	14684.45	343723.8	105871.6	-5844.749	-12877.18	9944.822	0	.4808867	.1644169	-.0612905	.4307273	.1128968	2.34246	-.4599914	-1.421047	-.4464073	.3173766	.2251802	1.002521	.8898187
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_G11	SD282	G11	1	7		2	Size	11	G	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:56:49	6.933333	3391.903	833095.7	1123525	302.7854	261.9367	234.1351	53922.73	.0301632	.0000341	150.5939	11334.84	367559.8	108922.1	1198.34	-973.4714	2481.63	0	.6339409	.5557845	.2621146	.4566257	-.1034536	-1.272867	-.4966967	.3336597	-.0332379	-.1932754	.7297922	1.102798	1.076711
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_H01	SD203	H01	1	4		2	Size	1	H	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:15:47	7.25	3481.353	885313.8	1184805	315.388	271.2263	252.597	57780.76	.028965	.0000423	158.7941	9869.385	334871.2	64061.28	-49137.85	32234.26	32494.21	1	1.429067	1.378949	.920823	1.604453	.6774392	-.3734517	.1171813	.0712713	.5102897	-.3786055	-.007203	-.8072191	-.7874227
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_H04	SD227	H04	1	4		2	Size	4	H	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:09:44	7.15	3238.373	743523.6	930683	313.5094	246.0437	210.5469	47642.21	.0295849	.0000113	153.5815	1136.475	344830.3	205058.9	93527.93	-57916.71	-136693.5	1	-.544902	-1.54175	-1.637607	-1.971304	-2.222979	-.9521988	-1.355139	.2445328	-1.504022	-1.705385	.2548349	2.38152	2.761871
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_H05	SD235	H05	1	8		2	Size	5	H	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:08:21	7.133333	2987.708	763471.7	987686.2	312.7165	277.8235	261.81	60621.95	.0342413	.0001318	160.6893	8164.673	282384	74080.2	-47910.55	15304.11	7930.495	0	-1.856145	-1.064034	.6164554	-1.604453	.0281681	-.1639992	.5340838	.93019	2.531313	-.6358039	-1.421497	-.3452784	-.7297922
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_H07	SD251	H07	1	4		2	Size	7	H	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:06:07	7.1	3215.934	849664.3	979641.1	413.9581	336.9862	303.9293	89437.56	.0246631	.0000183	158.7257	986.9385				52992.98	-79891.57	1	-.6569796	.8296859	1.39953	-1.716108	-1.854481	-.3837693	2.536583	-.9449254	-1.038059	-1.748025			
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_H08	SD259	H08	1	8		2	Size	8	H	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:03:27	7.05	3498.555	818770.1	1114762	314.0528	280.2092	263.4486	61668.7	.0213643	6.92e-06	155.5033	12860.11	367829	114185.8	6507.096	-37965.3	-43561.68	0	1.54175	.2311939	-.9953853	.2757091	-1.223943	-.745551	.6922092	-2.346722	-1.904707	.0480382	.748725	1.215598	1.246329
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_H10	SD275	H10	1	4		2	Size	10	H	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:01:34	7.016667	3298.758	818261.8	1086589	305.3941	256.5892	228.8366	51709.59	.0304133	.0000386	160.0864	13697.51	346295.8	76981.2	-34304.31	3988.166	-1894.788	1	-.1454845	.2120224	.4118476	-.2080294	-.2176326	-.2523555	-.8836861	.4048251	.2937625	.1737411	.2697451	-.1957222	-.1664331
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_H11	SD283	H11	1	8		2	Size	11	H	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:00:33	7	3397.303	835099.5	1167937	315.7603	272.3311	241.9893	58289.18	.0293438	.0000305	162.3203	7955.322	346938.8	107875.4	-3302.441	-117.324	45006.25	0	.7041437	.5777501	.3013365	1.223943	1.045309	.0865434	.2168077	.1477048	-.1958891	-.677507	.3148526	1.076711	.9334751
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_A02	SD300	A02	1	5		3	Size	2	A	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:19:58	7.316667	3284.662	843922.1	1093468	356.0585	306.7576	295.7361	73930.66	.0278018	.000029	171.6066	15073.24				32644.33	9911.191	0	-.3186394	.7041437	.9353188	-.1034536	.0940195	1.844337	1.911268	-.1381125	-.2937625	.352934			
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_A05	SD324	A05	1	5		3	Size	5	A	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:23:05	7.383333	3483.708	839406.1	1097117	309.5736	271.3047	262.5	57810.67	.0255659	.0000163	155.6217	20037.84	302122.8	87553.41	-31131.09	-14173.91	-56017.07	0	1.483055	.6339409	-.1085823	-.0187773	-1.604453	-.7204233	.1313197	-.6804618	-1.178402	1.098398	-1.051338	.2251802	-.0360226
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_A07	SD340	A07	1	1		3	Size	7	A	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:25:07	7.416667	3325.709	786978.8	1115360	323.9494	268.3363	229.6875	56554.57	.0328066	.0000489	153.6377	4187.012				-33022.63	17455.12	1	.0327417	-.544902	-.8923965	.3001733	.2562565	-.9223964	-.0702058	.7291514	.7541527	-1.210587			
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_A08	SD348	A08	1	5		3	Size	8	A	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:26:06	7.433333	2989.454	809439.1	1038349	295.7992	260.4196	240.625	53264.77	.0370692	.0000498	142.517	12172.24				60900.29	57982.79	0	-1.806146	-.0421013	1.479159	-1.029232	1.329993	-2.114381	-.6056064	1.370745	.8188381	-.0480382			
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_A11	SD372	A11	1	5		3	Size	11	A	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:29:25	7.483333	3370.648	815540.2	1120026	305.714	264.9129	243.3064	55119.02	.0273434	.000036	160.9655	11843.26				-14011.73	6412.281	0	.4914131	.1171813	-.0991079	.3446772	-.0187773	-.1058406	-.2504507	-.2055772	.1381125	-.1106708			
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_B01	SD293	B01	1	2		3	Size	1	B	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:42:37	7.7	3031.772	762813.8	969682	251.7945	214.1711	188.6719	36038.21	.0391752	.0000833	156.1422	26557.62				5281.332	-25476.6	1	-1.641246	-1.080655	.4428217	-1.854481	-1.013416	-.6714786	-1.856145	1.565677	1.710783	1.665638			
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_B02	SD301	B02	1	6		3	Size	2	B	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:41:33	7.683333	3328.441	862943.1	1111562	380.9361	314.8888	288.8114	77968.14	.0280251	.0000339	166.6719	7237.549				42361.25	12702.09	0	.0795852	1.015849	1.182917	.2465669	.1793309	.7329293	2.224432	-.0903233	-.0427396	-.7711585			
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_B04	SD317	B04	1	2		3	Size	4	B	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:39:35	7.65	3362.37	788743.3	1082073	285.163	246.3602	224.0313	47672.12	.0276075	.0000442	163.1381	21024.78				-39049.26	-28646.27	1	.3883444	-.5233276	-1.042905	-.3050874	-1.095248	.1932754	-1.332074	-.176567	.6333346	1.294762			
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_B05	SD325	B05	1	6		3	Size	5	B	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:38:11	7.633333	3342.598	808990.5	1129656	296.0297	264.3071	242.3881	54879.76	.0264292	.0000121	166.439	18901.37				-14600.03	25847.45	0	.1834084	-.0514647	-.1465862	.5093786	.5093786	.7080291	-.3284951	-.4781046	-1.421047	.9371936			
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_B07	SD341	B07	1	2		3	Size	7	B	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:36:14	7.6	3415.996	885343.6	1150322	323.7356	284.1199	269.0625	63403.32	.0273302	.0000329	159.4868	35320.43	372524.4	96181.64	-10710.56	46154.1	20856.74	1	.9699136	1.403567	1.262506	.9674216	.3747248	-.3224307	.8975922	-.2152846	-.0807936	2.527302	.8686155	.5527133	.748725
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_B08	SD349	B08	1	6		3	Size	8	B	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:35:17	7.583333	3331.135	829895.6	1144340	316.1367	279.5003	259.7656	61369.63	.0266427	.000027	156.0382	8254.395	347402.3	70820.31	-40279.85	8741.291	44538.91	0	.0983659	.4704134	.4847981	.8008457	1.013416	-.6835603	.6282339	-.4464073	-.4887764	-.6240922	.3300273	-.5527133	-.4228376
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_B10	SD365	B10	1	2		3	Size	10	B	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:33:32	7.55	3342.635	848408.2	1172184	302.8401	267.4144	246.2177	56165.77	.0315603	.0000431	154.862	18931.27	381556.4	120974.7	15595.39	24809.77	68362.6	1	.1929286	.8165614	.7852094	1.307593	1.639431	-.8105493	-.1360382	.6217734	.565153	.9521988	1.051338	1.421497	1.46223
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_B11	SD373	B11	1	6		3	Size	11	B	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:32:36	7.533333	3435.241	829746.1	1121790	308.6967	269.2944	240.625	56973.27	.0244309	.000025	172.5113	9002.075	263871.5	48778.69	-76312.93	-13533.51	-14402.02	0	1.064034	.4496191	-.0707346	.3848149	-.642422	2.214129	.028063	-1.123174	-.6102946	-.5667542	-1.857652	-1.278284	-1.60182
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_C02	SD302	C02	1	7		3	Size	2	C	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:44:55	7.733333	3413.617	811233.5	1084735	331.2023	280.8885	251.7007	61967.77	.024512	.0000223	167.1491	6071.167	339357.3	90708.62	-21739.09	-27450.34	-43898.04	0	.9116741	.0421013	-.7226014	-.2659702	-1.264662	.8375226	.7222362	-1.021921	-.7925667	-.9828719	.0648721	.3915344	.3606103
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_C04	SD318	C04	1	3		3	Size	4	C	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:48:44	7.8	3471.281	893298.9	1182831	327.6514	286.1689	260.5834	64330.45	.0240893	.0000267	158.4352	16568.6	380360.1	80241.09	-25338.64	42360	34040.9	1	1.309697	1.678325	1.164156	1.509833	.7254683	-.414974	1.008045	-1.178402	-.5320419	.6594941	1.002521	-.0937757	.2548349
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_C05	SD326	C05	1	7		3	Size	5	C	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:49:51	7.816667	3283.357	823555.3	1090029	313.8076	256.981	224.2188	51933.9	.0303827	.0000491	161.422	19649.05	321442.9	92203.98	-23244.41	12554.8	6927.873	0	-.3383829	.3483039	.5826182	-.1412905	-.0093883	-.0576556	-.8296859	.3945408	.7668313	1.05552	-.4705935	.4465882	.3452784
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_C08	SD350	C08	1	7		3	Size	8	C	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:53:40	7.883333	3578.332	869074.1	1192521	291.5332	255.3487	224.2188	51231.08	.0281357	.0000239	157.154	15282.59	362326.1	73631.59	-34968.84	-4615.708	6311.158	0	2.125054	1.080655	.1656644	1.716108	-.0281681	-.5555127	-.9476973	-.0712713	-.6924793	.3993231	.6387455	-.3606103	-.2251802
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_C10	SD366	C10	1	3		3	Size	10	C	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:56:02	7.933333	3573.254	874876.1	1182263	310.5137	264.5106	229.6875	54999.39	.0246796	.0000346	162.278	11185.3				2265.416	-2172.068	1	2.043077	1.168668	.3510326	1.481112	-.2369004	.0769073	-.2990192	-.93019	.0047474	-.2128838			
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_C11	SD374	C11	1	7		3	Size	11	C	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 15:57:20	7.95	3345.339	780518.8	1106538	297.2521	259.3126	229.6875	52846.07	.0267138	.0000395	162.2417	11454.47				-43654.35	1770.914	0	.2408111	-.6803725	-1.202104	.1602817	-.1318144	.0576556	-.7041437	-.3945408	.3538052	-.1737411			
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_D01	SD295	D01	1	4		3	Size	1	D	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:12:39	8.2	3240.301	798792.1	1072324	298.7737	258.8293	232.4219	52636.72	.030123	.0000505	165.1898	20815.43				-3057.734	4273.5	1	-.5233276	-.3186394	.2040098	-.4358834	-.0751757	.500308	-.7283197	.3136487	.8593426	1.230818			
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_D02	SD303	D02	1	8		3	Size	2	D	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:10:52	8.166667	3395.752	844938.9	1164049	303.5113	273.186	258.1377	58618.16	.0270839	.0000475	159.8606	14534.91	340404.1	72943.73	-39328.65	10051.69	41660.45	0	.6922092	.7161794	.5168467	1.148078	.9525385	-.2722359	.2941324	-.3036906	.7045977	.2822162	.1227579	-.438644	-.3760274
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_D04	SD319	D04	1	4		3	Size	4	D	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:08:41	8.133333	3399.877	817783.2	1146673	304.2165	272.0161	254.2969	58139.65	.0255855	.000036	159.2368	6729.126	319798	72136.23	-43587.67	-17980.62	22842.59	1	.7405683	.1929286	-.2914899	.8537231	.4462306	-.3325638	.1834084	-.6685417	.1285329	-.8581591	-.503031	-.4867482	-.6037994
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_D07	SD343	D07	1	4		3	Size	7	D	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:05:32	8.083333	3192.712	825289.9	1085991	292.3805	263.9442	252.5111	54745.18	.0301368	.0000299	164.5316	12142.33	330295.4	90499.27	-23466.31	33553.84	34575.83	1	-.790725	.3883444	.9953853	-.2369004	.7626153	.3941279	-.3483039	.323638	-.2347614	-.0576556	-.1082554	.3606103	.3300273
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_D08	SD351	D08	1	8		3	Size	8	D	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:04:01	8.066667	3334.337	817663.6	1090896	309.96	269.3316	246.0938	56973.27	.0292442	.0000433	165.4097	13159.18				-4171.359	-10024.74	0	.1171813	.1834084	.1848031	-.1318144	-.4881153	.5667542	.028063	.1094081	.5988957	.1106708			
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_D10	SD367	D10	1	4		3	Size	10	D	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:01:44	8.016666	3386.413	815749.5	1075255	294.7981	252.237	221.4844	50094.61	.0245947	.0000199	160.4287	5443.115	307700.5	194187.6	76437.39	-17152.8	-43869.41	1	.5999982	.1266041	-.2426576	-.3949444	-1.244045	-.2030698	-1.114825	-.9750298	-.9598688	-1.038901	-.8477958	2.187094	2.187094
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_D11	SD375	D11	1	8		3	Size	11	D	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:00:45	8	3238.249	896140.1	991663.8	395.5222	321.9413	303.3527	81437.38	.0219234	2.52e-06	162.4314	2572.021	419987.2	12890.01	-86052.16	94726.37	-75669.03	0	-.5557845	1.856145	1.969705	-1.539856	-1.804448	.1058406	2.35232	-1.966487	-2.895307	-1.441564	1.945423	-2.761871	-2.051381
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_E01	SD296	E01	1	1		3	Size	1	E	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:13:53	8.216666	3400.755	819428.1	1131181	310.8028	275.271	248.5774	59515.38	.0297763	.0000525	169.2758	5353.394				-16522.26	7043.712	1	.7529291	.2649541	-.2136409	.5308747	.0093883	1.340519	.4392951	.2739918	.9156538	-1.063939			
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_E04	SD320	E04	1	1		3	Size	4	E	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:24:17	8.4	3326.378	809947.5	1087277	289.2561	247.6794	218.75	48180.54	.0263662	.0000315	156.6464	20516.36	376502.1	142119.1	35893.2	-10195.94	-10861.41	1	.0421013	-.0233849	-.0141356	-.1984454	-.5308747	-.6240922	-1.287956	-.5102897	-.1477048	1.162061	.9334751	1.551885	1.656102
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_E05	SD328	E05	1	5		3	Size	5	E	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:25:13	8.416667	3141.642	871646.1	1011672	362.2622	296.8052	267.4035	69354.86	.0312401	.0000621	171.0704	4575.806				90763.63	-21892.1	0	-1.132409	1.114825	1.802743	-1.35308	-.9233876	1.705385	1.455531	.5540488	1.23748	-1.134214			
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_E07	SD344	E07	1	1		3	Size	7	E	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:27:25	8.45	3523.287	846643.7	1203826	322.424	268.3965	238.4527	56584.47	.0243651	.0000338	171.6184	8583.374				-15347.79	36857.02	1	1.806146	.7529291	-.1752257	2.041527	.8269954	1.899709	-.0514647	-1.159599	-.0522452	-.6009209			
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_E08	SD352	E08	1	5		3	Size	8	E	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:28:43	8.466666	3293.829	795263.1	1073012	306.4352	266.6898	244.5465	55956.42	.0286484	.0000288	169.5852	11633.91	310048.2	83471.07	-33885.92	-17962.84	-13749.48	0	-.2311939	-.3883444	-.2816714	-.4153269	-.6195099	1.441564	-.1691589	-.0047474	-.323638	-.144561	-.7297922	.0216105	-.1372862
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_E10	SD368	E10	1	1		3	Size	10	E	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:30:43	8.5	3195.232	856662.6	1030214	264.2449	231.1306	208.3456	41959.84	.0549037	.0001413	133.7001	22041.63	363432.6	59889.22	-48525.86	64390.91	-22082.13	1	-.765406	.9116741	1.507905	-1.095248	-.9378634	-2.891718	-1.641246	2.895307	2.895307	1.441564	.6565128	-1.002521	-.748725
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_E11	SD376	E11	1	5		3	Size	11	E	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:31:42	8.516666	3398.762	809917.6	1142037	302.894	263.8276	244.2056	54670.41	.0277768	.0000614	166.4491	27275.39	329787	60921.02	-53129.72	-25609.27	18596.63	0	.7283197	-.0327417	-.6164554	.7193747	.3050874	.7204233	-.3632503	-.1477048	1.197631	1.899709	-.1300186	-.9114298	-.8686155
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_F01	SD297	F01	1	2		3	Size	1	F	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:46:30	8.766666	3414.951	808123.2	1107913	294.9901	260.857	235.1563	53444.21	.0229738	.0000239	170.5242	0				-30844.16	-21186.21	1	.9403951	-.0889716	-.7981008	.1888795	-.8810751	1.628361	-.5233276	-1.447606	-.7045977	-2.527302			
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_F02	SD305	F02	1	6		3	Size	2	F	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:45:12	8.75	3366.33	818800.1	1138269	306.7899	271.4309	248.8281	57870.48	.0295239	.0000553	162.6129		323865.3	94297.48	-20745.13	-9834.2	26164.98	0	.4392951	.2408111	.0047117	.642422	.5200966	.1251774	.1454845	.2055772	.9598688		-.3606103	.503031	.3760274
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_F05	SD329	F05	1	6		3	Size	5	F	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:41:10	8.683333	3393.052	792960.2	1075284	333.7466	278.0979	242.1183	60741.58	.0287367	.0000109	163.2805	9301.147	344336.8	76353.15	-35260.48	-41353.2	-46160.44	0	.6569796	-.4392951	-1.127814	-.3848149	-1.329993	.2227183	.5667331	.0142427	-1.534121	-.5332367	.2399812	-.2399812	-.2399812
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_F08	SD353	F08	1	6		3	Size	8	F	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:38:15	8.633333	3593.646	891953.1	1245636	325.3945	289.2062	267.5913	65706.18	.0305908	.0000395	162.3871	11962.89	369802.8	107546.4	198.3224	15008.49	54073.04	0	2.224432	1.641246	.6050997	2.222979	1.204324	.0961875	1.187388	.435942	.3639316	-.0672783	.8273372	1.051338	1.026624
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_F10	SD369	F10	1	2		3	Size	10	F	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:35:42	8.583333	3381.938	800078.1	1109110	313.6469	268.1323	245.843	56494.75	.0235672	.0000214	167.8696	15791.02	322788.7	57661.13	-57561.82	-31873.15	-8450.217	1	.544902	-.2311939	-.8510585	.2080294	-.4462306	.9223964	-.0983659	-1.346845	-.8593426	.5277092	-.4071361	-1.102798	-1.002521
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_F11	SD377	F11	1	6		3	Size	11	F	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:34:45	8.566667	3284.027	804953	1116945	304.4914	270.9652	243.3594	57691.04	.0293942	.0000365	165.398	14026.49	290279.5	63642.58	-57025.68	-6189.89	33610.32	0	-.3284951	-.1454845	.1370675	.3248186	.7012515	.5555127	.1077688	.1669311	.1862194	.2128838	-1.278284	-.8273372	-.9559837
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_G01	SD298	G01	1	3		3	Size	1	G	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:48:15	8.8	3516.548	893927	1195930	315.3036	272.3503	243.3594	58259.28	.0317711	.0000376	152.4041	15192.87	355297.8	80390.63	-29387.04	33367.68	31317.07	1	1.717867	1.717867	.9800374	1.758563	.6656764	-1.081008	.2024662	.6804618	.2445328	.3631738	.5695757	-.0793156	.0793156
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_G02	SD306	G02	1	7		3	Size	2	G	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:49:36	8.816667	3338.377	747710.6	1058058	283.7278	248.4313	224.2188	48479.61	.0291097	.0000375	163.1843	5502.93				-74982.97	-44275.07	0	.1549437	-1.483055	-2.221519	-.7626153	-1.285831	.2128838	-1.236109	.0998612	.2347614	-1.014499			
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_G05	SD330	G05	1	7		3	Size	5	G	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:52:47	8.866667	3287.913	852206.4	1145656	293.9095	254.5044	229.6875	50872.19	.0295441	.0000292	156.3039	15761.11				40237.78	60963.02	0	-.2698009	.8563738	1.127814	.8402842	1.376912	-.6476036	-.9926193	.2152846	-.264147	.5112223			
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_G07	SD346	G07	1	3		3	Size	7	G	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:55:38	8.916667	3487.683	887766.1	1197635	344.3917	284.6616	248.8281	63642.58	.0261442	.0000429	167.8363	18781.74	382154.5	85325.32	-19953.84	33341.44	43111.81	1	1.511752	1.483055	.9649168	1.854481	.9674216	.9077985	.9403951	-.5430125	.5540488	.9223964	1.076711	.1227579	.3915344
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_G08	SD354	G08	1	7		3	Size	8	G	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:56:37	8.933333	3442.697	861118.8	1151488	311.8391	268.2616	235.1563	56524.66	.0309116	.0000405	168.8233	12381.59				16254.57	12689.66	0	1.09758	.9849943	.6394098	.9978501	.1697986	1.230818	-.0842775	.4569218	.3945408	-.0144064			
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_G10	SD370	G10	1	3		3	Size	10	G	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 16:58:46	8.966666	3369.911	820265.5	1141529	305.3013	266.9089	242.3734	55956.42	.0290767	.0000425	160.2656		329787	73033.45	-41017.29	-9129.773	28173.17	1	.4704134	.2892526	.051852	.7012515	.5746278	-.2128838	-.1691589	.0903233	.521135		-.1300186	-.4228376	-.4545607
InsH2Bfabp_Size_03dpf_VAST01_plate03_SIRT1_220922_G11	SD378	G11	1	7		3	Size	11	G	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 17:00:19	9	3385.585	852475.6	1158157	314.0528	278.8079	259.3671	61100.46	.0253697	.0000288	166.1342	6998.291	346654.7	84248.66	-26976.74	19749.11	39322.68	0	.5888377	.8699489	.7348908	1.078302	.8810751	.6835603	.5999982	-.7541527	-.3336597	-.8239611	.2847156	.0937757	.2104284
