filename	index	well	batch	tank	plate0	Project	column	row	line	proj	Exp	date	VAST	age	time	tod	length	dorsal_area	lateral_area	eye_max_d	eye_mean_d	eye_min_d	eye_area	bent_back	curvature	angle	PCE	dorsal_tail	pig_dorsal_tail	pig_dorsal_tail_Res	dorsal_area_Res	lateral_area_Res	condition	intlength	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intangle	inteye_area	intbent_back	intcurvature	intPCE	intdorsal_tail	intpig_dorsal_tail	intpig_dorsal_tail_Res	conditions
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_C06	SE139	C06	1	3	2	Size	6	C	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:58:55	5.966667	3218.298	721661.4	1065086	285.5657	245.2076	218.0554	47223.51	.0315649	.0000316	144.9417	18063.96				-47703.95	9707.558	1	-.0152849	-.8372732	-1.380779	.0050948	.1599115	-1.108862	-.649121	.0867197	-.3021995	.7219276				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_C07	SE147	C07	1	3	2	Size	7	C	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:07:53	6.116667	2580.36	648089.6	868326.4	309.0729	245.3155	207.7987	47582.4	.0826843		151.2448	14385.38				-26015.7	-23726.19	1	-1.873672	-2.007321	-.7234756	-1.637021	-.8314177	-.5173122	-.5874365	2.87307		.0584504				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_C08	SE155	C08	1	3	2	Size	8	C	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:16:59	6.266667	3344.601	779711.3	1113386	281.0576	246.326	224.2188	47672.12	.0367753	.0000639	151.6691	16120	310526.7	56195.68	-25315.65	-8514.146	25671.6	1	.7669867	.1896371	-.1748157	1.097649	.7608925	-.4250751	-.5753707	.7669867	.7347365	.3636737	-.097499	-1.270565	-1.034354	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_C10	SE171	C10	1	3	2	Size	10	C	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:35:27	6.583333	3068.943	678445.4	947879.6	275.4048	251.9325	237.8906	49855.35	.0513692	.000148	138.6065	16628.42				-68617.44	-69260.67	1	-.8228925	-1.49795	-1.871871	-1.238726	-1.763188	-1.76129	-.2260813	1.677238	1.862732	.5037931				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_C11	SE179	C11	1	3	2	Size	11	C	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:44:41	6.733333	3431.328	836893.9	1106896	302.5634	265.1248	242.5055	55238.65	.0260442	.0000398	165.5046	16688.23				35717.97	-3022.263	1	1.41001	1.59929	1.172949	.9755887	-.2650336	.8579022	.470201	-.8086801	.0574752	.5158886				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_C12	SE187	C12	1	3	2	Size	12	C	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:53:14	6.883333	3183.238	794276.1	1019836	279.3696	248.4106	232.2133	48509.52	.0504898	.0002118	154.5955	21862.18				30146.21	-26565.75	1	-.2104284	.5279112	1.00627	-.6365926	-.8909596	-.1867561	-.425144	1.637021	2.310991	1.308576				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_D01	SE100	D01	1	4	2	Size	1	D	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:46:53	4.766667	3531.261	856303.7	1133424	319.0148	271.2997	243.3594	57870.48	.0215411	.0000258	169.8786	4545.898				40205.19	-2079.595	0	2.090361	1.936181	1.329529	1.530002	-.2332416	1.557543	.8814972	-2.090361	-.5424624	-1.334001				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_D02	SE108	D02	1	4	2	Size	2	D	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:55:13	4.916667	3385.14	765535.3	1066581	320.1708	260.6028	232.4219	53354.49	.0246683	.0000415	165.6158	5772.095	334093.6	89931.03	4171.412	-28743.7	-31512.15	0	.9921216	-.0050948	-.8199495	.0407695	-1.038193	.9035103	.252295	-1.217071	.0993841	-1.130004	.3218414	.4262813	.2709782	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_D03	SE116	D03	1	4	2	Size	3	D	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:04:47	5.066667	3322.416	781595.4	1102919	301.3594	263.9664	237.8906	54790.04	.0269298	.0000102	161.6707	12770.39				-3317.205	20884.01	0	.6118298	.2208577	-.040936	.8372732	.5208676	.3914383	.4307273	-.6118298	-1.396713	-.1707672				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_D04	SE124	D04	1	4	2	Size	4	D	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:17:01	5.283333	3339.781	778365.5	1081386	299.2432	267.6187	246.5991	56255.49	.0268607	.0000375	162.2714	12172.24	307924.8	98604.13	17561.83	-9140.167	-5095.049	0	.7533835	.1689275	-.1956323	.3374571	-.3078497	.4592	.6873378	-.649121	-.0365631	-.2303799	-.220807	.728971	.8108084	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_D05	SE132	D05	1	4	2	Size	5	D	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:50:11	5.833333	3398.252	813327	1091524	313.3787	272.5474	254.2969	58408.81	.0237818	.000012	158.5922	11843.26				17090.13	-9926.429	0	1.135663	.9921216	.5719631	.5995885	-.4288495	.1449205	.9432981	-1.438097	-1.140287	-.2742425				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_D06	SE140	D06	1	4	2	Size	6	D	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:59:49	5.983333	3498.743	810665.3	1105551	310.3991	266.0137	237.8906	55657.35	.0237338	.0000347	169.6276	7716.064				-577.355	-21627.77	0	1.873672	.9119622	.0819407	.9432981	-.7746871	1.523747	.5574269	-1.49795	-.1309267	-.8221053				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_D07	SE148	D07	1	4	2	Size	7	D	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:09:03	6.15	3015.675	751030.3	947670.3	295.0678	252.2159	221.4844	49974.98	.0317321	.0000439	163.4759	10886.23				11921.55	-55832.34	0	-.9593184	-.2839838	.4438613	-1.260977	-1.525842	.5894558	-.1896371	.1482901	.2157705	-.3750449				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_D08	SE156	D08	1	4	2	Size	8	D	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:18:20	6.3	3224.643	778754.3	1090059	296.5016	261.1641	243.6117	53653.56	.0354616	.000068	165.5117	5473.022	346938.8	77639.16	-10436	8441.466	33055.73	0	.0152849	.1792727	.3226784	.563388	.9377738	.8729028	.2839838	.649121	.8794328	-1.171183	.5356029	-.2458153	-.3997775	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_D09	SE164	D09	1	4	2	Size	9	D	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:27:12	6.45	3399.832	825230.1	1124332	306.1226	274.0378	258.8789	59006.96	.033692	.0000663	163.9094	18572.39				28757.31	22477.29	0	1.1553	1.283871	.9728814	1.331797	.6175299	.6648088	.9921216	.4363241	.8195021	.7926769				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_D10	SE172	D10	1	4	2	Size	10	D	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:36:45	6.6	3459.177	803278.2	1087905	291.1055	258.797	243.3594	52606.81	.0232767	.0000279	167.1079	1286.011	326377.6	74857.79	-9510.894	-2056.269	-29143.24	0	1.59929	.7533835	.0204637	.5046266	-.9538414	1.147854	.1482901	-1.677238	-.4711971	-2.073394	.097499	-.3735517	-.3735517	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_D11	SE180	D11	1	4	2	Size	11	D	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:45:53	6.75	3386.429	808631.6	1124990	304.0682	275.0595	262.4518	59515.38	.0280665	.0000526	164.0913	15342.41				14160.09	26566.64	0	1.026029	.8814972	.5244005	1.382994	.7886307	.690767	1.079224	-.4475589	.4946696	.2358368				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_D12	SE188	D12	1	4	2	Size	12	D	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:54:11	6.9	3257.208	765864.3	1109199	286.0743	249.2996	221.4844	48838.5	.0231429	8.08e-06	153.4853	12800.29				-9311.326	43858.97	0	.252295	.0152849	-.2165341	1.026029	1.302859	-.2501529	-.3374571	-1.766955	-1.755542	-.1546229				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_E01	SE101	E01	1	5	2	Size	1	E	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:47:49	4.783333	3046.255	746065.7	998871.4	281.0979	255.6555	242.0721	51350.71	.0326827	.0000926	147.9918	12620.85	300089.1	93998.41	14368.62	2390.692	-12460.25	1	-.9119622	-.4140168	.1644362	-.8966256	-.5091376	-.7856053	-.0407695	.3374571	1.318011	-.1869563	-.3735517	.5356029	.7449356	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_E02	SE109	E02	1	5	2	Size	2	E	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:56:37	4.933333	3894.908	911542.4	1086530	261.2973			36038.21	.03124	.0002027		19888.3	629547.1	194965.2	55945.63	41142.31	-142075.7	1	2.87307	2.32029	1.380779	.4816124	-2.87049		-1.817728	.0254766	2.181226	.9478215	2.586034	2.181774	1.825264	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_E03	SE117	E03	1	5	2	Size	3	E	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:05:43	5.083333	3088.885	653173.8	994654.6	290.7206	248.2936	224.2188	48419.8	.0294382	.0000247	158.0843	7596.436	267490.3	75156.86	1403.503	-96866.95	-27591.42	1	-.7399182	-1.817728	-2.505007	-.9432981	-.9219448	.0826166	-.4475589	-.2417897	-.5791321	-.8522636	-.954549	-.3218414	.0730736	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_E04	SE125	E04	1	5	2	Size	4	E	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:17:59	5.283333	3208.274	780518.8	1132796	268.2187	229.3197	205.9662	41331.79	.0345542	.0000245	136.3364	20217.29				12650.27	79983.84	1	-.0662805	.2104284	.4665577	1.49795	2.003889	-2.00216	-1.283871	.4930868	-.5915281	.998996				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_E05	SE133	E05	1	5	2	Size	5	E	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:51:28	5.85	3239.574	743045.1	1070798	296.4727	256.7823	229.6875	51829.22	.0347037	.000071	153.9773	4934.692	215361.9	27245.48	-37110.96	-29497.28	9972.851	1	.1071952	-.4816124	-.8786486	.1174492	.1912105	-.2289214	.0050948	.563388	.9427021	-1.296175	-2.181774	-2.181774	-1.825264	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_E06	SE141	E06	1	5	2	Size	6	E	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:01:22	6.016667	3335.784	724652.1	1009997	288.8315	249.0326	223.1134	48748.78	.0227601	.0000276	166.9023	11424.56	359813.8	87987.06	-2409.015	-62256.71	-75460.34	1	.7265859	-.7807333	-1.765076	-.7946292	-1.870061	1.128144	-.3645503	-1.817728	-.4829001	-.3074846	.7774502	.3218414	-.14654	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_E07	SE149	E07	1	5	2	Size	7	E	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:09:59	6.15	3177.269	708502.2	1005212	284.0028	258.1061	249.9346	52337.65	.0253613	2.56e-06	158.7809	7716.064	359185.8	106888.4	16605.57	-54736.41	-39662.19	1	-.2417897	-1.135663	-1.635039	-.8228925	-1.233973	.165802	.0969524	-.9593184	-2.497705	-.8221053	.7131901	.9936602	.7774502	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_E08	SE157	E08	1	5	2	Size	8	E	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:19:19	6.316667	3382.466	799240.8	1101244	308.8614	267.1845	245.313	56105.96	.027031	.0000432	152.9464	1644.897				5361.034	3834.847	1	.9755887	.6617522	.22702	.8086801	-.0668246	-.2822162	.6617522	-.5874365	.1944375	-1.918207				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_E09	SE165	E09	1	5	2	Size	9	E	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:28:27	6.466667	3335.031	810545.6	1073580	292.8545	268.4444	251.5625	56614.38	.0284279	.0000241	156.7706	7327.271	309674.4	197941	116583.3	23749.14	-11684.88	1	.7133814	.8966256	.8343538	.1792727	-.4743562	.0103155	.7399182	-.3700005	-.6165979	-.9313067	-.1711858	2.586034	2.586034	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_E11	SE181	E11	1	5	2	Size	11	E	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:46:47	6.766667	3359.154	792571.4	1110096	317.8687	274.2752	251.5625	59096.68	.0329586	.0000559	154.0031	1914.063	249575.8	137259.2	66735.21	2172.857	18655.85	1	.8372732	.5046266	.1437292	1.043433	.451486	-.2183448	1.017442	.3700005	.5668246	-1.855258	-1.612762	1.709391	2.181774	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_E12	SE189	E12	1	1	2	Size	12	E	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:55:29	6.916667	3289.128	810695.2	1095053	308.7796	269.038	245.1436	56853.64	.0277499	.0000525	165.9452					30753.17	21540.66	1	.4588506	.9275163	1.04082	.6617522	.5806514	.9840257	.7669867	-.5046266	.4829001					pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_F01	SE102	F01	1	6	2	Size	1	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:48:46	4.8	3251.2	762335.2	1096578	298.5989	261.7942	247.7775	53833.01	.0243113	6.77e-06	161.345	7865.601				-11943.24	32776.29	0	.2208577	-.0662805	-.3226784	.7133814	.9219448	.3692597	.3052673	-1.260977	-1.925501	-.7357803				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_F02	SE110	F02	1	6	2	Size	2	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:57:37	4.95	3074.684	724083.9	1004793	309.1897	261.5822	235.1563	53743.29	.0372241	.0000129	151.9955	9420.776	298444.2	71119.38	-8213.894	-23836.31	-13817.11	0	-.8086801	-.7946292	-.5840545	-.8372732	-.5565004	-.3914383	.2946089	.8086801	-1.04541	-.5158886	-.3997775	-.5639098	-.3475804	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_F03	SE118	F03	1	6	2	Size	3	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:06:42	5.1	3335.021	772653.2	1092272	300.7561	264.049	243.0875	54760.13	.0236476	.0000218	150.7486	9121.704				-14141.73	7009.803	0	.7003002	.0662805	-.3551877	.6241633	.0359635	-.5772272	.4140168	-1.530002	-.7623798	-.5650586				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_F04	SE126	F04	1	6	2	Size	4	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:18:59	5.3	2961.629	754678.9	943393.6	276.707	234.7646	213.3035	43395.39	.027801	.0001569	165.5366	1943.97	287707.5	58468.63	-18929.2	23640.74	-46272	0	-1.1553	-.200022	.8199495	-1.331797	-1.352456	.8881025	-1.135663	-.4816124	1.996925	-1.798904	-.6219411	-1.121357	-.7131901	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_F05	SE134	F05	1	6	2	Size	5	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:52:42	5.866667	3262.215	774328	1087696	296.9213	258.9529	229.6875	52666.63	.0288781	.0000209	164.2013	15372.31	305113.5	83770.14	3234.62	-1595.148	21073.87	0	.2839838	.1174492	.0306982	.4930868	.5326696	.7306048	.1586004	-.2946089	-.8342029	.2522505	-.2458153	.14654	.1959361	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_F06	SE142	F06	1	6	2	Size	6	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:02:17	6.033333	2937.498	814762.6	1069213	331.9536	275.75	246.0938	59724.73	.0461162	.0000439	147.0668	34483.03	251370.2	64689.33	-6158.148	87327.7	85725.71	0	-1.217071	1.043433	2.005609	.1071952	2.18774	-.8881025	1.116454	1.41001	.2264733	2.859934	-1.388291	-.7774502	-.220807	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_F07	SE150	F07	1	6	2	Size	7	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:11:03	6.183333	3091.553	740413.2	1083120	298.7889	248.2118	222.3286	48389.89	.0419957	.0001316	146.9261	19649.05				-10025.94	60191.15	0	-.7003002	-.5514857	-.2586331	.3919137	1.67333	-.9035103	-.4588506	1.217071	1.587056	.8990161				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_F08	SE158	F08	1	6	2	Size	8	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:20:34	6.333333	3435.156	789550.8	1103607	301.9352	258.4437	229.6875	52487.18	.0261492	.0000321	167.2153	15731.2	310466.9	60592.04	-20908.51	-12196.88	-7292.158	0	1.467366	.4029407	-.3334753	.8665678	-.3403319	1.168021	.1277157	-.7946292	-.291285	.2963679	-.1219828	-.9936602	-.8108084	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_F09	SE166	F09	1	6	2	Size	9	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:29:35	6.483333	3200.458	742686.2	976470.9	285.0327	237.3145	218.0554	44232.79	.0248688	.0000171	149.8877	15342.41				-24015.17	-74340.06	0	-.1071952	-.4930868	-.5962318	-1.079224	-1.814036	-.6141827	-1.00893	-1.079224	-.9591166	.2358368				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_F10	SE174	F10	1	6	2	Size	10	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:39:04	6.65	3233.096	790388.2	1080817	313.2956	279.9802	256.924	61608.89	.0325807	.000067	155.3667	7267.456	267041.6	101236	27563.48	18813.11	21650.12	0	.0867197	.4363241	.6084982	.3052673	.6051461	-.1241019	1.283871	.2839838	.86416	-.9478215	-.9936602	.8804035	1.455138	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_F11	SE182	F11	1	6	2	Size	11	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:48:00	6.8	3475.456	827832	1085632	302.9376	265.97	251.5625	55567.63	.0282115	.0000426	161.8025	11962.89	319110.1	60083.62	-22974.99	20066.6	-35584.02	0	1.720366	1.356951	.6333109	.4588506	-1.130664	.4138112	.5279112	-.4029407	.1626001	-.2632306	.0243386	-1.034354	-.954549	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_F12	SE190	F12	1	6	2	Size	12	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:56:33	6.933333	3193.183	786111.4	1011821	336.81	279.1254	248.483	61220.09	.0256979	.0000307	158.9815	14744.26				20496.48	-37127.03	0	-.1482901	.2946089	.6712821	-.7466339	-1.170491	.1867561	1.238726	-.8518291	-.3462343	.1064136				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_G01	SE103	G01	1	7	2	Size	1	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:49:42	4.816667	3250.582	769512.9	1103726	296.2565	260.1506	242.5071	53175.05	.0297369	9.86e-06	154.1008	13488.16				-4673.106	40082.55	1	.2104284	.045869	-.0614254	.8814972	1.19112	-.1972634	.231311	-.1689275	-1.424967	-.0371831				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_G02	SE111	G02	1	7	2	Size	2	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:58:49	4.966667	3031.251	748787.3	1031111	294.5012	263.6082	248.8281	54580.69	.0390246	.0000694	146.1137	18213.5				7352.747	23621.13	1	-.9432981	-.3482635	.2905068	-.5279112	.6552682	-1.000906	.3919137	1.026029	.9106117	.7639194				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_G03	SE119	G03	1	7	2	Size	3	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:07:39	5.116667	3056.501	703118.9	1022678	247.7389	209.8931	183.2031	34602.66	.0322368	.0000414	146.2729	8583.374				-42086.12	8722.717	1	-.8518291	-1.217071	-1.172949	-.6118298	.1080772	-.9674216	-1.873672	.200022	.0784124	-.6415176				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_G04	SE127	G04	1	7	2	Size	4	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:20:00	5.333333	3144.366	750910.6	1017892	291.6413	253.724	234.683	50573.12	.0276121	.0000264	143.9043	14893.8				-7414.83	-18557.86	1	-.4363241	-.2946089	-.1437292	-.7068257	-.7070938	-1.209847	-.1379956	-.5279112	-.518418	.1331588				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_G05	SE135	G05	1	7	2	Size	5	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:54:00	5.9	3091.154	776002.8	1047710	296.6186	256.1411	229.5492	51530.15	.0417557	.0001136	171.872	8403.931				25623.26	24883.1	1	-.7133814	.1277157	.8636957	-.2839838	.6939638	2.186123	-.0254766	1.195972	1.551285	-.6878846				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_G06	SE143	G06	1	7	2	Size	6	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:03:43	6.05	3172.745	785274.1	1077288	289.5185	259.7019	242.0928	52995.61	.0430667	.000021	147.3288	16568.6				22710.89	33572.29	1	-.3052673	.2839838	.777719	.2839838	.9538414	-.8579022	.2104284	1.307459	-.8195021	.4798192				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_G07	SE151	G07	1	7	2	Size	7	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:12:09	6.2	3295.26	756024.8	1058417	269.6236	240.8765	221.4844	45578.61	.0300421	.0000357	152.258	20665.89				-24832.86	-16665.53	1	.4930868	-.1586004	-.6333109	-.1174492	-.6552682	-.3692597	-.8016348	-.1174492	-.1098857	1.071603				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_G08	SE159	G08	1	7	2	Size	8	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:21:43	6.35	3297.962	805760.5	1135787	295.2542	266.1619	243.3594	55657.35	.02624	.0000102	157.7498	18123.78	328530.9	93489.99	8733.143	24499.35	60012.6	1	.5046266	.7946292	.8489334	1.563708	1.633047	.0515996	.5574269	-.7533835	-1.369531	.7357803	.1711858	.5077189	.5356029	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_G09	SE167	G09	1	7	2	Size	9	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:30:31	6.5	3380.037	788713.4	1104444	299.1992	266.7758	253.1549	55896.61	.0300736	.0000187	151.2766	16807.86	331162.7	88525.39	3294.111	-4803.529	7657.024	1	.9432981	.3700005	-.0716793	.9119622	.056532	-.4938683	.6241633	-.1071952	-.8949135	.5526422	.2458153	.3997775	.220807	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_G10	SE175	G10	1	7	2	Size	10	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:40:01	6.666667	3130.275	747830.2	1058148	280.4299	246.5763	234.2984	47791.75	.0281536	.0000362	149.2886	15162.96	271288.4	62416.38	-12021.65	-8391.157	25304.88	1	-.5279112	-.3809343	-.1644362	-.1277157	.7337276	-.6519967	-.5514857	-.425144	-.0993841	.197776	-.8804035	-.9168461	-.5077189	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_G11	SE183	G11	1	7	2	Size	11	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:48:59	6.8	3369.053	835787.4	1157440	302.9376	259.9022	232.4219	53055.42	.029458	.0000422	159.6387	17316.29	391455.7	101086.4	4986.424	43910.64	63464.76	1	.8966256	1.563708	1.435936	2.190952	1.716527	.2183448	.2208577	-.231311	.1414683	.6092287	1.217797	.8450942	.3997775	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_G12	SE191	G12	1	7	2	Size	12	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:57:37	6.95	3180.813	721063.3	982213.1	290.7644	252.1839	234.4745	50004.88	.0252718	.0000341	170.2167	13189.09				-42704.54	-63568.2	1	-.2208577	-.8518291	-1.193552	-1.043433	-1.633047	1.631046	-.1792727	-.9755887	-.1731927	-.0797442				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_H01	SE104	H01	1	8	2	Size	1	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:50:37	4.833333	3308.229	757759.4	1087995	299.7885	263.426	243.7842	54520.88	.0307909	.0000414	154.9708	13607.79	296679.7	73332.52	-5682.677	-25034.79	9592.44	0	.5396609	-.1174492	-.6458641	.5162339	.1495147	-.165802	.3809343	-.0254766	.0888934	-.0265564	-.4262813	-.4262813	-.1959361	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_H02	SE112	H02	1	8	2	Size	2	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:59:51	4.983333	3144.246	756951.9	988882.4	271.4659	235.1546	213.2813	43455.2	.038197	.0000598	144.8182	15701.29				-1355.643	-47537.11	0	-.4475589	-.1482901	.051178	-.9755887	-1.405623	-1.128144	-1.116454	.9432981	.6292786	.2852877				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_H04	SE128	H04	1	8	2	Size	4	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:21:03	5.35	3122.792	739904.8	1018521	287.1627	248.9668	224.2188	48718.87	.0337885	.0000112	145.4608	12830.2				-15199.04	-12406.27	0	-.5753707	-.563388	-.399132	-.6873378	-.4974774	-1.053349	-.3809343	.4475589	-1.293514	-.1438825				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_H05	SE136	H05	1	8	2	Size	5	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:55:28	5.916667	3266.074	854299.9	1077019	353.4905	288.612	273.6019	65437.01	.0278106	.0000363	159.9195	15103.15	441550.3	78730.77	-26399.53	77800.52	9408.97	0	.3052673	1.873672	1.815887	.2575581	.139134	.2501529	1.720366	-.470201	-.0888934	.1707672	1.709391	-.1711858	-1.076836	Controls
