filename	index	well	batch	tank	plate	Project	column	row	_merge	line	proj	Exp	date	VAST	age	time	tod	length	dorsal_area	lateral_area	eye_max_d	eye_mean_d	eye_min_d	eye_area	bent_back	curvature	angle	PCE	dorsal_tail	pig_dorsal_tail	pig_dorsal_tail_Res	dorsal_area_Res	lateral_area_Res	condition	intlength	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intangle	inteye_area	intbent_back	intcurvature	intPCE	intdorsal_tail	intpig_dorsal_tail	intpig_dorsal_tail_Res	conditions
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_D01	SF299	D01	1	4	2	Size	1	D	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:10:24	6.166667	2812.978	566383.1	892042.9	277.3199	247.5732	242.3215	48150.63	.0426086	.0000965	167.0238	18452.76				-42294.99	-3005.656	0	-1.099562	-1.58669	-.9586237	-.7438725	-.1667717	.6264277	-1.530764	1.871871	2.318758	.5951785				Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_D02	SF307	D02	1	4	2	Size	2	D	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:20:34	6.333333	3091.705	652934.6	1003088	360.2014	316.4605	299.4695	78656.01	.0256942	.0000371	169.9822	4994.507	202606.5	45907.59	-12219.07	9080.238	70219.44	0	-.2345352	.3737245	.5205949	1.012585	1.13047	1.321884	1.530764	-.1196481	.5559701	-1.516827	-.2805315	-.568394	-.5011308	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_D03	SF315	D03	1	4	2	Size	3	D	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:30:30	6.5	3078.906	646893.3	971775.5	336.8527	295.7477	274.2206	68696.9	.0267053	.0000242	157.164	11962.89	272664.2	74140.02	4633.7	4654.243	40643.23	0	-.3737245	.286057	.4276937	.5785188	.6384531	-.8052253	.5397	.1713538	-.477996	-.2511164	1.056592	.8710608	.6744897	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_D04	SF323	D04	1	4	2	Size	4	D	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:39:48	6.65	3270.57	755127.6	954399.4	429.1874	361.3613	328.3987	102566.8	.0231423	5.43e-06	159.503	6011.353	353593.1	44262.7	-38389.12	88699.92	-2739.619	0	.9586237	1.648073	1.648073	.2688054	-.1499619	-.5645002	2.715253	-1.082768	-1.703709	-1.286479	2.109706	-.6383348	-1.894644	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_D05	SF331	D05	1	4	2	Size	5	D	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:49:53	6.816667	3272.234	678923.9	962175.3	344.0599	307.0855	289.8438	74065.25	.0249754	.0000383	167.8839	11723.63				12286.34	4810.526	0	.9852459	.7221558	.5785188	.3915859	0	.9049021	.9326642	-.3479321	.6374841	-.273482				Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_D06	SF339	D06	1	4	2	Size	6	D	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 15:01:13	7.016667	3339.964	669862.1	1015111	328.3745	291.9889	270.7031	66962.28	.0238917	.0000258	169.2112	18333.13				-5323.308	48555.98	0	1.344434	.6182299	.1331943	1.30453	.7221558	1.171546	.464368	-.6585199	-.3119191	.5318533				Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_D07	SF347	D07	1	4	2	Size	7	D	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 15:35:20	7.583333	3316.475	762963.3	1042387	354.8348	316.2769	298.0469	78566.28	.0334647	.0000329	163.3525	8074.951	276911	84876.71	14680.58	90742.3	79018.66	0	1.13047	1.793784	1.793784	1.992123	1.386603	-.0345811	1.454906	1.113937	.3119191	-.8324191	1.108973	1.006961	1.006961	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_D08	SF355	D08	1	4	2	Size	8	D	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 15:45:54	7.75	3376.322	767240	1053602	349.7458	306.746	278.6581	74020.38	.0252275	.0000334	165.3285	9450.684	277090.5	90289.91	20064.63	87466.11	82113.11	0	1.58669	1.883722	1.58669	2.715253	1.648073	.352934	.9073185	-.2586331	.3479321	-.5823294	1.164587	1.164587	1.056592	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_D10	SF371	D10	1	4	2	Size	10	D	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:06:42	8.1	3095.493	734910.3	921830.4	341.2755	303.5378	288.6503	72375.48	.0253221	5.12e-06	171.0085	14265.75	349495.8	58408.81	-23577.47	90577.86	-11552.51	0	-.2175053	1.431392	1.716379	-.3208232	-.3737245	1.628361	.7883986	-.206072	-1.781505	.0757033	1.742647	.1021915	-1.288206	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_D12	SF387	D12	1	4	2	Size	12	D	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:25:36	8.416667	3291.702	710266.8	980538.3	298.7867	269.3056	251.7216	56973.27	.0277124	.000026	157.7649					41172.17	20531.85	0	1.099562	1.266601	1.069669	.6384531	.286057	-.7582926	-.4276937	.2410404	-.2763062					Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_E01	SF300	E01	1	1	2	Size	1	E	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:11:33	6.183333	3103.816	638938	993248.9	293.0412	263.8595	253.198	54700.32	.0282384	.0000251	151.4172		206419.7	44158.02	-14588.03	-6444.752	58736.62	1	-.1499619	.0997664	.0830965	.8345458	.8825426	-1.364489	-.6182299	.3119191	-.4213913		-.1906023	-.6744897	-.7115489	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_E02	SF308	E02	1	1	2	Size	2	E	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:21:31	6.35	2703.67	581276.9	864199.3	252.6137	212.6025	185.9375	35499.88	.0323212	.0000262	159.0768		169603.9	28621.21	-24144.75	-13606.13	-16017.29	1	-1.431392	-1.230412	-.1499619	-1.099562	-.464368	-.6476036	-1.992123	.9950172	-.2586331		-1.164587	-2.109706	-1.435436	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_E03	SF316	E03	1	1	2	Size	3	E	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:31:28	6.516667	3404.042	684725.9	1007305	341.7933	307.1091	287.1094	74080.2	.0211299	.0000128		10198.36				1453.728	32055.51	1	1.793784	.9326642	.3033943	1.162498	.5397		.9586237	-1.781505	-1.113937	-.5071223				tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_E05	SF332	E05	1	1	2	Size	5	E	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:50:52	6.833333	3175.382	606817.6	860700.1	291.6236	252.5007	221.4523	50124.51	.0232318	9.75e-06	156.1072					-47597.01	-83522.99	1	.3383501	-.5982564	-1.13047	-1.13047	-1.431392	-.9312502	-1.195765	-.9950172	-1.41707					tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_E07	SF348	E07	1	1	2	Size	7	E	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 15:36:18	7.6	3135.557	637113.6	991125.5	333.0093	299.2014	278.5449	70341.8	.0239518	.0000373	171.3558	8374.023	218651.7	42498.17	-18234.76	-12274.97	52306.29	1	.0332065	.0166009	-.0830965	.7883986	.7659457	1.865803	.7007746	-.6374841	.5759842	-.8022406	.1610005	-.7887937	-.9596939	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_E08	SF356	E08	1	1	2	Size	8	E	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 15:46:45	7.766667	3188.192	698872.1	965674.4	328.5922	285.2213	261.2705	64001.46	.0233889	.0000177	170.7311	11484.38				42840.75	19713.19	1	.4276937	1.13047	1.099562	.4459558	.2345352	1.409726	.2688054	-.9405437	-.7685224	-.2959852				tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_E10	SF372	E10	1	1	2	Size	10	E	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:07:57	8.116667	2709.977	545806.9	940492.6	275.2169	247.5116	228.8297	48120.73	.0271161	.000042	160.8988	13308.72				-49872.11	59420.21	1	-1.386603	-1.992123	-1.266601	.0498212	.9073185	-.4087017	-1.58669	.1886844	1.023392	-.1191299				tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_E11	SF380	E11	1	1	2	Size	11	E	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:16:39	8.266666	3226.757	616268.3	894076.6	282.4227	249.6703	229.6875	48958.13	.02109	.0000132	160.3855	7297.363	195010.1	128989.9	72097.11	-44629.96	-57117.49	1	.7007746	-.4459558	-1.012585	-.679709	-1.099562	-.5046665	-1.386603	-1.871871	-1.023392	-.9616869	-.5344601	1.894644	2.109706	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_F01	SF301	F01	1	2	2	Size	1	F	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:13:19	6.216667	2949.207	599849.3	876670.6	331.8446	295.0489	278.9063	68397.83	.0319106	.0000285		6071.167	184497.7	88166.5	32981.3	-26021.29	-36862.79	0	-.7007746	-.7659457	-.5590041	-.9852459	-.7438725		.501678	.8887273	0	-1.238536	-.9596939	1.108973	1.224058	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_F02	SF309	F02	1	2	2	Size	2	F	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:22:38	6.366667	3134.601	612709.4	928469.9	320.5637	284.5097	273.3345	63582.77	.0303589	.0000204	161.345	6699.219				-36558.5	-10219.55	0	.0166009	-.501678	-.7883986	-.1499619	-.3559816	-.352934	.2516333	.7014965	-.6798513	-1.150349				Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_F03	SF317	F03	1	2	2	Size	3	F	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:32:38	6.533333	3218.888	661368.4	927542.8	325.4957	290.0933	271.8679	66094.97	.0289993	.0000428	161.2679	21293.95	241590.6	40793.46	-23665.49	1463.279	-22583.54	0	.6182299	.482939	.3208232	-.1836288	-.5982564	-.371393	.3915859	.4213913	1.052616	.996586	.5344601	-.9144792	-1.358142	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_F04	SF325	F04	1	2	2	Size	4	F	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:43:04	6.716667	2940.116	614144.9	845537.1	281.9653	254.8624	237.661	51021.73	.0307811	.0000163	155.0015	17196.66				-10578.34	-66762.66	0	-.7221558	-.482939	-.0166009	-1.30453	-1.162498	-1.074143	-1.012585	.7458098	-.8887273	.3876489				Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_F07	SF349	F07	1	2	2	Size	7	F	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 15:37:32	7.616667	2892.741	617943.1	886659.6	290.7679	257.6153	237.8906	52158.2	.023881	9.95e-06	162.0534	19140.63				-801.3039	-19212.02	0	-.9326642	-.409573	.2345352	-.8345458	-.5397	-.2622828	-.8825426	-.6798513	-1.371985	.6343352				Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_F08	SF357	F08	1	2	2	Size	8	F	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 15:47:42	7.783333	3164.614	623924.6	899968.3	314.4632	283.4205	267.9688	63104.25	.0401164	.0000315	159.2164	13906.86				-29131.11	-42793.69	0	.2516333	-.2516333	-.6589408	-.6384531	-.7883986	-.6264277	.2005383	1.635039	.2586331	-.0108046				Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_F11	SF381	F11	1	2	2	Size	11	F	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:18:08	8.3	3250.061	625958.3	989689.9	302.7854	273.4428	254.2969	58737.79	.0247323	.0000346	162.5358	29996.95	249067.4	64719.24	-954.1854	-37881.05	35333.78	0	.8825426	-.2005383	-.9073185	.7438725	.5982564	-.2089558	-.2688054	-.3661064	.440101	2.022706	.6744897	.6383348	.2805315	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_F12	SF389	F12	1	2	2	Size	12	F	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:27:46	8.45	3153.055	629337.8	953083.5	300.7561	267.4178	242.5975	56165.77	.0242138	.0000238	167.8765		229866.9	55717.16	-6837.482	-22259.13	11890.01	0	.1667717	-.1331943	-.482939	.2345352	.0997664	.8791677	-.4736331	-.5559701	-.5165903		.3109825	-.1315391	-.1315391	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_G01	SF302	G01	1	3	2	Size	1	G	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:14:14	6.233333	2868.312	591445.3	944201.1	286.7698	259.7467	247.058	52995.61	.0301569	.0000299	167.164	12531.13	214943.2	59694.82	-435.7264	-24216.04	41644.31	1	-1.012585	-.9326642	-.5205949	.1499619	.6589408	.6476036	-.8345458	.6585199	.1196481	-.1847205	.1021915	.3572158	.3417246	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_G03	SF318	G03	1	3	2	Size	3	G	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:33:52	6.55	2993.831	682423.1	901463.6	326.8486	299.0099	287.1094	70222.17	.0333224	.0000273	155.2867	6908.569				50920.89	-18124.74	1	-.5590041	.8345458	1.230412	-.5982564	-.501678	-.9859902	.6692888	1.052616	-.085363	-1.070303				tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_G05	SF334	G05	1	3	2	Size	5	G	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:54:00	6.9	2492.439	635558.5	766193.3	352.5869	286.3214	245.8219	64390.26			153.604	21383.67	255647	37384.03	-29358.13	67333.56	-85361.38	1	-1.992123	-.0166009	1.479252	-1.883722	-1.479252	-1.171546	.286057			1.032743	.7496121	-1.164587	-1.742647	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_G07	SF350	G07	1	3	2	Size	7	G	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 15:38:31	7.633333	3147.408	639326.8	867518.9	283.2422	251.7634	240.144	49825.44	.0253869	.0000242	150.1655	24882.81				-11557.34	-72908.25	1	.1331943	.1331943	-.0498212	-1.069669	-1.344434	-1.566458	-1.230412	-.1713538	-.440101	1.588962				tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_G09	SF366	G09	1	3	2	Size	9	G	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:00:36	8	3158.637	802022.1	912888.2				77549.44	.033101	.0000439	171.6361					149720.8	-29062.66	1	.2175053	1.992123	1.992123	-.4276937	-.6384531	2.114381	1.386603	1.023392	1.113937					tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_G10	SF374	G10	1	3	2	Size	10	G	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:10:11	8.166667	3429.703	737601.9	1041370	368.5507	321.3068	298.0469	81108.4	.0308887	.000027	171.0054	16957.4				51091.21	62637.88	1	2.32884	1.479252	1.266601	1.883722	.9326642	1.566458	1.716379	.7685224	-.136841	.3186394				tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_G11	SF382	G11	1	3	2	Size	11	G	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:19:07	8.316667	3409.587	676322	1004943	307.4251	267.3662	240.625	56165.77	.0252432	.0000233	167.7152	28142.7	256813.4	81347.66	14416.03	-7649.997	28940.44	1	1.992123	.7007746	.0498212	1.099562	.4459558	.7815437	-.4736331	-.223522	-.5962318	1.878266	.7887937	.9144792	.9596939	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_G12	SF390	G12	1	3	2	Size	12	G	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:28:46	8.466666	3316.642	703717.1	990347.9	309.4066	270.1101	246.0938	57302.25	.0207508	3.62e-06	173.4487	12620.85	300537.7	59365.84	-14668.04	31475.01	26957.35	1	1.162498	1.195765	.858297	.7659457	.3915859	2.701799	-.409573	-2.11991	-1.980752	-.1518435	1.358142	.2654048	-.7496121	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_H01	SF303	H01	1	4	2	Size	1	H	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:15:14	6.25	2972.562	621472.2	995761.1	316.9029	264.6266	237.8906	54999.39	.0436017	.0000962	151.9608	7775.879	204894.4	57033.08	-1465.211	-7345.828	79058.75	0	-.5982564	-.286057	.0664496	.8825426	1.431392	-1.321884	-.5982564	1.980752	2.11991	-.8951823	-.2503385	-.0437342	.1906023	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_H02	SF311	H02	1	4	2	Size	2	H	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:24:44	6.4	3119.29	636336.1	1004614	344.5854	308.3305	294.8013	74693.3	.0262852	.0000433	167.5363	18183.59	267849.1	65556.64	-3167.552	-10999.57	68001.69	0	-.0830965	0	-.0332065	1.069669	1.069669	.7129737	1.012585	.051178	1.082768	.5071223	.9144792	.6744897	.0437342	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_H03	SF319	H03	1	4	2	Size	3	H	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:35:11	6.583333	3380.212	759673.4	1052794	354.3512	320.5717	305.5755	80719.6	.0323081	.0000467	163.3466	12411.5				79408.66	80777.95	0	1.648073	1.716379	1.530764	2.32884	1.479252	-.0518845	1.648073	.9674216	1.289343	-.2288757				Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_H04	SF327	H04	1	4	2	Size	4	H	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:45:47	6.75	3146.35	601553.9	922578.1	302.6124	275.1561	262.5	59485.47	.0265057	.0000304	166.5701					-49196.74	-17705.55	0	.1164641	-.7438725	-1.230412	-.2947146	-.482939	.605529	-.1836288	.136841	.1713538					Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_H07	SF351	H07	1	4	2	Size	7	H	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 15:39:49	7.65	3153.143	691425.2	965046.4	302.7979	271.642	250.7287	57960.2	.0297982	.0000516	167.9762					39817.28	23841.03	0	.1836288	1.012585	1.012585	.4276937	.3559816	.9312502	-.3208232	.5759842	1.573313					Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_H08	SF359	H08	1	4	2	Size	8	H	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 15:50:56	7.833333	3236.932	700337.5	1008023	311.8391	282.0775	262.822	62506.1	.0236996	.0000165	161.6091	8972.168	168288	48060.91	-4491.3	38155.14	55448.4	0	.7883986	1.162498	.9852459	1.195765	.8345458	-.2982436	.1331943	-.7685224	-.8636957	-.6881167	-1.288206	-.5011308	-.0729317	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_H09	SF367	H09	1	4	2	Size	9	H	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:01:55	8.016666	3283.707	704075.9	1028749	309.7424	275.9494	251.5625	59814.45	.0213183	8.65e-06	168.4996		243654.2	66154.78	1360.638	35990.37	69827.14	0	1.040703	1.230412	.9586237	1.58669	1.099562	1.074143	-.1248248	-1.703709	-1.517059		.6029956	.7496121	.4360634	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_H10	SF375	H10	1	4	2	Size	10	H	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:11:01	8.183333	3209.711	680838	1021780	340.1046	299.9669	273.4375	70670.77	.0213995	.0000303	167.8722		228012.7	60113.52	-2139.932	22090.98	72899.28	0	.5785188	.7659457	.7883986	1.479252	1.230412	.8540028	.7438725	-1.635039	.1540745		.2503385	.4360634	.1021915	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_H11	SF383	H11	1	3	2	Size	11	H	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:20:47	8.333333	3146.072	683410.1	968725	349.5379	304.9165	289.934	73033.45	.0320976	.0000506	165.6544	22729.49				32694.51	28479.09	1	.0997664	.8825426	.9073185	.5205949	.4276937	.4087017	.858297	.9143286	1.517059	1.238536				tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_H12	SF391	H12	1	3	2	Size	12	H	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:30:11	8.5	3200.736	679282.8	1014453	326.2161	281.3522	257.0313	62236.94	.0345996	.0000267	159.6586	23656.62				21668.45	66789.83	1	.5205949	.7438725	.7659457	1.266601	1.012585	-.5443409	.0830965	1.329529	-.1886844	1.392427				tp53inp1_crispants
