index	filename	time	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assay_plate	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	random_nr	assay_jitter	time_jitter	sirt1_dich	intgluc
SIRT1_291	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_C01	60	2	plate04	fasted	1	C	F14	80150	80840	80495	.6061292	NA	73898.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.060424	5.853476	F	14	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	80495	690	1.008609	89	1.128	63.51	1	-.9601961
SIRT1_040	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_H05	60	2	plate01	fasted	5	H	O05	321000	315200	318100	1.289286	NA	311503.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	8.841011	25.11651	O	5	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	318100	5800	.9819314	75	1.1	62.95	1	1.748169
SIRT1_268	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_D10	60	1	plate03	fasted	10	D	H10	116900	107000	111950	6.25311	NA	105353.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.958062	8.403585	H	10	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	111950	9900	.9153122	3	.956	60.07	0	-.2787525
SIRT1_292	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_D01	60	2	plate04	fasted	1	D	H14	138600	137900	138250	.3580287	NA	131653.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.708591	10.53577	H	14	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	138250	700	.9949495	52	1.054	62.03	1	.1918929
SIRT1_149	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_E07	60	2	plate02	fasted	7	E	I20	95380	96400	95890	.7521628	NA	89293.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.499754	7.101574	I	20	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	95890	1020	1.010694	12	.974	60.43	1	-.604288
SIRT1_264	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_H09	60	2	plate03	fasted	9	H	P09	134200	121900	128050	6.792201	NA	121453.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.417511	9.708838	P	9	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	128050	12300	.9083458	37	1.024	61.43	1	.029975
SIRT1_541	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_E10	60	1	plate06	fasted	10	E	I23	165100	159900	162500	2.262742	NA	153543.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	4.631446	13.15752	I	23	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	162500	5200	.968504	13	1.976	60.47	0	.5338024
SIRT1_289	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_A01	60	2	plate04	fasted	1	A	B14	136800	122700	129750	7.684166	NA	123153.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.466025	9.846661	B	14	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	129750	14100	.8969298	98	1.146	63.87	1	.0463347
SIRT1_261	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_E09	60	2	plate03	fasted	9	E	J09	120400	113200	116800	4.358877	NA	110203.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.096467	8.796782	J	9	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	116800	7200	.9401993	4	.958	60.11	1	-.166973
SIRT1_400	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_H04	60	1	plate05	fasted	4	H	O04	105100	106100	105600	.6696087	NA	96643.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.946261	8.370059	O	4	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	105600	1000	1.009515	29	2.008	61.11	0	-.2957889
SIRT1_258	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_B09	60	2	plate03	fasted	9	B	D09	188800	194100	191450	1.957517	NA	184853.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	5.226771	14.84878	D	9	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	191450	5300	1.028072	54	1.058	62.11	1	.7847354
SIRT1_385	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_A03	60	2	plate05	fasted	3	A	A03	115300	115500	115400	.1225488	NA	106443.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	3.236504	9.194613	A	3	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	115400	200	1.001735	32	2.014	61.23	1	-.0790957
SIRT1_609	20240516_GGTassay_7dpf_SIRT1_fasted_plate07_A07	60	2	plate07	fasted	7	A	B07	95890	107000	101445	7.744055	NA	92488.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.823204	8.020466	B	7	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	101445	11110	1.115862	11	1.972	60.39	1	-.3765316
SIRT1_532	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_D09	60	2	plate06	fasted	9	D	G22	71480	74700	73090	3.115178	NA	64133.17	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	1.983425	5.63473	G	22	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	73090	3220	1.045048	46	2.042	61.79	1	-1.050522
SIRT1_296	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_H01	60	2	plate04	fasted	1	H	P14	114700	110400	112550	2.701519	NA	105953.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.975184	8.452229	P	14	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	112550	4300	.9625109	86	1.122	63.39	1	-.2561616
SIRT1_260	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_D09	60	2	plate03	fasted	9	D	H09	227700	218300	223000	2.980629	NA	216403.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	6.127121	17.40659	H	9	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	223000	9400	.9587176	62	1.074	62.43	1	.9688727
SIRT1_257	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_A09	60	2	plate03	fasted	9	A	B09	172600	158400	165500	6.067019	NA	158903.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.48623	12.74497	B	9	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	165500	14200	.9177288	5	.96	60.15	1	.4780583
SIRT1_388	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_D03	60	2	plate05	fasted	3	D	G03	187300	195200	191250	2.920859	NA	182293.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	5.482924	15.57649	G	3	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	191250	7900	1.042178	40	2.03	61.55	1	.8455101
SIRT1_271	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_G10	60	1	plate03	fasted	10	G	N10	260700	263000	261850	.6210982	NA	255253.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	7.235792	20.55623	N	10	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	261850	2300	1.008822	64	1.078	62.51	0	1.251178
SIRT1_301	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_E02	60	1	plate04	fasted	2	E	J15	259900	264300	262100	1.187055	NA	255503.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	7.242927	20.5765	J	15	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	262100	4400	1.01693	34	1.018	61.31	0	1.263188
SIRT1_295	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_G01	60	2	plate04	fasted	1	G	N14	116500	118100	117300	.9645105	NA	110703.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.110736	8.837318	N	14	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	117300	1600	1.013734	91	1.132	63.59	1	-.1559316
SIRT1_265	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_A10	60	1	plate03	fasted	10	A	B10	254500	253200	253850	.3621189	NA	247253.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	7.007494	19.90765	B	10	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	253850	1300	.9948919	70	1.09	62.75	0	1.171733
SIRT1_037	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_E05	60	2	plate01	fasted	5	E	I05	273400	278800	276100	1.382969	NA	269503.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	7.642447	21.7115	I	5	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	276100	5400	1.019751	35	1.02	61.35	1	1.424341
SIRT1_259	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_C09	60	2	plate03	fasted	9	C	F09	157700	155200	156450	1.129925	NA	149853.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.227969	12.01127	F	9	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	156450	2500	.9841471	29	1.008	61.11	1	.3882567
SIRT1_158	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_F08	60	1	plate02	fasted	8	F	K21	358900	358300	358600	.1183112	NA	352003.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	9.996769	28.39991	K	21	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	358600	600	.9983282	26	1.002	60.99	0	1.890466
SIRT1_039	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_G05	60	2	plate01	fasted	5	G	M05	50500	51790	51145	1.783494	NA	44548.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	1.222856	3.474023	M	5	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	51145	1290	1.025545	62	1.074	62.43	1	-1.723586
SIRT1_392	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_H03	60	2	plate05	fasted	3	H	O03	109200	111900	110550	1.726991	NA	101593.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	3.092863	8.786543	O	3	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	110550	2700	1.024725	44	2.038	61.71	1	-.1725013
SIRT1_045	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_E06	60	1	plate01	fasted	6	E	I06	119100	108600	113850	6.521407	NA	107253.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.012283	8.557621	I	6	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	113850	10500	.9118388	29	1.008	61.11	0	-.2337006
SIRT1_038	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_F05	60	2	plate01	fasted	5	F	K05	24970	23820	24395	3.333359	NA	17798.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	.4594851	1.305355	K	5	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	24395	1150	.9539447	38	1.026	61.47	1	-3.065383
SIRT1_047	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_G06	60	1	plate01	fasted	6	G	M06	150700	147900	149300	1.326121	NA	142703.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.023927	11.43161	M	6	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	149300	2800	.98142	38	1.026	61.47	0	.3243776
SIRT1_262	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_F09	60	2	plate03	fasted	9	F	L09	308200	298800	303500	2.190051	NA	296903.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	8.424368	23.93286	L	9	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	303500	9400	.9695003	79	1.108	63.11	1	1.634405
SIRT1_396	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_D04	60	1	plate05	fasted	4	D	G04	103500	106100	104800	1.754273	NA	95843.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.922568	8.302749	G	4	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	104800	2600	1.025121	5	1.96	60.15	0	-.3129116
SIRT1_034	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_B05	60	2	plate01	fasted	5	B	C05	311500	304400	307950	1.630284	NA	301353.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	8.551358	24.29363	C	5	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	307950	7100	.9772071	86	1.122	63.39	1	1.700003
SIRT1_041	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_A06	60	1	plate01	fasted	6	A	A06	347300	321600	334450	5.433591	NA	327853.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	9.307594	26.44203	A	6	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	334450	25700	.9260006	100	1.15	63.95	0	1.829055
SIRT1_299	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_C02	60	1	plate04	fasted	2	C	F15	87750	83030	85390	3.908589	NA	78793.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.200113	6.250322	F	15	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	85390	4720	.9462108	12	.974	60.43	0	-.8455101
SIRT1_036	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_D05	60	2	plate01	fasted	5	D	G05	233800	244300	239050	3.105886	NA	232453.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	6.585144	18.70779	G	5	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	239050	10500	1.04491	83	1.116	63.27	1	1.089152
SIRT1_539	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_C10	60	1	plate06	fasted	10	C	E23	210300	194800	202550	5.411086	NA	193593.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	5.817591	16.52725	E	23	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	202550	15500	.9262958	5	1.96	60.15	0	.9013706
SIRT1_153	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_A08	60	1	plate02	fasted	8	A	A21	229600	232000	230800	.735293	NA	224203.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	6.349711	18.03895	A	21	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	230800	2400	1.010453	32	1.014	61.23	0	.9953517
SIRT1_398	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_F04	60	1	plate05	fasted	4	F	K04	65280	72030	68655	6.952109	NA	59698.17	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	1.852075	5.261578	K	4	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	68655	6750	1.103401	15	1.98	60.55	0	-1.171733
SIRT1_266	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_B10	60	1	plate03	fasted	10	B	D10	160800	162400	161600	.7001057	NA	155003.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.374935	12.42879	D	10	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	161600	1600	1.00995	32	1.014	61.23	0	.4417147
SIRT1_536	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_H09	60	2	plate06	fasted	9	H	O22	243500	262700	253100	5.364066	NA	244143.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	7.314711	20.78043	O	22	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	253100	19200	1.07885	73	2.096	62.87	1	1.313156
SIRT1_394	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_B04	60	1	plate05	fasted	4	B	C04	95800	99940	97870	2.991133	NA	88913.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.717324	7.719672	C	4	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	97870	4140	1.043215	24	1.998	60.91	0	-.4719583
SIRT1_391	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_G03	60	2	plate05	fasted	3	G	M03	146900	157500	152200	4.92466	NA	143243.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	4.326395	12.29089	M	3	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	152200	10600	1.072158	22	1.994	60.83	1	.429731
SIRT1_293	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_E01	60	2	plate04	fasted	1	E	J14	140700	128000	134350	6.684225	NA	127753.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.597296	10.21959	J	14	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	134350	12700	.9097371	43	1.036	61.67	1	.1174269
SIRT1_395	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_C04	60	1	plate05	fasted	4	C	E04	104300	97470	100885	4.787173	NA	91928.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.806619	7.973348	E	4	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	100885	6830	.9345158	100	2.15	63.95	0	-.3941392
SIRT1_270	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_F10	60	1	plate03	fasted	10	F	L10	229700	238200	233950	2.569099	NA	227353.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	6.439603	18.29433	L	10	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	233950	8500	1.037005	1	.952	59.99	0	1.022548
SIRT1_399	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_G04	60	1	plate05	fasted	4	G	M04	40980	40710	40845	.4674228	NA	31888.17	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	1.028437	2.921697	M	4	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	40845	270	.9934114	91	2.132	63.59	0	-1.924054
SIRT1_540	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_D10	60	1	plate06	fasted	10	D	G23	132200	128900	130550	1.787401	NA	121593.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	3.685195	10.46931	G	23	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	130550	3300	.9750378	80	2.11	63.15	0	.1780348
SIRT1_544	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_H10	60	1	plate06	fasted	10	H	O23	157400	165000	161200	3.333754	NA	152243.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	4.592945	13.04814	O	23	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	161200	7600	1.048285	95	2.14	63.75	0	.5275293
SIRT1_543	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_G10	60	1	plate06	fasted	10	G	M23	156800	153400	155100	1.550073	NA	146143.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	4.412283	12.53489	M	23	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	155100	3400	.9783163	76	2.102	62.99	0	.4537622
SIRT1_267	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_C10	60	1	plate03	fasted	10	C	F10	79910	71060	75485	8.29025	NA	68888.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	1.917452	5.447307	F	10	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	75485	8850	.8892504	57	1.064	62.23	0	-1.089152
SIRT1_290	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_B01	60	2	plate04	fasted	1	B	D14	186400	193900	190150	2.789009	NA	183553.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	5.189673	14.74339	D	14	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	190150	7500	1.040236	52	1.054	62.03	1	.7699925
SIRT1_150	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_F07	60	2	plate02	fasted	7	F	K20	86890	88770	87830	1.513561	NA	81233.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.269744	6.448136	K	20	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	87830	1880	1.021637	30	1.01	61.15	1	-.7847354
SIRT1_531	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_C09	60	2	plate06	fasted	9	C	E22	89180	96260	92720	5.399392	NA	83763.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.564799	7.286361	E	22	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	92720	7080	1.07939	40	2.03	61.55	1	-.5718977
SIRT1_043	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_C06	60	1	plate01	fasted	6	C	E06	129000	119300	124150	5.524717	NA	117553.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.306216	9.392659	E	6	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	124150	9700	.9248062	97	1.144	63.83	0	-.0381536
SIRT1_534	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_F09	60	2	plate06	fasted	9	F	K22	94610	98500	96555	2.848786	NA	87598.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.678379	7.60903	K	22	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	96555	3890	1.041116	91	2.132	63.59	1	-.4964666
SIRT1_533	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_E09	60	2	plate06	fasted	9	E	I22	167700	177200	172450	3.89534	NA	163493.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	4.926131	13.99469	I	22	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	172450	9500	1.056649	55	2.06	62.15	1	.6574843
SIRT1_035	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_C05	60	2	plate01	fasted	5	C	E05	367200	388500	377850	3.986072	NA	371253.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	10.54611	29.96054	E	5	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	377850	21300	1.058007	30	1.01	61.15	1	1.998595
SIRT1_272	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_H10	60	1	plate03	fasted	10	H	P10	84190	73530	78860	9.558405	NA	72263.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.013765	5.720924	P	10	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	78860	10660	.8733816	79	1.108	63.11	0	-1.004335
SIRT1_297	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_A02	60	1	plate04	fasted	2	A	B15	166600	167800	167200	.5074929	NA	160603.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.534744	12.88279	B	15	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	167200	1200	1.007203	44	1.038	61.71	0	.5088326
SIRT1_529	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_A09	60	2	plate06	fasted	9	A	A22	133300	125600	129450	4.206043	NA	120493.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	3.652617	10.37675	A	22	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	129450	7700	.9422355	16	1.982	60.59	1	.1559316
SIRT1_403	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_C05	75	2	plate05	fasted	5	C	E05	105500	105100	105300	.2686066	NA	96343.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.937376	8.344818	E	5	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	105300	400	.9962085	60	2.07	77.35	1	-.3071941
